 slim_762138500 slim_762138533 slim_762138526 slim_762138507 slim_762138502 slim_762138510 slim_762138509 slim_762138504 slim_762138501 slim_762138497 slim_762138525 slim_762138522 slim_762138519 slim_762138534 slim_762138503 slim_762138506 slim_762138512 slim_762138527 slim_762138532 slim_762138495 slim_762138521 slim_762138520 slim_762138524 slim_762138505 slim_762138511 slim_762138498 slim_762138496 slim_762138514 slim_762138531 slim_762138515 slim_762138528 slim_762138523 slim_762138529 slim_762138499 slim_762138508 slim_762138530 slim_762138516 slim_762138518 slim_762138513 slim_762138494 slim_762138517
10 9e-07 1.3e-06 9.5e-07 1.05e-06 1.1e-06 1.2e-06 1.3e-06 1.85e-06 1.25e-06 1.1e-06 1.4e-06 8.5e-07 1.3e-06 1.2e-06 9e-07 1e-06 1.25e-06 1.25e-06 1.15e-06 1.3e-06 1.05e-06 1.35e-06 7.5e-07 1.35e-06 1.4e-06 9e-07 1.05e-06 1.2e-06 9.5e-07 1.35e-06 1.6e-06 1.15e-06 1.65e-06 1.25e-06 8.5e-07 1e-06 1e-06 1.45e-06 1.35e-06 1e-06 1.25e-06
11 1.2e-06 1.25e-06 1.1e-06 9e-07 1.2e-06 1.15e-06 1.55e-06 1.95e-06 1.15e-06 1.05e-06 8.5e-07 1.1e-06 1.15e-06 1.15e-06 9e-07 1.1e-06 1.35e-06 1.3e-06 1.2e-06 1.35e-06 1e-06 1.3e-06 8.5e-07 1.45e-06 1.35e-06 1.25e-06 1.25e-06 1.1e-06 1.3e-06 1.5e-06 1.65e-06 1.3e-06 1.65e-06 1.35e-06 9.5e-07 1.2e-06 1e-06 1.6e-06 1.3e-06 9.5e-07 1.25e-06
12 1.75e-06 1.15e-06 1.45e-06 9e-07 1.65e-06 1.3e-06 1.85e-06 1.65e-06 1.05e-06 1.05e-06 1.3e-06 1.15e-06 1.5e-06 1.3e-06 1.35e-06 1.85e-06 1.5e-06 1.5e-06 1.55e-06 1.45e-06 1.5e-06 1e-06 1.3e-06 1.6e-06 1.25e-06 1.85e-06 1.6e-06 1.1e-06 1.9e-06 1.65e-06 1.55e-06 1.5e-06 1.5e-06 1.5e-06 1.4e-06 1.9e-06 1.6e-06 1.8e-06 1.2e-06 1.15e-06 1.15e-06
13 1.25e-06 1.2e-06 1.25e-06 1.1e-06 1.25e-06 1.05e-06 1.65e-06 2.25e-06 1e-06 1.05e-06 1.2e-06 1.15e-06 1.3e-06 1.6e-06 1.25e-06 1.35e-06 1.5e-06 1.2e-06 1.3e-06 1.2e-06 1.3e-06 1.4e-06 1.2e-06 1.6e-06 1.55e-06 1.3e-06 1.35e-06 1.25e-06 1.35e-06 1.85e-06 1.8e-06 1.4e-06 1.85e-06 1.5e-06 1.3e-06 1.4e-06 1.5e-06 1.55e-06 1.25e-06 1.35e-06 1.05e-06
14 1.15e-06 1.35e-06 1.1e-06 1e-06 1.05e-06 1.15e-06 1.55e-06 2e-06 1.3e-06 1.15e-06 9e-07 9e-07 1.35e-06 1.25e-06 1.5e-06 1.25e-06 1.4e-06 1.2e-06 1.1e-06 1.25e-06 1.2e-06 1.4e-06 9e-07 1.5e-06 1.45e-06 1.15e-06 1.2e-06 1.25e-06 1.2e-06 1.6e-06 1.75e-06 1.3e-06 1.8e-06 1.4e-06 9e-07 1.25e-06 1.25e-06 1.6e-06 1.4e-06 1.05e-06 1.3e-06
15 6.5e-07 1.65e-06 9.5e-07 1.65e-06 1.15e-06 1.35e-06 1.1e-06 2.35e-06 1.6e-06 1.45e-06 1e-06 1.1e-06 1.85e-06 1.35e-06 1.25e-06 8e-07 1.35e-06 1.35e-06 1.25e-06 1.4e-06 9e-07 1.85e-06 1e-06 1.55e-06 1.9e-06 5.5e-07 1.05e-06 1.75e-06 5.5e-07 1.65e-06 2e-06 1.3e-06 2.05e-06 1.45e-06 1.1e-06 5e-07 9e-07 1.45e-06 1.7e-06 1.55e-06 1.55e-06
16 1.35e-06 1.7e-06 1.35e-06 1.55e-06 1.55e-06 1.65e-06 1.55e-06 1.6e-06 1.6e-06 1.55e-06 1.25e-06 1.35e-06 1.5e-06 1.5e-06 1.4e-06 1.35e-06 2.3e-06 1.7e-06 1.55e-06 1.7e-06 1.45e-06 1.55e-06 1.25e-06 1.35e-06 1.35e-06 1.3e-06 1.45e-06 1.7e-06 1.3e-06 1.75e-06 1.55e-06 1.15e-06 1.55e-06 1.25e-06 1.35e-06 1.35e-06 1.5e-06 1.9e-06 1.75e-06 1.45e-06 1.65e-06
17 1.25e-06 1.25e-06 1.05e-06 1.3e-06 1e-06 1e-06 1.65e-06 2.35e-06 1.25e-06 1e-06 1.25e-06 1.3e-06 1.5e-06 1.2e-06 1.2e-06 1.35e-06 1.7e-06 1.7e-06 1.05e-06 9.5e-07 1.25e-06 1.45e-06 1.25e-06 1.8e-06 1.65e-06 1.25e-06 1.2e-06 1.4e-06 1.3e-06 1.9e-06 2.05e-06 1.6e-06 2.1e-06 1.7e-06 1.35e-06 1.35e-06 1.55e-06 1.4e-06 1.3e-06 1.35e-06 1.1e-06
18 1.15e-06 1.15e-06 9.5e-07 1.4e-06 7.5e-07 1.1e-06 1.55e-06 2.15e-06 1.35e-06 1.15e-06 1.15e-06 1.2e-06 1.55e-06 1.3e-06 1.1e-06 1.25e-06 1.55e-06 1.05e-06 1.5e-06 1.05e-06 1.05e-06 1.5e-06 1.15e-06 1.65e-06 1.5e-06 1.15e-06 1.1e-06 1.5e-06 1.2e-06 1.8e-06 1.95e-06 1.5e-06 1.95e-06 1.55e-06 1.25e-06 1.25e-06 1.45e-06 1.55e-06 1.2e-06 1.05e-06 1.2e-06
19 1.3e-06 1.2e-06 1.05e-06 1.3e-06 1.05e-06 1e-06 1.7e-06 2.3e-06 1.25e-06 1.05e-06 1.3e-06 1.35e-06 1.45e-06 1.2e-06 1.25e-06 1.4e-06 1.7e-06 9.5e-07 1.05e-06 1.8e-06 1.25e-06 1.4e-06 1.3e-06 1.8e-06 1.6e-06 1.3e-06 1.2e-06 1.4e-06 1.35e-06 1.95e-06 2.1e-06 1.65e-06 2.1e-06 1.7e-06 1.4e-06 1.4e-06 1.6e-06 1.45e-06 1.25e-06 1.35e-06 1.05e-06
20 1e-06 1.2e-06 8.5e-07 1.35e-06 1.1e-06 1.3e-06 1.35e-06 2e-06 1.3e-06 1.1e-06 1.05e-06 1e-06 1.5e-06 1.3e-06 1.2e-06 9e-07 1.45e-06 1.25e-06 1.05e-06 1.25e-06 1.4e-06 1.45e-06 1.05e-06 1.55e-06 1.45e-06 1e-06 1e-06 1.45e-06 1.05e-06 1.55e-06 1.85e-06 1.45e-06 1.8e-06 1.45e-06 1.15e-06 9.5e-07 1.05e-06 1.4e-06 1.25e-06 1.1e-06 1.15e-06
21 1.75e-06 1.15e-06 1.35e-06 1.05e-06 1.6e-06 1.4e-06 1.85e-06 1.6e-06 1.15e-06 1.05e-06 1.35e-06 1.3e-06 1e-06 1.4e-06 1.4e-06 1.85e-06 1.55e-06 1.45e-06 1.5e-06 1.4e-06 1.45e-06 1.8e-06 1.35e-06 1.65e-06 1.25e-06 1.8e-06 1.5e-06 1.2e-06 1.85e-06 1.7e-06 1.65e-06 1.55e-06 1.6e-06 1.55e-06 1.45e-06 1.85e-06 1.65e-06 1.7e-06 1.2e-06 1.15e-06 1.1e-06
22 9e-07 1.3e-06 9.5e-07 1.05e-06 1.1e-06 1.2e-06 1.3e-06 1.85e-06 1.25e-06 1.1e-06 7.5e-07 8.5e-07 1.3e-06 1.2e-06 9e-07 1e-06 1.25e-06 1.25e-06 1.15e-06 1.3e-06 1.05e-06 1.35e-06 1.4e-06 1.35e-06 1.4e-06 9e-07 1.05e-06 1.2e-06 9.5e-07 1.35e-06 1.6e-06 1.15e-06 1.65e-06 1.25e-06 8.5e-07 1e-06 1e-06 1.45e-06 1.35e-06 1e-06 1.25e-06
23 1.45e-06 1.8e-06 1.45e-06 1.65e-06 1.65e-06 1.75e-06 1.75e-06 1.7e-06 1.7e-06 1.65e-06 1.35e-06 1.45e-06 1.6e-06 1.6e-06 1.5e-06 1.55e-06 1.35e-06 1.8e-06 1.65e-06 1.8e-06 1.55e-06 1.65e-06 1.35e-06 2.5e-06 1.45e-06 1.45e-06 1.55e-06 1.8e-06 1.5e-06 1.85e-06 1.65e-06 1.3e-06 1.65e-06 1.35e-06 1.4e-06 1.55e-06 1.6e-06 2e-06 1.85e-06 1.55e-06 1.75e-06
24 1.8e-06 1.4e-06 1.25e-06 1.35e-06 1.65e-06 1.7e-06 1.9e-06 1.35e-06 1.4e-06 1.25e-06 1.4e-06 1.35e-06 1.25e-06 1.55e-06 1.45e-06 1.9e-06 1.35e-06 1.65e-06 1.5e-06 1.6e-06 1.45e-06 1.25e-06 1.4e-06 1.45e-06 1.7e-06 1.85e-06 1.4e-06 1.5e-06 1.9e-06 1.75e-06 1.5e-06 1.4e-06 1.4e-06 1.35e-06 1.5e-06 1.9e-06 1.7e-06 1.9e-06 1.45e-06 1.15e-06 1.25e-06
25 5e-07 1.6e-06 8.5e-07 1.65e-06 1e-06 1.3e-06 1.05e-06 2.3e-06 1.6e-06 1.4e-06 9e-07 1.25e-06 1.85e-06 1.3e-06 1.15e-06 5.5e-07 1.3e-06 1.25e-06 1.15e-06 1.3e-06 1e-06 1.8e-06 9e-07 1.45e-06 1.85e-06 4e-07 8e-07 1.75e-06 4e-07 1.65e-06 1.95e-06 1.15e-06 2.05e-06 1.25e-06 1e-06 5e-07 1.1e-06 1.35e-06 1.65e-06 1.5e-06 1.5e-06
26 9.5e-07 1.3e-06 7.5e-07 1.45e-06 1.1e-06 1.35e-06 1.35e-06 2.05e-06 1.4e-06 1.1e-06 1.05e-06 1.25e-06 1.6e-06 1.35e-06 1.2e-06 1.05e-06 1.45e-06 1.2e-06 1.1e-06 1.2e-06 1e-06 1.5e-06 1.05e-06 1.55e-06 1.4e-06 8e-07 1.4e-06 1.55e-06 9.5e-07 1.65e-06 1.9e-06 1.4e-06 1.9e-06 1.35e-06 1.15e-06 1e-06 1.3e-06 1.35e-06 1.35e-06 1.2e-06 1.1e-06
27 1.6e-06 1.15e-06 1.4e-06 8.5e-07 1.55e-06 1.2e-06 1.85e-06 2.05e-06 1.05e-06 1e-06 1.2e-06 1.1e-06 1.1e-06 1.25e-06 1.25e-06 1.75e-06 1.7e-06 1.4e-06 1.5e-06 1.4e-06 1.45e-06 1.2e-06 1.2e-06 1.8e-06 1.5e-06 1.75e-06 1.55e-06 1.5e-06 1.8e-06 1.55e-06 1.8e-06 1.65e-06 1.8e-06 1.7e-06 1.3e-06 1.8e-06 1.4e-06 1.7e-06 1.05e-06 1.1e-06 1.1e-06
28 5.5e-07 1.65e-06 9e-07 1.7e-06 1.05e-06 1.35e-06 1.05e-06 2.35e-06 1.65e-06 1.45e-06 9.5e-07 1.3e-06 1.9e-06 1.35e-06 1.2e-06 5.5e-07 1.3e-06 1.3e-06 1.2e-06 1.35e-06 1.05e-06 1.85e-06 9.5e-07 1.5e-06 1.9e-06 4e-07 9.5e-07 1.8e-06 5e-07 1.7e-06 2e-06 1.2e-06 2.1e-06 1.4e-06 1.05e-06 4.5e-07 1.15e-06 1.4e-06 1.7e-06 1.55e-06 1.55e-06
29 1.45e-06 1.75e-06 1.5e-06 1.5e-06 1.85e-06 1.85e-06 1.25e-06 1.65e-06 1.65e-06 1.55e-06 1.35e-06 1.5e-06 1.65e-06 1.85e-06 1.6e-06 1.65e-06 1.75e-06 1.9e-06 1.8e-06 1.95e-06 1.55e-06 1.7e-06 1.35e-06 1.85e-06 1.75e-06 1.65e-06 1.65e-06 1.55e-06 1.7e-06 1.7e-06 1.35e-06 1.7e-06 1.35e-06 1.75e-06 1.45e-06 1.7e-06 1.25e-06 1.75e-06 1.8e-06 1.45e-06 1.65e-06
30 1.85e-06 1.9e-06 1.8e-06 1.65e-06 1.95e-06 1.95e-06 1.5e-06 1.4e-06 1.7e-06 1.7e-06 1.6e-06 1.65e-06 1.55e-06 1.8e-06 1.75e-06 2e-06 1.55e-06 2.05e-06 1.95e-06 2.1e-06 1.85e-06 1.65e-06 1.6e-06 1.65e-06 1.5e-06 1.95e-06 1.9e-06 1.8e-06 2e-06 1.35e-06 2.1e-06 1.45e-06 1.1e-06 1.55e-06 1.7e-06 2.05e-06 1.8e-06 2.05e-06 1.95e-06 1.65e-06 1.85e-06
31 1.2e-06 1.7e-06 1.35e-06 1.5e-06 1.4e-06 1.55e-06 1.5e-06 1.65e-06 1.55e-06 1.5e-06 1.15e-06 1.3e-06 1.5e-06 1.4e-06 1.3e-06 1.3e-06 1.15e-06 1.6e-06 1.5e-06 1.65e-06 1.45e-06 1.55e-06 1.15e-06 1.3e-06 1.4e-06 1.15e-06 1.4e-06 1.65e-06 1.2e-06 1.7e-06 1.45e-06 2e-06 1.55e-06 1.2e-06 1.25e-06 1.3e-06 1.45e-06 1.85e-06 1.75e-06 1.45e-06 1.65e-06
32 1.95e-06 1.85e-06 1.75e-06 1.65e-06 2.05e-06 2e-06 1.55e-06 1.3e-06 1.7e-06 1.7e-06 1.65e-06 1.65e-06 1.5e-06 1.85e-06 1.8e-06 2.05e-06 1.55e-06 2.1e-06 1.95e-06 2.1e-06 1.8e-06 1.6e-06 1.65e-06 1.65e-06 1.4e-06 2.05e-06 1.9e-06 1.8e-06 2.1e-06 1.35e-06 1.1e-06 1.55e-06 2.1e-06 1.55e-06 1.75e-06 2.1e-06 1.8e-06 2.05e-06 1.9e-06 1.6e-06 1.8e-06
33 1.35e-06 1.7e-06 1.35e-06 1.55e-06 1.55e-06 1.65e-06 1.65e-06 1.6e-06 1.6e-06 1.55e-06 1.25e-06 1.35e-06 1.5e-06 1.5e-06 1.4e-06 1.45e-06 1.25e-06 1.7e-06 1.55e-06 1.7e-06 1.45e-06 1.55e-06 1.25e-06 1.35e-06 1.35e-06 1.25e-06 1.35e-06 1.7e-06 1.4e-06 1.75e-06 1.55e-06 1.2e-06 1.55e-06 2.3e-06 1.35e-06 1.45e-06 1.5e-06 1.9e-06 1.75e-06 1.45e-06 1.65e-06
34 1e-06 1.4e-06 1.05e-06 1.05e-06 1.2e-06 1.3e-06 1.4e-06 1.95e-06 1.35e-06 1.2e-06 8.5e-07 9.5e-07 1.4e-06 1.3e-06 9e-07 1.1e-06 1.35e-06 1.35e-06 1.25e-06 1.4e-06 1.15e-06 1.45e-06 8.5e-07 1.4e-06 1.5e-06 1e-06 1.15e-06 1.3e-06 1.05e-06 1.45e-06 1.7e-06 1.25e-06 1.75e-06 1.35e-06 1.6e-06 1.1e-06 1.1e-06 1.55e-06 1.45e-06 1.1e-06 1.35e-06
35 6.5e-07 1.65e-06 9e-07 1.7e-06 1.15e-06 1.4e-06 1.1e-06 2.35e-06 1.65e-06 1.45e-06 1e-06 1.2e-06 1.9e-06 1.4e-06 1.25e-06 5e-07 1.35e-06 1.35e-06 1.25e-06 1.4e-06 9.5e-07 1.85e-06 1e-06 1.55e-06 1.9e-06 5e-07 1e-06 1.8e-06 4.5e-07 1.7e-06 2.05e-06 1.3e-06 2.1e-06 1.45e-06 1.1e-06 7e-07 1.05e-06 1.4e-06 1.7e-06 1.55e-06 1.55e-06
36 9.5e-07 1.6e-06 1.15e-06 1.35e-06 1.45e-06 1.5e-06 1.4e-06 2e-06 1.5e-06 1.4e-06 1e-06 1e-06 1.6e-06 1.5e-06 1.25e-06 9e-07 1.5e-06 1.55e-06 1.45e-06 1.6e-06 1.05e-06 1.65e-06 1e-06 1.6e-06 1.7e-06 1.1e-06 1.3e-06 1.4e-06 1.15e-06 1.25e-06 1.8e-06 1.45e-06 1.8e-06 1.5e-06 1.1e-06 1.05e-06 1.4e-06 1.65e-06 1.65e-06 1.3e-06 1.5e-06
37 1.4e-06 1.5e-06 1.2e-06 1.6e-06 1.55e-06 1.55e-06 1.5e-06 2.3e-06 1.55e-06 1.25e-06 1.45e-06 1.6e-06 1.8e-06 1.55e-06 1.6e-06 1.45e-06 1.9e-06 1.4e-06 1.55e-06 1.45e-06 1.4e-06 1.7e-06 1.45e-06 2e-06 1.9e-06 1.35e-06 1.35e-06 1.7e-06 1.4e-06 1.75e-06 2.05e-06 1.85e-06 2.05e-06 1.9e-06 1.55e-06 1.4e-06 1.65e-06 2.1e-06 1.55e-06 1.6e-06 1.35e-06
38 1.6e-06 8.5e-07 1.2e-06 1.05e-06 1.3e-06 1.2e-06 1.8e-06 2.15e-06 1.05e-06 9e-07 1.35e-06 1.3e-06 1.2e-06 1.25e-06 1.4e-06 1.7e-06 1.75e-06 1.3e-06 1.2e-06 1.25e-06 1.25e-06 1.2e-06 1.35e-06 1.85e-06 1.45e-06 1.65e-06 1.35e-06 1.05e-06 1.7e-06 1.8e-06 1.95e-06 1.75e-06 1.9e-06 1.75e-06 1.45e-06 1.7e-06 1.65e-06 1.55e-06 1.5e-06 1e-06 9.5e-07
39 1.45e-06 9.5e-07 1.05e-06 9.5e-07 1.15e-06 1.35e-06 1.65e-06 1.7e-06 1.15e-06 9.5e-07 1e-06 9.5e-07 1.15e-06 1.35e-06 1.05e-06 1.55e-06 1.45e-06 1.35e-06 1.05e-06 1.35e-06 1.1e-06 1.15e-06 1e-06 1.55e-06 1.15e-06 1.5e-06 1.2e-06 1.1e-06 1.55e-06 1.45e-06 1.65e-06 1.45e-06 1.6e-06 1.45e-06 1.1e-06 1.55e-06 1.3e-06 1.6e-06 1e-06 1.2e-06 1.05e-06
40 1.45e-06 9e-07 9.5e-07 1e-06 1.3e-06 1.15e-06 1.65e-06 2e-06 8.5e-07 7.5e-07 1.25e-06 1.25e-06 1.15e-06 1.05e-06 1.3e-06 1.55e-06 1.65e-06 1.1e-06 1.2e-06 1.05e-06 1.15e-06 1.1e-06 1.25e-06 1.75e-06 1.25e-06 1.5e-06 1.1e-06 1.1e-06 1.55e-06 1.65e-06 1.85e-06 1.65e-06 1.8e-06 1.65e-06 1.35e-06 1.55e-06 1.5e-06 1.35e-06 9.5e-07 1.05e-06 1.2e-06
