 slim_762509609 slim_762509633 slim_762509621 slim_762509649 slim_762509643 slim_762509641 slim_762509632 slim_762509630 slim_762509627 slim_762509642 slim_762509638 slim_762509636 slim_762509615 slim_762509639 slim_762509613 slim_762509625 slim_762509620 slim_762509617 slim_762509629 slim_762509640 slim_762509611 slim_762509646 slim_762509635 slim_762509626 slim_762509647 slim_762509644 slim_762509614 slim_762509628 slim_762509618 slim_762509645 slim_762509624 slim_762509610 slim_762509648 slim_762509622 slim_762509623 slim_762509619 slim_762509631 slim_762509612 slim_762509634 slim_762509616 slim_762509637
10 1.45e-06 1.25e-06 1.3e-06 8e-07 1.1e-06 5e-07 8.5e-07 9.5e-07 9e-07 1.3e-06 4e-07 1.4e-06 1.1e-06 4e-07 8e-07 8.5e-07 1.4e-06 9.5e-07 7.5e-07 9.5e-07 8.5e-07 7.5e-07 1e-06 1.05e-06 4.5e-07 7.5e-07 1.2e-06 8.5e-07 9.5e-07 8e-07 8.5e-07 9e-07 5e-07 1.1e-06 6.5e-07 1.45e-06 7.5e-07 1.2e-06 8.5e-07 6.5e-07 1e-06
11 6.5e-07 8e-07 1.05e-06 1.05e-06 1.05e-06 1.4e-06 1.35e-06 1e-06 1.15e-06 8.5e-07 1.4e-06 1e-06 1.1e-06 1.55e-06 1.25e-06 9e-07 1e-06 9e-07 1.4e-06 9e-07 9e-07 1.05e-06 1.1e-06 9.5e-07 1.45e-06 1.3e-06 8e-07 1.05e-06 1.15e-06 1.35e-06 1.1e-06 1.3e-06 1.6e-06 1.05e-06 1.3e-06 1.05e-06 1.1e-06 8.5e-07 9.5e-07 1.3e-06 1.2e-06
12 1e-06 1.2e-06 1.1e-06 1e-06 1e-06 1.15e-06 1.15e-06 1.25e-06 1.2e-06 1.25e-06 1.1e-06 1.1e-06 1.7e-06 1.2e-06 1.25e-06 1e-06 1.35e-06 1.15e-06 1.25e-06 1.25e-06 1e-06 1e-06 1.1e-06 1.15e-06 1.15e-06 1.15e-06 1.05e-06 1.1e-06 1.25e-06 1.2e-06 1.15e-06 1.2e-06 1.25e-06 1e-06 1.1e-06 1.4e-06 1.05e-06 1.05e-06 1e-06 1e-06 1.3e-06
13 1.6e-06 1.2e-06 1.05e-06 9e-07 9e-07 2.5e-07 7.5e-07 9.5e-07 8e-07 1.25e-06 4e-07 1.55e-06 1.2e-06 5e-07 9e-07 1.1e-06 1.45e-06 1.1e-06 6e-07 1.05e-06 1.1e-06 8e-07 8.5e-07 1.05e-06 2.5e-07 6e-07 1.2e-06 8e-07 9.5e-07 6.5e-07 8.5e-07 6.5e-07 4.5e-07 9e-07 5.5e-07 1.5e-06 8.5e-07 1.2e-06 1e-06 6e-07 9.5e-07
14 1.35e-06 1.1e-06 1.2e-06 1.05e-06 1.05e-06 9e-07 1.1e-06 1.05e-06 1.05e-06 1.15e-06 8e-07 1.25e-06 1.25e-06 9e-07 1.6e-06 1.1e-06 9.5e-07 1.05e-06 1.15e-06 1.05e-06 1.1e-06 1e-06 1.15e-06 1.15e-06 9e-07 9.5e-07 1.05e-06 1e-06 8.5e-07 1e-06 8.5e-07 1.05e-06 1e-06 1.05e-06 9e-07 1e-06 1e-06 9.5e-07 1.1e-06 9.5e-07 9e-07
15 6e-07 1.15e-06 1.25e-06 8.5e-07 1.2e-06 1.05e-06 1.2e-06 1.1e-06 1.05e-06 1.2e-06 8.5e-07 9e-07 1e-06 1.1e-06 1.1e-06 1.1e-06 1.25e-06 7e-07 1e-06 1e-06 5.5e-07 9e-07 1.05e-06 9e-07 1.05e-06 1.15e-06 9.5e-07 9e-07 1.1e-06 1.2e-06 1e-06 1.2e-06 1.15e-06 1.2e-06 1.1e-06 1.3e-06 8.5e-07 1.05e-06 7.5e-07 1.1e-06 1.15e-06
16 1.15e-06 9e-07 1.1e-06 1.3e-06 1e-06 1.3e-06 1.4e-06 1.1e-06 1.15e-06 9.5e-07 1.4e-06 1e-06 1.35e-06 1.45e-06 9.5e-07 1.25e-06 8e-07 1.05e-06 1.5e-06 1.1e-06 1.25e-06 1.2e-06 1.3e-06 1.2e-06 1.35e-06 1.2e-06 8.5e-07 1.1e-06 8.5e-07 1.25e-06 8.5e-07 1.2e-06 1.5e-06 1e-06 1.2e-06 4.5e-07 1.2e-06 7.5e-07 1.3e-06 1.25e-06 9e-07
17 8e-07 9.5e-07 1.2e-06 1e-06 1.05e-06 9.5e-07 1.3e-06 9.5e-07 9e-07 1e-06 9.5e-07 9e-07 1.15e-06 1.1e-06 1.05e-06 7e-07 1.05e-06 9e-07 9.5e-07 8.5e-07 7e-07 1e-06 1.1e-06 8.5e-07 1e-06 1.05e-06 7e-07 7e-07 9.5e-07 1.1e-06 9e-07 1.05e-06 1.15e-06 1.05e-06 1.05e-06 1.1e-06 8.5e-07 9.5e-07 9e-07 1.1e-06 1e-06
18 1.35e-06 1.3e-06 1.3e-06 1.05e-06 1.15e-06 4.5e-07 1.15e-06 1.05e-06 8.5e-07 1.35e-06 7.5e-07 1.4e-06 1.25e-06 6e-07 1.15e-06 1e-06 1.5e-06 9.5e-07 8e-07 1.05e-06 1e-06 1e-06 9.5e-07 8e-07 5e-07 9.5e-07 1.25e-06 8.5e-07 1.05e-06 1e-06 9.5e-07 9e-07 8e-07 1.15e-06 9.5e-07 1.55e-06 1e-06 1.3e-06 1e-06 9.5e-07 1.05e-06
19 1.15e-06 8.5e-07 1.2e-06 1.1e-06 1.05e-06 9e-07 1.25e-06 8e-07 9.5e-07 9e-07 9.5e-07 9e-07 1.25e-06 1.05e-06 1.05e-06 1e-06 1.1e-06 8.5e-07 1.05e-06 1.2e-06 1e-06 1e-06 1.05e-06 9e-07 9.5e-07 1.05e-06 9.5e-07 9e-07 9.5e-07 1.1e-06 9e-07 1.05e-06 1.1e-06 1.05e-06 1.05e-06 1.15e-06 1e-06 1e-06 1e-06 1.05e-06 1e-06
20 6e-07 1.15e-06 1.25e-06 8.5e-07 1.2e-06 1.05e-06 1.2e-06 1.1e-06 1.05e-06 1.2e-06 8.5e-07 9e-07 1e-06 1.1e-06 1.1e-06 5.5e-07 1.25e-06 7e-07 1e-06 1e-06 1.1e-06 9e-07 1.05e-06 9e-07 1.05e-06 1.15e-06 9.5e-07 9e-07 1.1e-06 1.2e-06 1e-06 1.2e-06 1.15e-06 1.2e-06 1.1e-06 1.3e-06 8.5e-07 1.05e-06 7.5e-07 1.1e-06 1.15e-06
21 1.05e-06 1e-06 8.5e-07 8.5e-07 8.5e-07 7.5e-07 8.5e-07 1e-06 9e-07 1.05e-06 7.5e-07 1.05e-06 1e-06 8e-07 1e-06 9e-07 1.2e-06 1e-06 1e-06 1e-06 9e-07 1.4e-06 8e-07 1.05e-06 7.5e-07 8.5e-07 9.5e-07 8.5e-07 1e-06 9e-07 9e-07 8.5e-07 9e-07 8.5e-07 8e-07 1.25e-06 8.5e-07 9e-07 8e-07 8e-07 1e-06
22 1.05e-06 1e-06 7.5e-07 9.5e-07 8e-07 7e-07 9e-07 1e-06 9e-07 1.05e-06 1e-06 1.1e-06 1.1e-06 8.5e-07 1.15e-06 1.05e-06 1.3e-06 1.1e-06 9.5e-07 1.05e-06 1.05e-06 8e-07 1.2e-06 9.5e-07 7.5e-07 8.5e-07 1e-06 8.5e-07 1e-06 9e-07 9.5e-07 7e-07 1e-06 8e-07 8.5e-07 1.35e-06 1e-06 9.5e-07 8.5e-07 9e-07 9.5e-07
23 9.5e-07 1e-06 1.2e-06 1.05e-06 1.1e-06 9e-07 1.3e-06 1e-06 9.5e-07 1.05e-06 1.05e-06 9.5e-07 1.15e-06 1.05e-06 1.15e-06 9e-07 1.2e-06 8.5e-07 8e-07 9e-07 9e-07 1.05e-06 9.5e-07 1.2e-06 9.5e-07 1.1e-06 1e-06 9e-07 1.05e-06 1.15e-06 1e-06 1.05e-06 1.2e-06 1.1e-06 1.1e-06 1.25e-06 1.05e-06 1.1e-06 9e-07 1.15e-06 1.05e-06
24 1.5e-06 1.1e-06 9.5e-07 9e-07 8e-07 1.5e-07 7.5e-07 8.5e-07 7e-07 1.15e-06 4.5e-07 1.45e-06 1.15e-06 2.5e-07 9e-07 1.05e-06 1.35e-06 1e-06 5e-07 9.5e-07 1.05e-06 7.5e-07 7.5e-07 9.5e-07 3e-07 5.5e-07 1.1e-06 7e-07 8.5e-07 6e-07 7.5e-07 5.5e-07 3.5e-07 8e-07 5.5e-07 1.4e-06 8e-07 1.1e-06 9.5e-07 5.5e-07 8.5e-07
25 1.35e-06 9e-07 7.5e-07 9.5e-07 6.5e-07 5.5e-07 8e-07 9.5e-07 8e-07 9.5e-07 7.5e-07 1.3e-06 1.15e-06 6e-07 9.5e-07 1.15e-06 1.2e-06 1.05e-06 9.5e-07 1.05e-06 1.15e-06 8.5e-07 8.5e-07 1.1e-06 5.5e-07 1e-06 9e-07 7e-07 9.5e-07 6e-07 8.5e-07 6e-07 7e-07 6.5e-07 5.5e-07 1.25e-06 9e-07 9e-07 1.05e-06 7e-07 9.5e-07
26 8e-07 7e-07 7.5e-07 1e-06 6.5e-07 1.05e-06 1.1e-06 9.5e-07 9e-07 7.5e-07 1.2e-06 8e-07 1.05e-06 1.2e-06 1.05e-06 9.5e-07 8.5e-07 7e-07 1.25e-06 9.5e-07 9.5e-07 9.5e-07 1e-06 1e-06 1.1e-06 9e-07 9e-07 7.5e-07 9.5e-07 9.5e-07 9e-07 9e-07 1.25e-06 6.5e-07 9e-07 9e-07 9e-07 6.5e-07 1e-06 9.5e-07 1e-06
27 1.05e-06 8e-07 8e-07 9.5e-07 7e-07 6.5e-07 1e-06 9e-07 7e-07 8.5e-07 8.5e-07 1.05e-06 1.1e-06 8e-07 1e-06 9e-07 1.1e-06 7e-07 8.5e-07 9e-07 9e-07 8.5e-07 8.5e-07 9e-07 7e-07 7e-07 7.5e-07 1e-06 9e-07 7.5e-07 8e-07 6.5e-07 9e-07 7e-07 7e-07 1.15e-06 8.5e-07 8e-07 9e-07 8.5e-07 9e-07
28 1.25e-06 1e-06 1.1e-06 1.1e-06 9.5e-07 8e-07 1.15e-06 9e-07 9.5e-07 1.05e-06 9.5e-07 1.15e-06 1.25e-06 9.5e-07 8.5e-07 1.1e-06 8.5e-07 9.5e-07 1.05e-06 9.5e-07 1.1e-06 1e-06 1e-06 1.05e-06 8.5e-07 9.5e-07 9.5e-07 9e-07 1.4e-06 1e-06 7.5e-07 9e-07 1e-06 9.5e-07 9.5e-07 9e-07 1e-06 8.5e-07 1.1e-06 9.5e-07 7.5e-07
29 1.4e-06 9.5e-07 8e-07 1e-06 7e-07 6e-07 8.5e-07 1e-06 8.5e-07 1e-06 8e-07 1.35e-06 1.2e-06 6.5e-07 1e-06 1.2e-06 1.25e-06 1.1e-06 1e-06 1.1e-06 1.2e-06 9e-07 9e-07 1.15e-06 6e-07 6e-07 9.5e-07 7.5e-07 1e-06 1.1e-06 9e-07 6e-07 7.5e-07 7e-07 6e-07 1.3e-06 9.5e-07 9.5e-07 1.1e-06 7.5e-07 1e-06
30 1.15e-06 9.5e-07 1e-06 1e-06 8.5e-07 7e-07 1.05e-06 9e-07 8.5e-07 1e-06 8.5e-07 1.1e-06 1.15e-06 8.5e-07 8.5e-07 1e-06 8.5e-07 9e-07 9.5e-07 9e-07 1e-06 9e-07 9.5e-07 1e-06 7.5e-07 8.5e-07 9e-07 8e-07 7.5e-07 9e-07 1.2e-06 8.5e-07 9e-07 8.5e-07 8.5e-07 9e-07 9e-07 7.5e-07 1e-06 8.5e-07 8e-07
31 1.35e-06 8.5e-07 6.5e-07 1.05e-06 6e-07 5e-07 8.5e-07 9e-07 7.5e-07 9e-07 9e-07 1.3e-06 1.2e-06 6.5e-07 1.05e-06 1.2e-06 1.2e-06 1.05e-06 9e-07 1.05e-06 1.2e-06 8.5e-07 7e-07 1.05e-06 5.5e-07 6e-07 9e-07 6.5e-07 9e-07 6e-07 8.5e-07 8e-07 8e-07 6e-07 6e-07 1.25e-06 9.5e-07 9e-07 1.05e-06 7.5e-07 8.5e-07
32 1.65e-06 1.3e-06 1.2e-06 1e-06 1e-06 4e-07 9e-07 1e-06 9.5e-07 1.35e-06 5e-07 1.6e-06 1.25e-06 4.5e-07 1e-06 1.15e-06 1.5e-06 1.15e-06 8e-07 1.1e-06 1.15e-06 9e-07 1e-06 1.2e-06 3.5e-07 7e-07 1.25e-06 9e-07 1e-06 7.5e-07 9e-07 8e-07 0.0 1e-06 7e-07 1.55e-06 9e-07 1.25e-06 1.1e-06 6.5e-07 1.05e-06
33 1.15e-06 7e-07 5e-07 1e-06 3.5e-07 7.5e-07 8.5e-07 9.5e-07 8e-07 7.5e-07 1.1e-06 1.05e-06 1e-06 9e-07 1.05e-06 1.2e-06 1e-06 1.05e-06 1.15e-06 1.05e-06 1.2e-06 8.5e-07 8e-07 1.1e-06 8e-07 6.5e-07 6.5e-07 7e-07 9.5e-07 7e-07 8.5e-07 6e-07 1e-06 6e-07 6.5e-07 1.05e-06 9.5e-07 6.5e-07 1.05e-06 6.5e-07 9.5e-07
34 1.35e-06 9e-07 7.5e-07 9e-07 6.5e-07 5.5e-07 7.5e-07 9.5e-07 8e-07 9.5e-07 6.5e-07 1.3e-06 1.1e-06 5.5e-07 9e-07 1.1e-06 1.2e-06 1.05e-06 9.5e-07 1.05e-06 1.1e-06 8e-07 8.5e-07 1.1e-06 5.5e-07 5.5e-07 9e-07 7e-07 9.5e-07 6e-07 8.5e-07 6e-07 7e-07 6.5e-07 1e-06 1.25e-06 8.5e-07 9e-07 1e-06 6.5e-07 9.5e-07
35 1.2e-06 9.5e-07 1.15e-06 1.35e-06 1.05e-06 1.35e-06 1.45e-06 1.15e-06 1.2e-06 1e-06 1.45e-06 1.05e-06 1.4e-06 1.5e-06 1e-06 1.3e-06 4.5e-07 1.1e-06 1.55e-06 1.15e-06 1.3e-06 1.25e-06 1.35e-06 1.25e-06 1.4e-06 1.25e-06 9e-07 1.15e-06 9e-07 1.3e-06 9e-07 1.25e-06 1.55e-06 1.05e-06 1.25e-06 9e-07 1.25e-06 8e-07 1.35e-06 1.3e-06 9.5e-07
36 1.05e-06 1.05e-06 1.05e-06 9e-07 9.5e-07 8e-07 1e-06 1e-06 9.5e-07 1.1e-06 7.5e-07 1.1e-06 1.05e-06 8.5e-07 1e-06 8.5e-07 1.2e-06 8.5e-07 1e-06 1e-06 8.5e-07 8.5e-07 1e-06 1.05e-06 8e-07 9e-07 9e-07 8.5e-07 1e-06 9.5e-07 9e-07 9.5e-07 9e-07 9.5e-07 8.5e-07 1.25e-06 1.4e-06 9.5e-07 9e-07 8.5e-07 1.05e-06
37 9e-07 7.5e-07 7e-07 1e-06 6.5e-07 1.05e-06 1.05e-06 1e-06 9e-07 8e-07 1.2e-06 8.5e-07 1.05e-06 1.2e-06 9.5e-07 1.05e-06 7.5e-07 9.5e-07 1.3e-06 1e-06 1.05e-06 9e-07 9.5e-07 1.1e-06 1.1e-06 9e-07 6.5e-07 8e-07 8.5e-07 9.5e-07 7.5e-07 9e-07 1.25e-06 6.5e-07 9e-07 8e-07 9.5e-07 9e-07 1e-06 9.5e-07 9e-07
38 8.5e-07 1.1e-06 1.05e-06 8.5e-07 1.05e-06 9.5e-07 1.05e-06 1.1e-06 1e-06 1.15e-06 8.5e-07 9.5e-07 1e-06 1e-06 1.1e-06 7.5e-07 1.3e-06 9e-07 1e-06 1e-06 7.5e-07 8e-07 8.5e-07 9e-07 9.5e-07 1.05e-06 1e-06 9e-07 1.1e-06 1.1e-06 1e-06 1.05e-06 1.1e-06 1.05e-06 1e-06 1.35e-06 9e-07 1e-06 1.4e-06 1e-06 1.1e-06
39 1.4e-06 1.05e-06 9e-07 9e-07 6.5e-07 5.5e-07 8e-07 9.5e-07 9e-07 1.1e-06 6.5e-07 1.3e-06 1e-06 6e-07 9.5e-07 1.1e-06 1.25e-06 1.1e-06 9.5e-07 1.05e-06 1.1e-06 8e-07 9e-07 1.15e-06 5.5e-07 7e-07 9.5e-07 8.5e-07 9.5e-07 7.5e-07 8.5e-07 7.5e-07 6.5e-07 6.5e-07 6.5e-07 1.3e-06 8.5e-07 9.5e-07 1e-06 9e-07 1e-06
40 1.3e-06 1e-06 1.05e-06 1.15e-06 9.5e-07 8e-07 1.15e-06 9.5e-07 9.5e-07 1.05e-06 1e-06 1.2e-06 1.3e-06 9.5e-07 9e-07 1.15e-06 9e-07 1e-06 1.05e-06 1e-06 1.15e-06 1e-06 9.5e-07 1.05e-06 8.5e-07 9.5e-07 1e-06 9e-07 7.5e-07 1e-06 8e-07 8.5e-07 1.05e-06 9.5e-07 9.5e-07 9.5e-07 1.05e-06 9e-07 1.1e-06 1e-06 1.5e-06
