 slim_762304300 slim_762304258 slim_762304280 slim_762304298 slim_762304241 slim_762304278 slim_762304231 slim_762304253 slim_762304281 slim_762304268 slim_762304256 slim_762304262 slim_762304291 slim_762304276 slim_762304235 slim_762304245 slim_762304243 slim_762304250 slim_762304277 slim_762304260 slim_762304292 slim_762304244 slim_762304283 slim_762304246 slim_762304233 slim_762304248 slim_762304296 slim_762304259 slim_762304254 slim_762304286 slim_762304287 slim_762304303 slim_762304288 slim_762304274 slim_762304237 slim_762304272 slim_762304279 slim_762304270 slim_762304289 slim_762304284 slim_762304238 slim_762304236 slim_762304263 slim_762304247 slim_762304304 slim_762304297 slim_762304249 slim_762304234 slim_762304273 slim_762304242 slim_762304301 slim_762304294 slim_762304305 slim_762304257 slim_762304255 slim_762304302 slim_762304232 slim_762304267 slim_762304252 slim_762304264 slim_762304230 slim_762304275 slim_762304282 slim_762304240 slim_762304265 slim_762304239 slim_762304295 slim_762304293 slim_762304266 slim_762304269 slim_762304251 slim_762304290 slim_762304271 slim_762304285 slim_762304261 slim_762304299 slim_762304306
10 2.6e-06 2.95e-06 2.45e-06 2.05e-06 2.2e-06 2.7e-06 2.25e-06 3.15e-06 2.65e-06 2.8e-06 2.6e-06 1.9e-06 2.95e-06 2.25e-06 2.8e-06 2.45e-06 1.95e-06 3.65e-06 2.7e-06 2.1e-06 2.75e-06 2.4e-06 2.05e-06 2.85e-06 2.4e-06 3.15e-06 2.8e-06 1.55e-06 2.25e-06 2.05e-06 2.55e-06 2.75e-06 3.35e-06 3e-06 2.05e-06 2.15e-06 2.7e-06 2.8e-06 2.65e-06 2.05e-06 2.45e-06 2.5e-06 2.9e-06 2.85e-06 2.45e-06 2.5e-06 2.55e-06 2.55e-06 2.5e-06 2.7e-06 3.2e-06 2.2e-06 2.35e-06 2.95e-06 2.6e-06 2.75e-06 2.8e-06 2.3e-06 2.75e-06 2.3e-06 3.1e-06 2.6e-06 2.65e-06 2.15e-06 3.2e-06 3.05e-06 3.4e-06 3.15e-06 1.85e-06 2.4e-06 3e-06 3.05e-06 1.95e-06 2.65e-06 2.25e-06 3.15e-06 2.9e-06
11 2.05e-06 2.6e-06 1.8e-06 1.85e-06 1.85e-06 2.4e-06 2.05e-06 2.7e-06 2.3e-06 2.5e-06 1.9e-06 2.4e-06 2.55e-06 1.65e-06 2.4e-06 1.9e-06 2.05e-06 3.15e-06 2.05e-06 1.75e-06 2.25e-06 2.05e-06 2.5e-06 2.55e-06 1.95e-06 2.75e-06 2.15e-06 1.7e-06 1.9e-06 2.35e-06 2.15e-06 2.4e-06 2.95e-06 2.6e-06 2.25e-06 1.95e-06 2.45e-06 2.45e-06 2.4e-06 2.35e-06 2e-06 2.05e-06 2.6e-06 2.55e-06 2.05e-06 2.05e-06 2e-06 2.3e-06 1.95e-06 2.35e-06 2.85e-06 1.8e-06 1.95e-06 2.5e-06 2.35e-06 2.35e-06 2.4e-06 1.95e-06 2.05e-06 1.85e-06 2.65e-06 2.45e-06 2.2e-06 1.8e-06 2.9e-06 2.7e-06 3e-06 2.8e-06 1.2e-06 2.35e-06 2.65e-06 2.7e-06 1.45e-06 2.15e-06 1.8e-06 3.05e-06 2.7e-06
12 2.35e-06 1.3e-06 2e-06 2.35e-06 2.25e-06 1.65e-06 1.75e-06 1.5e-06 2.2e-06 2e-06 2.95e-06 2.55e-06 2.4e-06 1.9e-06 1.8e-06 2e-06 2.4e-06 2.05e-06 1.8e-06 2.1e-06 1.9e-06 2.15e-06 2.7e-06 2.05e-06 2.2e-06 1.6e-06 1.8e-06 2.9e-06 2.1e-06 2.25e-06 2.75e-06 1.75e-06 1.9e-06 1.5e-06 2.3e-06 2.85e-06 1.6e-06 2.25e-06 2.25e-06 2.5e-06 2.1e-06 2.1e-06 2.55e-06 2.5e-06 2.25e-06 2.05e-06 2.35e-06 1.4e-06 2.65e-06 2.05e-06 1.75e-06 2.15e-06 1.5e-06 1.65e-06 1.7e-06 1.7e-06 1.8e-06 2.15e-06 1.75e-06 2.4e-06 1.55e-06 1.95e-06 2.2e-06 2.85e-06 1.85e-06 1.45e-06 1.3e-06 1.7e-06 2.3e-06 2.3e-06 1.4e-06 2.15e-06 2.85e-06 2.2e-06 2.35e-06 2.1e-06 1.75e-06
13 1.95e-06 1.8e-06 1.25e-06 1.9e-06 1.95e-06 1.5e-06 1.25e-06 2e-06 2.4e-06 2.15e-06 2.25e-06 1.65e-06 1.9e-06 1.8e-06 1.6e-06 1.7e-06 1.7e-06 2.65e-06 1.6e-06 1.75e-06 1.75e-06 1.35e-06 2.3e-06 2.2e-06 1.95e-06 1.9e-06 1.55e-06 2.25e-06 2e-06 1.8e-06 2.8e-06 1.4e-06 2.7e-06 1.7e-06 1.8e-06 2.55e-06 1.65e-06 1.95e-06 2.15e-06 2.35e-06 2.35e-06 2.35e-06 2.4e-06 2.35e-06 1.7e-06 2.15e-06 2.2e-06 1.45e-06 1.95e-06 1.7e-06 2e-06 1.95e-06 1.3e-06 1.75e-06 2.05e-06 1.55e-06 1.6e-06 2.05e-06 1.6e-06 2.05e-06 1.95e-06 1.95e-06 2.35e-06 2.75e-06 2.5e-06 1.9e-06 2.05e-06 2.55e-06 1.8e-06 1.9e-06 1.85e-06 2.35e-06 2.45e-06 2.1e-06 2e-06 2.45e-06 2.25e-06
14 2.25e-06 1.8e-06 1.2e-06 2e-06 1.95e-06 7e-07 1.5e-06 9.5e-07 2.25e-06 9e-07 2.8e-06 2.4e-06 1.8e-06 1.6e-06 0.0 2.35e-06 2.5e-06 2.65e-06 2.05e-06 2.15e-06 2.2e-06 2.05e-06 3.15e-06 9.5e-07 1.45e-06 9.5e-07 2.15e-06 2.75e-06 2.05e-06 2.3e-06 2.3e-06 3.5e-07 1.95e-06 1.4e-06 1.5e-06 2.25e-06 1.1e-06 2.45e-06 1.9e-06 2.4e-06 2.15e-06 2.15e-06 1.3e-06 1.25e-06 2.75e-06 1.95e-06 2.2e-06 1.6e-06 2.4e-06 2.15e-06 1.05e-06 1.65e-06 1.75e-06 1.9e-06 1.75e-06 7e-07 0.0 2.1e-06 2.1e-06 1.15e-06 9e-07 2.45e-06 2.2e-06 2.45e-06 1.9e-06 1.65e-06 1.7e-06 1.85e-06 2.6e-06 2.5e-06 1.6e-06 1.05e-06 2.75e-06 2.4e-06 1.2e-06 2.65e-06 2.15e-06
15 1.95e-06 2.2e-06 1.75e-06 2.55e-06 2.45e-06 2.25e-06 2.05e-06 2.1e-06 2.3e-06 2.4e-06 2.45e-06 1.9e-06 2e-06 1.7e-06 2.35e-06 1.7e-06 2.05e-06 2.2e-06 1.5e-06 2.2e-06 1.75e-06 2e-06 2.15e-06 2.45e-06 2.25e-06 2.3e-06 1.7e-06 2.4e-06 1.65e-06 2.2e-06 2.7e-06 2.35e-06 2.2e-06 2.1e-06 2.2e-06 2.65e-06 2.2e-06 2.15e-06 2.3e-06 2.25e-06 2.1e-06 2.1e-06 2.75e-06 2.7e-06 1.55e-06 2.3e-06 1.7e-06 2.2e-06 2.05e-06 1.75e-06 2.25e-06 2.2e-06 2e-06 2.1e-06 2.3e-06 2.25e-06 2.35e-06 1.65e-06 1.45e-06 2.55e-06 2.05e-06 2.15e-06 2.5e-06 2.55e-06 2.4e-06 2e-06 2.1e-06 2.15e-06 1.5e-06 2.1e-06 1.95e-06 2.5e-06 2.5e-06 1.85e-06 2.5e-06 2.15e-06 1.95e-06
16 2.6e-06 2.1e-06 2e-06 2.3e-06 2.45e-06 2.35e-06 1.8e-06 2.85e-06 2.9e-06 2.95e-06 1.95e-06 2.05e-06 2.4e-06 1.7e-06 2.5e-06 2.05e-06 2.2e-06 3.35e-06 2.3e-06 2.2e-06 2.4e-06 2e-06 1.8e-06 3e-06 2.55e-06 2.55e-06 2.05e-06 1.95e-06 2.45e-06 1.8e-06 3.25e-06 2.35e-06 3.45e-06 2.6e-06 1.85e-06 2.85e-06 2.4e-06 2.4e-06 2.65e-06 2.3e-06 2.85e-06 2.85e-06 3.05e-06 3e-06 1.95e-06 2.55e-06 2.6e-06 1.95e-06 2.45e-06 1.8e-06 2.6e-06 2.4e-06 1.35e-06 1.85e-06 2.5e-06 2.1e-06 2.5e-06 2.5e-06 2.3e-06 2.6e-06 2.8e-06 2e-06 2.65e-06 3.05e-06 3.05e-06 2.7e-06 2.55e-06 3.3e-06 2.05e-06 1.95e-06 2.65e-06 3.15e-06 2.7e-06 2.7e-06 2.55e-06 2.5e-06 2.55e-06
17 2.7e-06 2.3e-06 2.7e-06 3.3e-06 2.9e-06 2.4e-06 2.65e-06 2e-06 2.35e-06 2.5e-06 3.65e-06 3.15e-06 2.05e-06 2.65e-06 2.65e-06 2.2e-06 3.35e-06 2.3e-06 2e-06 2.8e-06 2.3e-06 2.8e-06 3.1e-06 2.55e-06 2.7e-06 2.25e-06 2.3e-06 3.6e-06 2.35e-06 2.95e-06 3.15e-06 2.65e-06 1.9e-06 2e-06 3.1e-06 3.1e-06 2.2e-06 2.15e-06 2.85e-06 2.95e-06 2.3e-06 2.3e-06 2.9e-06 2.85e-06 2.65e-06 2.7e-06 2.55e-06 2.5e-06 2.85e-06 2.85e-06 2.45e-06 2.7e-06 2.85e-06 2.45e-06 2.55e-06 2.65e-06 2.65e-06 2.4e-06 1.95e-06 3.15e-06 1.9e-06 2.65e-06 2.75e-06 3.25e-06 2.15e-06 1.7e-06 1.85e-06 1.85e-06 2.7e-06 2.85e-06 1.65e-06 2.65e-06 3.25e-06 2.5e-06 3.1e-06 2.4e-06 2.15e-06
18 1.95e-06 1.95e-06 1.7e-06 2.5e-06 2.35e-06 1.95e-06 1.95e-06 1.8e-06 2.2e-06 2.15e-06 2.7e-06 2.05e-06 1.8e-06 1.6e-06 2.05e-06 1.5e-06 2.3e-06 2e-06 2.7e-06 2.2e-06 1.65e-06 1.9e-06 2.5e-06 2.2e-06 2.2e-06 1.95e-06 1.6e-06 2.65e-06 1.8e-06 2.25e-06 2.75e-06 2e-06 2e-06 1.75e-06 2.25e-06 2.7e-06 1.95e-06 2.2e-06 2.35e-06 2.35e-06 2.05e-06 2.05e-06 2.6e-06 2.55e-06 1.8e-06 2.25e-06 1.95e-06 2e-06 2.15e-06 2.05e-06 2.1e-06 2.2e-06 2e-06 1.95e-06 2.15e-06 2e-06 2.05e-06 1.85e-06 1.35e-06 2.45e-06 1.7e-06 2.25e-06 2.35e-06 2.7e-06 2.1e-06 1.65e-06 1.8e-06 1.9e-06 1.85e-06 2.3e-06 1.6e-06 2.35e-06 2.65e-06 1.9e-06 2.4e-06 2.3e-06 1.85e-06
19 2.35e-06 2.15e-06 2e-06 1.6e-06 1.8e-06 2e-06 1.65e-06 2.4e-06 2.05e-06 2.35e-06 2.1e-06 1.75e-06 2.1e-06 1.75e-06 2.15e-06 2.2e-06 2.2e-06 2.8e-06 2.2e-06 2.5e-06 2.35e-06 2.05e-06 2.85e-06 2.4e-06 1.7e-06 2.45e-06 2.3e-06 2.1e-06 2.1e-06 2.25e-06 2.35e-06 2.05e-06 2.75e-06 2.2e-06 2.3e-06 2.1e-06 2e-06 2.15e-06 2.25e-06 2.5e-06 2.05e-06 2.1e-06 2.55e-06 2.5e-06 2.55e-06 2.05e-06 2.4e-06 1.75e-06 2.35e-06 2.35e-06 2.55e-06 1.5e-06 1.65e-06 2.3e-06 2.05e-06 2.1e-06 2.15e-06 2.15e-06 2.2e-06 1.95e-06 2.35e-06 2.35e-06 2.25e-06 2.1e-06 2.7e-06 2.25e-06 2.6e-06 2.6e-06 1.6e-06 2.4e-06 2.2e-06 2.55e-06 1.55e-06 2.35e-06 1.9e-06 3.05e-06 2.6e-06
20 2.15e-06 2.1e-06 1.9e-06 2.6e-06 2.45e-06 2.05e-06 2e-06 1.9e-06 2.4e-06 2.3e-06 2.75e-06 2.25e-06 1.9e-06 1.75e-06 2.2e-06 1.75e-06 2.4e-06 2.3e-06 1.65e-06 2.35e-06 3.2e-06 1.85e-06 2.6e-06 2.35e-06 2.4e-06 2.1e-06 1.8e-06 2.75e-06 2e-06 2.3e-06 2.9e-06 2.1e-06 2.25e-06 1.85e-06 2.35e-06 2.85e-06 2.05e-06 2.35e-06 2.45e-06 2.45e-06 2.25e-06 2.25e-06 2.75e-06 2.7e-06 2e-06 2.4e-06 2.15e-06 2.1e-06 2.35e-06 2.15e-06 2.25e-06 2.4e-06 2.15e-06 2.1e-06 2.3e-06 2.15e-06 2.2e-06 2.05e-06 1.65e-06 2.6e-06 1.95e-06 2.4e-06 2.5e-06 2.85e-06 2.25e-06 1.85e-06 1.95e-06 2e-06 2.1e-06 2.4e-06 1.8e-06 2.5e-06 2.85e-06 2.1e-06 2.55e-06 2.45e-06 2.1e-06
21 2.2e-06 2e-06 1.75e-06 2.1e-06 1.95e-06 1.6e-06 1.25e-06 2.3e-06 2.6e-06 2.35e-06 2.4e-06 2.05e-06 2.15e-06 1.35e-06 2.05e-06 2e-06 2e-06 2.8e-06 1.9e-06 2.05e-06 1.85e-06 2.3e-06 2.4e-06 2.4e-06 2.4e-06 2.15e-06 1.85e-06 2.45e-06 2.2e-06 1.75e-06 2.95e-06 1.8e-06 2.8e-06 1.95e-06 2.1e-06 2.65e-06 1.45e-06 2.1e-06 2.25e-06 2.4e-06 2.5e-06 2.5e-06 2.6e-06 2.55e-06 2e-06 2.3e-06 2.35e-06 1.5e-06 2.2e-06 1.85e-06 2.25e-06 2.3e-06 1.7e-06 2e-06 2.2e-06 2e-06 2.05e-06 2.25e-06 1.95e-06 2.4e-06 2.25e-06 2.15e-06 2.5e-06 2.85e-06 2.5e-06 1.85e-06 2.1e-06 2.6e-06 2.25e-06 2e-06 1.8e-06 2.6e-06 2.8e-06 2.15e-06 2.35e-06 2.5e-06 2.5e-06
22 2.7e-06 2.6e-06 2.55e-06 2.95e-06 2.85e-06 2.85e-06 2.5e-06 3.15e-06 3.1e-06 3.15e-06 2.05e-06 2.5e-06 2.7e-06 2.3e-06 3.15e-06 2.15e-06 1.8e-06 3.1e-06 2.5e-06 2.85e-06 2.6e-06 2.4e-06 1.9e-06 3.2e-06 3.1e-06 3.05e-06 2.45e-06 2.05e-06 2.4e-06 1.85e-06 3.35e-06 3.05e-06 3.3e-06 2.95e-06 2.05e-06 2.8e-06 2.7e-06 2.65e-06 3e-06 2.05e-06 2.95e-06 2.95e-06 3.05e-06 3e-06 1.6e-06 2.9e-06 2.7e-06 2.45e-06 2.4e-06 2.5e-06 3.05e-06 2.95e-06 2.3e-06 2.7e-06 2.7e-06 2.85e-06 3.15e-06 2.45e-06 2.5e-06 3.15e-06 3.1e-06 1.7e-06 3.05e-06 3.25e-06 3.1e-06 2.85e-06 2.85e-06 3.15e-06 2.35e-06 1.7e-06 2.8e-06 3.35e-06 3.15e-06 2.65e-06 3.1e-06 1.9e-06 2.2e-06
23 2.05e-06 2.1e-06 1.9e-06 2.25e-06 2e-06 1.3e-06 2e-06 1.35e-06 2.1e-06 9.5e-07 2.85e-06 2.55e-06 2.05e-06 2.2e-06 9.5e-07 2.45e-06 3e-06 2.55e-06 2.2e-06 2.4e-06 2.35e-06 2.4e-06 3.2e-06 1.9e-06 1.85e-06 1.4e-06 2.35e-06 2.8e-06 1.75e-06 2.55e-06 1.9e-06 1.2e-06 1.55e-06 1.7e-06 2.1e-06 1.95e-06 1.45e-06 2.75e-06 1.9e-06 2.1e-06 1.85e-06 1.8e-06 1.6e-06 1.55e-06 2.8e-06 1.9e-06 2.25e-06 2.05e-06 2.4e-06 2.5e-06 1.5e-06 2e-06 2.45e-06 2.25e-06 1.65e-06 1.5e-06 9.5e-07 1.85e-06 2.25e-06 1.6e-06 1.3e-06 2.7e-06 2.1e-06 2e-06 1.45e-06 1.7e-06 1.7e-06 1.35e-06 2.65e-06 2.75e-06 1.65e-06 1.2e-06 2.6e-06 2e-06 1.6e-06 2.55e-06 2.2e-06
