 slim_762307270 slim_762307277 slim_762307243 slim_762307248 slim_762307250 slim_762307251 slim_762307275 slim_762307274 slim_762307265 slim_762307239 slim_762307238 slim_762307246 slim_762307262 slim_762307268 slim_762307249 slim_762307235 slim_762307258 slim_762307256 slim_762307252 slim_762307242 slim_762307241 slim_762307257 slim_762307237 slim_762307259 slim_762307234 slim_762307264 slim_762307260 slim_762307267 slim_762307247 slim_762307244 slim_762307255 slim_762307240 slim_762307272 slim_762307276 slim_762307273 slim_762307254 slim_762307263 slim_762307253 slim_762307261 slim_762307245 slim_762307266 slim_762307278 slim_762307236 slim_762307271 slim_762307269
17 9.5e-07 2.4e-06 1.85e-06 1.6e-06 1.15e-06 1.5e-06 1.3e-06 1.2e-06 7e-07 1.45e-06 1.5e-06 1.25e-06 1.9e-06 1.05e-06 1.6e-06 1.85e-06 1.25e-06 1.3e-06 1.05e-06 9.5e-07 1.35e-06 1.4e-06 9e-07 1.85e-06 1.65e-06 9e-07 1.2e-06 1.25e-06 9.5e-07 1.35e-06 1.55e-06 1.3e-06 1.05e-06 1.2e-06 9.5e-07 9e-07 1.1e-06 1.1e-06 8.5e-07 1.65e-06 1.3e-06 1.2e-06 1.75e-06 8e-07 1.1e-06
18 8e-07 2.25e-06 1.7e-06 1.35e-06 6.5e-07 1.25e-06 1.2e-06 1.1e-06 6e-07 1.15e-06 1.25e-06 9.5e-07 1.7e-06 9.5e-07 1.35e-06 1.7e-06 1.2e-06 1.05e-06 9e-07 7e-07 1.1e-06 1.2e-06 7.5e-07 1.75e-06 1.6e-06 8e-07 1.15e-06 1.1e-06 6.5e-07 1.2e-06 1.55e-06 1.1e-06 8.5e-07 1.05e-06 6.5e-07 7.5e-07 8e-07 7e-07 7e-07 1.25e-06 9e-07 1.1e-06 1.75e-06 6.5e-07 9.5e-07
19 4.5e-07 1.75e-06 1.15e-06 8e-07 6e-07 7e-07 8e-07 7e-07 4e-07 8.5e-07 8.5e-07 1e-06 1.15e-06 5e-07 8e-07 1.15e-06 8e-07 9.5e-07 7e-07 4e-07 7e-07 8e-07 5e-07 1.3e-06 1.15e-06 5.5e-07 8.5e-07 6.5e-07 5e-07 7e-07 1.2e-06 8.5e-07 4e-07 7e-07 4e-07 4e-07 2.5e-07 5e-07 3.5e-07 1.2e-06 7e-07 7e-07 1.55e-06 5.5e-07 5e-07
20 8e-07 2.1e-06 1.65e-06 1.35e-06 9.5e-07 1.2e-06 1.2e-06 1.1e-06 8e-07 1.25e-06 1.3e-06 1.4e-06 1.6e-06 9e-07 1.35e-06 1.65e-06 1.3e-06 1.35e-06 1.1e-06 7e-07 1.2e-06 1.25e-06 1e-06 1.75e-06 1.65e-06 7e-07 1.25e-06 1.15e-06 8.5e-07 1.15e-06 1.6e-06 1.25e-06 7.5e-07 9e-07 8e-07 7.5e-07 8.5e-07 1e-06 7.5e-07 1.65e-06 9.5e-07 1.2e-06 1.75e-06 9.5e-07 8.5e-07
21 9.5e-07 2.1e-06 1.5e-06 1.4e-06 1.05e-06 1.3e-06 1.05e-06 9.5e-07 1e-06 1.4e-06 1.4e-06 1.2e-06 1.75e-06 1.1e-06 1.4e-06 1.5e-06 1e-06 1.4e-06 1.2e-06 8e-07 1.25e-06 1.6e-06 1.05e-06 1.5e-06 1.1e-06 1.15e-06 1.1e-06 9e-07 9.5e-07 9.5e-07 1.05e-06 1.4e-06 9e-07 1.3e-06 9.5e-07 9e-07 8.5e-07 1.1e-06 9.5e-07 1.75e-06 1.3e-06 1.05e-06 2e-06 1.1e-06 1e-06
22 7e-07 2e-06 1.45e-06 1.1e-06 8e-07 1e-06 1.1e-06 1e-06 5e-07 1.05e-06 1.15e-06 1.1e-06 1.5e-06 7.5e-07 1.1e-06 1.45e-06 1e-06 9e-07 7.5e-07 5e-07 1e-06 1.05e-06 9e-07 1.6e-06 1.4e-06 7e-07 1.05e-06 9e-07 7e-07 1e-06 1.45e-06 1e-06 7.5e-07 9.5e-07 6e-07 6.5e-07 5e-07 7e-07 6e-07 1.35e-06 9e-07 9e-07 1.8e-06 6e-07 8e-07
23 1.45e-06 2.3e-06 1.6e-06 1.4e-06 1.65e-06 1.4e-06 1.3e-06 1.2e-06 1.4e-06 1.5e-06 1.4e-06 1.55e-06 1.3e-06 1.5e-06 1.4e-06 1.6e-06 1.3e-06 1.85e-06 1.75e-06 1.3e-06 1.75e-06 1.5e-06 1.6e-06 2.4e-06 1.45e-06 1.55e-06 1.4e-06 1.3e-06 1.5e-06 1.55e-06 1.2e-06 1.45e-06 1.35e-06 1.65e-06 1.4e-06 1.4e-06 1.45e-06 1.6e-06 1.35e-06 1.7e-06 1.8e-06 1.55e-06 2.4e-06 1.55e-06 1.5e-06
24 1.4e-06 2e-06 1.45e-06 1.75e-06 1.55e-06 1.65e-06 1.05e-06 9.5e-07 1.3e-06 1.8e-06 1.85e-06 1.2e-06 2.15e-06 1.5e-06 1.75e-06 1.45e-06 9e-07 1.65e-06 1.6e-06 1.15e-06 1.65e-06 1.1e-06 1.4e-06 1.45e-06 1.2e-06 1.45e-06 1.05e-06 8.5e-07 1.45e-06 1e-06 6e-07 1.8e-06 1.4e-06 1.65e-06 1.35e-06 1.35e-06 1.15e-06 1.4e-06 1.3e-06 2.15e-06 1.6e-06 9.5e-07 2.05e-06 1.45e-06 1.5e-06
25 5.5e-07 1.9e-06 1.5e-06 1.2e-06 8.5e-07 1.05e-06 1e-06 9e-07 3.5e-07 1.1e-06 1.15e-06 1.05e-06 1.45e-06 7.5e-07 1.2e-06 1.5e-06 9.5e-07 9e-07 8e-07 5.5e-07 7e-07 1.15e-06 7e-07 1.55e-06 1.45e-06 5e-07 9e-07 9.5e-07 6e-07 1.05e-06 1.35e-06 9.5e-07 6.5e-07 8e-07 6.5e-07 5e-07 7e-07 7e-07 4.5e-07 1.35e-06 6.5e-07 9e-07 1.45e-06 5e-07 7.5e-07
26 8e-07 2.15e-06 1.6e-06 1.5e-06 1.15e-06 1.4e-06 8.5e-07 7.5e-07 7e-07 1.45e-06 1.45e-06 9.5e-07 1.8e-06 1.05e-06 1.5e-06 1.6e-06 8.5e-07 1.2e-06 1.15e-06 8.5e-07 1.25e-06 1.1e-06 1.05e-06 1.4e-06 1.05e-06 9e-07 1.3e-06 8e-07 9.5e-07 1.1e-06 7.5e-07 1.35e-06 9.5e-07 1.15e-06 9.5e-07 8.5e-07 1e-06 1.05e-06 8e-07 1.7e-06 1.25e-06 1e-06 1.85e-06 8.5e-07 1.05e-06
27 9e-07 1.9e-06 1.35e-06 1.25e-06 1.05e-06 1.15e-06 8e-07 7e-07 8e-07 1.3e-06 1.35e-06 9.5e-07 1.65e-06 1e-06 1.25e-06 1.35e-06 7.5e-07 1.25e-06 1.1e-06 6.5e-07 1.15e-06 9e-07 9e-07 1.3e-06 8.5e-07 9.5e-07 8e-07 1.2e-06 9.5e-07 9e-07 7e-07 1.3e-06 9e-07 1.15e-06 8.5e-07 8.5e-07 6.5e-07 9e-07 8e-07 1.65e-06 1.1e-06 8.5e-07 1.85e-06 9.5e-07 1e-06
28 4.5e-07 2.1e-06 1.5e-06 1.15e-06 6.5e-07 1.05e-06 9.5e-07 8.5e-07 4.5e-07 1.05e-06 1e-06 1.05e-06 1.4e-06 6.5e-07 1.15e-06 1.5e-06 1e-06 9.5e-07 6.5e-07 5e-07 8.5e-07 9.5e-07 7e-07 1.5e-06 1.45e-06 6e-07 9.5e-07 9.5e-07 7e-07 9e-07 1.35e-06 9.5e-07 4.5e-07 8e-07 5.5e-07 4e-07 7e-07 7.5e-07 4.5e-07 1.3e-06 9.5e-07 9.5e-07 1.65e-06 5.5e-07 5.5e-07
29 8.5e-07 1.85e-06 1.25e-06 1.3e-06 1e-06 1.2e-06 1.05e-06 9.5e-07 9e-07 1.35e-06 1.35e-06 1.25e-06 1.65e-06 1e-06 1.3e-06 1.25e-06 1.05e-06 1.35e-06 1.2e-06 7e-07 1.15e-06 9.5e-07 1e-06 1.55e-06 1e-06 1.05e-06 1.1e-06 9e-07 9e-07 1.4e-06 1.2e-06 1.35e-06 8e-07 1.2e-06 9e-07 8e-07 7.5e-07 1e-06 8.5e-07 1.7e-06 1.2e-06 8e-07 1.75e-06 1.05e-06 9e-07
30 1.3e-06 2.25e-06 1.7e-06 1.85e-06 1.5e-06 1.75e-06 7.5e-07 6.5e-07 1.2e-06 1.8e-06 1.8e-06 9e-07 2.15e-06 1.4e-06 1.85e-06 1.7e-06 7e-07 1.55e-06 1.55e-06 1.2e-06 1.6e-06 1.05e-06 1.45e-06 1.2e-06 6e-07 1.35e-06 7.5e-07 7e-07 1.35e-06 1.2e-06 2e-07 1.75e-06 1.3e-06 1.55e-06 1.3e-06 1.25e-06 1.35e-06 1.45e-06 1.2e-06 2.1e-06 1.65e-06 1.15e-06 2.1e-06 1.35e-06 1.4e-06
31 9.5e-07 2.05e-06 1.3e-06 1.05e-06 1.1e-06 8.5e-07 1.35e-06 1.25e-06 8e-07 8.5e-07 9.5e-07 1.4e-06 8.5e-07 1.05e-06 1.05e-06 1.3e-06 1.35e-06 1.3e-06 1.1e-06 8.5e-07 1.25e-06 1.4e-06 1e-06 1.45e-06 1.8e-06 9.5e-07 1.35e-06 1.3e-06 9.5e-07 1.35e-06 1.75e-06 1.5e-06 9.5e-07 1.2e-06 9e-07 9e-07 9.5e-07 1.1e-06 8.5e-07 1.2e-06 1.25e-06 1.3e-06 2e-06 9e-07 1.05e-06
32 4e-07 2.05e-06 1.4e-06 1e-06 6e-07 9.5e-07 8e-07 7e-07 5e-07 1e-06 9e-07 1.1e-06 1.25e-06 5e-07 1e-06 1.4e-06 1e-06 1.05e-06 8.5e-07 4e-07 7.5e-07 9e-07 7.5e-07 1.35e-06 1.4e-06 6.5e-07 9.5e-07 9e-07 4.5e-07 8e-07 1.3e-06 9.5e-07 4e-07 7e-07 4.5e-07 3.5e-07 6.5e-07 7.5e-07 4e-07 1.25e-06 9.5e-07 9.5e-07 1.6e-06 6.5e-07 3.5e-07
33 7.5e-07 2.3e-06 1.7e-06 1.3e-06 1e-06 1.25e-06 1.1e-06 1e-06 6.5e-07 1.3e-06 1.2e-06 1.3e-06 1.6e-06 7.5e-07 1.3e-06 1.7e-06 1.2e-06 1.2e-06 1.05e-06 7e-07 9e-07 1.3e-06 9.5e-07 1.65e-06 1.65e-06 8e-07 1.15e-06 1.15e-06 8e-07 1.2e-06 1.55e-06 1.2e-06 7e-07 1.1e-06 7.5e-07 7e-07 9e-07 9.5e-07 6.5e-07 1.5e-06 1.15e-06 1.15e-06 1.85e-06 8e-07 8e-07
34 5.5e-07 2e-06 1.4e-06 1e-06 6e-07 9.5e-07 8.5e-07 7.5e-07 4.5e-07 8.5e-07 9.5e-07 1e-06 1.35e-06 6e-07 1e-06 1.4e-06 1e-06 9.5e-07 6.5e-07 4e-07 8e-07 9.5e-07 6e-07 1.4e-06 1.35e-06 6.5e-07 9.5e-07 8.5e-07 5.5e-07 9e-07 1.3e-06 9e-07 4.5e-07 7.5e-07 6e-07 5e-07 5.5e-07 7e-07 4.5e-07 1.2e-06 9e-07 9e-07 1.65e-06 5.5e-07 6e-07
35 3.5e-07 2e-06 1.4e-06 1.05e-06 6e-07 9.5e-07 8.5e-07 7.5e-07 3.5e-07 1e-06 9.5e-07 1e-06 1.3e-06 5.5e-07 1.05e-06 1.4e-06 9e-07 9e-07 7.5e-07 4e-07 7.5e-07 9e-07 6.5e-07 1.4e-06 1.35e-06 5e-07 8.5e-07 8.5e-07 4e-07 8e-07 1.25e-06 9e-07 3.5e-07 7e-07 5e-07 5e-07 6e-07 6e-07 3e-07 1.25e-06 8.5e-07 8.5e-07 1.55e-06 5e-07 4.5e-07
36 6.5e-07 1.7e-06 1.1e-06 8e-07 7.5e-07 6.5e-07 1e-06 9e-07 5.5e-07 9e-07 1.05e-06 1.15e-06 1.3e-06 7.5e-07 8e-07 1.1e-06 8.5e-07 1.1e-06 8e-07 2.5e-07 8.5e-07 8.5e-07 5e-07 1.45e-06 1.15e-06 7e-07 1e-06 6.5e-07 7e-07 7.5e-07 1.35e-06 9.5e-07 6.5e-07 9e-07 5.5e-07 6e-07 1e-07 5e-07 5.5e-07 1.35e-06 7e-07 7e-07 1.75e-06 7e-07 7.5e-07
37 7e-07 2e-06 1.45e-06 1.1e-06 7e-07 1e-06 1.1e-06 1e-06 5.5e-07 1.15e-06 1.2e-06 1e-06 1.5e-06 8.5e-07 1.1e-06 1.45e-06 1e-06 1.1e-06 7e-07 5e-07 1e-06 1.1e-06 7e-07 1.6e-06 1.4e-06 7e-07 1.05e-06 9e-07 7.5e-07 1e-06 1.45e-06 1.1e-06 7.5e-07 9.5e-07 7e-07 6e-07 5e-07 9e-07 5.5e-07 1.25e-06 7e-07 9e-07 1.65e-06 7e-07 8.5e-07
38 4e-07 1.95e-06 1.35e-06 1e-06 6.5e-07 9e-07 8e-07 7e-07 3e-07 9.5e-07 9e-07 9.5e-07 1.25e-06 5e-07 1e-06 1.35e-06 8.5e-07 8.5e-07 7e-07 3.5e-07 7.5e-07 9.5e-07 6e-07 1.35e-06 1.3e-06 4.5e-07 8e-07 8e-07 4.5e-07 8.5e-07 1.2e-06 8.5e-07 4e-07 6.5e-07 4.5e-07 3e-07 5.5e-07 5.5e-07 4e-07 1.2e-06 8e-07 8e-07 1.5e-06 4.5e-07 5e-07
39 1.3e-06 2.45e-06 1.75e-06 1.3e-06 1.25e-06 1.3e-06 1.65e-06 1.55e-06 1.15e-06 1.3e-06 1.25e-06 1.55e-06 1.2e-06 1.4e-06 1.3e-06 1.75e-06 1.7e-06 1.65e-06 1.25e-06 1.2e-06 1.65e-06 1.75e-06 1.35e-06 1.7e-06 2.15e-06 1.35e-06 1.7e-06 1.65e-06 1.3e-06 1.7e-06 2.1e-06 1.2e-06 1.25e-06 1.5e-06 1.2e-06 1.25e-06 1.35e-06 1.25e-06 1.2e-06 2.2e-06 1.45e-06 1.65e-06 2.25e-06 1.25e-06 1.4e-06
40 9e-07 2e-06 1.6e-06 1.3e-06 9e-07 1.15e-06 1.3e-06 1.2e-06 7.5e-07 1.3e-06 1.4e-06 1.2e-06 1.65e-06 1.05e-06 1.3e-06 1.6e-06 1.2e-06 1.3e-06 9e-07 7e-07 9.5e-07 1.3e-06 9e-07 1.8e-06 1.6e-06 6.5e-07 1.25e-06 1.1e-06 9.5e-07 1.2e-06 1.65e-06 1.25e-06 9.5e-07 1.15e-06 9e-07 8.5e-07 7e-07 7e-07 8e-07 1.45e-06 1.3e-06 1.1e-06 1.65e-06 9e-07 1.05e-06
41 9e-07 1.8e-06 1.25e-06 1.3e-06 1.1e-06 1.2e-06 1.05e-06 9.5e-07 7.5e-07 1.35e-06 1.4e-06 1.15e-06 1.7e-06 1.05e-06 1.3e-06 1.25e-06 9.5e-07 1.2e-06 1.1e-06 7e-07 1.2e-06 1.05e-06 9e-07 1.55e-06 9.5e-07 9e-07 1e-06 8.5e-07 9.5e-07 8e-07 1.15e-06 1.3e-06 9.5e-07 1.15e-06 9e-07 8.5e-07 7e-07 9e-07 8e-07 1.65e-06 1.1e-06 1.3e-06 1.7e-06 9e-07 1.05e-06
42 1.6e-06 2.6e-06 2.2e-06 2.2e-06 1.7e-06 2.05e-06 1.85e-06 1.75e-06 1.5e-06 2.1e-06 2.1e-06 1.85e-06 2.4e-06 1.7e-06 2.2e-06 2.2e-06 1.9e-06 1.75e-06 1.75e-06 1.55e-06 1.75e-06 2e-06 1.8e-06 2.4e-06 2.05e-06 1.45e-06 1.85e-06 1.85e-06 1.65e-06 1.75e-06 2.1e-06 2e-06 1.6e-06 1.85e-06 1.65e-06 1.55e-06 1.75e-06 1.65e-06 1.5e-06 2.25e-06 1.65e-06 1.7e-06 2.8e-06 1.65e-06 1.7e-06
43 5e-07 2.1e-06 1.55e-06 1.2e-06 7.5e-07 1.1e-06 1e-06 9e-07 2.5e-07 1.05e-06 1.1e-06 9.5e-07 1.5e-06 7.5e-07 1.2e-06 1.55e-06 9.5e-07 8e-07 6.5e-07 5.5e-07 9.5e-07 1.1e-06 6e-07 1.55e-06 1.45e-06 5e-07 8.5e-07 9.5e-07 5.5e-07 1.05e-06 1.35e-06 9e-07 6.5e-07 8e-07 5.5e-07 5e-07 7e-07 7e-07 4.5e-07 1.25e-06 9e-07 9e-07 1.65e-06 5e-07 7.5e-07
44 5e-07 2.15e-06 1.5e-06 1.15e-06 7e-07 1.05e-06 9.5e-07 8.5e-07 6e-07 1.1e-06 9.5e-07 1.2e-06 1.35e-06 3e-07 1.15e-06 1.5e-06 1.1e-06 1.1e-06 9.5e-07 5e-07 8.5e-07 1e-06 8e-07 1.5e-06 1.5e-06 7.5e-07 1.05e-06 1e-06 5.5e-07 9e-07 1.4e-06 1.05e-06 3.5e-07 8e-07 6e-07 4.5e-07 7.5e-07 8.5e-07 5e-07 1.4e-06 1.05e-06 1.05e-06 1.7e-06 7.5e-07 6e-07
