 slim_762327132 slim_762327107 slim_762327158 slim_762327156 slim_762327142 slim_762327115 slim_762327138 slim_762327146 slim_762327141 slim_762327151 slim_762327144 slim_762327139 slim_762327152 slim_762327109 slim_762327111 slim_762327157 slim_762327122 slim_762327123 slim_762327119 slim_762327149 slim_762327126 slim_762327120 slim_762327133 slim_762327127 slim_762327150 slim_762327155 slim_762327147 slim_762327105 slim_762327137 slim_762327125 slim_762327130 slim_762327104 slim_762327143 slim_762327145 slim_762327117 slim_762327106 slim_762327118 slim_762327114 slim_762327124 slim_762327136 slim_762327129 slim_762327154 slim_762327121 slim_762327159 slim_762327131 slim_762327113 slim_762327116 slim_762327112 slim_762327153 slim_762327134 slim_762327108 slim_762327135 slim_762327140 slim_762327128 slim_762327110 slim_762327148
10 1.15e-06 2.15e-06 2.85e-06 2.3e-06 2.45e-06 2.9e-06 2.25e-06 2.25e-06 8e-07 1.15e-06 1.4e-06 9e-07 2.9e-06 2.45e-06 2.35e-06 2.35e-06 2.8e-06 2.05e-06 2.5e-06 1.45e-06 2.75e-06 2.5e-06 1.45e-06 1.1e-06 2.05e-06 1.6e-06 1.2e-06 1.85e-06 1.4e-06 1.1e-06 2.05e-06 2.15e-06 1.95e-06 1.1e-06 1.4e-06 1.85e-06 1.45e-06 1.1e-06 1.2e-06 8.5e-07 1.15e-06 1.7e-06 3e-06 1.4e-06 2.2e-06 8.5e-07 1.25e-06 1.95e-06 1.9e-06 2.05e-06 1.95e-06 2.2e-06 1.95e-06 1.55e-06 2.2e-06 1.65e-06
11 9.5e-07 2.25e-06 2.7e-06 2.3e-06 2.4e-06 2.85e-06 2.15e-06 2.25e-06 7.5e-07 1.05e-06 9e-07 1.3e-06 2.9e-06 2.6e-06 2.25e-06 2.25e-06 2.75e-06 1.9e-06 2.4e-06 1.25e-06 2.8e-06 2.65e-06 1.25e-06 9.5e-07 1.95e-06 1.45e-06 1e-06 1.8e-06 1.25e-06 1.05e-06 2e-06 2.05e-06 1.9e-06 1e-06 1.25e-06 1.8e-06 1.35e-06 1e-06 1.05e-06 7e-07 1e-06 1.7e-06 2.9e-06 1.3e-06 2.15e-06 6.5e-07 1.15e-06 1.85e-06 1.75e-06 1.95e-06 2.15e-06 2.1e-06 1.85e-06 1.45e-06 2.1e-06 1.5e-06
12 2.9e-06 2.55e-06 1.85e-06 2.1e-06 1.9e-06 1.55e-06 2.35e-06 2.05e-06 3e-06 2.75e-06 2.9e-06 2.9e-06 2.7e-06 2.5e-06 2e-06 2.1e-06 1.5e-06 2.65e-06 2.3e-06 2.6e-06 1.8e-06 2.55e-06 2.65e-06 2.9e-06 2.1e-06 2.65e-06 2.9e-06 2.4e-06 2.8e-06 2.85e-06 2.3e-06 2.3e-06 2e-06 2.75e-06 2.9e-06 2.7e-06 2.7e-06 2.7e-06 2.95e-06 2.85e-06 2.95e-06 2.45e-06 1.9e-06 2.65e-06 2.2e-06 2.8e-06 2.6e-06 2.3e-06 2.65e-06 2.25e-06 2.15e-06 2.3e-06 2.1e-06 2.6e-06 2.35e-06 2.35e-06
13 2.6e-06 2.1e-06 2.3e-06 2.3e-06 2.35e-06 2.2e-06 2.3e-06 2.45e-06 2.7e-06 2.4e-06 2.45e-06 2.6e-06 2.5e-06 3.7e-06 2.5e-06 2.35e-06 2.55e-06 2.8e-06 2.45e-06 2.5e-06 2.4e-06 1.95e-06 2.55e-06 2.6e-06 2.5e-06 2.5e-06 2.6e-06 2.4e-06 2.5e-06 2.7e-06 2.55e-06 2.65e-06 2.25e-06 2.4e-06 2.8e-06 2.8e-06 2.35e-06 2.35e-06 2.65e-06 2.55e-06 2.65e-06 2.5e-06 2.75e-06 2.5e-06 2.5e-06 2.5e-06 2.4e-06 2.2e-06 2.7e-06 2.5e-06 2.25e-06 2.4e-06 2.55e-06 2.4e-06 2.7e-06 2.45e-06
14 2.4e-06 2.4e-06 1.8e-06 2.3e-06 1.55e-06 1.5e-06 2.15e-06 2.5e-06 2.4e-06 2.2e-06 2.35e-06 2.25e-06 2e-06 2.5e-06 2e-06 2.2e-06 1.05e-06 2.35e-06 2e-06 1.6e-06 2e-06 2.55e-06 2.45e-06 2.2e-06 1.55e-06 1.7e-06 2.4e-06 1.85e-06 2.15e-06 2.4e-06 2.15e-06 1.7e-06 1.5e-06 2e-06 2.1e-06 2.5e-06 2e-06 2.15e-06 2.45e-06 2.2e-06 2.25e-06 2.15e-06 1.9e-06 2.55e-06 1.55e-06 2.35e-06 1.8e-06 1.95e-06 1.6e-06 2.3e-06 2.25e-06 2.3e-06 2.65e-06 1.95e-06 1.75e-06 1.85e-06
15 2e-06 2.1e-06 1.3e-06 1.55e-06 1.95e-06 1.75e-06 1.8e-06 2.35e-06 2.1e-06 2.15e-06 2.35e-06 2.25e-06 2.1e-06 2.35e-06 2.2e-06 1.8e-06 2.1e-06 2.55e-06 1.9e-06 2.5e-06 2e-06 2.4e-06 1.4e-06 2.3e-06 2.25e-06 2.15e-06 2.05e-06 2.2e-06 1.85e-06 2.7e-06 2.2e-06 2.15e-06 2.1e-06 2.45e-06 2.45e-06 2.4e-06 2.05e-06 2.1e-06 2.05e-06 2.2e-06 2.35e-06 1.6e-06 2.3e-06 2.05e-06 2.35e-06 1.85e-06 2.4e-06 2e-06 2.3e-06 1.85e-06 2.1e-06 2e-06 2.05e-06 2.2e-06 2.2e-06 1.75e-06
16 2.7e-06 2.5e-06 1.7e-06 2.4e-06 1.95e-06 9.5e-07 2.2e-06 2.5e-06 2.85e-06 2.45e-06 2.8e-06 2.75e-06 1.5e-06 2.55e-06 1.05e-06 2.1e-06 4e-07 2.5e-06 1.85e-06 2.2e-06 2.25e-06 2.6e-06 2.55e-06 2.7e-06 1.4e-06 2.3e-06 2.7e-06 2.45e-06 2.5e-06 3e-06 2.45e-06 1.45e-06 1.25e-06 2.45e-06 2.4e-06 2.6e-06 2.3e-06 2.4e-06 2.75e-06 2.7e-06 2.75e-06 2.4e-06 1.25e-06 2.85e-06 1.25e-06 2.65e-06 2.25e-06 2.2e-06 2e-06 2.4e-06 2.35e-06 2.1e-06 2.7e-06 2.2e-06 1.5e-06 2.15e-06
17 2.3e-06 2.85e-06 2.5e-06 2.5e-06 2.45e-06 2.5e-06 2.5e-06 2.5e-06 2.1e-06 2.15e-06 2.05e-06 1.9e-06 2.65e-06 2.8e-06 2.35e-06 2.55e-06 2.5e-06 3e-06 2.6e-06 1.85e-06 2.7e-06 2.85e-06 2.35e-06 1.95e-06 2.15e-06 2.25e-06 2.3e-06 2.25e-06 2.4e-06 1.85e-06 2.25e-06 2.5e-06 2.15e-06 1.8e-06 2.1e-06 2.5e-06 2.3e-06 2.1e-06 2.35e-06 1.85e-06 2e-06 2.3e-06 1.95e-06 2.3e-06 2.4e-06 2.15e-06 1.9e-06 2.05e-06 2.4e-06 2.55e-06 2.5e-06 2.5e-06 2.5e-06 2.3e-06 2.55e-06 2.1e-06
18 2e-06 2.5e-06 1.85e-06 2.05e-06 2.1e-06 1.7e-06 1.75e-06 2.65e-06 2.4e-06 2.25e-06 2.5e-06 2.4e-06 2.3e-06 2.45e-06 2e-06 1.9e-06 1.85e-06 2.6e-06 3.1e-06 2.35e-06 2.2e-06 2.5e-06 2.15e-06 2.2e-06 2e-06 1.95e-06 1.95e-06 2.25e-06 1.75e-06 2.75e-06 2.45e-06 1.9e-06 1.95e-06 2.45e-06 2.05e-06 2.25e-06 2.05e-06 2.2e-06 2.05e-06 2.35e-06 2.25e-06 2.15e-06 2.2e-06 2.3e-06 2.2e-06 2.1e-06 2.45e-06 2.1e-06 1.8e-06 2.2e-06 2.3e-06 2.05e-06 2.5e-06 2.05e-06 1.95e-06 2.15e-06
19 1.85e-06 2.45e-06 2.35e-06 2.4e-06 1.8e-06 2.25e-06 2.2e-06 2.4e-06 1.5e-06 1.65e-06 1.45e-06 1.25e-06 2.6e-06 2.5e-06 1.6e-06 2.5e-06 2.2e-06 1.85e-06 2.35e-06 1.3e-06 2.3e-06 2.55e-06 2.1e-06 1.35e-06 1.65e-06 1.4e-06 1.85e-06 1.55e-06 1.8e-06 1.25e-06 1.85e-06 2.15e-06 1.75e-06 1.15e-06 1.55e-06 2.3e-06 1.65e-06 1.6e-06 1.9e-06 1.25e-06 1.4e-06 1.9e-06 2.5e-06 2e-06 2e-06 1.7e-06 1.15e-06 1.6e-06 1.6e-06 2.3e-06 2.25e-06 2.4e-06 2.45e-06 1.7e-06 2.2e-06 1.55e-06
20 2.85e-06 2.55e-06 1.65e-06 1.4e-06 1.1e-06 1.8e-06 2.15e-06 2.2e-06 2.9e-06 2.8e-06 2.75e-06 2.8e-06 1.8e-06 2.4e-06 2e-06 2e-06 2.25e-06 2.7e-06 2.2e-06 2.3e-06 1.1e-06 2.45e-06 2.75e-06 2.75e-06 2.4e-06 2.25e-06 2.85e-06 1.55e-06 2.55e-06 2.3e-06 1.8e-06 2.6e-06 2.35e-06 2.7e-06 2.85e-06 2.3e-06 2.55e-06 2.75e-06 2.9e-06 2.75e-06 2.8e-06 2.15e-06 2.45e-06 2.15e-06 2.6e-06 2.8e-06 2.5e-06 2.05e-06 2.35e-06 1.85e-06 1.7e-06 2.55e-06 2.2e-06 2.55e-06 2.65e-06 2.2e-06
21 2.65e-06 2.1e-06 2.3e-06 2.35e-06 2.4e-06 2.2e-06 2.3e-06 2.5e-06 2.75e-06 2.45e-06 2.5e-06 2.65e-06 2.55e-06 1.95e-06 2.55e-06 2.4e-06 2.6e-06 2.85e-06 2.5e-06 2.55e-06 2.45e-06 3.8e-06 2.6e-06 2.65e-06 2.55e-06 2.55e-06 2.65e-06 2.45e-06 2.55e-06 2.75e-06 2.6e-06 2.7e-06 2.3e-06 2.45e-06 2.85e-06 2.85e-06 2.4e-06 2.4e-06 2.7e-06 2.6e-06 2.7e-06 2.55e-06 2.8e-06 2.55e-06 2.55e-06 2.55e-06 2.45e-06 2.3e-06 2.75e-06 2.55e-06 2.3e-06 2.45e-06 2.6e-06 2.45e-06 2.75e-06 2.45e-06
22 1e-06 2.05e-06 2.2e-06 2e-06 2.5e-06 2.55e-06 1.95e-06 2.25e-06 1.15e-06 1.25e-06 1.45e-06 1.25e-06 2.65e-06 2.55e-06 2.45e-06 1.4e-06 2.55e-06 2.35e-06 2.15e-06 2.1e-06 2.75e-06 2.6e-06 1.5e-06 1.45e-06 2.15e-06 1.75e-06 1.05e-06 2.1e-06 1.15e-06 1.95e-06 2.3e-06 1.95e-06 1.95e-06 1.65e-06 1.7e-06 1.9e-06 1.4e-06 1.2e-06 1.1e-06 1.25e-06 1.5e-06 1.75e-06 2.75e-06 1.35e-06 2.2e-06 7.5e-07 1.8e-06 2.15e-06 2e-06 1.8e-06 2.15e-06 1.95e-06 1.75e-06 1.6e-06 2e-06 1.65e-06
23 9.5e-07 2.3e-06 2.7e-06 2.35e-06 2.35e-06 2.8e-06 1.9e-06 2.3e-06 1e-06 1.2e-06 1.1e-06 9.5e-07 2.9e-06 2.6e-06 2.2e-06 2.3e-06 2.7e-06 1.95e-06 2.2e-06 1.35e-06 2.75e-06 2.65e-06 1.45e-06 1.6e-06 1.75e-06 1.2e-06 8.5e-07 1.8e-06 1e-06 1.2e-06 2.05e-06 1.8e-06 1.9e-06 1.1e-06 1.15e-06 1.9e-06 1.35e-06 1.15e-06 9.5e-07 9e-07 8.5e-07 1.85e-06 2.85e-06 1.5e-06 2.15e-06 9.5e-07 1.3e-06 1.9e-06 1.55e-06 2.1e-06 2.2e-06 2.25e-06 2.05e-06 1.25e-06 1.85e-06 1.6e-06
24 1.95e-06 2.4e-06 2.15e-06 2.35e-06 2e-06 1.75e-06 2e-06 2.4e-06 2.1e-06 1.95e-06 2.05e-06 1.95e-06 2.1e-06 2.5e-06 1.55e-06 2.25e-06 1.4e-06 2.15e-06 2e-06 1.65e-06 2.4e-06 2.55e-06 2.15e-06 1.75e-06 2.5e-06 1.65e-06 1.9e-06 2e-06 1.8e-06 2.15e-06 2.2e-06 1.65e-06 1.55e-06 1.8e-06 1.8e-06 2.3e-06 1.9e-06 1.9e-06 1.95e-06 1.9e-06 1.8e-06 2.2e-06 1.9e-06 2.25e-06 1.75e-06 2e-06 1.8e-06 2e-06 1.7e-06 2.3e-06 2.25e-06 2.25e-06 2.45e-06 1.75e-06 1.7e-06 1.9e-06
25 1.25e-06 2.2e-06 2.2e-06 2.2e-06 1.8e-06 2.35e-06 1.75e-06 2.45e-06 1.5e-06 1.55e-06 1.6e-06 1.45e-06 2.65e-06 2.5e-06 1.7e-06 2.15e-06 2.3e-06 2.25e-06 1.95e-06 1.4e-06 2.25e-06 2.55e-06 1.75e-06 1.2e-06 1.65e-06 2e-06 1.15e-06 1.6e-06 1.05e-06 1.8e-06 2.1e-06 1.7e-06 1.85e-06 1.55e-06 1.45e-06 2.05e-06 1.45e-06 1.5e-06 1.25e-06 1.4e-06 1.25e-06 1.9e-06 2.65e-06 1.8e-06 2.1e-06 1.35e-06 1.55e-06 1.95e-06 1.25e-06 2.05e-06 2.15e-06 2.3e-06 2.25e-06 1.3e-06 1.75e-06 1.65e-06
26 4.5e-07 2.15e-06 2.6e-06 2.25e-06 2.55e-06 2.8e-06 1.65e-06 2.3e-06 9.5e-07 1e-06 1.2e-06 1e-06 2.9e-06 2.6e-06 2.4e-06 2.05e-06 2.7e-06 2.3e-06 1.95e-06 1.85e-06 2.85e-06 2.65e-06 1.05e-06 8.5e-07 1.9e-06 1.15e-06 6e-07 2e-06 5.5e-07 1.7e-06 2.35e-06 1.55e-06 1.9e-06 1.4e-06 1.2e-06 1.7e-06 1.15e-06 9.5e-07 5e-07 1e-06 9e-07 1.9e-06 2.9e-06 1.25e-06 2.15e-06 5e-07 1.6e-06 2.2e-06 1.5e-06 1.85e-06 2.15e-06 2.05e-06 1.8e-06 1e-06 1.6e-06 1.75e-06
27 2e-06 2.4e-06 2.25e-06 1.65e-06 1.55e-06 2.3e-06 2.15e-06 2.2e-06 1.95e-06 1.9e-06 1.85e-06 1.8e-06 2.4e-06 2.4e-06 1.85e-06 2.2e-06 2.45e-06 2.25e-06 2.25e-06 1.55e-06 1.55e-06 2.45e-06 2.1e-06 1.8e-06 2e-06 1.6e-06 2e-06 2.3e-06 1.8e-06 1.6e-06 1.85e-06 2.3e-06 2e-06 1.7e-06 1.95e-06 1.95e-06 1.75e-06 1.85e-06 2.05e-06 1.75e-06 1.85e-06 2.05e-06 2.65e-06 1.55e-06 2.25e-06 1.9e-06 1.7e-06 1.9e-06 1.75e-06 2e-06 1.9e-06 2.4e-06 2.2e-06 1.9e-06 2.35e-06 1.9e-06
28 6.5e-07 2.05e-06 2.3e-06 2.05e-06 2.25e-06 2.55e-06 1.55e-06 2.4e-06 1.15e-06 1.15e-06 1.4e-06 1.25e-06 2.8e-06 2.5e-06 2.15e-06 1.85e-06 2.5e-06 2.4e-06 1.75e-06 1.8e-06 2.55e-06 2.55e-06 1.15e-06 1e-06 1.8e-06 1.05e-06 5.5e-07 1.8e-06 8e-07 1.9e-06 2.3e-06 1.5e-06 1.85e-06 1.55e-06 1.25e-06 1.7e-06 1e-06 1.1e-06 6.5e-07 1.2e-06 1.05e-06 1.85e-06 2.8e-06 1.35e-06 2.1e-06 7.5e-07 1.75e-06 2.15e-06 1.3e-06 1.85e-06 2.1e-06 2.1e-06 2e-06 1.1e-06 1.55e-06 1.7e-06
29 1.7e-06 2.65e-06 3.05e-06 2.25e-06 2.25e-06 3e-06 2.5e-06 2.2e-06 1.2e-06 1.55e-06 1.1e-06 1.05e-06 2.85e-06 2.7e-06 2.4e-06 2.7e-06 3e-06 1.85e-06 2.75e-06 1.25e-06 2.3e-06 2.75e-06 1.95e-06 1.2e-06 2.15e-06 1.8e-06 1.7e-06 1.6e-06 1.9e-06 1e-06 1.75e-06 2.5e-06 2.15e-06 1.05e-06 1.5e-06 1.95e-06 1.8e-06 1.5e-06 1.75e-06 1e-06 1.25e-06 1.95e-06 3.05e-06 1.5e-06 2.4e-06 1.45e-06 1.25e-06 1.8e-06 2.1e-06 2.2e-06 2.1e-06 2.5e-06 2.1e-06 1.9e-06 2.55e-06 1.75e-06
30 2.35e-06 2.55e-06 2.15e-06 2e-06 1.8e-06 2.25e-06 2.3e-06 2.3e-06 2.15e-06 2.25e-06 2.05e-06 2e-06 2.3e-06 2.55e-06 2.15e-06 2.2e-06 2.45e-06 2.25e-06 2.45e-06 1.85e-06 1.8e-06 2.6e-06 2.3e-06 2.05e-06 2.2e-06 2.1e-06 2.35e-06 1.85e-06 2.3e-06 1.75e-06 3.3e-06 2.5e-06 2.2e-06 1.95e-06 2.25e-06 2.4e-06 2.25e-06 2.2e-06 2.4e-06 1.95e-06 2.1e-06 2.05e-06 2.6e-06 2.1e-06 2.45e-06 2.2e-06 1.95e-06 1.9e-06 2.3e-06 1.95e-06 1.85e-06 2.5e-06 2.25e-06 2.3e-06 2.55e-06 1.9e-06
31 1.65e-06 2.4e-06 2.2e-06 2.4e-06 2.3e-06 1.95e-06 1.9e-06 2.45e-06 2.05e-06 1.8e-06 2.15e-06 2.05e-06 2.3e-06 2.65e-06 1.7e-06 2.15e-06 1.45e-06 2.5e-06 1.9e-06 2.15e-06 2.6e-06 2.7e-06 1.95e-06 1.8e-06 1.65e-06 1.7e-06 1.55e-06 2.3e-06 1.5e-06 2.5e-06 2.5e-06 2.8e-06 1.6e-06 2e-06 1.85e-06 2.25e-06 1.75e-06 1.75e-06 1.65e-06 2e-06 1.85e-06 2.25e-06 2.15e-06 2.2e-06 1.65e-06 1.75e-06 2e-06 2.3e-06 1.75e-06 2.25e-06 2.35e-06 2.2e-06 2.4e-06 1.55e-06 1.45e-06 2.05e-06
32 1.9e-06 2.2e-06 2.05e-06 2.2e-06 2.05e-06 1.65e-06 2e-06 1.9e-06 2e-06 1.45e-06 1.95e-06 1.9e-06 2e-06 2.25e-06 1.5e-06 2.1e-06 1.25e-06 2.15e-06 1.95e-06 1.75e-06 2.35e-06 2.3e-06 1.95e-06 1.9e-06 1.55e-06 1.85e-06 1.9e-06 2e-06 1.85e-06 2.15e-06 2.2e-06 1.6e-06 2.1e-06 1.45e-06 1.9e-06 2.15e-06 1.45e-06 1.4e-06 1.95e-06 1.85e-06 1.95e-06 2.15e-06 1.85e-06 2.05e-06 1.2e-06 1.8e-06 1.5e-06 1.95e-06 1.85e-06 2.15e-06 2.1e-06 2e-06 2.25e-06 1.5e-06 1.65e-06 1.9e-06
33 1.4e-06 2.3e-06 2.75e-06 2.35e-06 2.3e-06 2.65e-06 2.2e-06 1.85e-06 1.15e-06 9.5e-07 1.1e-06 1e-06 2.75e-06 2.4e-06 2e-06 2.45e-06 2.45e-06 1.8e-06 2.45e-06 1.15e-06 2.7e-06 2.45e-06 1.65e-06 1.1e-06 1.8e-06 1.55e-06 1.4e-06 1.7e-06 1.55e-06 1.05e-06 1.95e-06 2e-06 1.45e-06 1.3e-06 1.4e-06 2e-06 1.15e-06 9e-07 1.45e-06 9.5e-07 1.15e-06 1.95e-06 2.7e-06 1.55e-06 1.6e-06 1.2e-06 9e-07 1.75e-06 1.85e-06 2.2e-06 2.15e-06 2.25e-06 2.1e-06 1.3e-06 2.05e-06 1.65e-06
