 slim_762315501 slim_762315519 slim_762315542 slim_762315516 slim_762315509 slim_762315529 slim_762315502 slim_762315548 slim_762315513 slim_762315526 slim_762315517 slim_762315511 slim_762315549 slim_762315532 slim_762315538 slim_762315534 slim_762315535 slim_762315531 slim_762315503 slim_762315540 slim_762315543 slim_762315507 slim_762315521 slim_762315523 slim_762315522 slim_762315546 slim_762315506 slim_762315512 slim_762315508 slim_762315530 slim_762315544 slim_762315527 slim_762315504 slim_762315505 slim_762315541 slim_762315510 slim_762315515 slim_762315518 slim_762315545 slim_762315536 slim_762315528 slim_762315547 slim_762315533 slim_762315514 slim_762315537 slim_762315524 slim_762315520 slim_762315539 slim_762315525
10 1.5e-06 2.05e-06 1.95e-06 2.1e-06 1.45e-06 1.7e-06 1.5e-06 1.9e-06 1.9e-06 1.8e-06 2.6e-06 2.05e-06 1.8e-06 1.55e-06 1.55e-06 1.9e-06 1.7e-06 1.95e-06 1.55e-06 1.85e-06 1.9e-06 1.75e-06 1.9e-06 1.85e-06 1.8e-06 1.85e-06 1.5e-06 2.05e-06 1.9e-06 1.85e-06 1.95e-06 1.75e-06 1.5e-06 1.6e-06 1.75e-06 1.85e-06 2.05e-06 1.6e-06 2.2e-06 1.7e-06 1.95e-06 1.8e-06 1.65e-06 1.75e-06 1.75e-06 1.75e-06 1.6e-06 1.75e-06 1.6e-06
11 1.8e-06 1.45e-06 1.8e-06 1.65e-06 1.65e-06 1.25e-06 1.75e-06 1.75e-06 1.4e-06 1.6e-06 2.05e-06 2.3e-06 1.45e-06 1.85e-06 1.75e-06 1.65e-06 1.4e-06 1.15e-06 1.5e-06 1.7e-06 1.25e-06 1.5e-06 2.05e-06 1.65e-06 1.6e-06 1.5e-06 1.6e-06 1.2e-06 1.3e-06 1.5e-06 1.9e-06 1.75e-06 1.8e-06 1.7e-06 1.7e-06 1.4e-06 1.4e-06 1.65e-06 1.15e-06 1.25e-06 1.25e-06 1.35e-06 1.25e-06 1.35e-06 1.8e-06 1.55e-06 1.45e-06 1.6e-06 1.9e-06
12 1.55e-06 1.6e-06 1.55e-06 1.75e-06 1.1e-06 6e-07 1.3e-06 1.15e-06 1.45e-06 1.2e-06 1.8e-06 1.45e-06 8e-07 1.5e-06 1.45e-06 9e-07 8e-07 1.35e-06 1.3e-06 1.45e-06 1.95e-06 1.25e-06 1.55e-06 1.4e-06 1.1e-06 1.45e-06 1.5e-06 2e-06 1.3e-06 1e-06 1.3e-06 1.35e-06 1.45e-06 1.35e-06 1.45e-06 8e-07 1.65e-06 1.6e-06 2.2e-06 1.1e-06 1.55e-06 1.55e-06 7.5e-07 8.5e-07 1.3e-06 1.1e-06 1.05e-06 1.7e-06 1.5e-06
13 1.55e-06 1.85e-06 1.55e-06 1.9e-06 1.2e-06 1.4e-06 1.4e-06 1.65e-06 1.65e-06 1.55e-06 1.55e-06 1.85e-06 1.5e-06 2.3e-06 1.5e-06 1.6e-06 1.45e-06 1.75e-06 1.35e-06 1.45e-06 1.7e-06 1.6e-06 1.9e-06 1.6e-06 1.35e-06 1.6e-06 1.25e-06 1.85e-06 1.65e-06 1.55e-06 1.65e-06 1.5e-06 1.15e-06 1.15e-06 1.5e-06 1.55e-06 1.85e-06 1.55e-06 2.05e-06 1.5e-06 1.75e-06 1.5e-06 1.4e-06 1.45e-06 1.7e-06 1.55e-06 1.35e-06 1.75e-06 1.4e-06
14 1.2e-06 1.75e-06 1.55e-06 1.85e-06 1.4e-06 1.35e-06 1.3e-06 1.6e-06 1.6e-06 1.5e-06 1.55e-06 1.75e-06 1.45e-06 1.5e-06 2.1e-06 1.55e-06 1.35e-06 1.65e-06 1.3e-06 1.45e-06 1.6e-06 1.35e-06 1.6e-06 1.45e-06 1.45e-06 1.6e-06 1.25e-06 1.8e-06 1.6e-06 1.55e-06 1.65e-06 1.35e-06 1.45e-06 1.35e-06 1.45e-06 1.5e-06 1.75e-06 1.2e-06 1.95e-06 1.35e-06 1.65e-06 1.5e-06 1.3e-06 1.4e-06 1.35e-06 1.45e-06 1.2e-06 1.5e-06 1.6e-06
15 1.65e-06 1.65e-06 1.55e-06 1.7e-06 1.25e-06 8e-07 1.4e-06 1.55e-06 1.55e-06 1.45e-06 1.9e-06 1.65e-06 9e-07 1.6e-06 1.55e-06 1.2e-06 9e-07 1.55e-06 1.4e-06 1.45e-06 1.95e-06 1.35e-06 1.35e-06 1.2e-06 1.25e-06 1.4e-06 1.6e-06 2e-06 1.35e-06 8.5e-07 1.2e-06 1.35e-06 1.55e-06 1.45e-06 1.5e-06 1.05e-06 1.55e-06 1.65e-06 2.2e-06 1.2e-06 1.65e-06 1.65e-06 9.5e-07 1e-06 1.1e-06 1.1e-06 1.3e-06 1.75e-06 1.5e-06
16 1.45e-06 1.4e-06 1.45e-06 1.6e-06 1.2e-06 6e-07 1.05e-06 1.45e-06 1.25e-06 1.35e-06 1.7e-06 1.4e-06 8e-07 1.45e-06 1.35e-06 9e-07 1e-06 1.3e-06 1.05e-06 1.35e-06 1.6e-06 7e-07 1.4e-06 1.15e-06 9e-07 1.4e-06 1.55e-06 1.7e-06 1.1e-06 9.5e-07 1.3e-06 1.45e-06 1.4e-06 1.3e-06 1.3e-06 8.5e-07 1.4e-06 1.3e-06 1.8e-06 6e-07 1.25e-06 1.45e-06 7.5e-07 6.5e-07 1.15e-06 8.5e-07 1.25e-06 1.45e-06 1.6e-06
17 1.7e-06 1.35e-06 1.7e-06 1.55e-06 1.55e-06 1.15e-06 1.65e-06 1.65e-06 1.3e-06 1.5e-06 1.95e-06 1.15e-06 1.35e-06 1.75e-06 1.65e-06 1.55e-06 1.3e-06 2.1e-06 1.4e-06 1.6e-06 1.15e-06 1.4e-06 1.95e-06 1.55e-06 1.5e-06 1.4e-06 1.5e-06 1.1e-06 1.2e-06 1.4e-06 1.8e-06 1.65e-06 1.7e-06 1.6e-06 1.6e-06 1.3e-06 1.3e-06 1.55e-06 1.05e-06 1.15e-06 1.15e-06 1.25e-06 1.15e-06 1.25e-06 1.7e-06 1.45e-06 1.35e-06 1.5e-06 1.8e-06
18 1.4e-06 1.5e-06 1.6e-06 1.6e-06 1.15e-06 1.1e-06 1.5e-06 1.4e-06 1.4e-06 1.3e-06 1.55e-06 1.5e-06 1.3e-06 1.35e-06 1.3e-06 1.4e-06 1.05e-06 1.4e-06 1.8e-06 1.5e-06 1.4e-06 1.1e-06 1.75e-06 1.4e-06 1.35e-06 1.45e-06 9.5e-07 1.55e-06 1.35e-06 1.25e-06 1.6e-06 1.3e-06 1.3e-06 1.2e-06 1.2e-06 1.25e-06 1.45e-06 1.4e-06 1.6e-06 9.5e-07 1.35e-06 1.4e-06 1.1e-06 1.1e-06 1.5e-06 1.15e-06 1.1e-06 1.6e-06 1.35e-06
19 1.55e-06 1.55e-06 1e-06 1.8e-06 1.55e-06 1.35e-06 1.2e-06 1.8e-06 1.45e-06 1.7e-06 1.85e-06 1.7e-06 1.45e-06 1.45e-06 1.45e-06 1.45e-06 1.35e-06 1.6e-06 1.5e-06 1.8e-06 1.4e-06 1.4e-06 1.7e-06 1.3e-06 1.2e-06 1.5e-06 1.6e-06 1.6e-06 1.5e-06 1.45e-06 1.55e-06 1.6e-06 1.4e-06 1.3e-06 1.6e-06 1.45e-06 1.6e-06 1.25e-06 1.8e-06 1.35e-06 1.55e-06 1.3e-06 1.3e-06 1.35e-06 1.45e-06 1.5e-06 1.45e-06 1.5e-06 1.8e-06
20 1.65e-06 1.25e-06 1.5e-06 1.4e-06 1.75e-06 1.65e-06 1.65e-06 1.95e-06 1.2e-06 1.85e-06 1.9e-06 1.25e-06 1.95e-06 1.7e-06 1.6e-06 1.95e-06 1.6e-06 1.15e-06 1.4e-06 1.4e-06 9e-07 1.4e-06 2.1e-06 1.4e-06 1.65e-06 1.3e-06 1.4e-06 5.5e-07 1.15e-06 1.7e-06 1.95e-06 1.75e-06 1.65e-06 1.55e-06 1.6e-06 1.55e-06 1.15e-06 1.15e-06 4.5e-07 1.2e-06 1e-06 1e-06 1.6e-06 1.5e-06 1.85e-06 1.65e-06 1.6e-06 1.25e-06 1.9e-06
21 1.5e-06 1.4e-06 1.5e-06 1.65e-06 1.65e-06 9.5e-07 9e-07 1.8e-06 1.35e-06 1.7e-06 1.75e-06 1.5e-06 1.25e-06 1.6e-06 1.35e-06 1.35e-06 7e-07 1.4e-06 1.1e-06 1.4e-06 1.4e-06 5e-07 1.35e-06 1.15e-06 9e-07 1.6e-06 1.85e-06 1.7e-06 1.35e-06 1.2e-06 1.45e-06 1.75e-06 1.55e-06 1.45e-06 1.5e-06 1.25e-06 1.45e-06 1e-06 1.65e-06 4e-07 1.2e-06 1.5e-06 9.5e-07 8.5e-07 1.1e-06 8.5e-07 1.6e-06 1.4e-06 1.9e-06
22 1.7e-06 1.95e-06 1.8e-06 2.1e-06 1.85e-06 1.45e-06 1.25e-06 2.1e-06 1.85e-06 2e-06 1.9e-06 2.05e-06 1.55e-06 1.9e-06 1.6e-06 1.35e-06 1.4e-06 1.95e-06 1.75e-06 1.7e-06 2.1e-06 1.35e-06 2.1e-06 1.45e-06 1.45e-06 1.85e-06 2.15e-06 2.3e-06 1.9e-06 1.4e-06 1.6e-06 1.9e-06 1.85e-06 1.8e-06 1.95e-06 1.75e-06 1.95e-06 1.45e-06 2.45e-06 1.4e-06 1.9e-06 1.9e-06 1.4e-06 1.5e-06 1.05e-06 1.45e-06 1.85e-06 1.75e-06 2e-06
23 1.6e-06 1.55e-06 1.4e-06 1.75e-06 1.55e-06 1.25e-06 1.3e-06 1.8e-06 1.45e-06 1.7e-06 1.85e-06 1.65e-06 1.4e-06 1.6e-06 1.45e-06 1.2e-06 1.15e-06 1.55e-06 1.4e-06 1.3e-06 1.4e-06 1.15e-06 1.45e-06 1.9e-06 1.3e-06 1.5e-06 1.65e-06 1.6e-06 1.4e-06 1.25e-06 1.55e-06 1.65e-06 1.55e-06 1.45e-06 1.65e-06 1.3e-06 1.55e-06 1.2e-06 1.75e-06 1.2e-06 1.5e-06 1.45e-06 1.3e-06 1.3e-06 1.2e-06 1.35e-06 1.55e-06 1.5e-06 1.8e-06
24 1.55e-06 1.45e-06 1.3e-06 1.8e-06 1.55e-06 1.05e-06 8e-07 1.75e-06 1.15e-06 1.65e-06 1.8e-06 1.6e-06 1.1e-06 1.35e-06 1.45e-06 1.25e-06 9e-07 1.5e-06 1.35e-06 1.2e-06 1.65e-06 9e-07 1.45e-06 1.3e-06 1e-06 1.5e-06 1.9e-06 1.8e-06 1.45e-06 1.3e-06 1.35e-06 1.7e-06 1.35e-06 1.2e-06 1.5e-06 1.35e-06 1.6e-06 1.2e-06 2e-06 8.5e-07 1.25e-06 1.3e-06 8.5e-07 9.5e-07 1.2e-06 1.1e-06 1.5e-06 1.4e-06 1.85e-06
25 1.65e-06 1.55e-06 1.6e-06 1.35e-06 1.45e-06 1.35e-06 1.55e-06 1.7e-06 1.3e-06 1.6e-06 1.85e-06 1.5e-06 1.45e-06 1.6e-06 1.6e-06 1.4e-06 1.4e-06 1.4e-06 1.45e-06 1.5e-06 1.3e-06 1.6e-06 1.85e-06 1.5e-06 1.5e-06 2e-06 1.45e-06 1.2e-06 1.3e-06 1.4e-06 1.3e-06 1.3e-06 1.55e-06 1.45e-06 1.5e-06 1.45e-06 1.45e-06 1.5e-06 1.4e-06 1.45e-06 1.4e-06 1.25e-06 1.3e-06 1.4e-06 1.6e-06 1.25e-06 1.4e-06 1.4e-06 1.4e-06
26 1.35e-06 1.7e-06 1.7e-06 1.65e-06 9e-07 1.35e-06 2.05e-06 1.15e-06 1.65e-06 1.05e-06 1.5e-06 1.6e-06 1.5e-06 1.25e-06 1.25e-06 1.6e-06 1.55e-06 1.5e-06 9.5e-07 1.6e-06 1.4e-06 1.85e-06 2.15e-06 1.65e-06 1.9e-06 1.45e-06 4e-07 1.5e-06 1.45e-06 1.45e-06 1.8e-06 1e-06 1.2e-06 1.1e-06 1.1e-06 1.35e-06 1.6e-06 1.7e-06 1.6e-06 1.6e-06 1.65e-06 1.4e-06 1.45e-06 1.5e-06 1.9e-06 1.6e-06 8e-07 1.85e-06 1.05e-06
27 1.8e-06 1.25e-06 1.7e-06 1.45e-06 1.8e-06 1.75e-06 1.85e-06 2e-06 1.05e-06 1.9e-06 2.05e-06 1.2e-06 2e-06 1.85e-06 1.8e-06 2e-06 1.7e-06 1.1e-06 1.55e-06 1.6e-06 5.5e-07 1.7e-06 2.3e-06 1.6e-06 1.8e-06 1.2e-06 1.5e-06 5e-07 1.05e-06 1.8e-06 2.15e-06 1.9e-06 1.8e-06 1.7e-06 1.65e-06 1.65e-06 1.1e-06 1.5e-06 2.5e-07 1.4e-06 9.5e-07 9e-07 1.7e-06 1.6e-06 2.05e-06 1.85e-06 1.7e-06 1.15e-06 2.05e-06
28 1.65e-06 1.35e-06 1.6e-06 1.5e-06 1.4e-06 1.05e-06 1.55e-06 1.65e-06 1.25e-06 1.55e-06 1.9e-06 1.3e-06 1.3e-06 1.65e-06 1.6e-06 1.35e-06 1.1e-06 1.2e-06 1.35e-06 1.5e-06 1.15e-06 1.35e-06 1.9e-06 1.4e-06 1.45e-06 1.3e-06 1.45e-06 1.05e-06 2e-06 1.3e-06 1.7e-06 1.6e-06 1.6e-06 1.5e-06 1.5e-06 1.1e-06 1.3e-06 1.5e-06 1.1e-06 1.1e-06 1.2e-06 1.25e-06 1.25e-06 1.1e-06 1.65e-06 1.4e-06 1.4e-06 1.4e-06 1.75e-06
29 1.65e-06 1.5e-06 1.55e-06 1.55e-06 1.25e-06 7.5e-07 1.45e-06 1.45e-06 1.55e-06 1.35e-06 1.85e-06 1.5e-06 1e-06 1.55e-06 1.55e-06 8.5e-07 9.5e-07 1.4e-06 1.25e-06 1.45e-06 1.7e-06 1.2e-06 1.4e-06 1.25e-06 1.3e-06 1.4e-06 1.45e-06 1.8e-06 1.3e-06 1.3e-06 1.25e-06 1.35e-06 1.5e-06 1.4e-06 1.4e-06 1.05e-06 1.4e-06 1.6e-06 1.85e-06 9.5e-07 1.5e-06 1.6e-06 1e-06 9e-07 1.15e-06 1.05e-06 1.2e-06 1.75e-06 1.45e-06
30 1.75e-06 1.9e-06 1.65e-06 1.6e-06 1.55e-06 1.2e-06 1.35e-06 1.8e-06 1.75e-06 1.7e-06 1.95e-06 1.9e-06 1.3e-06 1.65e-06 1.65e-06 1.2e-06 1.3e-06 1.8e-06 1.6e-06 1.55e-06 1.95e-06 1.45e-06 1.6e-06 1.55e-06 1.35e-06 1.3e-06 1.8e-06 2.15e-06 1.7e-06 1.25e-06 1.3e-06 1.25e-06 1.6e-06 1.5e-06 1.7e-06 1.5e-06 1.9e-06 1.55e-06 2.35e-06 1.45e-06 1.85e-06 1.75e-06 1.25e-06 1.35e-06 1.35e-06 1.05e-06 1.55e-06 1.8e-06 1.35e-06
31 1.45e-06 1.85e-06 1.7e-06 1.55e-06 1.2e-06 1.25e-06 1.8e-06 1.45e-06 1.75e-06 1.35e-06 1.75e-06 1.75e-06 1.35e-06 1.5e-06 1.35e-06 1.35e-06 1.45e-06 1.65e-06 1.3e-06 1.6e-06 1.75e-06 1.75e-06 1.9e-06 1.65e-06 1.7e-06 1.3e-06 1e-06 1.9e-06 1.6e-06 1.35e-06 1.25e-06 1.7e-06 1.45e-06 1.35e-06 1.4e-06 1.4e-06 1.75e-06 1.7e-06 2.05e-06 1.6e-06 1.8e-06 1.65e-06 1.3e-06 1.45e-06 1.65e-06 1.25e-06 1e-06 1.9e-06 1.05e-06
32 1.5e-06 1.8e-06 1.5e-06 1.85e-06 1.15e-06 1.35e-06 1.35e-06 1.6e-06 1.6e-06 1.5e-06 1.5e-06 1.8e-06 1.45e-06 1.15e-06 1.45e-06 1.55e-06 1.4e-06 1.7e-06 1.3e-06 1.4e-06 1.65e-06 1.55e-06 1.85e-06 1.55e-06 1.35e-06 1.55e-06 1.2e-06 1.8e-06 1.6e-06 1.5e-06 1.6e-06 1.45e-06 2.2e-06 1.15e-06 1.45e-06 1.5e-06 1.8e-06 1.5e-06 2e-06 1.45e-06 1.7e-06 1.45e-06 1.35e-06 1.4e-06 1.65e-06 1.5e-06 1.3e-06 1.7e-06 1.35e-06
33 1.45e-06 1.7e-06 1.4e-06 1.75e-06 1.2e-06 1.25e-06 1.3e-06 1.5e-06 1.5e-06 1.4e-06 1.6e-06 1.7e-06 1.35e-06 1.15e-06 1.35e-06 1.45e-06 1.3e-06 1.6e-06 1.2e-06 1.3e-06 1.55e-06 1.45e-06 1.8e-06 1.45e-06 1.2e-06 1.45e-06 1.1e-06 1.7e-06 1.5e-06 1.4e-06 1.5e-06 1.35e-06 1.15e-06 2e-06 1.35e-06 1.4e-06 1.7e-06 1.4e-06 1.9e-06 1.35e-06 1.6e-06 1.35e-06 1.25e-06 1.3e-06 1.55e-06 1.4e-06 1.2e-06 1.6e-06 1.4e-06
34 1.55e-06 1.7e-06 1.7e-06 1.75e-06 1.3e-06 1.3e-06 1.65e-06 1.35e-06 1.5e-06 1.25e-06 1.75e-06 1.7e-06 1.45e-06 1.5e-06 1.45e-06 1.5e-06 1.3e-06 1.6e-06 1.2e-06 1.6e-06 1.6e-06 1.5e-06 1.95e-06 1.65e-06 1.5e-06 1.5e-06 1.1e-06 1.65e-06 1.5e-06 1.4e-06 1.7e-06 1.4e-06 1.45e-06 1.35e-06 2e-06 1.45e-06 1.55e-06 1.6e-06 1.8e-06 1.25e-06 1.55e-06 1.45e-06 1.2e-06 1.25e-06 1.7e-06 1.4e-06 1.2e-06 1.7e-06 1.5e-06
35 1.6e-06 1.5e-06 1.55e-06 1.6e-06 1.15e-06 6.5e-07 1.5e-06 1.3e-06 1.5e-06 1.3e-06 1.85e-06 1.4e-06 8e-07 1.55e-06 1.5e-06 1.05e-06 8.5e-07 1.3e-06 1.25e-06 1.45e-06 1.55e-06 1.25e-06 1.75e-06 1.3e-06 1.35e-06 1.45e-06 1.35e-06 1.65e-06 1.1e-06 1.05e-06 1.5e-06 1.4e-06 1.5e-06 1.4e-06 1.45e-06 1.2e-06 1.5e-06 1.55e-06 1.7e-06 1.05e-06 1.45e-06 1.65e-06 1.05e-06 9e-07 1.5e-06 1.2e-06 1.2e-06 1.7e-06 1.55e-06
36 1.8e-06 1.35e-06 1.7e-06 1.6e-06 1.7e-06 1.4e-06 1.75e-06 1.9e-06 1.35e-06 1.8e-06 2.05e-06 1.4e-06 1.65e-06 1.85e-06 1.75e-06 1.55e-06 1.4e-06 1.3e-06 1.45e-06 1.6e-06 1.15e-06 1.45e-06 1.95e-06 1.55e-06 1.6e-06 1.45e-06 1.6e-06 1.1e-06 1.3e-06 1.4e-06 1.9e-06 1.75e-06 1.8e-06 1.7e-06 1.55e-06 1.5e-06 2.1e-06 1.6e-06 1.05e-06 1.15e-06 1.2e-06 1.35e-06 1.3e-06 1.3e-06 1.7e-06 1.5e-06 1.55e-06 1.55e-06 1.9e-06
37 1.35e-06 1.55e-06 1.35e-06 1.7e-06 1.7e-06 1.45e-06 9.5e-07 1.9e-06 1.4e-06 1.8e-06 1.6e-06 1.65e-06 1.6e-06 1.55e-06 1.2e-06 1.65e-06 1.3e-06 1.55e-06 1.4e-06 1.25e-06 1.15e-06 1e-06 1.45e-06 1.2e-06 1.2e-06 1.5e-06 1.7e-06 1.5e-06 1.5e-06 1.6e-06 1.55e-06 1.7e-06 1.5e-06 1.4e-06 1.6e-06 1.55e-06 1.6e-06 1.4e-06 1.6e-06 1.1e-06 1.4e-06 1.3e-06 1.3e-06 1.35e-06 1.2e-06 1.35e-06 1.6e-06 1.2e-06 1.85e-06
38 1.95e-06 1.25e-06 1.9e-06 1.45e-06 2e-06 1.8e-06 2.05e-06 2.15e-06 1.25e-06 2.05e-06 2.2e-06 1.15e-06 2.2e-06 2.05e-06 1.95e-06 2.2e-06 1.8e-06 1.05e-06 1.6e-06 1.8e-06 4.5e-07 1.65e-06 2.45e-06 1.75e-06 2e-06 1.4e-06 1.6e-06 2.5e-07 1.1e-06 1.85e-06 2.35e-06 2.05e-06 2e-06 1.9e-06 1.8e-06 1.7e-06 1.05e-06 1.6e-06 0.0 1.3e-06 9e-07 1.1e-06 1.85e-06 1.65e-06 2.2e-06 1.9e-06 1.85e-06 1.35e-06 2.2e-06
