 slim_762047132 slim_762047108 slim_762047097 slim_762047144 slim_762047146 slim_762047122 slim_762047114 slim_762047092 slim_762047111 slim_762047120 slim_762047116 slim_762047141 slim_762047147 slim_762047086 slim_762047148 slim_762047124 slim_762047098 slim_762047128 slim_762047127 slim_762047100 slim_762047118 slim_762047117 slim_762047099 slim_762047101 slim_762047094 slim_762047088 slim_762047087 slim_762047090 slim_762047142 slim_762047130 slim_762047110 slim_762047121 slim_762047115 slim_762047105 slim_762047095 slim_762047137 slim_762047089 slim_762047140 slim_762047091 slim_762047119 slim_762047112 slim_762047107 slim_762047102 slim_762047109 slim_762047123 slim_762047103 slim_762047138 slim_762047125 slim_762047126 slim_762047104 slim_762047131 slim_762047133 slim_762047143 slim_762047139 slim_762047096 slim_762047136 slim_762047093 slim_762047135 slim_762047145 slim_762047129 slim_762047134 slim_762047106 slim_762047113
10 1.7e-06 1.85e-06 1.55e-06 1.7e-06 1.8e-06 1.75e-06 1.6e-06 1.7e-06 1.65e-06 1.6e-06 2.7e-06 1.5e-06 1.6e-06 1.8e-06 2e-06 2e-06 1.8e-06 1.85e-06 1.7e-06 1.65e-06 1.9e-06 1.55e-06 1.75e-06 1.65e-06 1.45e-06 1.85e-06 1.9e-06 2.15e-06 2e-06 1.65e-06 1.55e-06 1.9e-06 1.95e-06 1.9e-06 1.6e-06 1.85e-06 1.55e-06 2e-06 2.1e-06 1.85e-06 1.75e-06 1.55e-06 1.75e-06 1.55e-06 2.15e-06 1.6e-06 1.8e-06 1.5e-06 1.55e-06 1.9e-06 2.05e-06 1.85e-06 1.5e-06 2e-06 1.85e-06 1.65e-06 1.8e-06 2e-06 2.15e-06 1.9e-06 1.8e-06 1.6e-06 1.8e-06
11 1.5e-06 1.9e-06 1.45e-06 1.6e-06 1.5e-06 1.55e-06 1.75e-06 1.55e-06 1.45e-06 1.5e-06 1.5e-06 2.3e-06 1.4e-06 1.6e-06 1.7e-06 1.8e-06 2.05e-06 1.65e-06 1.3e-06 1.45e-06 1.6e-06 1.5e-06 1.7e-06 1.55e-06 1.3e-06 1.65e-06 2e-06 2.2e-06 2.05e-06 1.45e-06 1.35e-06 1.75e-06 1.75e-06 1.75e-06 1.2e-06 1.9e-06 1.35e-06 1.9e-06 2.2e-06 1.6e-06 1.8e-06 1.3e-06 1.65e-06 1.35e-06 1.95e-06 1.5e-06 2.1e-06 1.4e-06 1.35e-06 2e-06 1.85e-06 1.95e-06 1.35e-06 1.8e-06 1.75e-06 1.7e-06 1.6e-06 2.05e-06 1.95e-06 1.95e-06 1.85e-06 1.4e-06 1.55e-06
12 2.3e-06 2.6e-06 1.4e-06 1.45e-06 1.5e-06 2.35e-06 1.8e-06 1.6e-06 2.25e-06 1.9e-06 1.6e-06 1.4e-06 7e-07 1.05e-06 1.65e-06 2.7e-06 1.8e-06 1.65e-06 6e-07 1.5e-06 1.55e-06 1.35e-06 2.45e-06 1.65e-06 4e-07 1.6e-06 2.7e-06 2.8e-06 2.8e-06 2.1e-06 1.45e-06 2.45e-06 2.65e-06 1.15e-06 4.5e-07 2.5e-06 6e-07 2.05e-06 3.2e-06 1.6e-06 1.85e-06 1.5e-06 1.75e-06 1.3e-06 2.65e-06 1e-06 2.9e-06 2.4e-06 1.2e-06 1.75e-06 2.55e-06 1.8e-06 1.1e-06 2.7e-06 2.45e-06 1.7e-06 2.2e-06 2.8e-06 2.65e-06 2.25e-06 2.5e-06 2.4e-06 1.7e-06
13 2.35e-06 2.7e-06 1.7e-06 1.8e-06 1.9e-06 2.4e-06 1.8e-06 1.55e-06 2.3e-06 2.1e-06 1.8e-06 1.6e-06 1.05e-06 1.6e-06 2e-06 2.5e-06 1.75e-06 1.95e-06 1.05e-06 1.8e-06 1.9e-06 1.65e-06 2.55e-06 1.9e-06 9e-07 1.8e-06 2.4e-06 3.05e-06 2.9e-06 2.15e-06 1.65e-06 2.55e-06 2.45e-06 1.65e-06 9.5e-07 2.6e-06 1.1e-06 2.4e-06 2.7e-06 1.85e-06 2.1e-06 1.65e-06 2e-06 1.5e-06 2.8e-06 1.45e-06 2.9e-06 2.25e-06 1.5e-06 1.7e-06 2.7e-06 2e-06 1.35e-06 2.5e-06 2.55e-06 2e-06 2.3e-06 2.9e-06 2.8e-06 1.95e-06 2.55e-06 2.35e-06 1.9e-06
14 1.9e-06 1.8e-06 1.8e-06 1.3e-06 1.25e-06 1.95e-06 2.2e-06 2e-06 1.75e-06 2.1e-06 2e-06 1.7e-06 1.65e-06 2e-06 2.1e-06 1.75e-06 2.35e-06 1.45e-06 1.65e-06 1.7e-06 1.35e-06 1.65e-06 1.5e-06 1.95e-06 1.6e-06 1.55e-06 2.35e-06 1.5e-06 1.95e-06 1.85e-06 1.75e-06 1.4e-06 1.7e-06 1.7e-06 1.55e-06 1.8e-06 1.75e-06 1.7e-06 2.4e-06 1.5e-06 1.7e-06 1.9e-06 2.05e-06 1.75e-06 1.15e-06 1.9e-06 2.1e-06 2e-06 1.75e-06 2.5e-06 1.15e-06 1.75e-06 1.65e-06 1.75e-06 1.5e-06 2.1e-06 1.5e-06 1.85e-06 1.15e-06 2.35e-06 2.25e-06 2e-06 1.65e-06
15 1.2e-06 1.4e-06 1.9e-06 1.7e-06 1.7e-06 1.25e-06 1.95e-06 1.75e-06 1.05e-06 1.85e-06 2e-06 1.8e-06 2.7e-06 2.5e-06 1.75e-06 1.7e-06 2.4e-06 1.75e-06 2.7e-06 1.95e-06 1.8e-06 1.85e-06 1.05e-06 1.95e-06 2.6e-06 1.85e-06 1.55e-06 1.4e-06 1.5e-06 1.3e-06 1.75e-06 1e-06 8.5e-07 2.65e-06 2.65e-06 1.5e-06 2.6e-06 1.85e-06 1.2e-06 1.85e-06 1.95e-06 1.9e-06 2.05e-06 1.9e-06 9.5e-07 2.5e-06 1.6e-06 1.1e-06 2e-06 2.6e-06 9.5e-07 2.2e-06 2e-06 9e-07 1.05e-06 2.2e-06 1.2e-06 1.4e-06 9.5e-07 1.9e-06 1.7e-06 1.15e-06 1.9e-06
16 2.3e-06 2.25e-06 1.95e-06 2e-06 2.2e-06 2.35e-06 1.8e-06 1.9e-06 2.25e-06 2.05e-06 1.8e-06 2.05e-06 1.8e-06 1.75e-06 2.35e-06 2.4e-06 2.9e-06 2.25e-06 2e-06 2.1e-06 2.25e-06 1.85e-06 2.3e-06 1.95e-06 1.65e-06 2.2e-06 1.95e-06 2.65e-06 2.55e-06 2.2e-06 2e-06 2.4e-06 2.35e-06 2.05e-06 1.9e-06 2.35e-06 1.85e-06 2.3e-06 2.35e-06 2.2e-06 2.15e-06 2.1e-06 2.05e-06 1.95e-06 2.6e-06 1.8e-06 2.2e-06 2.05e-06 1.95e-06 1.75e-06 2.55e-06 2.15e-06 1.8e-06 2.4e-06 2.35e-06 2.1e-06 2.3e-06 2.55e-06 2.6e-06 1.95e-06 2.35e-06 2.3e-06 2.3e-06
17 1.55e-06 1.75e-06 1.65e-06 1.4e-06 1.4e-06 1.65e-06 2.05e-06 1.9e-06 1.45e-06 1.9e-06 1.85e-06 1.65e-06 1.65e-06 1.95e-06 1.45e-06 1.75e-06 2.25e-06 2.6e-06 1.5e-06 1.65e-06 1.5e-06 1.55e-06 1.5e-06 1.7e-06 1.55e-06 1.55e-06 2.15e-06 1.8e-06 1.9e-06 1.55e-06 1.45e-06 1.45e-06 1.7e-06 1.8e-06 1.6e-06 1.8e-06 1.4e-06 1.75e-06 2.35e-06 1.55e-06 1.7e-06 1.7e-06 1.8e-06 1.5e-06 1.4e-06 1.7e-06 2.1e-06 1.8e-06 1.55e-06 2.3e-06 1.4e-06 1.9e-06 1.55e-06 1.75e-06 1.55e-06 1.9e-06 1.45e-06 1.85e-06 1.4e-06 2.1e-06 1.95e-06 1.7e-06 1.75e-06
18 2.15e-06 2.55e-06 1.5e-06 1.6e-06 1.5e-06 2.25e-06 1.9e-06 1.65e-06 2.15e-06 1.9e-06 1.7e-06 1.3e-06 6e-07 1.05e-06 1.65e-06 2.7e-06 2e-06 1.5e-06 6e-07 1.4e-06 1.55e-06 1.5e-06 2.45e-06 1.6e-06 5e-07 1.65e-06 2.7e-06 2.9e-06 2.75e-06 2e-06 1.35e-06 2.5e-06 2.65e-06 1.15e-06 3.5e-07 2.5e-06 4.5e-07 2.1e-06 3.2e-06 1.55e-06 1.85e-06 1.4e-06 1.7e-06 1.25e-06 2.7e-06 1e-06 2.9e-06 2.45e-06 1.2e-06 1.8e-06 2.6e-06 1.9e-06 1.15e-06 2.7e-06 2.55e-06 1.7e-06 2.15e-06 2.8e-06 2.7e-06 2.25e-06 2.4e-06 2.3e-06 1.7e-06
19 1.6e-06 1.85e-06 1.6e-06 1.6e-06 1.5e-06 1.65e-06 1.85e-06 1.8e-06 1.4e-06 1.8e-06 1.65e-06 1.45e-06 1.5e-06 1.8e-06 1.7e-06 1.95e-06 2.1e-06 1.65e-06 1.4e-06 2.5e-06 1.6e-06 1.55e-06 1.5e-06 1.65e-06 1.4e-06 1.75e-06 2e-06 2.05e-06 2e-06 1.55e-06 1.45e-06 1.7e-06 1.9e-06 1.85e-06 1.3e-06 1.85e-06 1.45e-06 1.9e-06 2.4e-06 1.7e-06 1.75e-06 1.6e-06 1.75e-06 1.45e-06 1.85e-06 1.6e-06 2e-06 1.8e-06 1.45e-06 2.05e-06 1.85e-06 1.9e-06 1.45e-06 1.95e-06 1.8e-06 1.65e-06 1.7e-06 1.9e-06 1.85e-06 2e-06 1.8e-06 1.7e-06 1.85e-06
20 1.75e-06 1.75e-06 1.7e-06 1.4e-06 1.35e-06 1.8e-06 2.1e-06 1.9e-06 1.6e-06 1.9e-06 1.9e-06 1.6e-06 1.55e-06 1.9e-06 1.35e-06 1.8e-06 2.25e-06 1.5e-06 1.55e-06 1.6e-06 2.6e-06 1.6e-06 1.55e-06 1.75e-06 1.5e-06 1.6e-06 2.2e-06 1.75e-06 2e-06 1.7e-06 1.6e-06 1.5e-06 1.75e-06 1.7e-06 1.45e-06 1.85e-06 1.6e-06 1.7e-06 2.45e-06 1.5e-06 1.75e-06 1.75e-06 1.85e-06 1.6e-06 1.3e-06 1.7e-06 2.1e-06 1.9e-06 1.6e-06 2.3e-06 1.4e-06 1.85e-06 1.55e-06 1.8e-06 1.6e-06 1.95e-06 1.55e-06 1.85e-06 1.3e-06 2.25e-06 2.1e-06 1.85e-06 1.7e-06
21 1.5e-06 1.85e-06 1.35e-06 1.35e-06 1.5e-06 1.55e-06 1.75e-06 1.6e-06 1.4e-06 1.7e-06 1.55e-06 1.5e-06 1.35e-06 1.65e-06 1.65e-06 1.85e-06 1.85e-06 1.55e-06 1.5e-06 1.55e-06 1.6e-06 2.1e-06 1.6e-06 1.55e-06 1.2e-06 1.6e-06 1.8e-06 2.05e-06 2e-06 1.45e-06 1.35e-06 1.35e-06 1.8e-06 1.75e-06 1.4e-06 1.85e-06 1.35e-06 1.8e-06 2.35e-06 1.6e-06 1.75e-06 1.55e-06 1.65e-06 1.35e-06 1.75e-06 1.5e-06 2.15e-06 1.55e-06 1.35e-06 2.05e-06 1.7e-06 1.8e-06 1.25e-06 1.85e-06 1.55e-06 1.7e-06 1.55e-06 1.95e-06 1.75e-06 1.9e-06 1.85e-06 1.6e-06 1.75e-06
22 9.5e-07 1e-06 1.7e-06 1.45e-06 1.45e-06 1e-06 1.95e-06 1.95e-06 7.5e-07 1.75e-06 1.75e-06 1.7e-06 2.45e-06 2.55e-06 1.5e-06 1.05e-06 2.3e-06 1.5e-06 2.45e-06 1.5e-06 1.55e-06 1.6e-06 1.2e-06 1.7e-06 2.35e-06 1.6e-06 1.45e-06 1e-06 1.1e-06 1.05e-06 1.5e-06 7.5e-07 1e-06 2.4e-06 2.4e-06 1.1e-06 2.35e-06 1.6e-06 1.5e-06 1.6e-06 1.55e-06 1.8e-06 1.8e-06 1.65e-06 7e-07 2.25e-06 1.15e-06 1.1e-06 1.75e-06 2.5e-06 7e-07 1.8e-06 1.75e-06 1.05e-06 8.5e-07 1.8e-06 9.5e-07 1e-06 7e-07 1.8e-06 1.3e-06 1.05e-06 1.8e-06
23 1.45e-06 1.65e-06 1.55e-06 1.7e-06 1.7e-06 1.5e-06 1.85e-06 1.8e-06 1.4e-06 1.35e-06 1.65e-06 1.55e-06 1.65e-06 1.9e-06 1.95e-06 1.95e-06 1.95e-06 1.7e-06 1.6e-06 1.65e-06 1.75e-06 1.55e-06 1.7e-06 2e-06 1.5e-06 1.55e-06 1.8e-06 2.2e-06 1.95e-06 1.25e-06 1.35e-06 1.75e-06 1.9e-06 1.55e-06 1.55e-06 1.65e-06 1.45e-06 1.6e-06 2.3e-06 1.65e-06 1.75e-06 1.6e-06 1.1e-06 1.2e-06 1.95e-06 1.2e-06 1.85e-06 1.65e-06 1.25e-06 1.8e-06 1.9e-06 2e-06 1.3e-06 1.95e-06 1.8e-06 1.65e-06 1.5e-06 1.95e-06 1.95e-06 2.05e-06 1.6e-06 1.55e-06 1.9e-06
24 2.15e-06 2.5e-06 1.25e-06 1.35e-06 1.45e-06 2.2e-06 1.65e-06 1.45e-06 2.1e-06 1.75e-06 1.45e-06 1.3e-06 4e-07 9e-07 1.6e-06 2.6e-06 1.65e-06 1.55e-06 5e-07 1.4e-06 1.5e-06 1.2e-06 2.35e-06 1.5e-06 4e-07 1.55e-06 2.55e-06 2.75e-06 2.7e-06 1.95e-06 1.3e-06 2.35e-06 2.55e-06 1.05e-06 3e-07 2.4e-06 4.5e-07 1.95e-06 3.05e-06 1.5e-06 1.75e-06 1.35e-06 1.6e-06 1.15e-06 2.6e-06 8.5e-07 2.8e-06 2.25e-06 1.05e-06 1.6e-06 2.5e-06 1.7e-06 9.5e-07 2.6e-06 2.35e-06 1.55e-06 2.1e-06 2.7e-06 2.6e-06 2.1e-06 2.35e-06 2.25e-06 1.6e-06
25 1.65e-06 1.75e-06 1.55e-06 1.5e-06 1.5e-06 1.7e-06 2.05e-06 1.9e-06 1.6e-06 2e-06 1.85e-06 1.65e-06 1.6e-06 1.8e-06 1.55e-06 1.85e-06 2.2e-06 1.55e-06 1.65e-06 1.75e-06 1.6e-06 1.6e-06 1.6e-06 1.55e-06 1.55e-06 2e-06 2.15e-06 1.95e-06 1.95e-06 1.35e-06 1.45e-06 1.6e-06 1.8e-06 1.9e-06 1.6e-06 1.55e-06 1.55e-06 1.95e-06 2.35e-06 1.55e-06 1.65e-06 1.75e-06 1.65e-06 1.2e-06 1.6e-06 1.75e-06 2.05e-06 1.8e-06 1.3e-06 2.25e-06 1.5e-06 1.9e-06 1.3e-06 1.85e-06 1.55e-06 1.9e-06 1.3e-06 1.95e-06 1.6e-06 2e-06 1.8e-06 1.75e-06 1.75e-06
26 1.45e-06 1.5e-06 2.05e-06 2.1e-06 2.15e-06 1.5e-06 1.9e-06 2e-06 1.35e-06 1.8e-06 1.9e-06 2e-06 2.7e-06 2.4e-06 2.35e-06 1.55e-06 1.95e-06 2.15e-06 2.7e-06 2e-06 2.2e-06 1.8e-06 1.45e-06 1.8e-06 2.55e-06 2.15e-06 2.2e-06 1.95e-06 1.75e-06 1.5e-06 1.85e-06 1.4e-06 1.5e-06 2.6e-06 2.65e-06 1.7e-06 2.55e-06 2.05e-06 1.55e-06 2.15e-06 2.05e-06 2.05e-06 1.9e-06 1.95e-06 1.75e-06 2.25e-06 1.45e-06 1.4e-06 2.05e-06 2.15e-06 1.75e-06 2.3e-06 2.05e-06 1.55e-06 1.65e-06 2.05e-06 1.65e-06 1.7e-06 1.75e-06 1.8e-06 1.65e-06 1.45e-06 2.3e-06
27 1.6e-06 1.25e-06 2.2e-06 1.65e-06 1.65e-06 1.65e-06 2.35e-06 2.45e-06 1.45e-06 2.2e-06 2.15e-06 2.2e-06 2.8e-06 3.05e-06 1.5e-06 1.4e-06 2.65e-06 1.8e-06 2.9e-06 2.05e-06 1.75e-06 2.05e-06 1e-06 2.2e-06 2.75e-06 1.95e-06 1.95e-06 1.3e-06 1.25e-06 1.7e-06 2.15e-06 1.05e-06 1.35e-06 2.55e-06 2.8e-06 1.25e-06 2.85e-06 1.75e-06 1.7e-06 1.9e-06 1.7e-06 2.35e-06 2.3e-06 2.3e-06 7.5e-07 2.7e-06 1.2e-06 1.7e-06 2.3e-06 2.95e-06 7.5e-07 1.8e-06 2.25e-06 1.4e-06 1.15e-06 2.15e-06 1.3e-06 1.15e-06 7.5e-07 2.4e-06 1.75e-06 1.7e-06 2.05e-06
28 1e-06 1.15e-06 2.05e-06 1.9e-06 1.9e-06 1.2e-06 2.2e-06 2.3e-06 1.1e-06 2e-06 2e-06 2.05e-06 2.8e-06 2.9e-06 1.95e-06 1.5e-06 2.55e-06 1.9e-06 2.75e-06 2e-06 2e-06 2e-06 1.1e-06 1.95e-06 2.7e-06 1.95e-06 1.75e-06 1.25e-06 1.9e-06 1.2e-06 1.7e-06 1.25e-06 1.45e-06 2.65e-06 2.75e-06 1.25e-06 2.65e-06 1.95e-06 1.65e-06 1.95e-06 1.7e-06 2.1e-06 2.05e-06 2e-06 1.25e-06 2.5e-06 1.2e-06 1.35e-06 2.1e-06 2.75e-06 1.1e-06 1.95e-06 2.1e-06 1.5e-06 1.3e-06 1.95e-06 1.2e-06 1.25e-06 1.25e-06 1.95e-06 1.4e-06 1.25e-06 2.15e-06
29 5e-07 1.15e-06 1.45e-06 1.6e-06 1.6e-06 7e-07 1.85e-06 1.7e-06 6e-07 1.55e-06 1.65e-06 1.45e-06 2.1e-06 2.15e-06 1.85e-06 1.3e-06 2.2e-06 1.55e-06 2e-06 1.55e-06 1.7e-06 1.45e-06 1.05e-06 1.25e-06 1.95e-06 1.35e-06 1.5e-06 1.7e-06 1.2e-06 9e-07 1.05e-06 1.1e-06 1.25e-06 2.3e-06 2e-06 1.15e-06 1.85e-06 1.8e-06 1.75e-06 1.6e-06 1.7e-06 1.45e-06 1.35e-06 1.1e-06 1.35e-06 1.9e-06 1.55e-06 9e-07 1.2e-06 2.3e-06 1.2e-06 2e-06 1.25e-06 1.3e-06 1.15e-06 1.65e-06 8e-07 1.4e-06 1.35e-06 1.5e-06 1.05e-06 7.5e-07 1.8e-06
