 slim_762443505 slim_762443504 slim_762443472 slim_762443482 slim_762443499 slim_762443486 slim_762443507 slim_762443479 slim_762443490 slim_762443475 slim_762443493 slim_762443487 slim_762443506 slim_762443509 slim_762443491 slim_762443496 slim_762443502 slim_762443508 slim_762443511 slim_762443498 slim_762443489 slim_762443494 slim_762443476 slim_762443488 slim_762443485 slim_762443512 slim_762443480 slim_762443478 slim_762443500 slim_762443514 slim_762443477 slim_762443501 slim_762443495 slim_762443513 slim_762443481 slim_762443497 slim_762443474 slim_762443510 slim_762443484 slim_762443492 slim_762443483 slim_762443503 slim_762443473
11 1e-06 9.5e-07 2.25e-06 8.5e-07 1.1e-06 1.15e-06 1.1e-06 2.25e-06 9.5e-07 2.6e-06 8.5e-07 1.5e-06 1.95e-06 9.5e-07 1e-06 9.5e-07 1.95e-06 1.3e-06 8.5e-07 2.05e-06 8e-07 1e-06 1.05e-06 8e-07 1.25e-06 8e-07 1.15e-06 1e-06 1.1e-06 2.4e-06 9.5e-07 1.25e-06 1.1e-06 1.05e-06 9e-07 1.05e-06 1.2e-06 2.05e-06 1e-06 1e-06 1.05e-06 1.1e-06 9.5e-07
12 2.05e-06 1.4e-06 2.05e-06 1.5e-06 1.5e-06 1.4e-06 1.9e-06 2.25e-06 1.5e-06 2.85e-06 1.35e-06 1.95e-06 2.3e-06 1.3e-06 1.95e-06 1.3e-06 1.35e-06 1.6e-06 1.35e-06 2.2e-06 1.7e-06 1.4e-06 2.05e-06 1.7e-06 1.65e-06 1.7e-06 1.5e-06 1.4e-06 1.55e-06 2.2e-06 1.5e-06 1.55e-06 1.5e-06 1.45e-06 1.3e-06 1.4e-06 1.4e-06 2.7e-06 2.35e-06 1.4e-06 1.6e-06 1.5e-06 1.4e-06
13 1.1e-06 4.5e-07 1.9e-06 4.5e-07 4e-07 5e-07 9e-07 2.05e-06 4.5e-07 2.8e-06 2.5e-07 9.5e-07 1.3e-06 3e-07 9.5e-07 1.5e-07 1.35e-06 8e-07 2.5e-07 1.7e-06 7e-07 5e-07 1.1e-06 7e-07 8e-07 7e-07 6.5e-07 3.5e-07 5e-07 2.15e-06 4e-07 8e-07 3.5e-07 4e-07 3e-07 2.5e-07 6e-07 2.3e-06 1.45e-06 5e-07 7.5e-07 5e-07 3.5e-07
14 1.1e-06 1e-06 2.35e-06 9.5e-07 1.15e-06 1.2e-06 1e-06 2.4e-06 9.5e-07 2.75e-06 9e-07 1e-06 1.95e-06 9.5e-07 1.7e-06 9.5e-07 1.95e-06 1.35e-06 9e-07 2.05e-06 1e-06 1.05e-06 1e-06 1e-06 1.1e-06 1e-06 1.2e-06 1.05e-06 1.15e-06 2.35e-06 1e-06 1.3e-06 1.1e-06 1.1e-06 9e-07 1.05e-06 1.2e-06 1.95e-06 8.5e-07 1.05e-06 1.15e-06 1.2e-06 1e-06
15 1.1e-06 4.5e-07 1.9e-06 4.5e-07 4e-07 5e-07 9e-07 2.05e-06 4.5e-07 2.8e-06 2.5e-07 9.5e-07 1.3e-06 1.5e-07 9.5e-07 3e-07 1.35e-06 8e-07 2.5e-07 1.7e-06 7e-07 5e-07 1.1e-06 7e-07 8e-07 7e-07 6.5e-07 3.5e-07 5e-07 2.15e-06 4e-07 8e-07 3.5e-07 4e-07 3e-07 2.5e-07 6e-07 2.3e-06 1.45e-06 5e-07 7.5e-07 5e-07 3.5e-07
16 2.05e-06 1.4e-06 2.05e-06 1.5e-06 1.5e-06 1.6e-06 1.95e-06 2.3e-06 1.5e-06 2.9e-06 1.35e-06 1.95e-06 1.35e-06 1.35e-06 1.95e-06 1.35e-06 2.5e-06 1.65e-06 1.35e-06 2.2e-06 1.75e-06 1.45e-06 2.05e-06 1.75e-06 1.85e-06 1.75e-06 1.5e-06 1.45e-06 1.45e-06 2.3e-06 1.5e-06 1.6e-06 1.4e-06 1.5e-06 1.35e-06 1.4e-06 1.5e-06 2.8e-06 2.35e-06 1.45e-06 1.65e-06 1.6e-06 1.45e-06
17 1.2e-06 1.05e-06 1.8e-06 9e-07 1e-06 1.05e-06 1.2e-06 2.4e-06 8e-07 2.95e-06 8.5e-07 1.3e-06 1.6e-06 8e-07 1.35e-06 8e-07 1.65e-06 1.4e-06 8.5e-07 2.1e-06 1.2e-06 1.05e-06 1.2e-06 1.2e-06 1.3e-06 1.2e-06 1.15e-06 9.5e-07 1.05e-06 2.45e-06 7.5e-07 7.5e-07 9.5e-07 1e-06 8.5e-07 9e-07 8.5e-07 2.5e-06 1.65e-06 1.05e-06 1e-06 1.05e-06 9e-07
18 1.05e-06 3.5e-07 1.8e-06 3e-07 4.5e-07 5.5e-07 9.5e-07 2e-06 4e-07 2.8e-06 1e-07 8.5e-07 1.35e-06 2.5e-07 9e-07 2.5e-07 1.35e-06 8.5e-07 2e-07 1.75e-06 6.5e-07 4.5e-07 1.05e-06 6.5e-07 8.5e-07 6.5e-07 6e-07 3.5e-07 5e-07 2.05e-06 4e-07 8e-07 4.5e-07 4e-07 3e-07 3.5e-07 6e-07 2.35e-06 1.4e-06 4.5e-07 7e-07 5.5e-07 2.5e-07
19 2.15e-06 1.75e-06 2.6e-06 1.95e-06 1.9e-06 2.05e-06 2e-06 2.65e-06 1.95e-06 2.35e-06 1.75e-06 2.05e-06 2.2e-06 1.7e-06 2.05e-06 1.7e-06 2.2e-06 2.1e-06 1.75e-06 3.3e-06 1.8e-06 1.8e-06 2.2e-06 1.8e-06 2e-06 1.8e-06 1.9e-06 1.9e-06 2e-06 2.85e-06 1.9e-06 2.1e-06 1.85e-06 1.95e-06 1.7e-06 1.75e-06 1.95e-06 1.95e-06 2.25e-06 1.8e-06 2.05e-06 2.1e-06 1.85e-06
20 1.15e-06 7.5e-07 2.2e-06 8e-07 9e-07 9.5e-07 1e-06 2.05e-06 8.5e-07 2.4e-06 6.5e-07 8e-07 1.7e-06 7e-07 1e-06 7e-07 1.75e-06 1.2e-06 6.5e-07 1.8e-06 1.2e-06 8e-07 1.1e-06 6e-07 1e-06 6e-07 9.5e-07 8e-07 9.5e-07 2.25e-06 8.5e-07 1.15e-06 9e-07 8.5e-07 6.5e-07 8e-07 1e-06 2e-06 1.15e-06 8e-07 1e-06 9.5e-07 7.5e-07
21 1.25e-06 4e-07 1.9e-06 6e-07 6.5e-07 7e-07 1.05e-06 2.05e-06 6.5e-07 2.7e-06 4.5e-07 1e-06 1.4e-06 5e-07 1.05e-06 5e-07 1.45e-06 1.05e-06 4.5e-07 1.8e-06 8e-07 8e-07 1.15e-06 8e-07 1.05e-06 8e-07 7e-07 5.5e-07 7e-07 2.15e-06 6.5e-07 1e-06 7e-07 6e-07 5.5e-07 6e-07 8.5e-07 2.25e-06 1.4e-06 4.5e-07 6.5e-07 6.5e-07 5.5e-07
22 9e-07 1.15e-06 2.2e-06 1e-06 1.25e-06 1.25e-06 9e-07 2.5e-06 9e-07 2.8e-06 1.05e-06 1.05e-06 2.05e-06 1.1e-06 1e-06 1.1e-06 2.05e-06 1.2e-06 1.05e-06 2.2e-06 1.1e-06 1.15e-06 1.3e-06 1.1e-06 1.2e-06 1.1e-06 1.3e-06 1.15e-06 1.2e-06 2.35e-06 9e-07 1.15e-06 1.2e-06 1.2e-06 1.05e-06 1.2e-06 1.3e-06 2.05e-06 8.5e-07 1.15e-06 9.5e-07 1.2e-06 1.1e-06
23 1.15e-06 7.5e-07 2.2e-06 8e-07 9e-07 9.5e-07 1e-06 2.05e-06 8.5e-07 2.4e-06 6.5e-07 8e-07 1.7e-06 7e-07 1e-06 7e-07 1.75e-06 1.2e-06 6.5e-07 1.8e-06 6e-07 8e-07 1.1e-06 1.2e-06 1e-06 6e-07 9.5e-07 8e-07 9.5e-07 2.25e-06 8.5e-07 1.15e-06 9e-07 8.5e-07 6.5e-07 8e-07 1e-06 2e-06 1.15e-06 8e-07 1e-06 9.5e-07 7.5e-07
24 1.3e-06 1.05e-06 2.4e-06 1e-06 1.05e-06 9.5e-07 1.05e-06 2.35e-06 1e-06 2.75e-06 8.5e-07 1.25e-06 1.65e-06 8e-07 1.1e-06 8e-07 1.85e-06 1.3e-06 8.5e-07 2e-06 1e-06 1.05e-06 1.2e-06 1e-06 1.3e-06 1e-06 1.1e-06 9.5e-07 1.1e-06 2.2e-06 1e-06 1.25e-06 1e-06 1e-06 7.5e-07 9e-07 1.05e-06 2.15e-06 1.25e-06 1.05e-06 1.25e-06 1.1e-06 9e-07
25 1.15e-06 7.5e-07 2.2e-06 8e-07 9e-07 9.5e-07 1e-06 2.05e-06 8.5e-07 2.4e-06 6.5e-07 8e-07 1.7e-06 7e-07 1e-06 7e-07 1.75e-06 1.2e-06 6.5e-07 1.8e-06 6e-07 8e-07 1.1e-06 6e-07 1e-06 1.2e-06 9.5e-07 8e-07 9.5e-07 2.25e-06 8.5e-07 1.15e-06 9e-07 8.5e-07 6.5e-07 8e-07 1e-06 2e-06 1.15e-06 8e-07 1e-06 9.5e-07 7.5e-07
26 1.3e-06 6.5e-07 2e-06 7.5e-07 7.5e-07 8.5e-07 1.2e-06 2.15e-06 8e-07 2.75e-06 6e-07 1.15e-06 1.5e-06 6.5e-07 1.2e-06 6.5e-07 1.5e-06 1.15e-06 6e-07 1.9e-06 9.5e-07 7e-07 1.3e-06 9.5e-07 1.1e-06 9.5e-07 1.1e-06 7e-07 8e-07 2.2e-06 8e-07 1.1e-06 8e-07 7.5e-07 5.5e-07 7e-07 9.5e-07 2.4e-06 1.6e-06 7e-07 9e-07 8e-07 7e-07
27 1.15e-06 5e-07 1.9e-06 5e-07 4.5e-07 5e-07 1.05e-06 2.1e-06 5.5e-07 2.85e-06 3.5e-07 1e-06 1.4e-06 3.5e-07 1.05e-06 3.5e-07 1.45e-06 9.5e-07 3.5e-07 1.9e-06 8e-07 5.5e-07 1.15e-06 8e-07 9.5e-07 8e-07 7e-07 6e-07 5e-07 2.15e-06 5.5e-07 9e-07 5.5e-07 3.5e-07 4.5e-07 4.5e-07 7.5e-07 2.45e-06 1.5e-06 5.5e-07 7.5e-07 3.5e-07 4.5e-07
28 1.2e-06 6.5e-07 2e-06 6e-07 5.5e-07 6.5e-07 1.15e-06 2.25e-06 6.5e-07 2.95e-06 5e-07 1.1e-06 1.55e-06 5e-07 1.15e-06 5e-07 1.45e-06 1.05e-06 5e-07 2e-06 9.5e-07 7e-07 1.2e-06 9.5e-07 1.1e-06 9.5e-07 8e-07 5e-07 9e-07 2.3e-06 6.5e-07 1e-06 5.5e-07 5.5e-07 6e-07 5.5e-07 9e-07 2.6e-06 1.55e-06 7e-07 8.5e-07 5e-07 6e-07
29 2.45e-06 2.15e-06 2.75e-06 2.1e-06 2.25e-06 2.25e-06 2.3e-06 2.65e-06 2.25e-06 3.2e-06 2.05e-06 2.4e-06 2.2e-06 2.15e-06 2.35e-06 2.15e-06 2.3e-06 2.45e-06 2.05e-06 2.85e-06 2.25e-06 2.15e-06 2.35e-06 2.25e-06 2.2e-06 2.25e-06 2.2e-06 2.15e-06 2.3e-06 3.8e-06 2.25e-06 2.4e-06 2.35e-06 2.2e-06 2.1e-06 2.25e-06 2.4e-06 2.9e-06 2.4e-06 2.15e-06 2.25e-06 2.15e-06 2.1e-06
30 9e-07 6e-07 1.8e-06 5e-07 6e-07 7e-07 9.5e-07 2.2e-06 4e-07 2.95e-06 4e-07 9.5e-07 1.5e-06 4e-07 1e-06 4e-07 1.5e-06 7.5e-07 4e-07 1.9e-06 8.5e-07 6.5e-07 9e-07 8.5e-07 1e-06 8.5e-07 8e-07 5.5e-07 6.5e-07 2.25e-06 7e-07 7.5e-07 5.5e-07 6e-07 5e-07 5e-07 7.5e-07 2.4e-06 1.4e-06 6.5e-07 6.5e-07 7e-07 5e-07
31 1.15e-06 1e-06 1.75e-06 8.5e-07 1e-06 1e-06 1.25e-06 2.35e-06 7.5e-07 2.9e-06 8e-07 1.25e-06 1.55e-06 8e-07 1.3e-06 8e-07 1.6e-06 7.5e-07 8e-07 2.1e-06 1.15e-06 1e-06 1.15e-06 1.15e-06 1.25e-06 1.15e-06 1.1e-06 9e-07 1e-06 2.4e-06 7.5e-07 1.3e-06 9.5e-07 9.5e-07 8e-07 9e-07 8e-07 2.5e-06 1.6e-06 1e-06 9.5e-07 1e-06 8.5e-07
32 1.2e-06 6.5e-07 2.05e-06 6e-07 5.5e-07 7e-07 1.05e-06 2.25e-06 6e-07 2.95e-06 4.5e-07 1.1e-06 1.5e-06 3.5e-07 1.1e-06 3.5e-07 1.4e-06 9.5e-07 4.5e-07 1.85e-06 9e-07 7e-07 1.2e-06 9e-07 1e-06 9e-07 8e-07 5.5e-07 5.5e-07 2.35e-06 5.5e-07 9.5e-07 7e-07 6e-07 5e-07 3.5e-07 8e-07 2.5e-06 1.55e-06 7e-07 9e-07 7e-07 5.5e-07
33 1.2e-06 5.5e-07 1.95e-06 5.5e-07 5e-07 5.5e-07 1.1e-06 2.15e-06 6e-07 2.9e-06 4e-07 1.05e-06 1.45e-06 4e-07 1.1e-06 4e-07 1.5e-06 1e-06 4e-07 1.95e-06 8.5e-07 6e-07 1.2e-06 8.5e-07 1e-06 8.5e-07 7.5e-07 3.5e-07 5.5e-07 2.2e-06 6e-07 9.5e-07 6e-07 7e-07 5e-07 5e-07 8e-07 2.5e-06 1.55e-06 6e-07 8e-07 4e-07 5e-07
34 1.05e-06 5e-07 1.9e-06 5e-07 5.5e-07 6e-07 9e-07 2e-06 5e-07 2.65e-06 3e-07 9e-07 1.3e-06 3e-07 9e-07 3e-07 1.35e-06 8.5e-07 3e-07 1.7e-06 6.5e-07 5.5e-07 1.05e-06 6.5e-07 7.5e-07 6.5e-07 5.5e-07 4.5e-07 6e-07 2.1e-06 5e-07 8e-07 5e-07 5e-07 4e-07 4e-07 6e-07 2.2e-06 1.35e-06 5.5e-07 8e-07 6.5e-07 4e-07
35 1.2e-06 5.5e-07 2e-06 5.5e-07 4.5e-07 6e-07 1e-06 2.15e-06 5.5e-07 2.85e-06 3.5e-07 1.05e-06 1.4e-06 2.5e-07 1.05e-06 2.5e-07 1.4e-06 9e-07 3.5e-07 1.75e-06 8e-07 6e-07 1.2e-06 8e-07 9e-07 8e-07 7e-07 4.5e-07 5.5e-07 2.25e-06 5e-07 9e-07 3.5e-07 5e-07 4e-07 5e-07 7e-07 2.4e-06 1.55e-06 6e-07 8.5e-07 6e-07 4.5e-07
36 1.3e-06 8e-07 1.9e-06 8e-07 8.5e-07 8.5e-07 1.2e-06 2.25e-06 7.5e-07 2.85e-06 6e-07 1.2e-06 1.4e-06 6e-07 1.2e-06 6e-07 1.5e-06 8.5e-07 6e-07 1.95e-06 1e-06 8.5e-07 1.3e-06 1e-06 1.05e-06 1e-06 9.5e-07 7.5e-07 9e-07 2.4e-06 7.5e-07 8e-07 8e-07 8e-07 6e-07 7e-07 1e-06 2.45e-06 1.65e-06 8.5e-07 1.05e-06 9.5e-07 7e-07
37 2.1e-06 2.25e-06 3e-06 2.4e-06 2.5e-06 2.55e-06 1.95e-06 2.9e-06 2.45e-06 2.2e-06 2.35e-06 2.05e-06 2.7e-06 2.3e-06 1.95e-06 2.3e-06 2.8e-06 2.5e-06 2.35e-06 1.95e-06 2e-06 2.25e-06 2.05e-06 2e-06 2.15e-06 2e-06 2.4e-06 2.45e-06 2.6e-06 2.9e-06 2.4e-06 2.5e-06 2.5e-06 2.5e-06 2.2e-06 2.4e-06 2.45e-06 2.8e-06 1.6e-06 2.25e-06 2.35e-06 2.55e-06 2.4e-06
38 1.1e-06 1.4e-06 2.65e-06 1.25e-06 1.6e-06 1.6e-06 9.5e-07 2.6e-06 1.4e-06 2.6e-06 1.4e-06 1e-06 2.35e-06 1.45e-06 8.5e-07 1.45e-06 2.35e-06 1.65e-06 1.4e-06 2.25e-06 1.15e-06 1.4e-06 8.5e-07 1.15e-06 1.25e-06 1.15e-06 1.6e-06 1.5e-06 1.55e-06 2.4e-06 1.4e-06 1.6e-06 1.55e-06 1.55e-06 1.35e-06 1.55e-06 1.65e-06 1.6e-06 4e-07 1.4e-06 1.35e-06 1.55e-06 1.45e-06
39 1.25e-06 4e-07 1.9e-06 6e-07 6.5e-07 7e-07 1.05e-06 2.05e-06 6.5e-07 2.7e-06 4.5e-07 1e-06 1.4e-06 5e-07 1.05e-06 5e-07 1.45e-06 1.05e-06 4.5e-07 1.8e-06 8e-07 4.5e-07 1.15e-06 8e-07 1.05e-06 8e-07 7e-07 5.5e-07 7e-07 2.15e-06 6.5e-07 1e-06 7e-07 6e-07 5.5e-07 6e-07 8.5e-07 2.25e-06 1.4e-06 8e-07 6.5e-07 6.5e-07 5.5e-07
40 1.05e-06 6.5e-07 1.85e-06 7e-07 8.5e-07 8.5e-07 1.1e-06 2.25e-06 6.5e-07 2.85e-06 7e-07 1.05e-06 1.6e-06 7.5e-07 1.15e-06 7.5e-07 1.65e-06 1e-06 7e-07 2.05e-06 1e-06 6.5e-07 9.5e-07 1e-06 1.25e-06 1e-06 9e-07 7.5e-07 8.5e-07 2.25e-06 6.5e-07 9.5e-07 9e-07 8e-07 8e-07 8.5e-07 1.05e-06 2.35e-06 1.35e-06 6.5e-07 1e-06 7.5e-07 7.5e-07
41 1.2e-06 6.5e-07 1.95e-06 6e-07 4.5e-07 4.5e-07 1.15e-06 2.2e-06 7e-07 2.9e-06 5.5e-07 1.1e-06 1.5e-06 5e-07 1.2e-06 5e-07 1.6e-06 1.05e-06 5.5e-07 2.1e-06 9.5e-07 6.5e-07 1.2e-06 9.5e-07 1.1e-06 9.5e-07 8e-07 3.5e-07 5e-07 2.15e-06 7e-07 1e-06 7e-07 4e-07 6.5e-07 6e-07 9.5e-07 2.55e-06 1.55e-06 6.5e-07 7.5e-07 1e-07 6e-07
42 1.1e-06 5e-07 1.9e-06 4e-07 5.5e-07 6e-07 1e-06 2.1e-06 5e-07 2.85e-06 2.5e-07 9.5e-07 1.4e-06 3.5e-07 1e-06 3.5e-07 1.45e-06 9e-07 2.5e-07 1.85e-06 7.5e-07 5.5e-07 1.1e-06 7.5e-07 9e-07 7.5e-07 7e-07 4.5e-07 6e-07 2.1e-06 5e-07 8.5e-07 5.5e-07 5e-07 4e-07 4.5e-07 7e-07 2.4e-06 1.45e-06 5.5e-07 7.5e-07 6e-07 5e-07
