 slim_762195969 slim_762195961 slim_762195943 slim_762195927 slim_762195921 slim_762195916 slim_762195915 slim_762195949 slim_762195920 slim_762195964 slim_762195945 slim_762195923 slim_762195940 slim_762195924 slim_762195976 slim_762195967 slim_762195975 slim_762195971 slim_762195938 slim_762195929 slim_762195928 slim_762195962 slim_762195934 slim_762195955 slim_762195966 slim_762195917 slim_762195932 slim_762195930 slim_762195935 slim_762195951 slim_762195958 slim_762195968 slim_762195941 slim_762195956 slim_762195926 slim_762195931 slim_762195970 slim_762195944 slim_762195959 slim_762195948 slim_762195925 slim_762195954 slim_762195952 slim_762195973 slim_762195972 slim_762195919 slim_762195936 slim_762195942 slim_762195977 slim_762195957 slim_762195922 slim_762195946 slim_762195974 slim_762195939 slim_762195918 slim_762195963 slim_762195947 slim_762195965 slim_762195960 slim_762195953 slim_762195950 slim_762195933 slim_762195937
10 2.2e-06 2.45e-06 1.8e-06 2.35e-06 2e-06 1.95e-06 2.3e-06 2e-06 2.1e-06 2.1e-06 3.2e-06 2.05e-06 2.3e-06 2.55e-06 2.5e-06 2.25e-06 2.3e-06 1.9e-06 2.4e-06 2e-06 2.1e-06 2.6e-06 1.85e-06 2.45e-06 1.9e-06 1.85e-06 2.5e-06 2.1e-06 1.85e-06 2e-06 2.1e-06 2.45e-06 2.15e-06 2.6e-06 2.4e-06 1.85e-06 1.8e-06 2e-06 2.55e-06 2.1e-06 1.85e-06 2e-06 2.2e-06 1.95e-06 2.4e-06 1.8e-06 1.9e-06 1.85e-06 1.85e-06 1.9e-06 1.7e-06 1.85e-06 1.8e-06 2.25e-06 2.2e-06 2e-06 1.9e-06 2.4e-06 2.45e-06 2.7e-06 2.45e-06 1.85e-06 2.1e-06
11 2.35e-06 2.35e-06 1.4e-06 1.7e-06 2.1e-06 2e-06 2.3e-06 1.7e-06 1.9e-06 2.35e-06 2.05e-06 1.8e-06 1.9e-06 2.2e-06 2.05e-06 1.55e-06 1.8e-06 1.6e-06 1.85e-06 2.2e-06 1.75e-06 2.5e-06 1.9e-06 2.05e-06 1.6e-06 1.45e-06 2.1e-06 1.35e-06 1.3e-06 1.55e-06 2.3e-06 1.8e-06 1.35e-06 2.05e-06 1.95e-06 1.45e-06 1.7e-06 1.95e-06 2.55e-06 2.45e-06 1.6e-06 1.3e-06 2.1e-06 1.8e-06 2.35e-06 1.5e-06 1.7e-06 1.75e-06 2e-06 2e-06 2.15e-06 1.45e-06 1.8e-06 1.75e-06 1.65e-06 1.5e-06 1.65e-06 2.2e-06 1.95e-06 2.3e-06 2.25e-06 1.9e-06 1.35e-06
12 1.6e-06 1.05e-06 2.05e-06 2e-06 2.05e-06 1.95e-06 2.1e-06 2.2e-06 1.6e-06 1.3e-06 2.3e-06 1.9e-06 1.2e-06 1.55e-06 1.95e-06 1.8e-06 1.45e-06 2.85e-06 1.3e-06 1.8e-06 2.65e-06 1.8e-06 1.25e-06 1.7e-06 2.85e-06 2.65e-06 1.75e-06 2.2e-06 2e-06 1.5e-06 2.6e-06 1.95e-06 2.2e-06 2.25e-06 1.4e-06 2.1e-06 2.35e-06 1.3e-06 1.6e-06 2.3e-06 2.15e-06 1.65e-06 2.45e-06 2.4e-06 1.6e-06 1.45e-06 2.75e-06 2.4e-06 2.35e-06 2.2e-06 2.1e-06 2.1e-06 2.25e-06 1.2e-06 9.5e-07 1.7e-06 2.25e-06 6e-07 2e-06 1.85e-06 6.5e-07 2.4e-06 2.1e-06
13 1.8e-06 1.75e-06 2.3e-06 1.4e-06 2.7e-06 2.6e-06 2.1e-06 2.45e-06 2.3e-06 2.15e-06 2.55e-06 2.2e-06 1.55e-06 8e-07 2.6e-06 1.55e-06 1.8e-06 2.65e-06 1.05e-06 2.2e-06 2.4e-06 1.9e-06 2e-06 1.5e-06 2.65e-06 2.55e-06 1.55e-06 2.5e-06 2.25e-06 1.9e-06 2.75e-06 1.45e-06 2.45e-06 1.95e-06 1.55e-06 2.3e-06 2.6e-06 1.5e-06 1.7e-06 2.55e-06 2.45e-06 1.95e-06 3.05e-06 2.2e-06 1.8e-06 2.15e-06 2.55e-06 2.25e-06 2.25e-06 2.5e-06 2.35e-06 2.3e-06 2.5e-06 1.7e-06 1.8e-06 2.5e-06 2.5e-06 1.65e-06 1.75e-06 1.3e-06 1.75e-06 2.7e-06 2.4e-06
14 1.95e-06 1.95e-06 1.9e-06 2.4e-06 2.65e-06 2.25e-06 2.4e-06 2.7e-06 2.75e-06 2.05e-06 2.5e-06 2.05e-06 1.95e-06 2.6e-06 3e-06 2.25e-06 1.95e-06 2.6e-06 2.25e-06 2.35e-06 2.7e-06 1.9e-06 2.25e-06 2.15e-06 2.6e-06 2.45e-06 2.2e-06 2.4e-06 1.85e-06 2.4e-06 2.55e-06 2.5e-06 2.35e-06 2.15e-06 2e-06 1.95e-06 2.2e-06 2.15e-06 2.1e-06 2.7e-06 2.65e-06 2.3e-06 1.9e-06 2.7e-06 2.35e-06 2e-06 2.65e-06 2.7e-06 2.85e-06 2.85e-06 2.6e-06 1.95e-06 2.75e-06 2e-06 1.85e-06 2.6e-06 2.2e-06 1.65e-06 2.05e-06 2.4e-06 1.75e-06 2.9e-06 2.4e-06
15 2.15e-06 2.1e-06 1.8e-06 1.5e-06 2.45e-06 2.35e-06 2.15e-06 2.1e-06 2.2e-06 2.3e-06 2.25e-06 1.55e-06 1.8e-06 1.55e-06 2.25e-06 2.7e-06 1.95e-06 2e-06 1.5e-06 2.15e-06 2.1e-06 2.3e-06 2e-06 1.95e-06 2e-06 1.85e-06 2e-06 1.8e-06 1.75e-06 1.8e-06 2.5e-06 1.65e-06 1.75e-06 2e-06 1.85e-06 1.85e-06 2.1e-06 1.75e-06 2.2e-06 2.55e-06 2e-06 1.75e-06 2.5e-06 2.1e-06 2.05e-06 1.85e-06 1.95e-06 2.05e-06 2.1e-06 2.2e-06 2.35e-06 1.85e-06 2.15e-06 1.85e-06 1.75e-06 2.05e-06 2.05e-06 1.95e-06 1.8e-06 2e-06 2e-06 2.25e-06 1.8e-06
16 1.95e-06 1.65e-06 1.85e-06 1.95e-06 2.25e-06 2.05e-06 2.45e-06 2.25e-06 2.1e-06 1.8e-06 2.3e-06 1.8e-06 1.45e-06 1.8e-06 1.95e-06 1.95e-06 2.4e-06 2.55e-06 1.8e-06 2.1e-06 2.35e-06 2.1e-06 1.85e-06 1.7e-06 2.55e-06 2.45e-06 1.7e-06 2.1e-06 1.8e-06 1.75e-06 2.55e-06 2.05e-06 2.05e-06 2.3e-06 1.75e-06 1.9e-06 2.15e-06 1.75e-06 2.05e-06 2.5e-06 2.25e-06 1.45e-06 2.4e-06 1.95e-06 2.25e-06 1.6e-06 2.55e-06 2.05e-06 2.45e-06 2.45e-06 2.1e-06 1.9e-06 2.3e-06 1.3e-06 1.4e-06 2e-06 2.15e-06 1.35e-06 2.15e-06 1.95e-06 1.45e-06 2.5e-06 2.1e-06
17 3.15e-06 3.15e-06 1.9e-06 2e-06 2.5e-06 2.45e-06 2.4e-06 1.8e-06 2.4e-06 2.85e-06 1.9e-06 1.6e-06 2.85e-06 2.65e-06 2.6e-06 2e-06 2.55e-06 2e-06 2.4e-06 2.05e-06 1.6e-06 3.2e-06 2.45e-06 2.7e-06 1.05e-06 1.05e-06 2.75e-06 1.75e-06 1.8e-06 2.15e-06 2e-06 2.1e-06 1.8e-06 2.45e-06 2.85e-06 1.95e-06 1.9e-06 2.8e-06 3.2e-06 2.5e-06 1.65e-06 2e-06 2.35e-06 1.55e-06 3e-06 2.5e-06 1.15e-06 1.45e-06 1.5e-06 1.8e-06 2.1e-06 1.95e-06 1.6e-06 2.5e-06 2.65e-06 2.2e-06 1.75e-06 3.1e-06 2.35e-06 2.95e-06 3.15e-06 1.65e-06 1.75e-06
18 1.9e-06 1.7e-06 2.05e-06 1.65e-06 2.5e-06 2.45e-06 2.2e-06 2.3e-06 2.1e-06 2e-06 2.4e-06 1.85e-06 1.3e-06 1.05e-06 2.25e-06 1.5e-06 1.8e-06 2.4e-06 1.7e-06 2e-06 2.35e-06 2.05e-06 1.8e-06 1.8e-06 2.4e-06 2.2e-06 1.85e-06 2.2e-06 2e-06 1.75e-06 2.65e-06 1.65e-06 2.2e-06 2e-06 1.7e-06 2.1e-06 2.35e-06 1.5e-06 1.85e-06 2.6e-06 2.2e-06 1.95e-06 2.75e-06 2.35e-06 1.85e-06 1.95e-06 2.35e-06 2.3e-06 2.35e-06 2.25e-06 2.35e-06 2.1e-06 2.35e-06 1.65e-06 1.55e-06 2.15e-06 2.3e-06 1.35e-06 1.8e-06 1.8e-06 1.4e-06 2.45e-06 2.1e-06
19 2.4e-06 1.9e-06 2.3e-06 2.25e-06 2.2e-06 2.15e-06 2.3e-06 2.05e-06 2.05e-06 1.8e-06 2e-06 2.2e-06 1.8e-06 2.2e-06 2.35e-06 2.15e-06 2.1e-06 2.05e-06 2e-06 3.3e-06 2.25e-06 2.4e-06 1.8e-06 2.3e-06 2.05e-06 2e-06 2.35e-06 2.25e-06 2.25e-06 1.95e-06 2.1e-06 2.3e-06 2.3e-06 2.55e-06 2.25e-06 2.35e-06 2.3e-06 2.15e-06 2.35e-06 2.25e-06 1.9e-06 2.05e-06 2.45e-06 2e-06 2.3e-06 2.2e-06 2e-06 1.9e-06 1.85e-06 1.9e-06 1.9e-06 2.35e-06 1.85e-06 1.9e-06 1.85e-06 2.05e-06 2.1e-06 1.65e-06 2.35e-06 2.5e-06 1.7e-06 1.9e-06 2.2e-06
20 2.95e-06 2.95e-06 2e-06 2.1e-06 2.35e-06 2.3e-06 2.65e-06 1.95e-06 2.2e-06 2.7e-06 2.1e-06 1.75e-06 2.65e-06 2.4e-06 2.7e-06 2.1e-06 2.35e-06 1.6e-06 2.35e-06 2.25e-06 2.8e-06 3e-06 2.3e-06 2.5e-06 1.6e-06 1.5e-06 2.55e-06 1.85e-06 1.95e-06 1.95e-06 2.25e-06 2.2e-06 1.9e-06 2.5e-06 2.65e-06 2e-06 2e-06 2.6e-06 3e-06 2.4e-06 1.85e-06 1.8e-06 2.5e-06 1.7e-06 2.95e-06 2.25e-06 1.65e-06 1.65e-06 1.9e-06 2e-06 1.9e-06 2e-06 1.75e-06 2.3e-06 2.4e-06 2e-06 1.95e-06 2.9e-06 2.45e-06 2.75e-06 2.95e-06 1.85e-06 1.85e-06
21 1.25e-06 1.65e-06 2.4e-06 2.4e-06 2.25e-06 1.7e-06 2.2e-06 2.75e-06 2.3e-06 1.7e-06 2.6e-06 2.5e-06 1.8e-06 1.9e-06 1.9e-06 2.3e-06 2.1e-06 3.2e-06 2.05e-06 2.4e-06 3e-06 1.2e-06 1.85e-06 1.45e-06 3.2e-06 3.05e-06 1.5e-06 2.65e-06 2.35e-06 2.1e-06 2.05e-06 2.45e-06 2.6e-06 1.95e-06 1.25e-06 2.45e-06 2.55e-06 1.75e-06 1.3e-06 2.2e-06 2.7e-06 2.1e-06 2e-06 2.8e-06 1.65e-06 1.95e-06 3.15e-06 2.8e-06 2.95e-06 2.9e-06 2.25e-06 2.45e-06 2.65e-06 1.95e-06 1.75e-06 2.2e-06 2.4e-06 1.55e-06 1.75e-06 1.5e-06 1.65e-06 2.8e-06 2.6e-06
22 1.7e-06 1.55e-06 2e-06 2.25e-06 1.3e-06 1.3e-06 2.15e-06 1.85e-06 1.2e-06 1.2e-06 1.85e-06 1.9e-06 1.25e-06 2e-06 2.25e-06 2e-06 1.85e-06 2.45e-06 1.8e-06 1.8e-06 2.3e-06 1.85e-06 1.8e-06 1.9e-06 2.45e-06 2.25e-06 1.95e-06 1.95e-06 1.95e-06 1.3e-06 2.1e-06 2.3e-06 2.05e-06 2.4e-06 1.6e-06 2.05e-06 2e-06 1.45e-06 1.75e-06 1.85e-06 1.75e-06 1.55e-06 2e-06 2.1e-06 1.7e-06 1.4e-06 2.4e-06 2.05e-06 2.05e-06 1.75e-06 1.35e-06 2.05e-06 1.65e-06 1.65e-06 1.35e-06 1.2e-06 1.75e-06 1.4e-06 2.2e-06 2.1e-06 1.45e-06 1.75e-06 1.9e-06
23 1.65e-06 1.85e-06 2.15e-06 1.9e-06 2.45e-06 2.1e-06 2.05e-06 2.35e-06 2.25e-06 2e-06 2.45e-06 2.05e-06 1.7e-06 1.5e-06 2.15e-06 1.95e-06 1.7e-06 2.7e-06 1.8e-06 2.3e-06 2.5e-06 1.45e-06 1.9e-06 2.6e-06 2.7e-06 2.6e-06 1.35e-06 2.35e-06 2.1e-06 1.8e-06 2.35e-06 1.95e-06 2.3e-06 2e-06 1.4e-06 2.2e-06 2.45e-06 1.75e-06 1.55e-06 2.25e-06 2.35e-06 1.6e-06 2.35e-06 2.05e-06 1.85e-06 1.85e-06 2.65e-06 2.1e-06 2.4e-06 2.55e-06 2.25e-06 2.2e-06 2.4e-06 1.55e-06 1.7e-06 2.2e-06 2.3e-06 1.75e-06 1.8e-06 1.35e-06 1.85e-06 2.6e-06 2.3e-06
24 3.15e-06 3.15e-06 1.9e-06 2e-06 2.5e-06 2.45e-06 2.4e-06 1.8e-06 2.4e-06 2.85e-06 1.9e-06 1.6e-06 2.85e-06 2.65e-06 2.6e-06 2e-06 2.55e-06 1.05e-06 2.4e-06 2.05e-06 1.6e-06 3.2e-06 2.45e-06 2.7e-06 2e-06 1.05e-06 2.75e-06 1.75e-06 1.8e-06 2.15e-06 2.05e-06 2.1e-06 1.8e-06 2.45e-06 2.85e-06 1.95e-06 1.9e-06 2.8e-06 3.2e-06 2.5e-06 1.65e-06 2e-06 2.35e-06 1.55e-06 3e-06 2.5e-06 1.15e-06 1.45e-06 1.5e-06 1.8e-06 2.1e-06 1.95e-06 1.6e-06 2.5e-06 2.65e-06 2.2e-06 1.75e-06 3.1e-06 2.35e-06 2.95e-06 3.15e-06 1.65e-06 1.75e-06
25 3e-06 3e-06 1.75e-06 1.9e-06 2.3e-06 2.3e-06 2.3e-06 1.65e-06 2.15e-06 2.7e-06 1.85e-06 1.45e-06 2.65e-06 2.55e-06 2.45e-06 1.85e-06 2.45e-06 1.05e-06 2.2e-06 2e-06 1.5e-06 3.05e-06 2.25e-06 2.6e-06 1.05e-06 1.7e-06 2.65e-06 1.55e-06 1.7e-06 1.95e-06 2e-06 2e-06 1.65e-06 2.3e-06 2.7e-06 1.8e-06 1.75e-06 2.65e-06 3.05e-06 2.4e-06 1.55e-06 1.9e-06 2.2e-06 1.5e-06 2.85e-06 2.35e-06 1.1e-06 1.45e-06 1.5e-06 1.7e-06 2e-06 1.8e-06 1.45e-06 2.4e-06 2.5e-06 1.95e-06 1.65e-06 2.95e-06 2.2e-06 2.85e-06 3e-06 1.55e-06 1.55e-06
26 1.7e-06 1.9e-06 2.2e-06 1.95e-06 2.5e-06 2.15e-06 2.1e-06 2.4e-06 2.3e-06 2.05e-06 2.5e-06 2.1e-06 1.75e-06 1.55e-06 2.2e-06 2e-06 1.7e-06 2.75e-06 1.85e-06 2.35e-06 2.55e-06 1.5e-06 1.95e-06 1.35e-06 2.75e-06 2.65e-06 2.7e-06 2.4e-06 2.15e-06 1.85e-06 2.4e-06 2e-06 2.35e-06 2.05e-06 1.45e-06 2.25e-06 2.5e-06 1.8e-06 1.6e-06 2.3e-06 2.4e-06 1.65e-06 2.4e-06 2.05e-06 1.9e-06 1.9e-06 2.7e-06 2.15e-06 2.45e-06 2.6e-06 2.3e-06 2.25e-06 2.45e-06 1.6e-06 1.75e-06 2.25e-06 2.35e-06 1.8e-06 1.85e-06 1.4e-06 1.9e-06 2.65e-06 2.35e-06
27 2.65e-06 2.65e-06 1.75e-06 1.95e-06 1.9e-06 1.8e-06 2.6e-06 1.8e-06 1.7e-06 2.4e-06 2.1e-06 1.35e-06 2.2e-06 2.5e-06 2.4e-06 1.8e-06 2.1e-06 1.75e-06 2.2e-06 2.25e-06 1.85e-06 2.65e-06 1.95e-06 2.35e-06 1.75e-06 1.55e-06 2.4e-06 2.4e-06 1.7e-06 1.6e-06 2.2e-06 2.1e-06 1.35e-06 2.4e-06 2.25e-06 1.8e-06 1.8e-06 2.25e-06 2.85e-06 2.5e-06 1.7e-06 1.45e-06 2.2e-06 1.85e-06 2.65e-06 1.8e-06 1.75e-06 1.8e-06 2.1e-06 2e-06 1.95e-06 1.8e-06 1.6e-06 2.05e-06 1.95e-06 1.3e-06 1.8e-06 2.5e-06 2.25e-06 2.6e-06 2.55e-06 1.65e-06 1.4e-06
28 1.9e-06 2.2e-06 1.15e-06 1.85e-06 2.15e-06 1.95e-06 2.15e-06 2.1e-06 2.3e-06 2.15e-06 1.85e-06 1.3e-06 2e-06 2.25e-06 1.85e-06 1.75e-06 1.8e-06 1.8e-06 2e-06 2.25e-06 1.95e-06 2.35e-06 1.95e-06 2.1e-06 1.8e-06 1.7e-06 2.15e-06 1.7e-06 2.1e-06 1.9e-06 2.4e-06 1.95e-06 1.65e-06 2e-06 2e-06 1.2e-06 1.45e-06 1.75e-06 2.3e-06 2.35e-06 2.05e-06 1.7e-06 1.85e-06 2.05e-06 2.25e-06 1.4e-06 1.9e-06 2.05e-06 2.2e-06 2.3e-06 2.05e-06 1.2e-06 2.15e-06 1.9e-06 1.8e-06 2.05e-06 1.6e-06 2.1e-06 1.9e-06 2.35e-06 2.2e-06 2.3e-06 1.7e-06
29 2.1e-06 1.75e-06 1.95e-06 2e-06 1.55e-06 1.5e-06 2.3e-06 1.7e-06 1.2e-06 1.75e-06 2e-06 1.55e-06 1.5e-06 1.9e-06 2.4e-06 1.8e-06 1.75e-06 2.15e-06 1.75e-06 1.95e-06 1.95e-06 2.1e-06 1.3e-06 1.8e-06 2.15e-06 1.95e-06 1.85e-06 1.6e-06 1.9e-06 1.8e-06 2.1e-06 2.05e-06 1.7e-06 2.35e-06 1.7e-06 2e-06 2e-06 1.7e-06 1.95e-06 2e-06 1.6e-06 1.15e-06 2.25e-06 1.75e-06 2e-06 1.5e-06 2.1e-06 1.7e-06 2e-06 1.7e-06 1.55e-06 2e-06 1.5e-06 1.55e-06 1.45e-06 1e-06 1.85e-06 1.8e-06 2.15e-06 2e-06 1.85e-06 1.6e-06 1.55e-06
