 slim_762018554 slim_762018560 slim_762018528 slim_762018568 slim_762018566 slim_762018571 slim_762018536 slim_762018573 slim_762018531 slim_762018546 slim_762018563 slim_762018537 slim_762018530 slim_762018545 slim_762018559 slim_762018570 slim_762018548 slim_762018527 slim_762018542 slim_762018550 slim_762018529 slim_762018539 slim_762018549 slim_762018543 slim_762018540 slim_762018557 slim_762018565 slim_762018551 slim_762018569 slim_762018526 slim_762018541 slim_762018534 slim_762018561 slim_762018552 slim_762018558 slim_762018572 slim_762018544 slim_762018553 slim_762018567 slim_762018547 slim_762018564 slim_762018562 slim_762018538 slim_762018533 slim_762018556 slim_762018535 slim_762018555 slim_762018532
0 1.1e-06 1.45e-06 2.15e-06 1.75e-06 1.55e-06 2.05e-06 1.6e-06 1.8e-06 1.4e-06 1.75e-06 1.65e-06 1.9e-06 1.95e-06 1.9e-06 1.4e-06 1.3e-06 1.6e-06 1.6e-06 1.6e-06 1.5e-06 1.8e-06 1.45e-06 1.5e-06 2.05e-06 1.45e-06 8.5e-07 1.3e-06 1.2e-06 1.45e-06 1.85e-06 1.3e-06 1.5e-06 1.5e-06 1.45e-06 1.35e-06 1.55e-06 2.1e-06 2.25e-06 1.35e-06 1.45e-06 1.7e-06 1.8e-06 9e-07 1.6e-06 7.5e-07 1.6e-06 1.5e-06 2.05e-06
1 1.45e-06 2.3e-06 2.45e-06 2.15e-06 1.35e-06 2.45e-06 1.25e-06 1.95e-06 1.8e-06 2.2e-06 1.95e-06 1.15e-06 2.3e-06 2.3e-06 1.7e-06 1.45e-06 1.9e-06 2.1e-06 1.4e-06 1.95e-06 2.2e-06 1.9e-06 1.9e-06 2.4e-06 1.75e-06 1.2e-06 1.75e-06 1.4e-06 1.8e-06 2.35e-06 1.85e-06 2.1e-06 1.6e-06 1.75e-06 1.65e-06 1.85e-06 2.4e-06 2.55e-06 1.75e-06 1.95e-06 1.9e-06 2.35e-06 1.55e-06 2.05e-06 1.45e-06 1.2e-06 1.8e-06 2.4e-06
2 2.15e-06 2.45e-06 4e-07 2.55e-06 2.6e-06 4e-07 2.45e-06 2.9e-06 2.7e-06 1.6e-06 3.05e-06 2.75e-06 1.6e-06 3e-06 2.3e-06 2.45e-06 2.55e-06 1.55e-06 2.35e-06 1.35e-06 3.05e-06 2.5e-06 2.35e-06 1.5e-06 2.3e-06 2.1e-06 2.45e-06 2.3e-06 2.25e-06 1.75e-06 2.4e-06 2.8e-06 2.6e-06 2.4e-06 2.4e-06 2.45e-06 2.5e-07 2e-07 2.45e-06 2.45e-06 2.85e-06 1.95e-06 1.9e-06 2.75e-06 2e-06 2.65e-06 2.25e-06 1.4e-06
3 1.75e-06 2.15e-06 2.55e-06 1.9e-06 2.5e-06 2.45e-06 2.2e-06 2.05e-06 2.05e-06 1.95e-06 2.4e-06 2.7e-06 2.65e-06 2.05e-06 1.45e-06 2.1e-06 2e-06 2.1e-06 2.3e-06 1.95e-06 2.55e-06 1.75e-06 1.65e-06 1.85e-06 1.8e-06 1.7e-06 2.2e-06 1.85e-06 1.1e-06 2.35e-06 1.95e-06 2.2e-06 2.3e-06 1.8e-06 1.55e-06 1.5e-06 2.5e-06 2.65e-06 1.9e-06 1.8e-06 2.35e-06 2.35e-06 1.55e-06 1.8e-06 1.65e-06 2.4e-06 1.2e-06 1.85e-06
4 1.55e-06 1.35e-06 2.6e-06 2.5e-06 1e-06 2.7e-06 1.05e-06 2e-06 2.05e-06 2.55e-06 1.85e-06 5.5e-07 2.4e-06 2.6e-06 1.65e-06 1.1e-06 1.7e-06 2.5e-06 1.25e-06 2.05e-06 2.45e-06 2.3e-06 2.1e-06 2.6e-06 2.15e-06 1.35e-06 1.2e-06 1.2e-06 2.2e-06 2.4e-06 2.05e-06 2.1e-06 1.1e-06 1.75e-06 1.8e-06 1.8e-06 2.55e-06 2.7e-06 1.65e-06 2.1e-06 2e-06 2.55e-06 1.95e-06 2.35e-06 1.75e-06 8e-07 2.35e-06 2.6e-06
5 2.05e-06 2.45e-06 4e-07 2.45e-06 2.7e-06 6e-07 2.45e-06 2.8e-06 2.55e-06 1.45e-06 2.95e-06 2.85e-06 1.65e-06 2.9e-06 2.3e-06 2.45e-06 2.55e-06 1.4e-06 2.45e-06 1.2e-06 2.95e-06 2.4e-06 2.25e-06 1.5e-06 2.3e-06 2e-06 2.45e-06 2.2e-06 2.15e-06 1.6e-06 2.3e-06 2.7e-06 2.6e-06 2.4e-06 2.3e-06 2.45e-06 4e-07 3.5e-07 2.3e-06 2.35e-06 2.75e-06 1.8e-06 1.8e-06 2.65e-06 1.9e-06 2.65e-06 2.15e-06 1.45e-06
6 1.6e-06 1.25e-06 2.45e-06 2.2e-06 1.05e-06 2.45e-06 1.5e-06 1.75e-06 1.6e-06 2.2e-06 1.65e-06 7.5e-07 2.2e-06 2.15e-06 1.6e-06 1.2e-06 1.8e-06 2e-06 1.15e-06 1.85e-06 2.05e-06 1.8e-06 1.8e-06 2.35e-06 1.85e-06 1.1e-06 1.65e-06 1.1e-06 1.9e-06 2.25e-06 1.75e-06 2e-06 1.3e-06 1.7e-06 1.7e-06 1.75e-06 2.4e-06 2.55e-06 1.65e-06 1.95e-06 1.65e-06 2.25e-06 1.65e-06 2.1e-06 1.6e-06 8e-07 2.1e-06 2.35e-06
7 1.8e-06 1.95e-06 2.9e-06 2.05e-06 2e-06 2.8e-06 1.75e-06 1.4e-06 1.75e-06 1.65e-06 1.85e-06 1.95e-06 2.7e-06 1.4e-06 1.65e-06 1.75e-06 1.5e-06 2.35e-06 2.05e-06 2.15e-06 2.5e-06 1.35e-06 1.3e-06 2.35e-06 2.1e-06 1.45e-06 2.05e-06 1.55e-06 2.05e-06 2.55e-06 2e-06 1.95e-06 1.95e-06 1.3e-06 2e-06 1.8e-06 2.85e-06 3e-06 1.9e-06 1.3e-06 2.1e-06 2.3e-06 1.75e-06 2.1e-06 1.8e-06 1.7e-06 2.25e-06 2.35e-06
8 1.4e-06 1.8e-06 2.7e-06 2.05e-06 2.05e-06 2.55e-06 1.6e-06 1.75e-06 1.1e-06 2.1e-06 1.3e-06 1.9e-06 2.2e-06 1.7e-06 1.65e-06 1.6e-06 2.15e-06 1.55e-06 1.45e-06 2.1e-06 1.7e-06 1.25e-06 1.95e-06 2.35e-06 1.6e-06 1.3e-06 2.15e-06 1.6e-06 1.9e-06 2.5e-06 1.35e-06 1.45e-06 2e-06 1.75e-06 1.8e-06 1.8e-06 2.65e-06 2.75e-06 2e-06 1.9e-06 1.65e-06 1.65e-06 1.65e-06 1.45e-06 1.5e-06 1.65e-06 2e-06 2.35e-06
9 1.75e-06 2.2e-06 1.6e-06 1.95e-06 2.55e-06 1.45e-06 2.2e-06 1.65e-06 2.1e-06 2.3e-06 2.45e-06 2.7e-06 2.2e-06 1.85e-06 1.9e-06 2.25e-06 1.8e-06 1.6e-06 2.35e-06 1.45e-06 2.65e-06 1.55e-06 1.45e-06 1.75e-06 1.95e-06 1.65e-06 2.25e-06 1.9e-06 1.8e-06 1.85e-06 2e-06 2.25e-06 2.35e-06 1.7e-06 2.05e-06 2.05e-06 1.55e-06 1.65e-06 1.85e-06 1.55e-06 2.4e-06 1.85e-06 1.5e-06 2.2e-06 1.65e-06 2.4e-06 1.9e-06 1.75e-06
