 slim_762186558 slim_762186513 slim_762186554 slim_762186556 slim_762186526 slim_762186557 slim_762186529 slim_762186516 slim_762186539 slim_762186536 slim_762186543 slim_762186549 slim_762186518 slim_762186525 slim_762186528 slim_762186538 slim_762186511 slim_762186553 slim_762186530 slim_762186544 slim_762186519 slim_762186540 slim_762186535 slim_762186547 slim_762186551 slim_762186527 slim_762186532 slim_762186531 slim_762186512 slim_762186546 slim_762186514 slim_762186545 slim_762186552 slim_762186524 slim_762186550 slim_762186517 slim_762186520 slim_762186548 slim_762186542 slim_762186521 slim_762186555 slim_762186522 slim_762186541 slim_762186510 slim_762186515 slim_762186537 slim_762186534 slim_762186533 slim_762186523
10 8e-07 1.65e-06 2.4e-06 1.55e-06 1.4e-06 2.2e-06 9.5e-07 1.65e-06 2.25e-06 2.1e-06 1.2e-06 1.65e-06 2.5e-06 1.55e-06 1.7e-06 1.25e-06 1.95e-06 2.4e-06 2.3e-06 2.4e-06 1.2e-06 6e-07 2.6e-06 2.3e-06 1.3e-06 1.3e-06 1.75e-06 1.5e-06 1.6e-06 1.65e-06 2.1e-06 1.3e-06 1.3e-06 2.05e-06 2.3e-06 1.6e-06 2.25e-06 2.3e-06 2.1e-06 2.15e-06 1.6e-06 2.35e-06 1.45e-06 2.25e-06 2.3e-06 2.85e-06 2.45e-06 2.4e-06 2.65e-06
11 1.65e-06 2.05e-06 2.45e-06 1.95e-06 1.8e-06 2.1e-06 1.6e-06 1.75e-06 2.5e-06 2e-06 1.65e-06 2.9e-06 2.2e-06 2.1e-06 2.25e-06 1.7e-06 2e-06 2.3e-06 2.15e-06 2.3e-06 1.85e-06 1.6e-06 2.15e-06 2.15e-06 1.7e-06 1.7e-06 1.65e-06 2e-06 1.95e-06 1.9e-06 2.05e-06 1.7e-06 1.7e-06 2.3e-06 2.25e-06 1.8e-06 1.9e-06 1.95e-06 2.2e-06 2.15e-06 2.05e-06 2.5e-06 1.8e-06 2.15e-06 2e-06 2.3e-06 1.9e-06 1.9e-06 1.65e-06
12 2.7e-06 2e-06 1.55e-06 1.75e-06 2.15e-06 1.4e-06 2.35e-06 1.75e-06 1.5e-06 1.5e-06 2.5e-06 2.2e-06 1.7e-06 2.3e-06 2.05e-06 1.9e-06 1.2e-06 1e-06 1.15e-06 1.35e-06 2.5e-06 2.45e-06 1.2e-06 1.35e-06 2.05e-06 2.05e-06 1.95e-06 2.4e-06 2.25e-06 1.45e-06 1.15e-06 2.05e-06 2.05e-06 1.35e-06 1.45e-06 1.9e-06 1.95e-06 1.3e-06 1.05e-06 1.35e-06 1.9e-06 1.45e-06 2.15e-06 1.3e-06 1.05e-06 1.1e-06 1.5e-06 1.35e-06 1.45e-06
13 1.65e-06 1.85e-06 2.25e-06 1.85e-06 1.8e-06 2.4e-06 1.75e-06 2.15e-06 1.6e-06 2.05e-06 1.55e-06 2.1e-06 2.3e-06 2.9e-06 1.75e-06 1.65e-06 2.05e-06 2.1e-06 2e-06 2.15e-06 1.7e-06 1.5e-06 2.35e-06 1.8e-06 1.7e-06 1.7e-06 2.2e-06 1.9e-06 1.75e-06 1.95e-06 1.95e-06 1.7e-06 1.7e-06 2e-06 2.05e-06 1.95e-06 2.4e-06 2.2e-06 1.9e-06 2.1e-06 1.95e-06 1.9e-06 2.1e-06 1.95e-06 2.3e-06 2.9e-06 2.45e-06 2.35e-06 2.7e-06
14 1.65e-06 1.9e-06 1.85e-06 1.6e-06 1.95e-06 2.15e-06 1.9e-06 1.9e-06 1.45e-06 1.8e-06 1.7e-06 2.25e-06 2.05e-06 1.75e-06 2.4e-06 1.8e-06 1.8e-06 1.8e-06 1.75e-06 1.9e-06 2.1e-06 1.65e-06 2.05e-06 1.7e-06 1.85e-06 1.85e-06 1.95e-06 2.3e-06 1.85e-06 1.75e-06 1.7e-06 1.85e-06 1.85e-06 1.75e-06 2.05e-06 2.1e-06 2.45e-06 2e-06 1.6e-06 1.9e-06 1.75e-06 1.55e-06 2.25e-06 1.95e-06 2.1e-06 2.75e-06 2.2e-06 2.15e-06 2.45e-06
15 1.35e-06 1.6e-06 2.15e-06 1.5e-06 1.5e-06 1.95e-06 1.25e-06 1.75e-06 2e-06 1.85e-06 1.25e-06 1.7e-06 1.9e-06 1.65e-06 1.8e-06 2.3e-06 1.75e-06 1.8e-06 1.75e-06 1.9e-06 1.4e-06 1.2e-06 2.05e-06 1.8e-06 1.4e-06 1.4e-06 1.8e-06 1.45e-06 1.7e-06 1.4e-06 1.6e-06 1.4e-06 1.4e-06 1.65e-06 1.8e-06 1.6e-06 1.95e-06 1.85e-06 1.6e-06 1.7e-06 1.6e-06 1.9e-06 1.65e-06 1.7e-06 1.85e-06 2.3e-06 2.05e-06 1.9e-06 2.2e-06
16 2.15e-06 1.9e-06 1.6e-06 1.55e-06 2e-06 1.55e-06 2.1e-06 1.6e-06 1.55e-06 1.55e-06 1.95e-06 2e-06 1.2e-06 2.05e-06 1.8e-06 1.75e-06 2e-06 1.45e-06 1.5e-06 1.65e-06 2.2e-06 1.9e-06 1.55e-06 1.6e-06 1.9e-06 1.9e-06 1.75e-06 2.25e-06 1.9e-06 1.6e-06 1.35e-06 1.9e-06 1.9e-06 1.45e-06 1.75e-06 1.9e-06 1.95e-06 1.55e-06 1.15e-06 1.55e-06 1.75e-06 1.6e-06 1.9e-06 1.65e-06 1.35e-06 1.45e-06 1.7e-06 1.55e-06 1.65e-06
17 2.6e-06 1.85e-06 1.55e-06 1.55e-06 1.9e-06 1.35e-06 2.25e-06 1.8e-06 1.2e-06 1.4e-06 2.4e-06 2.3e-06 1e-06 2.1e-06 1.8e-06 1.8e-06 1.45e-06 1e-06 8e-07 9.5e-07 2.4e-06 2.35e-06 1.15e-06 1.1e-06 1.8e-06 1.8e-06 2e-06 2.25e-06 2.35e-06 1.3e-06 8e-07 1.8e-06 1.8e-06 1e-06 1.1e-06 1.85e-06 2.05e-06 1.15e-06 8e-07 1.15e-06 1.7e-06 1.2e-06 2.3e-06 1e-06 1.1e-06 1.65e-06 1.4e-06 1.4e-06 1.7e-06
18 2.4e-06 1.7e-06 1.75e-06 1.5e-06 1.65e-06 1.35e-06 2.15e-06 1.8e-06 1.2e-06 1.35e-06 2.3e-06 2.15e-06 1.15e-06 2e-06 1.75e-06 1.75e-06 1.5e-06 8e-07 8e-07 5e-07 2.35e-06 2.25e-06 1.1e-06 1e-06 1.55e-06 1.55e-06 1.85e-06 2.25e-06 2.25e-06 1.35e-06 7e-07 1.55e-06 1.55e-06 1.1e-06 9.5e-07 1.9e-06 2.05e-06 1.15e-06 8.5e-07 1.05e-06 1.65e-06 1.3e-06 2.35e-06 9e-07 1.1e-06 1.95e-06 1.2e-06 1.4e-06 1.65e-06
19 2.5e-06 1.85e-06 1.95e-06 1.65e-06 1.65e-06 1.4e-06 2.3e-06 1.95e-06 1.4e-06 1.5e-06 2.4e-06 2.3e-06 1.35e-06 2.15e-06 1.9e-06 1.9e-06 1.65e-06 9.5e-07 5e-07 8e-07 2.45e-06 2.35e-06 1.3e-06 1.2e-06 1.55e-06 1.55e-06 2e-06 2.35e-06 2.4e-06 1.55e-06 7.5e-07 1.55e-06 1.55e-06 1.3e-06 1e-06 2.05e-06 2.2e-06 1.25e-06 1.05e-06 1.15e-06 1.75e-06 1.5e-06 2.5e-06 1.1e-06 1.15e-06 2.15e-06 1.25e-06 1.6e-06 1.85e-06
20 1.3e-06 1.8e-06 2.65e-06 2e-06 1.55e-06 2.45e-06 1.4e-06 2.15e-06 2.3e-06 2.3e-06 1.2e-06 1.85e-06 2.5e-06 1.7e-06 2.1e-06 1.4e-06 2.2e-06 2.4e-06 2.35e-06 2.45e-06 1.7e-06 1.15e-06 2.65e-06 2.35e-06 1.45e-06 1.45e-06 2.2e-06 1.2e-06 1.8e-06 1.95e-06 2.2e-06 1.45e-06 1.45e-06 2.4e-06 1.95e-06 1.7e-06 1.9e-06 2.3e-06 2.35e-06 2.2e-06 1.95e-06 2.35e-06 1.8e-06 1.9e-06 2.3e-06 2.8e-06 2.55e-06 2.45e-06 2.8e-06
21 7.5e-07 1.6e-06 2.35e-06 1.5e-06 1.35e-06 2.15e-06 9e-07 1.6e-06 2.2e-06 2.05e-06 6e-07 1.6e-06 2.45e-06 1.5e-06 1.65e-06 1.2e-06 1.9e-06 2.35e-06 2.25e-06 2.35e-06 1.15e-06 1.1e-06 2.55e-06 2.25e-06 1.25e-06 1.25e-06 1.7e-06 1.45e-06 1.55e-06 1.6e-06 2.05e-06 1.25e-06 1.25e-06 2e-06 2.25e-06 1.55e-06 2.2e-06 2.25e-06 2.05e-06 2.1e-06 1.55e-06 2.3e-06 1.4e-06 2.2e-06 2.25e-06 2.8e-06 2.4e-06 2.35e-06 2.6e-06
22 2.7e-06 1.95e-06 1.8e-06 1.85e-06 2.15e-06 1.65e-06 2.4e-06 1.75e-06 1.6e-06 1.6e-06 2.6e-06 2.15e-06 1.2e-06 2.35e-06 2.05e-06 2.05e-06 1.55e-06 1.15e-06 1.1e-06 1.3e-06 2.65e-06 2.55e-06 1.9e-06 1.3e-06 2.05e-06 2.05e-06 1.9e-06 2.55e-06 2.35e-06 1.6e-06 1.25e-06 2.05e-06 2.05e-06 1.5e-06 1.5e-06 2e-06 2.05e-06 1.25e-06 1.2e-06 1.45e-06 2e-06 1.55e-06 2.4e-06 1.35e-06 1.35e-06 1.7e-06 1.45e-06 1.4e-06 1.3e-06
23 2.4e-06 1.9e-06 1.75e-06 1.6e-06 1.9e-06 1.7e-06 2.2e-06 1.85e-06 1.15e-06 1.5e-06 2.3e-06 2.15e-06 1.35e-06 1.8e-06 1.7e-06 1.8e-06 1.6e-06 1.1e-06 1e-06 1.2e-06 2.35e-06 2.25e-06 1.3e-06 1.5e-06 1.8e-06 1.8e-06 1.9e-06 2.3e-06 2.1e-06 1.45e-06 1.05e-06 1.8e-06 1.8e-06 1.3e-06 1.3e-06 2e-06 2.05e-06 1.3e-06 1.1e-06 1.25e-06 1.75e-06 1.25e-06 2.4e-06 1.15e-06 1.4e-06 2e-06 1.5e-06 1.45e-06 1.7e-06
24 1.35e-06 1.65e-06 2.3e-06 1.65e-06 1.25e-06 1.8e-06 1.35e-06 1.8e-06 2e-06 1.85e-06 1.3e-06 1.7e-06 2.05e-06 1.7e-06 1.85e-06 1.4e-06 1.9e-06 1.8e-06 1.55e-06 1.55e-06 1.45e-06 1.25e-06 2.05e-06 1.8e-06 2.3e-06 1.15e-06 1.8e-06 1.6e-06 1.85e-06 1.6e-06 1.5e-06 1.15e-06 1.15e-06 1.9e-06 1.6e-06 1.6e-06 2.05e-06 1.75e-06 1.8e-06 1.65e-06 1.65e-06 2.05e-06 1.75e-06 1.65e-06 1.7e-06 2.5e-06 1.8e-06 2e-06 2.2e-06
25 1.35e-06 1.65e-06 2.3e-06 1.65e-06 1.25e-06 1.8e-06 1.35e-06 1.8e-06 2e-06 1.85e-06 1.3e-06 1.7e-06 2.05e-06 1.7e-06 1.85e-06 1.4e-06 1.9e-06 1.8e-06 1.55e-06 1.55e-06 1.45e-06 1.25e-06 2.05e-06 1.8e-06 1.15e-06 2.3e-06 1.8e-06 1.6e-06 1.85e-06 1.6e-06 1.5e-06 1.15e-06 1.15e-06 1.9e-06 1.6e-06 1.6e-06 2.05e-06 1.75e-06 1.8e-06 1.65e-06 1.65e-06 2.05e-06 1.75e-06 1.65e-06 1.7e-06 2.5e-06 1.8e-06 2e-06 2.2e-06
26 1.75e-06 2.15e-06 2.15e-06 1.55e-06 1.9e-06 1.8e-06 1.7e-06 1.45e-06 2.2e-06 1.6e-06 1.75e-06 1.65e-06 1.95e-06 2.2e-06 1.95e-06 1.8e-06 1.75e-06 2e-06 1.85e-06 2e-06 2.2e-06 1.7e-06 1.9e-06 1.9e-06 1.8e-06 1.8e-06 2.3e-06 2.35e-06 2.05e-06 1.65e-06 1.75e-06 1.8e-06 1.8e-06 2e-06 2.2e-06 1.9e-06 1.95e-06 1.7e-06 1.9e-06 1.9e-06 1.7e-06 2.25e-06 1.9e-06 2.1e-06 1.75e-06 2.1e-06 1.5e-06 1.55e-06 1.35e-06
27 1.6e-06 1.85e-06 2.7e-06 1.95e-06 1.7e-06 2.45e-06 1.55e-06 2.3e-06 2.5e-06 2.3e-06 1.5e-06 2e-06 2.4e-06 1.9e-06 2.3e-06 1.45e-06 2.25e-06 2.25e-06 2.25e-06 2.35e-06 1.2e-06 1.45e-06 2.55e-06 2.3e-06 1.6e-06 1.6e-06 2.35e-06 2.3e-06 2e-06 1.95e-06 2e-06 1.6e-06 1.6e-06 2.1e-06 1.85e-06 1.85e-06 2.1e-06 2.3e-06 2.1e-06 2.2e-06 2.1e-06 2.4e-06 1.95e-06 1.8e-06 2.3e-06 2.8e-06 2.55e-06 2.45e-06 2.8e-06
28 1.7e-06 1.95e-06 2.15e-06 1.9e-06 1.95e-06 2.35e-06 1.8e-06 1.95e-06 2e-06 2e-06 1.6e-06 1.95e-06 2.25e-06 1.75e-06 1.85e-06 1.7e-06 1.9e-06 2.35e-06 2.25e-06 2.4e-06 1.8e-06 1.55e-06 2.35e-06 2.1e-06 1.85e-06 1.85e-06 2.05e-06 2e-06 3e-06 2.05e-06 2.1e-06 1.85e-06 1.85e-06 2.15e-06 2.3e-06 1.95e-06 2.25e-06 2.25e-06 2.05e-06 2.2e-06 2.05e-06 2.05e-06 1.95e-06 2.2e-06 2.25e-06 2.55e-06 2.4e-06 2.25e-06 2.3e-06
29 1.75e-06 1.8e-06 1.8e-06 1.4e-06 1.7e-06 1.5e-06 1.4e-06 1.55e-06 1.8e-06 1.65e-06 1.65e-06 1.9e-06 1.45e-06 1.95e-06 1.75e-06 1.4e-06 1.6e-06 1.3e-06 1.35e-06 1.55e-06 1.95e-06 1.6e-06 1.6e-06 1.45e-06 1.6e-06 1.6e-06 1.65e-06 1.95e-06 2.05e-06 1.6e-06 1.3e-06 1.6e-06 1.6e-06 1.4e-06 1.65e-06 1.65e-06 2e-06 1.3e-06 1.3e-06 1.15e-06 1.25e-06 1.45e-06 1.75e-06 1.5e-06 1.4e-06 1.75e-06 1.7e-06 1.35e-06 1.8e-06
30 2.25e-06 1.75e-06 1.7e-06 1.25e-06 1.6e-06 1.3e-06 2.05e-06 1.65e-06 1.3e-06 1.25e-06 2.1e-06 2.05e-06 1.15e-06 1.95e-06 1.7e-06 1.6e-06 1.35e-06 8e-07 7e-07 7.5e-07 2.2e-06 2.05e-06 1.25e-06 1.05e-06 1.5e-06 1.5e-06 1.75e-06 2e-06 2.1e-06 1.3e-06 1.1e-06 1.5e-06 1.5e-06 9.5e-07 1e-06 1.85e-06 1.9e-06 1.15e-06 8e-07 1e-06 1.55e-06 1.3e-06 2.2e-06 1e-06 1.05e-06 1.8e-06 1.2e-06 1.35e-06 1.6e-06
31 1.35e-06 1.65e-06 2.3e-06 1.65e-06 1.25e-06 1.8e-06 1.35e-06 1.8e-06 2e-06 1.85e-06 1.3e-06 1.7e-06 2.05e-06 1.7e-06 1.85e-06 1.4e-06 1.9e-06 1.8e-06 1.55e-06 1.55e-06 1.45e-06 1.25e-06 2.05e-06 1.8e-06 1.15e-06 1.15e-06 1.8e-06 1.6e-06 1.85e-06 1.6e-06 1.5e-06 2.3e-06 1.15e-06 1.9e-06 1.6e-06 1.6e-06 2.05e-06 1.75e-06 1.8e-06 1.65e-06 1.65e-06 2.05e-06 1.75e-06 1.65e-06 1.7e-06 2.5e-06 1.8e-06 2e-06 2.2e-06
32 1.35e-06 1.65e-06 2.3e-06 1.65e-06 1.25e-06 1.8e-06 1.35e-06 1.8e-06 2e-06 1.85e-06 1.3e-06 1.7e-06 2.05e-06 1.7e-06 1.85e-06 1.4e-06 1.9e-06 1.8e-06 1.55e-06 1.55e-06 1.45e-06 1.25e-06 2.05e-06 1.8e-06 1.15e-06 1.15e-06 1.8e-06 1.6e-06 1.85e-06 1.6e-06 1.5e-06 1.15e-06 2.3e-06 1.9e-06 1.6e-06 1.6e-06 2.05e-06 1.75e-06 1.8e-06 1.65e-06 1.65e-06 2.05e-06 1.75e-06 1.65e-06 1.7e-06 2.5e-06 1.8e-06 2e-06 2.2e-06
33 2.3e-06 1.8e-06 1.7e-06 1.3e-06 2e-06 1.65e-06 2.05e-06 1.8e-06 1.45e-06 1.4e-06 2.05e-06 2.3e-06 1.35e-06 2e-06 1.75e-06 1.65e-06 1.45e-06 1e-06 1.1e-06 1.3e-06 2.4e-06 2e-06 1.5e-06 1.3e-06 1.9e-06 1.9e-06 2e-06 2.1e-06 2.15e-06 1.4e-06 9.5e-07 1.9e-06 1.9e-06 8e-07 1.4e-06 2.05e-06 2.3e-06 1.6e-06 6.5e-07 1.45e-06 1.75e-06 1.45e-06 2.2e-06 1.25e-06 1.6e-06 2.15e-06 1.8e-06 1.7e-06 2.05e-06
34 2.45e-06 1.85e-06 2.05e-06 1.8e-06 1.7e-06 1.65e-06 2.25e-06 2.1e-06 1.55e-06 1.65e-06 2.3e-06 2.25e-06 1.45e-06 2.05e-06 2.05e-06 1.8e-06 1.75e-06 1.1e-06 9.5e-07 1e-06 1.95e-06 2.25e-06 1.5e-06 1.3e-06 1.6e-06 1.6e-06 2.2e-06 1.85e-06 2.3e-06 1.65e-06 1e-06 1.6e-06 1.6e-06 1.4e-06 1.6e-06 1.95e-06 1.95e-06 1.4e-06 1.2e-06 1.3e-06 1.9e-06 1.55e-06 2.4e-06 8e-07 1.35e-06 2.15e-06 1.55e-06 1.7e-06 2.05e-06
35 1.7e-06 1.9e-06 2.15e-06 1.9e-06 1.7e-06 1.85e-06 1.55e-06 1.8e-06 2.15e-06 1.95e-06 1.6e-06 1.8e-06 1.9e-06 1.95e-06 2.1e-06 1.6e-06 1.9e-06 1.85e-06 1.9e-06 2.05e-06 1.7e-06 1.55e-06 2e-06 2e-06 1.6e-06 1.6e-06 1.9e-06 1.85e-06 1.95e-06 1.65e-06 1.85e-06 1.6e-06 1.6e-06 2.05e-06 1.95e-06 3e-06 2.05e-06 1.8e-06 1.95e-06 1.9e-06 1.9e-06 2.15e-06 1.7e-06 1.85e-06 1.75e-06 2e-06 2e-06 1.95e-06 2e-06
36 2.35e-06 2.35e-06 2.4e-06 2.15e-06 2.15e-06 2.1e-06 2.25e-06 1.95e-06 2.3e-06 2e-06 2.25e-06 1.9e-06 1.95e-06 2.4e-06 2.45e-06 1.95e-06 1.95e-06 2.05e-06 2.05e-06 2.2e-06 1.9e-06 2.2e-06 2.05e-06 2.05e-06 2.05e-06 2.05e-06 1.95e-06 2.1e-06 2.25e-06 2e-06 1.9e-06 2.05e-06 2.05e-06 2.3e-06 1.95e-06 2.05e-06 2.9e-06 1.8e-06 2.15e-06 1.95e-06 2.2e-06 2.25e-06 2.25e-06 1.85e-06 1.8e-06 2e-06 1.85e-06 1.75e-06 1.65e-06
37 2.4e-06 2.05e-06 1.85e-06 1.75e-06 1.85e-06 1.45e-06 2.2e-06 1.65e-06 1.65e-06 1.5e-06 2.3e-06 1.95e-06 1.3e-06 2.2e-06 2e-06 1.85e-06 1.55e-06 1.15e-06 1.15e-06 1.25e-06 2.3e-06 2.25e-06 1.25e-06 1.3e-06 1.75e-06 1.75e-06 1.7e-06 2.3e-06 2.25e-06 1.3e-06 1.15e-06 1.75e-06 1.75e-06 1.6e-06 1.4e-06 1.8e-06 1.8e-06 1.7e-06 1.4e-06 1.1e-06 1.55e-06 1.4e-06 2.2e-06 1.35e-06 1.15e-06 1.6e-06 1.25e-06 1.1e-06 1.3e-06
38 2.3e-06 1.6e-06 1.5e-06 1.25e-06 1.9e-06 1.5e-06 2.05e-06 1.75e-06 1.15e-06 1.35e-06 2.1e-06 2.2e-06 1.05e-06 1.9e-06 1.6e-06 1.6e-06 1.15e-06 8e-07 8.5e-07 1.05e-06 2.35e-06 2.05e-06 1.2e-06 1.1e-06 1.8e-06 1.8e-06 1.9e-06 2.1e-06 2.05e-06 1.3e-06 8e-07 1.8e-06 1.8e-06 6.5e-07 1.2e-06 1.95e-06 2.15e-06 1.4e-06 8e-07 1.25e-06 1.65e-06 1.2e-06 2.15e-06 1.05e-06 1.4e-06 1.95e-06 1.6e-06 1.5e-06 1.85e-06
