 slim_762392754 slim_762392772 slim_762392781 slim_762392762 slim_762392752 slim_762392776 slim_762392750 slim_762392774 slim_762392773 slim_762392782 slim_762392763 slim_762392780 slim_762392767 slim_762392784 slim_762392755 slim_762392766 slim_762392761 slim_762392749 slim_762392783 slim_762392753 slim_762392764 slim_762392786 slim_762392748 slim_762392775 slim_762392768 slim_762392777 slim_762392769 slim_762392757 slim_762392747 slim_762392771 slim_762392760 slim_762392779 slim_762392758 slim_762392751 slim_762392785 slim_762392759 slim_762392778 slim_762392756 slim_762392770 slim_762392765
13 2.2e-06 1.7e-06 1.7e-06 1.7e-06 2.1e-06 2.25e-06 1.85e-06 1.55e-06 1.7e-06 2.35e-06 2.1e-06 1.75e-06 1.9e-06 2.6e-06 1.6e-06 2e-06 2.05e-06 2.05e-06 1.5e-06 1.55e-06 2e-06 1.9e-06 2.15e-06 1.6e-06 2e-06 2.25e-06 1.45e-06 2.2e-06 1.45e-06 1.85e-06 1.75e-06 1.55e-06 1.75e-06 2.2e-06 2e-06 1.5e-06 1.75e-06 2.3e-06 1.95e-06 2.2e-06
14 1.95e-06 2.8e-06 1.75e-06 2.55e-06 2.9e-06 2.1e-06 2.7e-06 1.6e-06 1.75e-06 2.25e-06 2.85e-06 1.8e-06 1.75e-06 1.6e-06 7e-07 1.7e-06 2.85e-06 2.9e-06 4e-07 1.55e-06 2.85e-06 1.7e-06 3e-06 1.5e-06 2.85e-06 3.1e-06 1.55e-06 2.3e-06 1.5e-06 1.7e-06 2.55e-06 2.6e-06 1.6e-06 2.95e-06 1.95e-06 2.35e-06 2.8e-06 2.4e-06 2e-06 3e-06
15 2.15e-06 1.95e-06 1.9e-06 2.1e-06 2.1e-06 1.8e-06 1.9e-06 1.75e-06 1.9e-06 2.15e-06 1.95e-06 1.8e-06 1.7e-06 2e-06 1.7e-06 3.1e-06 1.85e-06 2.1e-06 1.6e-06 1.75e-06 2.05e-06 1.65e-06 2.2e-06 1.65e-06 1.95e-06 2.2e-06 1.9e-06 2.2e-06 1.9e-06 1.65e-06 1.9e-06 1.95e-06 1.85e-06 2.05e-06 2.1e-06 2e-06 1.95e-06 2.3e-06 2.05e-06 2.25e-06
16 2.3e-06 1.1e-06 1.65e-06 1.45e-06 7.5e-07 1.8e-06 7.5e-07 1.8e-06 1.65e-06 2.1e-06 9.5e-07 1.8e-06 1.85e-06 2.05e-06 2.85e-06 1.85e-06 1.2e-06 6.5e-07 2.65e-06 1.8e-06 6e-07 1.75e-06 7.5e-07 1.75e-06 1e-06 9.5e-07 1.95e-06 1.8e-06 2.05e-06 1.8e-06 8.5e-07 1.1e-06 1.7e-06 8e-07 2.1e-06 1.4e-06 1.05e-06 1.9e-06 2.05e-06 1e-06
17 2.4e-06 1.3e-06 1.45e-06 1.45e-06 4e-07 2.1e-06 5.5e-07 1.85e-06 1.45e-06 2.25e-06 9.5e-07 2.05e-06 2.1e-06 2.05e-06 2.9e-06 2.1e-06 6.5e-07 3e-07 2.7e-06 1.85e-06 1.5e-07 2e-06 3e-07 1.8e-06 1e-06 7e-07 1.95e-06 1.7e-06 2.05e-06 2.05e-06 6e-07 1.1e-06 1.5e-06 4e-07 2.15e-06 1.35e-06 1.25e-06 1.8e-06 2.15e-06 8.5e-07
18 1.75e-06 2.65e-06 1.6e-06 2.6e-06 2.7e-06 2e-06 2.5e-06 1.45e-06 1.6e-06 2.05e-06 2.75e-06 1.7e-06 1.6e-06 1.5e-06 4e-07 1.6e-06 2.65e-06 2.7e-06 3e-07 1.45e-06 2.65e-06 1.45e-06 2.8e-06 1.3e-06 2.65e-06 2.9e-06 1.35e-06 2.1e-06 1.35e-06 1.45e-06 2.35e-06 2.45e-06 1.35e-06 2.8e-06 1.8e-06 2.2e-06 2.65e-06 2.2e-06 1.8e-06 2.85e-06
19 2e-06 1.75e-06 1.55e-06 1.85e-06 1.85e-06 1.95e-06 1.5e-06 1.25e-06 1.55e-06 2.1e-06 2e-06 1.6e-06 1.7e-06 1.55e-06 1.55e-06 1.75e-06 1.8e-06 1.85e-06 1.45e-06 2.4e-06 1.8e-06 1.65e-06 1.95e-06 1.25e-06 1.5e-06 1.9e-06 1.65e-06 2.05e-06 1.6e-06 1.6e-06 1.6e-06 1.45e-06 1.65e-06 1.85e-06 1.85e-06 1.7e-06 1.8e-06 2.15e-06 1.85e-06 2.05e-06
20 2.35e-06 1.25e-06 1.4e-06 1.4e-06 3.5e-07 2.05e-06 5e-07 1.8e-06 1.4e-06 2.2e-06 9e-07 2e-06 2.05e-06 2e-06 2.85e-06 2.05e-06 6e-07 1.5e-07 2.65e-06 1.8e-06 2e-07 1.95e-06 2.5e-07 1.75e-06 9.5e-07 6.5e-07 1.9e-06 1.65e-06 2e-06 2e-06 5.5e-07 1.05e-06 1.45e-06 3.5e-07 2.1e-06 1.3e-06 1.2e-06 1.75e-06 2.1e-06 8e-07
21 2e-06 1.85e-06 1.8e-06 2.1e-06 2e-06 1.8e-06 1.8e-06 1.65e-06 1.8e-06 2.05e-06 1.95e-06 1.7e-06 1.65e-06 1.9e-06 1.7e-06 1.65e-06 1.75e-06 2e-06 1.45e-06 1.65e-06 1.95e-06 2.9e-06 2.1e-06 1.55e-06 1.85e-06 2.1e-06 1.8e-06 2.1e-06 1.8e-06 1.5e-06 1.8e-06 1.85e-06 1.7e-06 2e-06 2e-06 1.9e-06 1.85e-06 2.2e-06 1.95e-06 2.15e-06
22 2.5e-06 1.4e-06 1.55e-06 1.55e-06 5e-07 2.2e-06 6.5e-07 1.95e-06 1.55e-06 2.35e-06 1.05e-06 2.15e-06 2.2e-06 2.15e-06 3e-06 2.2e-06 7.5e-07 3e-07 2.8e-06 1.95e-06 2.5e-07 2.1e-06 5e-07 1.9e-06 1.1e-06 8e-07 2.05e-06 1.8e-06 2.15e-06 2.15e-06 7e-07 1.2e-06 1.6e-06 4.5e-07 2.25e-06 1.45e-06 1.35e-06 1.85e-06 2.25e-06 9.5e-07
23 1.95e-06 1.75e-06 1.55e-06 1.9e-06 1.8e-06 1.9e-06 1.45e-06 1.25e-06 1.55e-06 2.05e-06 1.95e-06 1.65e-06 1.65e-06 1.6e-06 1.5e-06 1.65e-06 1.75e-06 1.8e-06 1.3e-06 1.25e-06 1.75e-06 1.55e-06 1.9e-06 2.3e-06 1.45e-06 1.85e-06 1.55e-06 2e-06 1.55e-06 1.5e-06 1.55e-06 1.45e-06 1.55e-06 1.8e-06 1.85e-06 1.65e-06 1.8e-06 2.1e-06 1.8e-06 2.05e-06
24 2.2e-06 1.15e-06 1.75e-06 1.4e-06 1.05e-06 2e-06 7e-07 1.5e-06 1.75e-06 2.1e-06 1.3e-06 1.9e-06 1.95e-06 2e-06 2.85e-06 1.95e-06 1e-06 1e-06 2.65e-06 1.5e-06 9.5e-07 1.85e-06 1.1e-06 1.45e-06 7e-07 7e-07 1.95e-06 2.05e-06 2e-06 1.85e-06 1e-06 8e-07 1.9e-06 9.5e-07 2.05e-06 1.35e-06 1.15e-06 2.15e-06 2.1e-06 1.25e-06
25 2.4e-06 1.4e-06 1.75e-06 1.55e-06 8.5e-07 2.2e-06 8e-07 1.9e-06 1.75e-06 2.25e-06 1.2e-06 2.15e-06 2.2e-06 2.25e-06 3.1e-06 2.2e-06 9.5e-07 7e-07 2.9e-06 1.9e-06 6.5e-07 2.1e-06 8e-07 1.85e-06 7e-07 1.1e-06 2.15e-06 2e-06 2.25e-06 2.15e-06 9.5e-07 1.15e-06 1.9e-06 7.5e-07 2.2e-06 1.55e-06 1.35e-06 2.1e-06 2.3e-06 1.1e-06
26 2.15e-06 1.8e-06 1.75e-06 1.75e-06 2.05e-06 2.2e-06 1.8e-06 1.65e-06 1.75e-06 2.3e-06 2e-06 1.85e-06 1.85e-06 1.45e-06 1.55e-06 1.9e-06 1.95e-06 1.95e-06 1.35e-06 1.65e-06 1.9e-06 1.8e-06 2.05e-06 1.55e-06 1.95e-06 2.15e-06 2.4e-06 2.1e-06 1.4e-06 1.85e-06 1.75e-06 1.55e-06 1.65e-06 2.15e-06 2e-06 1.5e-06 1.75e-06 2.2e-06 1.95e-06 2.15e-06
27 2.45e-06 2.15e-06 1.9e-06 2.25e-06 1.85e-06 2.2e-06 1.8e-06 2.05e-06 1.9e-06 2.3e-06 2e-06 2.15e-06 2.2e-06 2.2e-06 2.3e-06 2.2e-06 1.8e-06 1.7e-06 2.1e-06 2.05e-06 1.65e-06 2.1e-06 1.8e-06 2e-06 2.05e-06 2e-06 2.1e-06 3.3e-06 2.2e-06 2.15e-06 1.8e-06 2.05e-06 1.95e-06 1.85e-06 2.25e-06 2.2e-06 2.1e-06 1.75e-06 1.8e-06 2e-06
28 2.15e-06 1.8e-06 1.8e-06 1.75e-06 2.05e-06 2.2e-06 1.85e-06 1.65e-06 1.8e-06 2.3e-06 2.1e-06 1.85e-06 1.8e-06 1.45e-06 1.5e-06 1.9e-06 2.05e-06 2.05e-06 1.35e-06 1.6e-06 2e-06 1.8e-06 2.15e-06 1.55e-06 2e-06 2.25e-06 1.4e-06 2.2e-06 2.6e-06 1.8e-06 1.8e-06 1.55e-06 1.65e-06 2.15e-06 2e-06 1.45e-06 1.8e-06 2.3e-06 2e-06 2.2e-06
29 2e-06 1.8e-06 1.75e-06 2.15e-06 2e-06 1.8e-06 1.8e-06 1.55e-06 1.75e-06 2.05e-06 2e-06 1.65e-06 1.65e-06 1.85e-06 1.7e-06 1.65e-06 1.8e-06 2.05e-06 1.45e-06 1.6e-06 2e-06 1.5e-06 2.15e-06 1.5e-06 1.85e-06 2.15e-06 1.85e-06 2.15e-06 1.8e-06 2.8e-06 1.75e-06 1.85e-06 1.7e-06 2e-06 2e-06 1.9e-06 1.9e-06 2.25e-06 1.9e-06 2.2e-06
30 2.2e-06 1.15e-06 1.4e-06 1.25e-06 7e-07 2.05e-06 7e-07 1.55e-06 1.4e-06 2.2e-06 1.1e-06 1.8e-06 1.9e-06 1.75e-06 2.55e-06 1.9e-06 8.5e-07 6e-07 2.35e-06 1.6e-06 5.5e-07 1.8e-06 7e-07 1.55e-06 1e-06 9.5e-07 1.75e-06 1.8e-06 1.8e-06 1.75e-06 1.1e-06 1e-06 1.5e-06 7e-07 1.95e-06 1.1e-06 1.2e-06 1.9e-06 1.8e-06 1.05e-06
31 2.3e-06 9e-07 1.75e-06 1e-06 1.15e-06 2.1e-06 8e-07 1.5e-06 1.75e-06 2.3e-06 1.25e-06 1.8e-06 1.85e-06 1.55e-06 2.6e-06 1.95e-06 1.1e-06 1.1e-06 2.45e-06 1.45e-06 1.05e-06 1.85e-06 1.2e-06 1.45e-06 8e-07 1.15e-06 1.55e-06 2.05e-06 1.55e-06 1.85e-06 1e-06 1.1e-06 1.8e-06 1.15e-06 2.05e-06 9e-07 9e-07 2.15e-06 2e-06 1.35e-06
32 2.05e-06 2e-06 1.55e-06 2.1e-06 1.55e-06 2.05e-06 1.55e-06 1.65e-06 1.55e-06 2.15e-06 1.9e-06 1.9e-06 1.85e-06 1.75e-06 1.6e-06 1.85e-06 1.7e-06 1.5e-06 1.35e-06 1.65e-06 1.45e-06 1.7e-06 1.6e-06 1.55e-06 1.9e-06 1.9e-06 1.65e-06 1.95e-06 1.65e-06 1.7e-06 1.5e-06 1.8e-06 2.7e-06 1.65e-06 2e-06 1.75e-06 2e-06 2.05e-06 2e-06 1.9e-06
33 2.4e-06 1.35e-06 1.55e-06 1.45e-06 4.5e-07 2.05e-06 6.5e-07 1.85e-06 1.55e-06 2.25e-06 1.05e-06 2.1e-06 2.1e-06 2.2e-06 2.95e-06 2.05e-06 8e-07 4e-07 2.8e-06 1.85e-06 3.5e-07 2e-06 4.5e-07 1.8e-06 9.5e-07 7.5e-07 2.15e-06 1.85e-06 2.15e-06 2e-06 7e-07 1.15e-06 1.65e-06 5e-07 2.2e-06 1.4e-06 1.35e-06 1.9e-06 2.2e-06 1e-06
34 2.1e-06 2.15e-06 1.95e-06 2.1e-06 2.2e-06 2.1e-06 2.05e-06 1.9e-06 1.95e-06 1.95e-06 2.25e-06 2e-06 2.05e-06 2e-06 1.95e-06 2.1e-06 2.1e-06 2.15e-06 1.8e-06 1.85e-06 2.1e-06 2e-06 2.25e-06 1.85e-06 2.05e-06 2.2e-06 2e-06 2.25e-06 2e-06 2e-06 1.95e-06 2.05e-06 2e-06 2.2e-06 3.2e-06 2.05e-06 2.15e-06 2.35e-06 2.1e-06 2e-06
35 2.25e-06 1.1e-06 1.85e-06 9.5e-07 1.35e-06 2.3e-06 1.2e-06 1.75e-06 1.85e-06 2.4e-06 1.45e-06 1.95e-06 1.9e-06 1.5e-06 2.35e-06 2e-06 1.4e-06 1.35e-06 2.2e-06 1.7e-06 1.3e-06 1.9e-06 1.45e-06 1.65e-06 1.35e-06 1.55e-06 1.5e-06 2.2e-06 1.45e-06 1.9e-06 1.1e-06 9e-07 1.75e-06 1.4e-06 2.05e-06 1.3e-06 1.1e-06 2.3e-06 2e-06 1.5e-06
36 2.4e-06 9e-07 1.95e-06 1.1e-06 1.35e-06 2e-06 1.1e-06 1.85e-06 1.95e-06 2.3e-06 1.2e-06 1.8e-06 1.85e-06 1.75e-06 2.8e-06 1.95e-06 1.05e-06 1.25e-06 2.65e-06 1.8e-06 1.2e-06 1.85e-06 1.35e-06 1.8e-06 1.15e-06 1.35e-06 1.75e-06 2.1e-06 1.8e-06 1.9e-06 1.2e-06 9e-07 2e-06 1.35e-06 2.15e-06 1.1e-06 1.6e-06 2.2e-06 2.1e-06 1.4e-06
37 2.55e-06 2.25e-06 2e-06 2.35e-06 1.95e-06 2.3e-06 1.9e-06 2.15e-06 2e-06 2.4e-06 2.1e-06 2.25e-06 2.3e-06 2.3e-06 2.4e-06 2.3e-06 1.9e-06 1.8e-06 2.2e-06 2.15e-06 1.75e-06 2.2e-06 1.85e-06 2.1e-06 2.15e-06 2.1e-06 2.2e-06 1.75e-06 2.3e-06 2.25e-06 1.9e-06 2.15e-06 2.05e-06 1.9e-06 2.35e-06 2.3e-06 2.2e-06 3.5e-06 1.9e-06 2.1e-06
38 2.3e-06 2.05e-06 1.9e-06 2.1e-06 2.2e-06 2.2e-06 2e-06 1.8e-06 1.9e-06 2.3e-06 2.2e-06 1.95e-06 2.05e-06 1.95e-06 2e-06 2.05e-06 2.05e-06 2.15e-06 1.8e-06 1.85e-06 2.1e-06 1.95e-06 2.25e-06 1.8e-06 2.1e-06 2.3e-06 1.95e-06 1.8e-06 2e-06 1.9e-06 1.8e-06 2e-06 2e-06 2.2e-06 2.1e-06 2e-06 2.1e-06 1.9e-06 3e-06 2.25e-06
39 2.3e-06 1.45e-06 1.85e-06 1.5e-06 9.5e-07 2.05e-06 1.05e-06 2.1e-06 1.85e-06 1.95e-06 1.3e-06 2.15e-06 2.2e-06 2.2e-06 3e-06 2.25e-06 1e-06 8.5e-07 2.85e-06 2.05e-06 8e-07 2.15e-06 9.5e-07 2.05e-06 1.25e-06 1.1e-06 2.15e-06 2e-06 2.2e-06 2.2e-06 1.05e-06 1.35e-06 1.9e-06 1e-06 2e-06 1.5e-06 1.4e-06 2.1e-06 2.25e-06 1.6e-06
