 slim_762132057 slim_762132059 slim_762132038 slim_762132029 slim_762132062 slim_762132064 slim_762132071 slim_762132053 slim_762132056 slim_762132082 slim_762132063 slim_762132052 slim_762132076 slim_762132037 slim_762132036 slim_762132034 slim_762132061 slim_762132069 slim_762132067 slim_762132075 slim_762132028 slim_762132078 slim_762132080 slim_762132058 slim_762132055 slim_762132031 slim_762132033 slim_762132072 slim_762132046 slim_762132074 slim_762132030 slim_762132065 slim_762132079 slim_762132035 slim_762132039 slim_762132048 slim_762132073 slim_762132040 slim_762132047 slim_762132044 slim_762132045 slim_762132081 slim_762132042 slim_762132077 slim_762132051 slim_762132054 slim_762132068 slim_762132041 slim_762132032 slim_762132070 slim_762132050 slim_762132049 slim_762132066 slim_762132043 slim_762132060
10 2e-06 1.95e-06 2e-06 1.75e-06 1.8e-06 1.8e-06 1.85e-06 1.7e-06 2e-06 2.25e-06 2.7e-06 2.1e-06 1.85e-06 2e-06 1.65e-06 1.7e-06 1.45e-06 1.7e-06 1.9e-06 1.9e-06 2e-06 2.25e-06 1.75e-06 2.2e-06 2e-06 1.75e-06 1.95e-06 1.95e-06 2.1e-06 1.9e-06 1.7e-06 1.75e-06 1.8e-06 2e-06 2e-06 2.1e-06 2.1e-06 1.7e-06 2.05e-06 1.9e-06 1.8e-06 1.95e-06 1.95e-06 2e-06 2e-06 1.7e-06 1.9e-06 2.05e-06 2.05e-06 2.05e-06 2.05e-06 1.85e-06 1.85e-06 1.7e-06 2.05e-06
11 1.45e-06 1.4e-06 2.2e-06 1.25e-06 2.35e-06 1.6e-06 1.75e-06 2.35e-06 2e-06 1.45e-06 2.1e-06 1.8e-06 1.4e-06 1.55e-06 2.5e-06 2.55e-06 2.4e-06 2.25e-06 1.6e-06 1.85e-06 1.5e-06 2.15e-06 1.25e-06 1.85e-06 2e-06 2.25e-06 2.3e-06 1.45e-06 1.55e-06 2.05e-06 2.1e-06 1.45e-06 1.1e-06 1.9e-06 2e-06 2.35e-06 2.1e-06 2.25e-06 1.9e-06 9.5e-07 1.35e-06 1.5e-06 2.3e-06 1.7e-06 1.5e-06 1.8e-06 1.85e-06 1.8e-06 2e-06 2.25e-06 1.3e-06 1.35e-06 1.75e-06 1.2e-06 2.05e-06
12 1.25e-06 1.05e-06 2.15e-06 8.5e-07 2.15e-06 1.6e-06 1.55e-06 1.95e-06 1.85e-06 1.75e-06 1.85e-06 1.4e-06 9e-07 9.5e-07 2.05e-06 2.1e-06 2.35e-06 1.95e-06 1.45e-06 1.7e-06 1e-06 2.3e-06 8.5e-07 1.45e-06 1.95e-06 2.3e-06 2.55e-06 8e-07 1.45e-06 1.5e-06 2.35e-06 7.5e-07 1.35e-06 1.45e-06 1.95e-06 2.4e-06 2.05e-06 2.45e-06 1.9e-06 1.6e-06 1.2e-06 1.05e-06 2.3e-06 1.85e-06 1e-06 1.8e-06 1.7e-06 2.3e-06 1.85e-06 2.05e-06 1.05e-06 1.25e-06 1.65e-06 8e-07 1.9e-06
13 1.45e-06 1.3e-06 2.4e-06 1.1e-06 2.25e-06 1.7e-06 1.7e-06 1.9e-06 1.8e-06 1.75e-06 2e-06 1.55e-06 9.5e-07 1.2e-06 2.3e-06 2.35e-06 2.4e-06 1.9e-06 1.75e-06 2e-06 8.5e-07 2.35e-06 1.1e-06 1.85e-06 1.75e-06 2.2e-06 2.55e-06 1e-06 1.45e-06 1.65e-06 2.35e-06 1.25e-06 1.3e-06 1.8e-06 1.75e-06 2.55e-06 1.85e-06 2.45e-06 2.1e-06 1.55e-06 1.15e-06 1.45e-06 2.35e-06 1.9e-06 8.5e-07 1.95e-06 2e-06 2.3e-06 2.15e-06 2.3e-06 1.15e-06 1.55e-06 1.8e-06 1.05e-06 1.85e-06
14 2.25e-06 2.2e-06 1.75e-06 2e-06 1.9e-06 2.2e-06 2.05e-06 1.8e-06 2.15e-06 2.7e-06 1.65e-06 2.5e-06 2.05e-06 2.3e-06 2.6e-06 1.4e-06 1.5e-06 1.85e-06 1.95e-06 1.95e-06 2.35e-06 2.35e-06 2e-06 2.35e-06 2.15e-06 1.95e-06 2.25e-06 2.2e-06 2.4e-06 1.8e-06 1.95e-06 1.55e-06 2.3e-06 1.8e-06 2.15e-06 2.15e-06 2.25e-06 2e-06 2.1e-06 2.55e-06 2.15e-06 1.75e-06 2e-06 2.3e-06 2.35e-06 2e-06 1.95e-06 2.35e-06 2.1e-06 1.75e-06 2.3e-06 1.8e-06 2.1e-06 1.95e-06 2.2e-06
15 2.25e-06 2.25e-06 1.75e-06 2.05e-06 1.85e-06 2.25e-06 2.05e-06 1.9e-06 2.15e-06 2.75e-06 1.7e-06 2.55e-06 2.1e-06 2.35e-06 1.4e-06 2.7e-06 1.55e-06 1.9e-06 2e-06 1.95e-06 2.4e-06 2.35e-06 2.05e-06 2.4e-06 2.15e-06 2e-06 2.25e-06 2.25e-06 2.45e-06 1.85e-06 2.05e-06 1.6e-06 2.35e-06 1.85e-06 2.15e-06 2.15e-06 2.25e-06 1.95e-06 2.1e-06 2.6e-06 2.2e-06 1.8e-06 1.9e-06 2.3e-06 2.4e-06 2e-06 1.95e-06 2.35e-06 2.1e-06 1.75e-06 2.35e-06 1.85e-06 2.05e-06 2e-06 2.2e-06
16 2.65e-06 2.25e-06 2.05e-06 2.05e-06 1.65e-06 1.7e-06 2.15e-06 1.6e-06 2.2e-06 2.55e-06 1.45e-06 2.4e-06 2.35e-06 2.4e-06 1.5e-06 1.55e-06 0.0 1.6e-06 1.9e-06 2.15e-06 2.4e-06 2.35e-06 2.05e-06 2.2e-06 2.25e-06 1.6e-06 1.85e-06 2.35e-06 2.25e-06 1.9e-06 1.65e-06 2.1e-06 2.1e-06 1.8e-06 2.25e-06 1.95e-06 2.35e-06 1.55e-06 2.15e-06 2.35e-06 1.95e-06 2.2e-06 2.5e-06 2.3e-06 2.4e-06 2.1e-06 2.15e-06 2.3e-06 2.3e-06 2.2e-06 2.35e-06 2.1e-06 2.45e-06 2e-06 2.25e-06
17 2.1e-06 2.05e-06 2.1e-06 1.85e-06 1.9e-06 1.95e-06 1.9e-06 1.55e-06 1.8e-06 2.4e-06 1.7e-06 2.25e-06 1.95e-06 1.9e-06 1.85e-06 1.9e-06 1.6e-06 3e-06 2.05e-06 2.05e-06 1.85e-06 2.3e-06 1.85e-06 2.35e-06 2.1e-06 1.9e-06 2.15e-06 1.85e-06 2.1e-06 2.05e-06 1.9e-06 2e-06 1.9e-06 2.15e-06 2.1e-06 2.15e-06 2.2e-06 1.9e-06 2.2e-06 2.15e-06 1.75e-06 2.15e-06 2.05e-06 2e-06 1.85e-06 2e-06 2.05e-06 2.2e-06 2.2e-06 2.2e-06 2.2e-06 2e-06 2.1e-06 1.8e-06 1.85e-06
18 1.8e-06 1.6e-06 1.7e-06 1.35e-06 2.1e-06 1.95e-06 2e-06 2.1e-06 1.75e-06 1.8e-06 1.9e-06 1.6e-06 1.45e-06 1.75e-06 1.95e-06 2e-06 1.9e-06 2.05e-06 2.2e-06 1.45e-06 1.75e-06 1.85e-06 1.4e-06 2e-06 1.75e-06 2.05e-06 2.15e-06 1.5e-06 1.75e-06 1.95e-06 2.05e-06 1.25e-06 1.55e-06 1.85e-06 1.75e-06 2.1e-06 1.8e-06 2e-06 1.7e-06 1.55e-06 1.65e-06 1.5e-06 2e-06 1.7e-06 1.75e-06 1.6e-06 1.45e-06 1.75e-06 1.55e-06 1.65e-06 1.65e-06 1.3e-06 1.75e-06 1.35e-06 1.8e-06
19 1.75e-06 1.85e-06 1.6e-06 1.65e-06 2.05e-06 2.2e-06 1.9e-06 2.1e-06 1.65e-06 2.05e-06 1.9e-06 1.85e-06 1.7e-06 2e-06 1.95e-06 1.95e-06 2.15e-06 2.05e-06 1.45e-06 2.7e-06 2e-06 1.75e-06 1.65e-06 2.25e-06 1.65e-06 2.05e-06 2.05e-06 1.8e-06 2e-06 2.15e-06 2.05e-06 1.5e-06 1.8e-06 2.1e-06 1.65e-06 2.05e-06 1.7e-06 1.95e-06 1.6e-06 1.8e-06 1.9e-06 1.7e-06 1.6e-06 1.6e-06 2e-06 1.5e-06 1.35e-06 1.65e-06 1.5e-06 1.55e-06 1.9e-06 1.5e-06 1.7e-06 1.6e-06 1.7e-06
20 1.3e-06 1.3e-06 2.4e-06 1.1e-06 2.15e-06 1.7e-06 1.65e-06 1.85e-06 1.75e-06 1.75e-06 2e-06 1.5e-06 1e-06 8.5e-07 2.35e-06 2.4e-06 2.4e-06 1.85e-06 1.75e-06 2e-06 1.2e-06 2.35e-06 1.1e-06 1.85e-06 1.9e-06 2.2e-06 2.55e-06 9.5e-07 1.45e-06 1.7e-06 2.35e-06 1.3e-06 1.3e-06 1.85e-06 1.9e-06 2.55e-06 2e-06 2.45e-06 2e-06 1.55e-06 1.15e-06 1.4e-06 2.25e-06 1.9e-06 6.5e-07 1.95e-06 2e-06 2.3e-06 2.15e-06 2.35e-06 9e-07 1.55e-06 1.8e-06 1.05e-06 1.8e-06
21 2.25e-06 2.35e-06 1.9e-06 2.15e-06 2.35e-06 2.55e-06 2.3e-06 2.35e-06 1.8e-06 1.65e-06 2.25e-06 2.15e-06 2.3e-06 2.35e-06 2.35e-06 2.35e-06 2.35e-06 2.3e-06 1.85e-06 1.75e-06 2.35e-06 2.7e-06 2.15e-06 2.8e-06 1.85e-06 2.15e-06 2.2e-06 2.3e-06 1.75e-06 2.55e-06 2.15e-06 2.15e-06 1.95e-06 2.6e-06 1.85e-06 2.25e-06 1.95e-06 2.05e-06 1.9e-06 1.8e-06 2.2e-06 2.3e-06 1.8e-06 1.85e-06 2.35e-06 1.75e-06 1.75e-06 1.65e-06 1.9e-06 1.9e-06 2.4e-06 1.85e-06 1.95e-06 2.1e-06 1.85e-06
22 1.2e-06 8.5e-07 1.95e-06 6e-07 1.95e-06 1.25e-06 1.3e-06 1.9e-06 1.85e-06 1.6e-06 1.75e-06 1.25e-06 8.5e-07 1.1e-06 2e-06 2.05e-06 2.05e-06 1.85e-06 1.4e-06 1.65e-06 1.1e-06 2.15e-06 1.1e-06 1.35e-06 1.85e-06 2.1e-06 2.3e-06 9.5e-07 1.1e-06 1.45e-06 2.1e-06 9e-07 9.5e-07 1.4e-06 1.85e-06 2.15e-06 1.95e-06 2.2e-06 1.85e-06 1.4e-06 6.5e-07 1.15e-06 2.2e-06 1.5e-06 1.1e-06 1.75e-06 1.65e-06 2.1e-06 1.8e-06 2.05e-06 1.05e-06 1.2e-06 1.6e-06 6e-07 1.9e-06
23 1.75e-06 1.2e-06 2.65e-06 1.35e-06 2.3e-06 1.35e-06 1.65e-06 2.35e-06 2.6e-06 2.3e-06 2.2e-06 1.85e-06 1.45e-06 1.85e-06 2.35e-06 2.4e-06 2.2e-06 2.35e-06 2e-06 2.25e-06 1.85e-06 2.8e-06 1.35e-06 1.8e-06 2.6e-06 2.55e-06 2.8e-06 1.55e-06 1.9e-06 1.75e-06 2.6e-06 1.4e-06 1.9e-06 1.55e-06 2.6e-06 2.2e-06 2.7e-06 2.7e-06 2.4e-06 2.25e-06 1.65e-06 1.65e-06 2.95e-06 2.3e-06 1.85e-06 2.5e-06 2.25e-06 2.9e-06 2.4e-06 2.7e-06 1.65e-06 1.8e-06 2.35e-06 1.3e-06 2.65e-06
24 1.9e-06 2.05e-06 1.8e-06 1.85e-06 2.2e-06 2.35e-06 2.05e-06 2.15e-06 1.7e-06 2.1e-06 2e-06 2e-06 1.95e-06 1.75e-06 2.15e-06 2.15e-06 2.25e-06 2.1e-06 1.75e-06 1.65e-06 1.9e-06 1.85e-06 1.85e-06 2.6e-06 2.9e-06 2e-06 2.15e-06 2e-06 2.05e-06 2.25e-06 2.1e-06 1.85e-06 1.8e-06 2.4e-06 1.45e-06 2.25e-06 1.55e-06 2e-06 1.8e-06 1.8e-06 1.9e-06 2e-06 1.65e-06 1.75e-06 1.9e-06 1.6e-06 1.65e-06 1.7e-06 1.8e-06 1.8e-06 1.95e-06 1.75e-06 1.8e-06 1.8e-06 1.75e-06
25 2.35e-06 2.3e-06 2.15e-06 2.1e-06 2e-06 2.1e-06 2.15e-06 1.9e-06 2.05e-06 2.2e-06 1.75e-06 2.25e-06 2.3e-06 2.2e-06 1.95e-06 2e-06 1.6e-06 1.9e-06 2.05e-06 2.05e-06 2.2e-06 2.15e-06 2.1e-06 2.55e-06 2e-06 3e-06 2e-06 2.3e-06 2.2e-06 2.2e-06 1.75e-06 2.2e-06 1.9e-06 2.35e-06 2e-06 2.15e-06 2.1e-06 1.8e-06 2.15e-06 1.85e-06 2.05e-06 2.35e-06 2.05e-06 2.05e-06 2.2e-06 1.95e-06 2.05e-06 1.95e-06 2.2e-06 2.2e-06 2.3e-06 1.95e-06 2.15e-06 2.05e-06 2.1e-06
26 2.5e-06 2.5e-06 2.15e-06 2.3e-06 2.25e-06 2.2e-06 2.25e-06 2.2e-06 2.1e-06 2.3e-06 1.95e-06 2.3e-06 2.55e-06 2.55e-06 2.25e-06 2.25e-06 1.85e-06 2.15e-06 2.15e-06 2.05e-06 2.55e-06 2.2e-06 2.3e-06 2.8e-06 2.15e-06 2e-06 3.5e-06 2.55e-06 2.4e-06 2.5e-06 1.9e-06 2.45e-06 1.95e-06 2.6e-06 2.15e-06 2.3e-06 2.2e-06 1.85e-06 2.25e-06 1.8e-06 2.2e-06 2.6e-06 2.1e-06 2e-06 2.55e-06 1.9e-06 2.05e-06 1.85e-06 2.2e-06 2.2e-06 2.65e-06 2.15e-06 2.2e-06 2.25e-06 2.15e-06
27 1.35e-06 1.15e-06 2.25e-06 9e-07 2.15e-06 1.6e-06 1.6e-06 1.85e-06 1.75e-06 1.75e-06 1.95e-06 1.45e-06 8e-07 1e-06 2.2e-06 2.25e-06 2.35e-06 1.85e-06 1.5e-06 1.8e-06 9.5e-07 2.3e-06 9.5e-07 1.55e-06 2e-06 2.3e-06 2.55e-06 1.3e-06 1.45e-06 1.65e-06 2.35e-06 1e-06 1.35e-06 1.6e-06 2e-06 2.4e-06 2.1e-06 2.45e-06 1.95e-06 1.6e-06 1.2e-06 1.25e-06 2.35e-06 1.85e-06 9.5e-07 1.9e-06 1.8e-06 2.3e-06 1.85e-06 2.2e-06 1.15e-06 1.35e-06 1.75e-06 9e-07 1.8e-06
28 1.7e-06 1.35e-06 2.25e-06 1.1e-06 2.25e-06 1.6e-06 1.7e-06 2.15e-06 2e-06 1.2e-06 2.1e-06 1.55e-06 1.45e-06 1.45e-06 2.4e-06 2.45e-06 2.25e-06 2.1e-06 1.75e-06 2e-06 1.45e-06 1.75e-06 1.1e-06 1.9e-06 2.05e-06 2.2e-06 2.4e-06 1.45e-06 1.7e-06 1.85e-06 2.2e-06 1.55e-06 1.1e-06 1.9e-06 2.05e-06 2.35e-06 2.15e-06 2.3e-06 2.15e-06 1.4e-06 9.5e-07 1.75e-06 2.4e-06 1.7e-06 1.45e-06 2e-06 2e-06 2.1e-06 2.15e-06 2.35e-06 1.55e-06 1.55e-06 1.85e-06 1.1e-06 2.05e-06
29 1.9e-06 1.65e-06 2.15e-06 1.45e-06 2.15e-06 1.65e-06 1.75e-06 2.05e-06 2.3e-06 2.25e-06 1.9e-06 2.05e-06 1.5e-06 1.65e-06 1.8e-06 1.85e-06 1.9e-06 2.05e-06 1.95e-06 2.15e-06 1.7e-06 2.55e-06 1.45e-06 1.75e-06 2.25e-06 2.2e-06 2.5e-06 1.65e-06 1.85e-06 2.4e-06 2.3e-06 1.25e-06 1.8e-06 1.4e-06 2.25e-06 2.3e-06 2.35e-06 2.4e-06 2.3e-06 2.15e-06 1.55e-06 1.45e-06 2.5e-06 2.25e-06 1.7e-06 2.2e-06 2.15e-06 2.6e-06 2.3e-06 2.15e-06 1.7e-06 1.6e-06 2.05e-06 1.4e-06 2.35e-06
30 2.35e-06 2.3e-06 2.1e-06 2.1e-06 2.05e-06 2e-06 2.15e-06 1.9e-06 2.05e-06 2.1e-06 1.7e-06 2.1e-06 2.35e-06 2.35e-06 1.95e-06 2.05e-06 1.65e-06 1.9e-06 2.05e-06 2.05e-06 2.35e-06 2.15e-06 2.1e-06 2.6e-06 2.1e-06 1.75e-06 1.9e-06 2.35e-06 2.2e-06 2.3e-06 3.1e-06 2.25e-06 1.75e-06 2.4e-06 2.1e-06 2.15e-06 2.2e-06 1.7e-06 2.2e-06 1.6e-06 2e-06 2.4e-06 2.05e-06 2e-06 2.35e-06 1.85e-06 2.05e-06 1.8e-06 2.2e-06 2.2e-06 2.45e-06 1.95e-06 2.05e-06 2.05e-06 2.1e-06
31 1.3e-06 1.1e-06 1.65e-06 9e-07 2e-06 1.65e-06 1.55e-06 2e-06 1.9e-06 1.85e-06 1.75e-06 1.45e-06 7.5e-07 1.25e-06 1.55e-06 1.6e-06 2.1e-06 2e-06 1.25e-06 1.5e-06 1.3e-06 2.15e-06 9e-07 1.4e-06 1.85e-06 2.2e-06 2.45e-06 1e-06 1.55e-06 1.25e-06 2.25e-06 8e-07 1.5e-06 1.1e-06 1.85e-06 2.2e-06 1.95e-06 2.35e-06 1.7e-06 1.75e-06 1.35e-06 7e-07 2.1e-06 1.9e-06 1.3e-06 1.7e-06 1.5e-06 2.2e-06 1.65e-06 1.55e-06 1.1e-06 9.5e-07 1.55e-06 8.5e-07 1.95e-06
32 1.55e-06 1.2e-06 2e-06 9.5e-07 2.15e-06 1.3e-06 1.6e-06 2e-06 1.75e-06 1.2e-06 1.8e-06 1.1e-06 1.35e-06 1.3e-06 2.3e-06 2.35e-06 2.1e-06 1.9e-06 1.55e-06 1.8e-06 1.3e-06 1.95e-06 9.5e-07 1.9e-06 1.8e-06 1.9e-06 1.95e-06 1.35e-06 1.1e-06 1.8e-06 1.75e-06 1.5e-06 1.2e-06 1.9e-06 1.8e-06 2.2e-06 1.9e-06 1.9e-06 2e-06 6.5e-07 7e-07 1.7e-06 2.15e-06 1.4e-06 1.3e-06 1.6e-06 1.8e-06 1.55e-06 1.95e-06 2.15e-06 1.45e-06 1.3e-06 1.55e-06 9.5e-07 1.8e-06
33 1.9e-06 1.6e-06 2.15e-06 1.4e-06 2.15e-06 1.6e-06 1.75e-06 2.15e-06 2.4e-06 2.3e-06 2e-06 1.9e-06 1.45e-06 1.8e-06 1.8e-06 1.85e-06 1.8e-06 2.15e-06 1.85e-06 2.1e-06 1.85e-06 2.6e-06 1.4e-06 1.55e-06 2.4e-06 2.35e-06 2.6e-06 1.6e-06 1.9e-06 1.4e-06 2.4e-06 1.1e-06 1.9e-06 2.2e-06 2.4e-06 2.25e-06 2.5e-06 2.5e-06 2.15e-06 2.25e-06 1.65e-06 1.25e-06 2.65e-06 2.25e-06 1.85e-06 2.3e-06 2.1e-06 2.7e-06 2.25e-06 2.15e-06 1.6e-06 1.55e-06 2.15e-06 1.35e-06 2.45e-06
