 slim_762388262 slim_762388279 slim_762388240 slim_762388255 slim_762388258 slim_762388267 slim_762388270 slim_762388276 slim_762388261 slim_762388249 slim_762388268 slim_762388257 slim_762388266 slim_762388251 slim_762388280 slim_762388269 slim_762388250 slim_762388242 slim_762388247 slim_762388234 slim_762388256 slim_762388243 slim_762388278 slim_762388281 slim_762388277 slim_762388237 slim_762388238 slim_762388263 slim_762388275 slim_762388245 slim_762388239 slim_762388272 slim_762388260 slim_762388236 slim_762388253 slim_762388252 slim_762388246 slim_762388273 slim_762388259 slim_762388235 slim_762388241 slim_762388274 slim_762388265 slim_762388244 slim_762388254 slim_762388264 slim_762388248 slim_762388271
10 1.3e-06 1e-06 2.1e-06 8e-07 1.3e-06 1.3e-06 1.45e-06 7.5e-07 8e-07 1e-06 1e-06 8.5e-07 1.15e-06 1e-06 1.2e-06 9.5e-07 8.5e-07 1.4e-06 1.1e-06 1.4e-06 8e-07 8e-07 1.1e-06 7.5e-07 1.1e-06 1.3e-06 7.5e-07 1.55e-06 1.5e-06 1.3e-06 8e-07 9.5e-07 1.2e-06 1.2e-06 1.8e-06 1.6e-06 6.5e-07 7e-07 1.15e-06 1.25e-06 1e-06 7e-07 7e-07 1.3e-06 6.5e-07 6.5e-07 1.25e-06 1.15e-06
11 1.35e-06 1.3e-06 2.2e-06 7e-07 1.35e-06 1.55e-06 1.45e-06 9e-07 7.5e-07 9e-07 8.5e-07 1.4e-06 1.3e-06 1.15e-06 1.25e-06 1.2e-06 1e-06 1.55e-06 1.35e-06 1.55e-06 8e-07 1e-06 1.2e-06 7.5e-07 1.2e-06 1.6e-06 1e-06 1.6e-06 1.65e-06 1.35e-06 9e-07 8.5e-07 1.2e-06 1.45e-06 1.9e-06 1.5e-06 8.5e-07 8.5e-07 1.2e-06 1.35e-06 1.25e-06 7e-07 9e-07 1.4e-06 7.5e-07 9.5e-07 1.25e-06 1.45e-06
12 1.7e-06 1.65e-06 1.8e-06 1.25e-06 1.7e-06 1.6e-06 6e-07 1.05e-06 1.25e-06 1.35e-06 1.15e-06 1.3e-06 1.2e-06 1.2e-06 1.8e-06 1.45e-06 9.5e-07 1.2e-06 1.4e-06 1.35e-06 1.1e-06 1.05e-06 9.5e-07 1.25e-06 8.5e-07 1.65e-06 1.2e-06 2.05e-06 1.45e-06 1.7e-06 1.2e-06 1.35e-06 1.65e-06 1.4e-06 1.35e-06 1.65e-06 1.15e-06 9.5e-07 9e-07 1.65e-06 1.6e-06 1.15e-06 1.15e-06 9.5e-07 1.2e-06 1e-06 1.7e-06 1.6e-06
13 1.8e-06 1e-06 2.4e-06 1.1e-06 1.8e-06 1.2e-06 1.35e-06 1.2e-06 1.1e-06 1.5e-06 1e-06 1.15e-06 1.2e-06 8e-07 1.45e-06 1.3e-06 7e-07 1.7e-06 1.4e-06 1.8e-06 1.25e-06 1.05e-06 1.05e-06 1.05e-06 1.3e-06 1.65e-06 5e-07 2.2e-06 1.9e-06 1.8e-06 1.05e-06 1.25e-06 1.7e-06 1.55e-06 1.95e-06 2.05e-06 7e-07 8.5e-07 1.35e-06 1.75e-06 1.05e-06 1e-06 1e-06 1.4e-06 1e-06 9e-07 1.9e-06 1.4e-06
14 1.25e-06 1.1e-06 1.85e-06 1.2e-06 1.25e-06 1.4e-06 2e-06 1.3e-06 1.2e-06 1.15e-06 1.2e-06 1.25e-06 1.8e-06 1.45e-06 1.9e-06 1.3e-06 1.5e-06 1.65e-06 1.4e-06 1.7e-06 1.2e-06 1.35e-06 1.75e-06 1.15e-06 1.8e-06 1.35e-06 1.3e-06 1.3e-06 1.8e-06 1.25e-06 1.35e-06 1.35e-06 1.15e-06 1.5e-06 1.9e-06 1.5e-06 1.4e-06 1.45e-06 1.55e-06 1.3e-06 1.2e-06 1.2e-06 1.2e-06 1.75e-06 1.15e-06 1.45e-06 1.25e-06 1.45e-06
15 1.35e-06 1.1e-06 1.85e-06 1.15e-06 1.35e-06 1.35e-06 1.7e-06 1.1e-06 1.15e-06 1.35e-06 9.5e-07 1.2e-06 1.45e-06 1.3e-06 1.3e-06 1.7e-06 1.1e-06 1.35e-06 1.15e-06 1.35e-06 1.1e-06 1.15e-06 1.35e-06 1.05e-06 1.35e-06 1.4e-06 1.1e-06 1.25e-06 1.45e-06 1.35e-06 1.15e-06 1.3e-06 1.25e-06 1.2e-06 1.75e-06 1.65e-06 1e-06 1e-06 1.5e-06 1.3e-06 1.05e-06 1.05e-06 1.1e-06 1.6e-06 1e-06 1e-06 1.2e-06 1.2e-06
16 1.45e-06 1.25e-06 2.15e-06 9.5e-07 1.45e-06 1.3e-06 1.1e-06 8e-07 9.5e-07 1.2e-06 8.5e-07 1e-06 9.5e-07 7e-07 1.5e-06 1.1e-06 9e-07 1.35e-06 1.15e-06 1.4e-06 8e-07 8e-07 9.5e-07 9e-07 9e-07 1.45e-06 8e-07 1.8e-06 1.5e-06 1.45e-06 8.5e-07 1.1e-06 1.35e-06 1.15e-06 1.7e-06 1.75e-06 7.5e-07 6.5e-07 1.1e-06 1.4e-06 1.15e-06 8.5e-07 9e-07 1.1e-06 8.5e-07 7.5e-07 1.5e-06 1.25e-06
17 1.5e-06 1.65e-06 1.35e-06 1.5e-06 1.5e-06 1.65e-06 1.05e-06 1.3e-06 1.5e-06 1.45e-06 1.4e-06 1.55e-06 1.2e-06 1.7e-06 1.65e-06 1.35e-06 1.35e-06 2.1e-06 1.4e-06 1.15e-06 1.3e-06 1.35e-06 1.4e-06 1.5e-06 1.2e-06 1.55e-06 1.65e-06 1.45e-06 1.3e-06 1.5e-06 1.45e-06 1.6e-06 1.4e-06 1.35e-06 1.25e-06 1.45e-06 1.55e-06 1.35e-06 1.25e-06 1.45e-06 1.55e-06 1.4e-06 1.45e-06 1.25e-06 1.4e-06 1.45e-06 1.4e-06 1.55e-06
18 1.15e-06 1.3e-06 1.8e-06 1.3e-06 1.15e-06 1.2e-06 1.65e-06 1.1e-06 1.3e-06 1.35e-06 1.1e-06 1.35e-06 1.4e-06 1.4e-06 1.4e-06 1.15e-06 1.15e-06 1.4e-06 1.8e-06 1.45e-06 1.15e-06 1.1e-06 1.5e-06 1.25e-06 1.4e-06 1.1e-06 1.3e-06 1.35e-06 1.55e-06 1.15e-06 1.25e-06 1.45e-06 1.15e-06 1e-06 1.7e-06 1.65e-06 1.25e-06 1.15e-06 1.45e-06 1.1e-06 1.25e-06 1.2e-06 1.2e-06 1.5e-06 1.15e-06 1.15e-06 1.35e-06 1.1e-06
19 1.55e-06 1.7e-06 1.45e-06 1.5e-06 1.55e-06 1.75e-06 1.2e-06 1.3e-06 1.5e-06 1.5e-06 1.4e-06 1.55e-06 1.35e-06 1.8e-06 1.7e-06 1.35e-06 1.4e-06 1.15e-06 1.45e-06 2.1e-06 1.3e-06 1.4e-06 1.4e-06 1.5e-06 1.15e-06 1.65e-06 1.7e-06 1.45e-06 1.25e-06 1.55e-06 1.45e-06 1.6e-06 1.4e-06 1.4e-06 1.35e-06 1.5e-06 1.55e-06 1.35e-06 1.35e-06 1.5e-06 1.6e-06 1.4e-06 1.5e-06 1.4e-06 1.4e-06 1.45e-06 1.4e-06 1.6e-06
20 1.05e-06 1.45e-06 2.05e-06 7.5e-07 1.05e-06 1.45e-06 1.3e-06 6e-07 7.5e-07 7e-07 8e-07 8e-07 1.1e-06 1.25e-06 1.2e-06 1.1e-06 8e-07 1.3e-06 1.15e-06 1.3e-06 9e-07 8e-07 1.2e-06 7e-07 9.5e-07 1.3e-06 1.15e-06 1.35e-06 1.4e-06 1.05e-06 8.5e-07 9e-07 9.5e-07 1.1e-06 1.75e-06 1.35e-06 1.05e-06 8e-07 1e-06 1.1e-06 1.35e-06 7.5e-07 8.5e-07 1.15e-06 7.5e-07 9e-07 1e-06 1.35e-06
21 1.25e-06 1.35e-06 2e-06 9.5e-07 1.25e-06 1.35e-06 1.25e-06 7e-07 9.5e-07 9e-07 8e-07 1e-06 1.05e-06 1.05e-06 1.35e-06 1.15e-06 8e-07 1.35e-06 1.1e-06 1.4e-06 8e-07 1.2e-06 1.1e-06 9e-07 1.05e-06 1.2e-06 1.05e-06 1.65e-06 1.5e-06 1.25e-06 8.5e-07 1.1e-06 1.15e-06 1.15e-06 1.7e-06 1.55e-06 1e-06 8.5e-07 1.05e-06 1.2e-06 1.3e-06 8.5e-07 9e-07 1e-06 8.5e-07 9e-07 1.3e-06 1.3e-06
22 1.85e-06 1.45e-06 1.95e-06 1.15e-06 1.85e-06 1.65e-06 8e-07 1.2e-06 1.15e-06 1.4e-06 1.1e-06 1.2e-06 9.5e-07 1.05e-06 1.75e-06 1.35e-06 9.5e-07 1.4e-06 1.5e-06 1.4e-06 1.2e-06 1.1e-06 1.5e-06 1.1e-06 9e-07 1.9e-06 1e-06 2.15e-06 1.5e-06 1.85e-06 1.15e-06 1.25e-06 1.7e-06 1.6e-06 1.5e-06 1.75e-06 9e-07 9e-07 1.1e-06 1.8e-06 1.4e-06 1.05e-06 1.15e-06 1.15e-06 1.1e-06 1e-06 1.8e-06 1.6e-06
23 1.25e-06 1.2e-06 2.2e-06 7e-07 1.25e-06 1.45e-06 1.45e-06 8e-07 7e-07 8.5e-07 7.5e-07 7.5e-07 1.25e-06 1.05e-06 1.15e-06 1.05e-06 9e-07 1.5e-06 1.25e-06 1.5e-06 7e-07 9e-07 1.1e-06 1.2e-06 1.15e-06 1.5e-06 9e-07 1.55e-06 1.6e-06 1.25e-06 8.5e-07 8.5e-07 1.1e-06 1.35e-06 1.9e-06 1.5e-06 8e-07 8e-07 1.15e-06 1.3e-06 1.15e-06 7e-07 8e-07 1.35e-06 7e-07 8.5e-07 1.2e-06 1.35e-06
24 1.65e-06 1.7e-06 1.85e-06 1.15e-06 1.65e-06 1.7e-06 7e-07 9.5e-07 1.15e-06 1.3e-06 1.1e-06 1.2e-06 8.5e-07 1.3e-06 1.8e-06 1.35e-06 9e-07 1.2e-06 1.4e-06 1.15e-06 9.5e-07 1.05e-06 9e-07 1.15e-06 1.1e-06 1.75e-06 1.25e-06 1.9e-06 1.25e-06 1.65e-06 1.1e-06 1.25e-06 1.5e-06 1.25e-06 1.4e-06 1.6e-06 1.1e-06 7.5e-07 1e-06 1.6e-06 1.6e-06 1.05e-06 1.2e-06 1.05e-06 1.1e-06 1e-06 1.55e-06 1.6e-06
25 1.05e-06 1.5e-06 1.8e-06 1.55e-06 1.05e-06 1.2e-06 1.95e-06 1.15e-06 1.55e-06 1.3e-06 1.3e-06 1.6e-06 1.65e-06 1.65e-06 1.35e-06 1.4e-06 1.45e-06 1.55e-06 1.1e-06 1.65e-06 1.3e-06 1.2e-06 1.9e-06 1.5e-06 1.75e-06 1.4e-06 1.65e-06 1.4e-06 1.75e-06 1.05e-06 1.4e-06 1.7e-06 1.15e-06 1.05e-06 1.85e-06 1.65e-06 1.75e-06 1.55e-06 1.55e-06 1e-06 1.55e-06 1.45e-06 1.4e-06 1.5e-06 1.4e-06 1.55e-06 1.35e-06 1.25e-06
26 1.75e-06 7.5e-07 2.4e-06 9.5e-07 1.75e-06 1.15e-06 1.45e-06 1.15e-06 9.5e-07 1.45e-06 7.5e-07 1e-06 1.2e-06 5e-07 1.3e-06 1.1e-06 8e-07 1.65e-06 1.3e-06 1.7e-06 1.15e-06 1.05e-06 1e-06 9e-07 1.25e-06 1.65e-06 6e-07 2e-06 1.8e-06 1.75e-06 1e-06 1.1e-06 1.65e-06 1.5e-06 1.95e-06 2e-06 4.5e-07 7e-07 1.4e-06 1.7e-06 8.5e-07 8.5e-07 8.5e-07 1.55e-06 8e-07 6.5e-07 1.75e-06 1.25e-06
27 1.15e-06 1.55e-06 1.5e-06 1.55e-06 1.15e-06 1.65e-06 2.25e-06 1.45e-06 1.6e-06 1.4e-06 1.55e-06 1.6e-06 2.05e-06 2.2e-06 1.3e-06 1.25e-06 1.8e-06 1.45e-06 1.35e-06 1.45e-06 1.35e-06 1.65e-06 2.15e-06 1.55e-06 1.9e-06 1.4e-06 2e-06 1e-06 1.35e-06 1.15e-06 1.7e-06 1.7e-06 1.05e-06 1.3e-06 1.75e-06 1.4e-06 1.9e-06 1.75e-06 1.85e-06 1.15e-06 1.45e-06 1.55e-06 1.6e-06 2e-06 1.45e-06 1.75e-06 1e-06 1.45e-06
28 1.65e-06 1.8e-06 1.55e-06 1.6e-06 1.65e-06 1.85e-06 1.3e-06 1.4e-06 1.6e-06 1.6e-06 1.5e-06 1.65e-06 1.45e-06 1.9e-06 1.8e-06 1.45e-06 1.5e-06 1.3e-06 1.55e-06 1.25e-06 1.4e-06 1.5e-06 1.5e-06 1.6e-06 1.25e-06 1.75e-06 1.8e-06 1.35e-06 2.3e-06 1.65e-06 1.55e-06 1.7e-06 1.5e-06 1.5e-06 1.45e-06 1.6e-06 1.65e-06 1.45e-06 1.45e-06 1.6e-06 1.7e-06 1.5e-06 1.6e-06 1.5e-06 1.5e-06 1.55e-06 1.5e-06 1.7e-06
29 9e-07 1.6e-06 1.75e-06 1.3e-06 9e-07 1.4e-06 1.9e-06 1.1e-06 1.3e-06 1.05e-06 1.3e-06 1.35e-06 1.7e-06 1.8e-06 1.25e-06 1.35e-06 1.45e-06 1.5e-06 1.15e-06 1.55e-06 1.05e-06 1.25e-06 1.85e-06 1.25e-06 1.65e-06 1.05e-06 1.75e-06 1.15e-06 1.65e-06 1.7e-06 1.35e-06 1.45e-06 9e-07 1.1e-06 1.8e-06 1.4e-06 1.7e-06 1.5e-06 1.45e-06 9.5e-07 1.5e-06 1.3e-06 1.3e-06 1.55e-06 1.25e-06 1.55e-06 1.1e-06 1.3e-06
30 1.35e-06 1.3e-06 2.1e-06 8.5e-07 1.35e-06 1.45e-06 1.35e-06 7.5e-07 8e-07 1.05e-06 8e-07 9e-07 1.2e-06 1.05e-06 1.35e-06 1.15e-06 8.5e-07 1.45e-06 1.25e-06 1.45e-06 8.5e-07 8.5e-07 1.15e-06 8.5e-07 1.1e-06 1.4e-06 1e-06 1.7e-06 1.55e-06 1.35e-06 1.4e-06 1e-06 1.2e-06 1.3e-06 1.8e-06 1.6e-06 8.5e-07 8e-07 1.2e-06 1.35e-06 1.25e-06 8e-07 9.5e-07 1.15e-06 8.5e-07 9e-07 1.35e-06 1.35e-06
31 1.45e-06 1.4e-06 2.3e-06 8e-07 1.45e-06 1.65e-06 1.45e-06 1e-06 8.5e-07 9e-07 9.5e-07 8.5e-07 1.35e-06 1.25e-06 1.35e-06 1.3e-06 1.1e-06 1.6e-06 1.45e-06 1.6e-06 9e-07 1.1e-06 1.25e-06 8.5e-07 1.25e-06 1.7e-06 1.1e-06 1.7e-06 1.7e-06 1.45e-06 1e-06 1.6e-06 1.3e-06 1.55e-06 2e-06 1.5e-06 9.5e-07 9.5e-07 1.25e-06 1.45e-06 1.35e-06 8e-07 1e-06 1.45e-06 8.5e-07 1.05e-06 1.25e-06 1.55e-06
32 9e-07 1.5e-06 1.6e-06 1.15e-06 9e-07 1.45e-06 1.75e-06 1e-06 1.15e-06 9.5e-07 1.2e-06 1.2e-06 1.65e-06 1.7e-06 1.15e-06 1.25e-06 1.35e-06 1.4e-06 1.15e-06 1.4e-06 9.5e-07 1.15e-06 1.7e-06 1.1e-06 1.5e-06 1.15e-06 1.65e-06 1.05e-06 1.5e-06 9e-07 1.2e-06 1.3e-06 1.4e-06 1.15e-06 1.65e-06 1.25e-06 1.55e-06 1.4e-06 1.35e-06 9.5e-07 1.4e-06 1.15e-06 1.2e-06 1.45e-06 1.1e-06 1.45e-06 1e-06 1.3e-06
33 1.1e-06 1.5e-06 1.8e-06 1.4e-06 1.1e-06 1.25e-06 1.65e-06 1.05e-06 1.4e-06 1.35e-06 1.2e-06 1.45e-06 1.4e-06 1.55e-06 1.5e-06 1.2e-06 1.15e-06 1.35e-06 1e-06 1.4e-06 1.1e-06 1.15e-06 1.6e-06 1.35e-06 1.25e-06 1.05e-06 1.5e-06 1.3e-06 1.5e-06 1.1e-06 1.3e-06 1.55e-06 1.15e-06 1.6e-06 1.7e-06 1.65e-06 1.45e-06 1.1e-06 1.45e-06 1.05e-06 1.4e-06 1.3e-06 1.3e-06 1.45e-06 1.25e-06 1.25e-06 1.3e-06 1.15e-06
34 1.8e-06 1.85e-06 7e-07 1.85e-06 1.8e-06 1.9e-06 9e-07 1.75e-06 1.85e-06 1.85e-06 1.8e-06 1.9e-06 1.35e-06 1.95e-06 1.9e-06 1.75e-06 1.7e-06 1.25e-06 1.7e-06 1.35e-06 1.75e-06 1.7e-06 1.5e-06 1.9e-06 1.4e-06 1.85e-06 1.95e-06 1.75e-06 1.45e-06 1.8e-06 1.8e-06 2e-06 1.65e-06 1.7e-06 9e-07 1.3e-06 1.85e-06 1.75e-06 1.3e-06 1.75e-06 1.75e-06 1.75e-06 1.75e-06 1.35e-06 1.75e-06 1.85e-06 1.85e-06 1.8e-06
35 1.4e-06 1.85e-06 1.3e-06 1.45e-06 1.4e-06 1.9e-06 1.45e-06 1.45e-06 1.5e-06 1.15e-06 1.6e-06 1.5e-06 1.65e-06 2.05e-06 1.5e-06 1.65e-06 1.75e-06 1.45e-06 1.65e-06 1.5e-06 1.35e-06 1.55e-06 1.75e-06 1.5e-06 1.6e-06 1.65e-06 2e-06 1.4e-06 1.6e-06 1.4e-06 1.6e-06 1.5e-06 1.25e-06 1.65e-06 1.3e-06 2.2e-06 1.9e-06 1.75e-06 1.35e-06 1.4e-06 1.75e-06 1.45e-06 1.55e-06 1.5e-06 1.45e-06 1.85e-06 1.25e-06 1.8e-06
36 1.7e-06 8.5e-07 2.3e-06 8e-07 1.7e-06 1.35e-06 1.35e-06 1.05e-06 8e-07 1.4e-06 6.5e-07 8.5e-07 1.15e-06 7e-07 1.4e-06 1e-06 7.5e-07 1.55e-06 1.25e-06 1.55e-06 1.05e-06 1e-06 9e-07 8e-07 1.1e-06 1.75e-06 4.5e-07 1.9e-06 1.65e-06 1.7e-06 8.5e-07 9.5e-07 1.55e-06 1.45e-06 1.85e-06 1.9e-06 4e-07 5.5e-07 1.35e-06 1.65e-06 8e-07 7e-07 8e-07 1.5e-06 7e-07 4.5e-07 1.65e-06 1.2e-06
37 1.5e-06 1.15e-06 2.2e-06 8e-07 1.5e-06 1.35e-06 1.15e-06 8e-07 8e-07 1.2e-06 7e-07 8.5e-07 9.5e-07 8.5e-07 1.45e-06 1e-06 6.5e-07 1.35e-06 1.15e-06 1.35e-06 8e-07 8.5e-07 9e-07 8e-07 7.5e-07 1.55e-06 7e-07 1.75e-06 1.45e-06 1.5e-06 8e-07 9.5e-07 1.4e-06 1.1e-06 1.75e-06 1.75e-06 5.5e-07 8e-07 1.15e-06 1.45e-06 1.1e-06 7e-07 8.5e-07 1.25e-06 7.5e-07 6e-07 1.45e-06 1.25e-06
38 1.45e-06 1.7e-06 1.6e-06 1.15e-06 1.45e-06 1.65e-06 7.5e-07 1.1e-06 1.15e-06 1e-06 1.15e-06 1.2e-06 9e-07 1.35e-06 1.55e-06 1.5e-06 1.1e-06 1.25e-06 1.45e-06 1.35e-06 1e-06 1.05e-06 1.1e-06 1.15e-06 1e-06 1.55e-06 1.4e-06 1.85e-06 1.45e-06 1.45e-06 1.2e-06 1.25e-06 1.35e-06 1.45e-06 1.3e-06 1.35e-06 1.35e-06 1.15e-06 1.4e-06 1.4e-06 1.6e-06 1.05e-06 1e-06 9.5e-07 1.1e-06 1.3e-06 1.45e-06 1.65e-06
39 9.5e-07 1.55e-06 1.7e-06 1.3e-06 9.5e-07 1.35e-06 1.85e-06 1.15e-06 1.35e-06 1.05e-06 1.25e-06 1.35e-06 1.65e-06 1.75e-06 1.3e-06 1.3e-06 1.4e-06 1.45e-06 1.1e-06 1.5e-06 1.1e-06 1.2e-06 1.8e-06 1.3e-06 1.6e-06 1e-06 1.7e-06 1.15e-06 1.6e-06 9.5e-07 1.35e-06 1.45e-06 9.5e-07 1.05e-06 1.75e-06 1.4e-06 1.65e-06 1.45e-06 1.4e-06 1.6e-06 1.45e-06 1.2e-06 1.25e-06 1.5e-06 1.15e-06 1.5e-06 1.1e-06 1.25e-06
