 slim_762380612 slim_762380645 slim_762380621 slim_762380630 slim_762380626 slim_762380649 slim_762380633 slim_762380618 slim_762380622 slim_762380620 slim_762380635 slim_762380628 slim_762380631 slim_762380642 slim_762380611 slim_762380643 slim_762380638 slim_762380641 slim_762380647 slim_762380616 slim_762380629 slim_762380609 slim_762380623 slim_762380634 slim_762380637 slim_762380625 slim_762380624 slim_762380636 slim_762380617 slim_762380648 slim_762380614 slim_762380619 slim_762380646 slim_762380644 slim_762380632 slim_762380613 slim_762380640 slim_762380639 slim_762380627 slim_762380615 slim_762380610
10 2.5e-06 8e-07 1.75e-06 1.3e-06 1.5e-06 1.45e-06 2.05e-06 1.45e-06 1.9e-06 2.4e-06 9e-07 1.35e-06 2.15e-06 1.45e-06 2.85e-06 1.5e-06 1.8e-06 2.9e-06 1.3e-06 2.75e-06 2.1e-06 2.55e-06 1.55e-06 1.05e-06 1.5e-06 2.6e-06 1.4e-06 1.45e-06 1.4e-06 9e-07 2.2e-06 9.5e-07 2.2e-06 1.85e-06 1.3e-06 8.5e-07 1.5e-06 1.1e-06 2.2e-06 1.35e-06 1.1e-06
11 2e-06 1.1e-06 1.8e-06 9.5e-07 1.7e-06 1.85e-06 2.1e-06 1.7e-06 1.8e-06 2.2e-06 1.35e-06 1.9e-06 2.15e-06 1.2e-06 2.15e-06 1.55e-06 1.85e-06 2.5e-06 1.2e-06 2.9e-06 2.45e-06 2.15e-06 2.15e-06 1.35e-06 1.5e-06 2.3e-06 1.6e-06 1.7e-06 1.4e-06 1.15e-06 2e-06 1.25e-06 2.3e-06 1.65e-06 1.8e-06 1.35e-06 1.75e-06 1.35e-06 1.7e-06 1.35e-06 1.5e-06
12 2.3e-06 2e-06 2.25e-06 2.1e-06 2.2e-06 1.85e-06 2.55e-06 2.5e-06 2.3e-06 2.5e-06 2.15e-06 2.15e-06 3.5e-06 2.25e-06 2.2e-06 2.3e-06 2.75e-06 3.25e-06 1.85e-06 3.05e-06 2.35e-06 2.8e-06 1.75e-06 2.1e-06 1.9e-06 3e-06 2.6e-06 2.6e-06 2e-06 2.1e-06 2.45e-06 1.85e-06 2.6e-06 2e-06 2e-06 2e-06 2.4e-06 2.1e-06 1.9e-06 1.95e-06 1.8e-06
13 1.95e-06 1.55e-06 2.1e-06 1.15e-06 1.95e-06 2.1e-06 2.1e-06 1.85e-06 1.6e-06 2.35e-06 1.45e-06 1.2e-06 2.25e-06 1.8e-06 2.25e-06 1.5e-06 2.05e-06 2.45e-06 1.4e-06 2.9e-06 2.45e-06 2.25e-06 2.2e-06 1.8e-06 1.6e-06 2.3e-06 1.85e-06 1.75e-06 1.2e-06 1.65e-06 2.2e-06 1.65e-06 2.4e-06 1.6e-06 2e-06 1.5e-06 1.85e-06 1.8e-06 1.8e-06 1.25e-06 1.8e-06
14 1.55e-06 2.6e-06 2.6e-06 2.1e-06 2.3e-06 2.65e-06 2.45e-06 2.65e-06 1.95e-06 2.15e-06 2.85e-06 2.15e-06 2.2e-06 2.25e-06 2.7e-06 2.55e-06 2.65e-06 2.25e-06 1.95e-06 2.4e-06 2.75e-06 2.25e-06 2.85e-06 2.7e-06 2.1e-06 2.2e-06 2.75e-06 2.65e-06 2.1e-06 2.7e-06 2.1e-06 2.45e-06 2.6e-06 2e-06 2.9e-06 2.7e-06 2.55e-06 2.65e-06 1.6e-06 2.05e-06 2.6e-06
15 2.25e-06 1.25e-06 1.35e-06 1.5e-06 1.9e-06 1.85e-06 2.25e-06 1.7e-06 1.95e-06 2.45e-06 1.5e-06 1.55e-06 2.3e-06 1.5e-06 2.55e-06 1.8e-06 2.05e-06 3e-06 1.4e-06 3.2e-06 2.55e-06 2.55e-06 2.1e-06 1.4e-06 1.7e-06 2.75e-06 1.9e-06 1.8e-06 1.25e-06 1.35e-06 2.2e-06 1.35e-06 1.95e-06 1.65e-06 1.85e-06 1.35e-06 1.8e-06 1.35e-06 1.85e-06 1.3e-06 1.55e-06
16 2.55e-06 1.8e-06 2.25e-06 1.8e-06 2e-06 2.45e-06 2.2e-06 1.8e-06 2.35e-06 2.7e-06 1.8e-06 1.85e-06 2.75e-06 2.05e-06 2.65e-06 2.05e-06 3.1e-06 2.25e-06 1.85e-06 3e-06 2.65e-06 1.95e-06 2.75e-06 1.95e-06 2.15e-06 2.3e-06 1.75e-06 1.7e-06 2.1e-06 1.9e-06 2.45e-06 1.9e-06 2.75e-06 2.3e-06 2.45e-06 1.95e-06 1.9e-06 1.85e-06 2.3e-06 2.05e-06 2.15e-06
17 1.9e-06 3.15e-06 3.4e-06 2.45e-06 2.75e-06 3.35e-06 2.6e-06 2.65e-06 2.15e-06 2.6e-06 2.9e-06 2.5e-06 3.25e-06 2.45e-06 2.25e-06 3e-06 2.25e-06 3e-06 2.6e-06 2.3e-06 3e-06 2.1e-06 3.3e-06 3.3e-06 2.85e-06 1.75e-06 2.6e-06 2.4e-06 2.5e-06 3.25e-06 2.4e-06 3.2e-06 3.1e-06 2.95e-06 3.4e-06 3.15e-06 2.7e-06 3.25e-06 2.45e-06 2.45e-06 3.1e-06
18 1.9e-06 1.05e-06 1.4e-06 1.15e-06 1.45e-06 1.45e-06 1.7e-06 1.55e-06 1.75e-06 1.9e-06 1.3e-06 1.2e-06 1.85e-06 1.4e-06 1.95e-06 1.4e-06 1.85e-06 2.6e-06 1.8e-06 2.8e-06 2.1e-06 2.05e-06 1.9e-06 1.15e-06 1.25e-06 2.35e-06 1.65e-06 1.7e-06 1.3e-06 1.15e-06 1.8e-06 9.5e-07 2.1e-06 1.45e-06 1.65e-06 1.15e-06 1.5e-06 1.2e-06 1.4e-06 1.25e-06 1.35e-06
19 1.55e-06 3.05e-06 3.25e-06 2.85e-06 2.95e-06 2.7e-06 2.95e-06 2.95e-06 2e-06 2.3e-06 2.75e-06 2.9e-06 3.05e-06 2.9e-06 2.4e-06 3.2e-06 3e-06 2.3e-06 2.8e-06 2.2e-06 2.7e-06 3.15e-06 2.4e-06 3.1e-06 2.9e-06 2.35e-06 3.2e-06 2.85e-06 2.4e-06 3.15e-06 2.2e-06 2.9e-06 2.3e-06 3.35e-06 2.85e-06 2.9e-06 2.9e-06 3.1e-06 2.45e-06 2.35e-06 2.65e-06
20 2.35e-06 2.4e-06 2.55e-06 2.4e-06 2.2e-06 2e-06 2.1e-06 2.4e-06 2.4e-06 2.65e-06 2.1e-06 2.45e-06 2.35e-06 2.45e-06 2.75e-06 2.55e-06 2.65e-06 3e-06 2.1e-06 2.7e-06 3.5e-06 2.7e-06 1.75e-06 2.45e-06 2.15e-06 2.75e-06 2.55e-06 2.55e-06 2.15e-06 2.5e-06 2.6e-06 2.2e-06 2.75e-06 2.65e-06 2.2e-06 2.25e-06 2.3e-06 2.45e-06 2.1e-06 2.1e-06 2e-06
21 2.5e-06 2.55e-06 2.7e-06 2.1e-06 1.95e-06 3e-06 2.05e-06 2.25e-06 2.5e-06 2.8e-06 2.55e-06 2.15e-06 2.8e-06 2.25e-06 2.25e-06 2.55e-06 1.95e-06 2.1e-06 2.05e-06 3.15e-06 2.7e-06 3e-06 3.4e-06 2.7e-06 2.1e-06 2.2e-06 2.15e-06 2.1e-06 2.45e-06 2.65e-06 2.7e-06 2.5e-06 3.2e-06 2.3e-06 3.15e-06 2.7e-06 2.2e-06 2.65e-06 1.95e-06 2.4e-06 2.85e-06
22 1.95e-06 1.65e-06 2.2e-06 2.1e-06 2.35e-06 9.5e-07 2.65e-06 2.35e-06 1.95e-06 2.3e-06 1.55e-06 2.15e-06 1.75e-06 2.2e-06 2.85e-06 2.1e-06 2.75e-06 3.3e-06 1.9e-06 2.4e-06 1.75e-06 3.4e-06 2e-07 1.7e-06 2e-06 3e-06 2.55e-06 2.55e-06 1.55e-06 1.75e-06 2.1e-06 1.6e-06 2.1e-06 2.55e-06 1e-06 1.45e-06 2.4e-06 1.75e-06 2.1e-06 1.5e-06 8e-07
23 2.55e-06 5e-07 1.3e-06 1.3e-06 1.65e-06 1.25e-06 2.3e-06 1.45e-06 2.15e-06 2.2e-06 1.05e-06 1.35e-06 2.1e-06 1.8e-06 2.7e-06 1.4e-06 1.95e-06 3.3e-06 1.15e-06 3.1e-06 2.45e-06 2.7e-06 1.7e-06 8e-07 1.5e-06 3e-06 1.6e-06 1.7e-06 1.55e-06 4.5e-07 1.9e-06 6e-07 2.1e-06 1.8e-06 1.1e-06 7.5e-07 1.6e-06 5.5e-07 2e-06 1.5e-06 1e-06
24 2.15e-06 1.35e-06 1.7e-06 1.45e-06 1.5e-06 1.7e-06 1.95e-06 1.9e-06 1.9e-06 2.15e-06 1.5e-06 1.5e-06 1.9e-06 1.6e-06 2.1e-06 1.7e-06 2.15e-06 2.85e-06 1.25e-06 2.9e-06 2.15e-06 2.1e-06 2e-06 1.5e-06 2.4e-06 2.6e-06 1.95e-06 1.95e-06 1.6e-06 1.45e-06 2.1e-06 1.25e-06 2.25e-06 1.65e-06 1.8e-06 1.4e-06 1.8e-06 1.5e-06 1.45e-06 1.55e-06 1.6e-06
25 1.85e-06 2.85e-06 3.1e-06 2.25e-06 2.5e-06 3.05e-06 2.35e-06 2.45e-06 2.1e-06 2.45e-06 2.6e-06 2.3e-06 3e-06 2.3e-06 2.2e-06 2.75e-06 2.3e-06 1.75e-06 2.35e-06 2.35e-06 2.75e-06 2.2e-06 3e-06 3e-06 2.6e-06 3.2e-06 2.3e-06 2.45e-06 2.3e-06 2.95e-06 2.3e-06 2.9e-06 2.95e-06 2.75e-06 3.1e-06 2.9e-06 2.5e-06 2.95e-06 2.25e-06 2.25e-06 2.8e-06
26 2.7e-06 1.3e-06 2.15e-06 1.55e-06 1.8e-06 2.25e-06 2.1e-06 1.6e-06 2.35e-06 2.75e-06 1.4e-06 1.6e-06 2.6e-06 1.85e-06 2.75e-06 1.9e-06 1.75e-06 2.6e-06 1.65e-06 3.2e-06 2.55e-06 2.15e-06 2.55e-06 1.6e-06 1.95e-06 2.3e-06 2.5e-06 1.7e-06 1.95e-06 1.5e-06 2.45e-06 1.6e-06 2.8e-06 2.1e-06 2.15e-06 1.65e-06 1.75e-06 1.65e-06 2.3e-06 1.9e-06 1.85e-06
27 2.55e-06 1.45e-06 2.15e-06 1.65e-06 1.9e-06 2.25e-06 2.35e-06 1.5e-06 2.1e-06 2.6e-06 1.45e-06 1.7e-06 2.6e-06 1.75e-06 2.65e-06 1.8e-06 1.7e-06 2.4e-06 1.7e-06 2.85e-06 2.55e-06 2.1e-06 2.55e-06 1.7e-06 1.95e-06 2.45e-06 1.7e-06 2.4e-06 1.8e-06 1.55e-06 2.4e-06 1.6e-06 2.65e-06 2e-06 2.15e-06 1.6e-06 1.55e-06 1.7e-06 2.3e-06 1.8e-06 1.9e-06
28 1.4e-06 1.4e-06 1.8e-06 1.35e-06 1.85e-06 1.6e-06 2e-06 1.75e-06 1.45e-06 2.05e-06 1.4e-06 1.4e-06 2e-06 1.2e-06 2.1e-06 1.25e-06 2.1e-06 2.5e-06 1.3e-06 2.4e-06 2.15e-06 2.45e-06 1.55e-06 1.55e-06 1.6e-06 2.3e-06 1.95e-06 1.8e-06 1.5e-06 1.5e-06 1.85e-06 1.45e-06 1.95e-06 1.55e-06 1.65e-06 1.35e-06 1.8e-06 1.55e-06 1.4e-06 8e-07 1.35e-06
29 2.6e-06 4e-07 1.4e-06 1.15e-06 1.6e-06 1.35e-06 2.4e-06 1.5e-06 2.1e-06 2.3e-06 9e-07 1.15e-06 2.1e-06 1.65e-06 2.7e-06 1.35e-06 1.9e-06 3.25e-06 1.15e-06 3.15e-06 2.5e-06 2.65e-06 1.75e-06 4.5e-07 1.45e-06 2.95e-06 1.5e-06 1.55e-06 1.5e-06 5e-07 2.05e-06 6e-07 2.15e-06 1.7e-06 1.05e-06 8e-07 1.6e-06 5e-07 2.05e-06 1.45e-06 9.5e-07
30 1.65e-06 1.9e-06 2.2e-06 1.95e-06 2.3e-06 2e-06 2.5e-06 2.2e-06 1.85e-06 1.9e-06 2.2e-06 2e-06 2.45e-06 2.2e-06 2.1e-06 2.2e-06 2.45e-06 2.4e-06 1.8e-06 2.2e-06 2.6e-06 2.7e-06 2.1e-06 1.9e-06 2.1e-06 2.3e-06 2.45e-06 2.4e-06 1.85e-06 2.05e-06 3.2e-06 1.85e-06 2.2e-06 2.4e-06 2.2e-06 1.9e-06 2.3e-06 2e-06 1.9e-06 1.8e-06 1.9e-06
31 2.4e-06 5e-07 1.05e-06 1.2e-06 1.45e-06 1e-06 1.95e-06 1.45e-06 2e-06 1.9e-06 9.5e-07 1.25e-06 1.85e-06 1.65e-06 2.45e-06 1.35e-06 1.9e-06 3.2e-06 9.5e-07 2.9e-06 2.2e-06 2.5e-06 1.6e-06 6e-07 1.25e-06 2.9e-06 1.6e-06 1.6e-06 1.45e-06 6e-07 1.85e-06 7e-07 1.95e-06 1.6e-06 1.2e-06 7e-07 1.35e-06 7e-07 1.75e-06 1.4e-06 9.5e-07
32 2e-06 2.05e-06 1.95e-06 2.25e-06 2.55e-06 2.1e-06 2.85e-06 2.6e-06 2.1e-06 2.35e-06 2.2e-06 2.3e-06 2.6e-06 2.4e-06 2.6e-06 1.95e-06 2.75e-06 3.1e-06 2.1e-06 2.3e-06 2.75e-06 3.2e-06 2.1e-06 2.1e-06 2.25e-06 2.95e-06 2.8e-06 2.65e-06 1.95e-06 2.15e-06 2.2e-06 1.95e-06 3.4e-06 2.65e-06 2.2e-06 2e-06 2.6e-06 2.05e-06 2.15e-06 1.9e-06 2e-06
33 2.35e-06 1.6e-06 2e-06 1.6e-06 1.85e-06 2.15e-06 2.2e-06 2e-06 2.1e-06 2.5e-06 1.85e-06 1.65e-06 2e-06 1.6e-06 2e-06 1.65e-06 2.3e-06 2.95e-06 1.45e-06 3.35e-06 2.65e-06 2.3e-06 2.55e-06 1.8e-06 1.65e-06 2.75e-06 2.1e-06 2e-06 1.55e-06 1.7e-06 2.4e-06 1.6e-06 2.65e-06 2.5e-06 2.25e-06 1.75e-06 1.95e-06 1.8e-06 1.75e-06 1.6e-06 1.95e-06
34 2.4e-06 1.15e-06 1.9e-06 1.75e-06 2.1e-06 1.25e-06 2.65e-06 2.05e-06 2.1e-06 2.4e-06 1.3e-06 1.8e-06 2e-06 2e-06 2.9e-06 1.85e-06 2.45e-06 3.4e-06 1.65e-06 2.85e-06 2.2e-06 3.15e-06 1e-06 1.1e-06 1.8e-06 3.1e-06 2.15e-06 2.15e-06 1.65e-06 1.05e-06 2.2e-06 1.2e-06 2.2e-06 2.25e-06 2e-06 1.2e-06 2.1e-06 1.15e-06 2.2e-06 1.6e-06 1e-06
35 2.4e-06 6.5e-07 1.4e-06 1.3e-06 1.7e-06 1.2e-06 2.2e-06 1.45e-06 1.85e-06 2.15e-06 8.5e-07 1.35e-06 2e-06 1.5e-06 2.7e-06 1.35e-06 1.95e-06 3.15e-06 1.15e-06 2.9e-06 2.25e-06 2.7e-06 1.45e-06 7.5e-07 1.4e-06 2.9e-06 1.65e-06 1.6e-06 1.35e-06 8e-07 1.9e-06 7e-07 2e-06 1.75e-06 1.2e-06 1.1e-06 1.55e-06 9e-07 2e-06 1.3e-06 1e-06
36 2.5e-06 1.5e-06 1.8e-06 1.7e-06 1.75e-06 1.9e-06 1.9e-06 1.45e-06 2.2e-06 2.35e-06 1.5e-06 1.75e-06 2.4e-06 1.85e-06 2.55e-06 1.8e-06 1.9e-06 2.7e-06 1.5e-06 2.9e-06 2.3e-06 2.2e-06 2.4e-06 1.6e-06 1.8e-06 2.5e-06 1.75e-06 1.55e-06 1.8e-06 1.6e-06 2.3e-06 1.35e-06 2.6e-06 1.95e-06 2.1e-06 1.55e-06 2.7e-06 1.65e-06 2.05e-06 1.8e-06 1.85e-06
37 2.5e-06 6e-07 1.3e-06 1.3e-06 1.65e-06 1.35e-06 2.35e-06 1.55e-06 2.15e-06 2.25e-06 1.1e-06 1.35e-06 2.1e-06 1.8e-06 2.65e-06 1.35e-06 1.85e-06 3.25e-06 1.2e-06 3.1e-06 2.45e-06 2.65e-06 1.75e-06 5.5e-07 1.5e-06 2.95e-06 1.65e-06 1.7e-06 1.55e-06 5e-07 2e-06 7e-07 2.05e-06 1.8e-06 1.15e-06 9e-07 1.65e-06 9e-07 1.95e-06 1.5e-06 1.05e-06
38 1.35e-06 1.95e-06 1.85e-06 1.65e-06 1.65e-06 1.9e-06 1.85e-06 2.15e-06 1.8e-06 1.95e-06 2.2e-06 1.7e-06 1.9e-06 1.8e-06 1.6e-06 1.85e-06 2.3e-06 2.45e-06 1.4e-06 2.45e-06 2.1e-06 1.95e-06 2.1e-06 2e-06 1.45e-06 2.25e-06 2.3e-06 2.3e-06 1.4e-06 2.05e-06 1.9e-06 1.75e-06 2.15e-06 1.75e-06 2.2e-06 2e-06 2.05e-06 1.95e-06 1.8e-06 1.35e-06 1.9e-06
39 1.35e-06 1.35e-06 1.75e-06 1.3e-06 1.8e-06 1.55e-06 1.95e-06 1.75e-06 1.4e-06 2e-06 1.35e-06 1.35e-06 1.95e-06 1.25e-06 2.05e-06 1.3e-06 2.05e-06 2.45e-06 1.25e-06 2.35e-06 2.1e-06 2.4e-06 1.5e-06 1.5e-06 1.55e-06 2.25e-06 1.9e-06 1.8e-06 8e-07 1.45e-06 1.8e-06 1.4e-06 1.9e-06 1.6e-06 1.6e-06 1.3e-06 1.8e-06 1.5e-06 1.35e-06 1.4e-06 1.3e-06
40 2.1e-06 8.5e-07 1.65e-06 1.45e-06 1.8e-06 1e-06 2.35e-06 1.75e-06 1.9e-06 2.15e-06 1.1e-06 1.5e-06 1.8e-06 1.8e-06 2.6e-06 1.55e-06 2.15e-06 3.1e-06 1.35e-06 2.65e-06 2e-06 2.85e-06 8e-07 1e-06 1.6e-06 2.8e-06 1.85e-06 1.9e-06 1.35e-06 9.5e-07 1.9e-06 9.5e-07 2e-06 1.95e-06 1e-06 1e-06 1.85e-06 1.05e-06 1.9e-06 1.3e-06 1.4e-06
