 slim_762470837 slim_762470822 slim_762470828 slim_762470840 slim_762470850 slim_762470831 slim_762470826 slim_762470855 slim_762470833 slim_762470863 slim_762470864 slim_762470825 slim_762470859 slim_762470829 slim_762470830 slim_762470824 slim_762470853 slim_762470861 slim_762470823 slim_762470867 slim_762470835 slim_762470834 slim_762470846 slim_762470847 slim_762470821 slim_762470857 slim_762470852 slim_762470851 slim_762470838 slim_762470856 slim_762470849 slim_762470860 slim_762470848 slim_762470843 slim_762470862 slim_762470841 slim_762470842 slim_762470865 slim_762470845 slim_762470827 slim_762470839 slim_762470866 slim_762470844 slim_762470854 slim_762470858 slim_762470836 slim_762470832
15 2.75e-06 2.45e-06 1.8e-06 1.9e-06 1.7e-06 1.75e-06 1.85e-06 1.2e-06 2.65e-06 1.6e-06 1.85e-06 2.4e-06 1.85e-06 1.15e-06 1.8e-06 1.9e-06 1.35e-06 1.3e-06 1.6e-06 1.65e-06 1.6e-06 2e-06 1.85e-06 1.85e-06 1.7e-06 1.9e-06 2e-06 1.4e-06 1.85e-06 2.95e-06 1.7e-06 1.1e-06 2.5e-06 1.9e-06 1.75e-06 1.4e-06 1.3e-06 1.55e-06 2.7e-06 1.25e-06 2.7e-06 1.55e-06 1.9e-06 1.8e-06 2e-06 2.6e-06 1.45e-06
16 2.55e-06 2.25e-06 1.5e-06 2.25e-06 2.05e-06 1.85e-06 2.15e-06 1.6e-06 2.3e-06 1.95e-06 1.95e-06 2.5e-06 1.8e-06 1.5e-06 1.8e-06 1.35e-06 1.6e-06 1.65e-06 1.9e-06 2.05e-06 1.6e-06 1.95e-06 1.85e-06 1.9e-06 2.1e-06 1.85e-06 2.3e-06 1.7e-06 2.25e-06 2.8e-06 2e-06 1.45e-06 2.45e-06 1.5e-06 1.6e-06 1.8e-06 1.7e-06 1.95e-06 2.4e-06 1.3e-06 2.5e-06 2e-06 1.8e-06 2.05e-06 2.1e-06 2.55e-06 1.4e-06
17 2.65e-06 2.35e-06 1.7e-06 1.95e-06 1.6e-06 1.65e-06 1.6e-06 1.05e-06 2.4e-06 1.5e-06 1.75e-06 2.15e-06 1.5e-06 1.15e-06 1.45e-06 1.3e-06 1.65e-06 2e-06 1.5e-06 1.6e-06 1.1e-06 1.65e-06 1.8e-06 1.85e-06 1.65e-06 1.55e-06 2.05e-06 1.2e-06 1.95e-06 2.7e-06 1.6e-06 1.4e-06 2.25e-06 1.8e-06 1.45e-06 1.15e-06 1.05e-06 1.45e-06 2.45e-06 1.35e-06 2.75e-06 1.5e-06 1.55e-06 1.9e-06 1.75e-06 2.5e-06 1.6e-06
18 2.45e-06 2.5e-06 1.95e-06 1.9e-06 1.9e-06 1.95e-06 1.9e-06 1.5e-06 2.5e-06 1.8e-06 2.1e-06 2.4e-06 1.9e-06 1.45e-06 1.85e-06 1.6e-06 1.9e-06 1.5e-06 2.5e-06 1.9e-06 1.65e-06 2.05e-06 2.1e-06 2.05e-06 1.95e-06 1.95e-06 1.95e-06 1.6e-06 1.9e-06 2.95e-06 1.85e-06 1.7e-06 2.35e-06 2.05e-06 1.8e-06 1.65e-06 1.5e-06 1.75e-06 2.6e-06 1.65e-06 2.55e-06 1.8e-06 1.9e-06 2.1e-06 1.95e-06 2.4e-06 1.9e-06
19 2.5e-06 2.4e-06 1.75e-06 2.2e-06 1.3e-06 1.5e-06 1.5e-06 1.55e-06 1.95e-06 1.2e-06 1.75e-06 2.05e-06 1.6e-06 1.5e-06 1.6e-06 1.65e-06 2.05e-06 1.6e-06 1.9e-06 2.4e-06 1.95e-06 1.7e-06 1.6e-06 1.85e-06 1.25e-06 1.65e-06 2.3e-06 1.75e-06 2.15e-06 2.15e-06 1.3e-06 1.7e-06 1.45e-06 1.95e-06 2.1e-06 1.7e-06 1.55e-06 1.25e-06 1.75e-06 1.55e-06 2.95e-06 1.25e-06 1.85e-06 2e-06 1.55e-06 2.25e-06 1.75e-06
20 2.65e-06 2.35e-06 1.5e-06 2.4e-06 1.95e-06 1.65e-06 1.75e-06 1.1e-06 2.25e-06 1.85e-06 1.85e-06 2.15e-06 1.15e-06 1.45e-06 1e-06 1.6e-06 1.6e-06 1.1e-06 1.65e-06 1.95e-06 5e-07 1.2e-06 2.1e-06 2.05e-06 2e-06 1.2e-06 2.35e-06 1e-06 2.4e-06 2.6e-06 1.9e-06 1.7e-06 2.2e-06 1.7e-06 1.1e-06 1.25e-06 1e-06 1.7e-06 2.35e-06 1.75e-06 2.9e-06 1.75e-06 1.15e-06 2.35e-06 1.9e-06 2.55e-06 2e-06
21 2.5e-06 2.35e-06 1.65e-06 2.75e-06 1.6e-06 1.6e-06 1.75e-06 1.65e-06 1.75e-06 1.6e-06 1.85e-06 2.15e-06 1.2e-06 1.8e-06 1.2e-06 2e-06 1.95e-06 1.65e-06 2.05e-06 1.7e-06 1.2e-06 2.3e-06 2e-06 1.95e-06 1.75e-06 1.25e-06 2.75e-06 1.65e-06 2.75e-06 1.95e-06 1.6e-06 2.1e-06 1.3e-06 1.8e-06 1.65e-06 1.8e-06 1.65e-06 1.65e-06 1.6e-06 2e-06 3.15e-06 1.7e-06 1.35e-06 2.55e-06 1.65e-06 2.25e-06 2.25e-06
22 2.55e-06 2.45e-06 1.6e-06 2.3e-06 1.65e-06 1.7e-06 1.7e-06 1.75e-06 2e-06 1.55e-06 2e-06 2.15e-06 1.9e-06 1.7e-06 1.8e-06 1.85e-06 1.85e-06 1.8e-06 2.1e-06 1.6e-06 2.1e-06 2e-06 2.9e-06 2.15e-06 1.65e-06 1.95e-06 2.4e-06 1.95e-06 2.25e-06 2.35e-06 1.65e-06 1.95e-06 1.9e-06 1.75e-06 2.25e-06 1.9e-06 1.75e-06 1.5e-06 1.95e-06 1.55e-06 2.9e-06 1.5e-06 2e-06 2.1e-06 1.75e-06 2.45e-06 1.6e-06
23 2.65e-06 2.5e-06 2e-06 2.35e-06 1.75e-06 1.7e-06 2.15e-06 1.85e-06 2.4e-06 1.75e-06 1.8e-06 2.6e-06 1.95e-06 1.65e-06 2e-06 1.85e-06 1.9e-06 1.85e-06 2.05e-06 1.85e-06 2.05e-06 1.95e-06 2.15e-06 2.3e-06 1.9e-06 2e-06 2.4e-06 1.95e-06 2.35e-06 2.65e-06 1.75e-06 1.95e-06 1.95e-06 2.15e-06 2.05e-06 2e-06 1.85e-06 1.85e-06 2.3e-06 1.7e-06 2.8e-06 1.9e-06 2.05e-06 2.2e-06 2.05e-06 2.4e-06 1.95e-06
24 2.55e-06 2.45e-06 1.8e-06 2.25e-06 1.35e-06 1.55e-06 1.55e-06 1.6e-06 2e-06 1.25e-06 1.8e-06 2.1e-06 1.65e-06 1.55e-06 1.65e-06 1.7e-06 2.1e-06 1.65e-06 1.95e-06 1.25e-06 2e-06 1.75e-06 1.65e-06 1.9e-06 2.5e-06 1.7e-06 2.35e-06 1.8e-06 2.2e-06 2.2e-06 1.35e-06 1.75e-06 1.5e-06 2e-06 2.15e-06 1.75e-06 1.6e-06 1.3e-06 1.8e-06 1.6e-06 3e-06 1.3e-06 1.9e-06 2.05e-06 1.6e-06 2.3e-06 1.8e-06
25 2.45e-06 2.25e-06 1.6e-06 2.65e-06 1.65e-06 1.6e-06 1.65e-06 1.55e-06 1.65e-06 1.55e-06 1.75e-06 2.1e-06 1.1e-06 1.7e-06 1.2e-06 1.9e-06 1.85e-06 1.55e-06 1.95e-06 1.65e-06 1.2e-06 1.25e-06 1.95e-06 2e-06 1.7e-06 2.1e-06 2.7e-06 1.65e-06 2.65e-06 2e-06 1.6e-06 2e-06 1.4e-06 1.7e-06 1.55e-06 1.7e-06 1.6e-06 1.65e-06 1.6e-06 1.9e-06 3.05e-06 1.7e-06 1.25e-06 2.45e-06 1.6e-06 2.3e-06 2.15e-06
26 2.2e-06 2.65e-06 2.25e-06 1.4e-06 2.3e-06 2.3e-06 2.55e-06 1.9e-06 3.25e-06 2.2e-06 2.55e-06 3.05e-06 2.65e-06 1.9e-06 2.5e-06 2e-06 2.3e-06 2.05e-06 1.95e-06 2.3e-06 2.35e-06 2.75e-06 2.4e-06 2.4e-06 2.35e-06 2.7e-06 2.6e-06 1.8e-06 1.4e-06 3.7e-06 2.25e-06 2.1e-06 3.1e-06 2.55e-06 2.55e-06 2.2e-06 1.9e-06 2.05e-06 3.25e-06 1.7e-06 1.75e-06 2.1e-06 2.75e-06 1.85e-06 2.6e-06 2.25e-06 1.95e-06
27 2.75e-06 2.45e-06 1.7e-06 1.95e-06 1.75e-06 1.7e-06 1.9e-06 1.05e-06 2.65e-06 1.65e-06 1.95e-06 2.3e-06 1.6e-06 1.3e-06 1.45e-06 1.4e-06 1.7e-06 1.2e-06 1.6e-06 1.75e-06 1e-06 1.65e-06 1.95e-06 1.95e-06 1.8e-06 1.65e-06 1.8e-06 1.7e-06 1.95e-06 2.95e-06 1.7e-06 1.5e-06 2.5e-06 1.9e-06 1.6e-06 1.35e-06 1.1e-06 1.5e-06 2.7e-06 1.35e-06 2.7e-06 1.55e-06 1.65e-06 1.9e-06 2.05e-06 2.6e-06 1.6e-06
28 2.15e-06 2.6e-06 2.25e-06 1.3e-06 2.2e-06 2.25e-06 2.45e-06 1.75e-06 3.2e-06 2.1e-06 2.4e-06 3.05e-06 2.6e-06 1.8e-06 2.5e-06 1.85e-06 2.25e-06 1.95e-06 1.9e-06 2.15e-06 2.4e-06 2.75e-06 2.25e-06 2.35e-06 2.2e-06 2.65e-06 1.4e-06 1.95e-06 2.5e-06 3.65e-06 2.2e-06 1.95e-06 3.05e-06 2.5e-06 2.5e-06 2.05e-06 1.85e-06 2e-06 3.2e-06 1.6e-06 1.7e-06 2e-06 2.7e-06 1.7e-06 2.5e-06 2.2e-06 1.8e-06
29 2.95e-06 2.55e-06 2.25e-06 3.65e-06 2.05e-06 2.1e-06 1.9e-06 2.85e-06 1.6e-06 2.05e-06 2.2e-06 1.85e-06 1.95e-06 2.65e-06 2e-06 2.95e-06 2.8e-06 2.7e-06 2.95e-06 2.15e-06 2.6e-06 1.95e-06 2.35e-06 2.65e-06 2.2e-06 2e-06 3.7e-06 2.95e-06 3.65e-06 2.3e-06 2.05e-06 3.05e-06 1.3e-06 2.35e-06 2.6e-06 2.85e-06 2.7e-06 2.15e-06 1.4e-06 2.9e-06 3.85e-06 2.2e-06 2.15e-06 3.25e-06 1.95e-06 2.7e-06 3.05e-06
30 2.4e-06 2.35e-06 1.7e-06 2.2e-06 1.25e-06 1.5e-06 1.5e-06 1.6e-06 1.9e-06 1.2e-06 1.8e-06 2e-06 1.55e-06 1.5e-06 1.55e-06 1.7e-06 2e-06 1.6e-06 1.85e-06 1.3e-06 1.9e-06 1.6e-06 1.65e-06 1.75e-06 1.35e-06 1.6e-06 2.25e-06 1.7e-06 2.2e-06 2.05e-06 2.3e-06 1.8e-06 1.4e-06 1.9e-06 2.05e-06 1.75e-06 1.55e-06 1.25e-06 1.7e-06 1.55e-06 2.9e-06 1.3e-06 1.8e-06 2.05e-06 1.5e-06 2.15e-06 1.8e-06
31 2.85e-06 2.55e-06 1.9e-06 2e-06 1.8e-06 1.85e-06 1.95e-06 1.3e-06 2.75e-06 1.7e-06 1.95e-06 2.5e-06 1.95e-06 1.25e-06 1.9e-06 1.1e-06 1.45e-06 1.4e-06 1.7e-06 1.7e-06 1.7e-06 2.1e-06 1.95e-06 1.95e-06 1.75e-06 2e-06 2.1e-06 1.5e-06 1.95e-06 3.05e-06 1.8e-06 2.1e-06 2.6e-06 2e-06 1.85e-06 1.5e-06 1.4e-06 1.65e-06 2.8e-06 1.35e-06 2.8e-06 1.65e-06 2e-06 1.9e-06 2.1e-06 2.7e-06 1.55e-06
32 2.3e-06 2.45e-06 1.8e-06 3.05e-06 1.35e-06 1.55e-06 1.55e-06 2.4e-06 1.2e-06 1.35e-06 1.9e-06 2e-06 1.35e-06 2.2e-06 1.45e-06 2.5e-06 2.45e-06 2.25e-06 2.35e-06 1.45e-06 2.2e-06 1.3e-06 1.9e-06 1.95e-06 1.5e-06 1.4e-06 3.1e-06 2.5e-06 3.05e-06 1.3e-06 1.4e-06 2.6e-06 3e-07 2e-06 2.3e-06 2.4e-06 2.25e-06 1.55e-06 7.5e-07 2.4e-06 3.4e-06 1.6e-06 1.7e-06 2.9e-06 1.4e-06 1.9e-06 2.65e-06
33 2.45e-06 2.25e-06 1.4e-06 2.5e-06 1.95e-06 1.75e-06 1.95e-06 1.8e-06 1.85e-06 1.85e-06 1.95e-06 2.3e-06 1.65e-06 1.7e-06 1.65e-06 1.9e-06 1.5e-06 1.8e-06 2.05e-06 1.95e-06 1.7e-06 1.8e-06 1.75e-06 2.15e-06 2e-06 1.7e-06 2.55e-06 1.9e-06 2.5e-06 2.35e-06 1.9e-06 2e-06 2e-06 2.5e-06 1.8e-06 1.95e-06 1.85e-06 1.85e-06 1.95e-06 1.7e-06 2.75e-06 1.9e-06 1.65e-06 2.3e-06 1.9e-06 2.45e-06 1.8e-06
34 2.6e-06 2.15e-06 1.85e-06 2.5e-06 2.1e-06 2e-06 2.15e-06 1.5e-06 2.15e-06 2e-06 1.95e-06 2.4e-06 1.5e-06 1.6e-06 1.6e-06 1.75e-06 1.6e-06 1.45e-06 1.8e-06 2.1e-06 1.1e-06 1.65e-06 2.25e-06 2.05e-06 2.15e-06 1.55e-06 2.55e-06 1.6e-06 2.5e-06 2.6e-06 2.05e-06 1.85e-06 2.3e-06 1.8e-06 1.9e-06 1.6e-06 1.55e-06 2.1e-06 2.15e-06 1.9e-06 2.55e-06 2.15e-06 1.6e-06 2.1e-06 2e-06 2.6e-06 2.05e-06
35 2.8e-06 2.5e-06 1.85e-06 2.1e-06 1.75e-06 1.8e-06 1.75e-06 1.15e-06 2.55e-06 1.65e-06 1.9e-06 2.3e-06 1.65e-06 1.3e-06 1.6e-06 1.4e-06 1.8e-06 1.15e-06 1.65e-06 1.7e-06 1.25e-06 1.8e-06 1.9e-06 2e-06 1.75e-06 1.7e-06 2.2e-06 1.35e-06 2.05e-06 2.85e-06 1.75e-06 1.5e-06 2.4e-06 1.95e-06 1.6e-06 2.3e-06 1.2e-06 1.6e-06 2.6e-06 1.5e-06 2.9e-06 1.6e-06 1.7e-06 2e-06 1.9e-06 2.65e-06 1.7e-06
36 2.6e-06 2.4e-06 1.6e-06 1.85e-06 1.55e-06 1.55e-06 1.5e-06 1.05e-06 2.45e-06 1.45e-06 1.75e-06 2.05e-06 1.55e-06 1.15e-06 1.4e-06 1.3e-06 1.7e-06 1.05e-06 1.5e-06 1.55e-06 1e-06 1.65e-06 1.75e-06 1.85e-06 1.6e-06 1.6e-06 1.9e-06 1.1e-06 1.85e-06 2.7e-06 1.55e-06 1.4e-06 2.25e-06 1.85e-06 1.55e-06 1.2e-06 1.8e-06 1.3e-06 2.45e-06 1.3e-06 2.7e-06 1.35e-06 1.65e-06 1.85e-06 1.75e-06 2.45e-06 1.55e-06
37 2.45e-06 2.4e-06 1.55e-06 2e-06 1.25e-06 1.3e-06 1.3e-06 1.45e-06 1.95e-06 1.15e-06 1.75e-06 1.85e-06 1.6e-06 1.35e-06 1.4e-06 1.55e-06 1.95e-06 1.45e-06 1.75e-06 1.25e-06 1.7e-06 1.65e-06 1.5e-06 1.85e-06 1.3e-06 1.65e-06 2.05e-06 1.5e-06 2e-06 2.15e-06 1.25e-06 1.65e-06 1.55e-06 1.85e-06 2.1e-06 1.6e-06 1.3e-06 2e-06 1.85e-06 1.4e-06 2.9e-06 1.05e-06 1.75e-06 2e-06 1.55e-06 2.2e-06 1.65e-06
38 2.2e-06 2.2e-06 1.8e-06 3.2e-06 1.7e-06 1.8e-06 1.75e-06 2.6e-06 9.5e-07 1.65e-06 2.05e-06 2e-06 1.55e-06 2.4e-06 1.7e-06 2.7e-06 2.4e-06 2.45e-06 2.6e-06 1.75e-06 2.35e-06 1.6e-06 1.95e-06 2.3e-06 1.8e-06 1.6e-06 3.25e-06 2.7e-06 3.2e-06 1.4e-06 1.7e-06 2.8e-06 7.5e-07 1.95e-06 2.15e-06 2.6e-06 2.45e-06 1.85e-06 1.2e-06 2.5e-06 3.1e-06 1.9e-06 1.85e-06 2.7e-06 1.4e-06 2.15e-06 2.65e-06
39 2.4e-06 2.3e-06 1.45e-06 1.6e-06 1.55e-06 1.6e-06 1.8e-06 1.2e-06 2.5e-06 1.45e-06 1.75e-06 2.35e-06 1.85e-06 1.2e-06 1.8e-06 1.25e-06 1.3e-06 1.35e-06 1.65e-06 1.55e-06 1.75e-06 2e-06 1.55e-06 1.7e-06 1.6e-06 1.9e-06 1.7e-06 1.35e-06 1.6e-06 2.9e-06 1.55e-06 1.35e-06 2.4e-06 1.7e-06 1.9e-06 1.5e-06 1.3e-06 1.4e-06 2.5e-06 1.5e-06 2.3e-06 1.45e-06 1.95e-06 1.55e-06 1.85e-06 2.35e-06 1.05e-06
