 slim_762032815 slim_762032846 slim_762032845 slim_762032852 slim_762032820 slim_762032814 slim_762032833 slim_762032827 slim_762032835 slim_762032844 slim_762032826 slim_762032829 slim_762032836 slim_762032850 slim_762032832 slim_762032843 slim_762032831 slim_762032822 slim_762032821 slim_762032823 slim_762032830 slim_762032818 slim_762032813 slim_762032839 slim_762032849 slim_762032824 slim_762032841 slim_762032812 slim_762032837 slim_762032842 slim_762032834 slim_762032854 slim_762032851 slim_762032840 slim_762032853 slim_762032828 slim_762032816 slim_762032825 slim_762032847 slim_762032817 slim_762032848 slim_762032838 slim_762032819
10 1.2e-06 1.2e-06 1.05e-06 9e-07 8.5e-07 8.5e-07 1.85e-06 1.15e-06 1.1e-06 1.35e-06 1.5e-06 1.15e-06 1.55e-06 1.45e-06 1.6e-06 1.25e-06 1.25e-06 1e-06 1.2e-06 9e-07 1.1e-06 1.2e-06 9.5e-07 1.8e-06 1.55e-06 1.2e-06 1.35e-06 1e-06 1e-06 1.15e-06 1e-06 8.5e-07 1.75e-06 1e-06 9e-07 1e-06 9e-07 1.25e-06 1.15e-06 1.3e-06 7.5e-07 1.05e-06 1.1e-06
11 1.2e-06 1.1e-06 9e-07 1.2e-06 1.15e-06 1.1e-06 1.4e-06 9.5e-07 1.05e-06 1.4e-06 1.15e-06 1.2e-06 1.5e-06 1.3e-06 1.25e-06 1.4e-06 1.2e-06 1.05e-06 1.35e-06 9e-07 7.5e-07 1.15e-06 1e-06 1.75e-06 1.05e-06 9.5e-07 1.4e-06 1.25e-06 1.35e-06 1.35e-06 1.05e-06 1.4e-06 1.3e-06 1e-06 1.3e-06 9.5e-07 1.15e-06 9.5e-07 1.25e-06 1.05e-06 1.15e-06 1.2e-06 1.1e-06
12 1.6e-06 1.8e-06 1.45e-06 1.5e-06 1.25e-06 1.35e-06 1.95e-06 1.4e-06 1.35e-06 1.75e-06 1.55e-06 1.5e-06 2.2e-06 1.7e-06 1.45e-06 1.65e-06 1.6e-06 1.45e-06 1.55e-06 1.4e-06 1.5e-06 1.55e-06 1.5e-06 1.85e-06 1.85e-06 1.5e-06 1.7e-06 1.35e-06 1.45e-06 1.5e-06 1.5e-06 1.5e-06 1.95e-06 1.3e-06 1.4e-06 1.65e-06 1.4e-06 1.55e-06 1.65e-06 1.7e-06 1.4e-06 1.3e-06 1.4e-06
13 1.2e-06 1.3e-06 1.25e-06 1.45e-06 1.3e-06 1.3e-06 1.95e-06 1.3e-06 1.25e-06 1.3e-06 1.45e-06 1.3e-06 1.7e-06 2.1e-06 1.6e-06 1.25e-06 1.55e-06 1.2e-06 1.55e-06 1.3e-06 1.25e-06 1.5e-06 1.3e-06 1.9e-06 1.25e-06 1.45e-06 1.25e-06 1.25e-06 1.35e-06 1.4e-06 1.55e-06 1.55e-06 1.15e-06 1.25e-06 1.3e-06 1.4e-06 1.35e-06 1.5e-06 1.55e-06 1.45e-06 1.4e-06 1.15e-06 1.25e-06
14 1.5e-06 1.45e-06 1.3e-06 1.5e-06 1.75e-06 1.55e-06 1.6e-06 1.65e-06 1.55e-06 1.6e-06 1.6e-06 1.25e-06 1.45e-06 1.6e-06 1.8e-06 1.55e-06 1.7e-06 1.45e-06 1.8e-06 1.35e-06 1.25e-06 1.65e-06 1.4e-06 1.95e-06 1.3e-06 1.45e-06 1.6e-06 1.65e-06 1.75e-06 1.75e-06 1.75e-06 1.8e-06 1.5e-06 1.6e-06 1.7e-06 1.3e-06 1.55e-06 1.4e-06 1.5e-06 1.35e-06 1.45e-06 1.7e-06 1.65e-06
15 1.1e-06 1.35e-06 1.2e-06 1.05e-06 1.1e-06 1.05e-06 2e-06 1.35e-06 1.2e-06 1.05e-06 1.25e-06 1.4e-06 1.65e-06 1.25e-06 1.55e-06 1.7e-06 1.4e-06 1.1e-06 1.35e-06 1.1e-06 1.3e-06 1.35e-06 1.2e-06 1.85e-06 1.4e-06 1.4e-06 1.05e-06 1e-06 1.1e-06 1.15e-06 1.4e-06 1.15e-06 1.35e-06 1.2e-06 1.1e-06 1.25e-06 1.15e-06 1.4e-06 1.2e-06 1.35e-06 1e-06 1.1e-06 1.2e-06
16 1.35e-06 1.65e-06 1.15e-06 1.15e-06 1e-06 9.5e-07 1.85e-06 1.15e-06 1.05e-06 1.5e-06 1.25e-06 1.2e-06 1.6e-06 1.55e-06 1.7e-06 1.4e-06 1.6e-06 1.2e-06 9e-07 1e-06 1.1e-06 8.5e-07 1.15e-06 1.75e-06 1.7e-06 1.05e-06 1.5e-06 1e-06 1.15e-06 1.2e-06 1.15e-06 1.1e-06 1.9e-06 9.5e-07 1.1e-06 1.35e-06 1.05e-06 1.1e-06 9.5e-07 1.1e-06 1.05e-06 1.1e-06 1.05e-06
17 1.25e-06 1.25e-06 9.5e-07 1.05e-06 7.5e-07 9.5e-07 1.75e-06 9e-07 9e-07 1.15e-06 1e-06 1.05e-06 1.45e-06 1.2e-06 1.45e-06 1.1e-06 1.2e-06 1.3e-06 1.15e-06 9e-07 1e-06 1.15e-06 1e-06 1.5e-06 1.45e-06 1.15e-06 1.1e-06 7.5e-07 9e-07 9.5e-07 1.15e-06 1.15e-06 1.65e-06 9e-07 9e-07 9.5e-07 1.1e-06 1.25e-06 1.2e-06 1.25e-06 1e-06 7e-07 8e-07
18 1.4e-06 1.7e-06 1.2e-06 1.1e-06 8e-07 9.5e-07 1.95e-06 1.15e-06 1.1e-06 1.5e-06 1.2e-06 1.35e-06 1.55e-06 1.55e-06 1.8e-06 1.35e-06 9e-07 1.15e-06 1.5e-06 1.1e-06 1.3e-06 9.5e-07 1.2e-06 1.7e-06 1.85e-06 1.25e-06 1.5e-06 9.5e-07 1.05e-06 1.1e-06 1.2e-06 1.05e-06 2.05e-06 1e-06 1e-06 1.4e-06 1.05e-06 1.3e-06 9e-07 1.15e-06 1e-06 9.5e-07 1.1e-06
19 1.05e-06 1.15e-06 8.5e-07 8e-07 8e-07 8e-07 1.6e-06 1e-06 9e-07 1.2e-06 9e-07 9e-07 1.4e-06 1.3e-06 1.35e-06 1.1e-06 1e-06 9e-07 1.1e-06 1.2e-06 8e-07 9.5e-07 8.5e-07 1.65e-06 1.3e-06 9e-07 1.2e-06 8.5e-07 1e-06 1.05e-06 9.5e-07 9e-07 1.5e-06 8e-07 9.5e-07 8.5e-07 9e-07 9.5e-07 1e-06 1.1e-06 7.5e-07 1e-06 9e-07
20 1.1e-06 1.15e-06 8e-07 1.1e-06 1.05e-06 9e-07 1.45e-06 1.05e-06 9e-07 1.3e-06 1.1e-06 7.5e-07 1.5e-06 1.25e-06 1.25e-06 1.3e-06 1.1e-06 1e-06 1.3e-06 8e-07 1.2e-06 1.05e-06 9e-07 1.7e-06 1.05e-06 9e-07 1.3e-06 1.05e-06 1.2e-06 1.2e-06 1.1e-06 1.2e-06 1.3e-06 8.5e-07 1.15e-06 9.5e-07 1e-06 9e-07 1.25e-06 1.05e-06 1.05e-06 1.1e-06 9.5e-07
21 1.3e-06 1.6e-06 1.1e-06 1.1e-06 9.5e-07 9e-07 1.8e-06 1.1e-06 1e-06 1.45e-06 1.2e-06 1.15e-06 1.55e-06 1.5e-06 1.65e-06 1.35e-06 8.5e-07 1.15e-06 9.5e-07 9.5e-07 1.05e-06 1.5e-06 1.1e-06 1.7e-06 1.65e-06 1e-06 1.45e-06 9.5e-07 1.1e-06 1.15e-06 1.1e-06 1.05e-06 1.85e-06 9e-07 1.05e-06 1.3e-06 1e-06 1.05e-06 1e-06 1e-06 1e-06 1.05e-06 1e-06
22 1.05e-06 1.25e-06 9e-07 9e-07 9.5e-07 8e-07 1.6e-06 1.15e-06 1.05e-06 1.3e-06 9.5e-07 1e-06 1.5e-06 1.3e-06 1.4e-06 1.2e-06 1.15e-06 1e-06 1.2e-06 8.5e-07 9e-07 1.1e-06 1.5e-06 1.7e-06 1.25e-06 1.1e-06 1.3e-06 9.5e-07 1e-06 1.15e-06 1.05e-06 9e-07 1.45e-06 9.5e-07 9.5e-07 1e-06 8e-07 1.15e-06 1.1e-06 1.1e-06 8e-07 1.05e-06 1.05e-06
23 1.95e-06 2.15e-06 1.65e-06 1.8e-06 1.35e-06 1.6e-06 1.6e-06 1.5e-06 1.5e-06 1.95e-06 1.8e-06 1.75e-06 1.85e-06 1.9e-06 1.95e-06 1.85e-06 1.75e-06 1.5e-06 1.7e-06 1.65e-06 1.7e-06 1.7e-06 1.7e-06 2.5e-06 2.25e-06 1.8e-06 1.9e-06 1.35e-06 1.5e-06 1.55e-06 1.75e-06 1.75e-06 2.45e-06 1.5e-06 1.5e-06 1.95e-06 1.6e-06 1.9e-06 1.9e-06 1.9e-06 1.7e-06 1.3e-06 1.4e-06
24 1.1e-06 9.5e-07 1.15e-06 1.5e-06 1.85e-06 1.55e-06 1.6e-06 1.75e-06 1.65e-06 1.4e-06 1.55e-06 1.05e-06 1.85e-06 1.25e-06 1.3e-06 1.4e-06 1.7e-06 1.45e-06 1.85e-06 1.3e-06 1.05e-06 1.65e-06 1.25e-06 2.25e-06 1e-06 1.45e-06 1.4e-06 1.8e-06 1.9e-06 1.9e-06 1.8e-06 1.9e-06 5e-07 1.6e-06 1.85e-06 1.1e-06 1.55e-06 1.4e-06 1.45e-06 1.15e-06 1.5e-06 1.8e-06 1.75e-06
25 1.25e-06 1.35e-06 1.05e-06 1.2e-06 1.05e-06 1e-06 1.75e-06 1.05e-06 1e-06 1.4e-06 1.2e-06 9.5e-07 1.5e-06 1.45e-06 1.45e-06 1.4e-06 1.05e-06 1.15e-06 1.25e-06 9e-07 9e-07 1e-06 1.1e-06 1.8e-06 1.45e-06 1.2e-06 1.35e-06 1.1e-06 1.25e-06 1.3e-06 1.05e-06 1.2e-06 1.6e-06 9e-07 1.2e-06 1.15e-06 1.1e-06 6.5e-07 1.3e-06 1.25e-06 1.1e-06 1.2e-06 1e-06
26 1.2e-06 1.3e-06 1.25e-06 1.3e-06 1.2e-06 1.2e-06 2.05e-06 1.35e-06 1.25e-06 1.1e-06 1.35e-06 1.4e-06 1.7e-06 1.25e-06 1.6e-06 1.05e-06 1.5e-06 1.1e-06 1.5e-06 1.2e-06 1.3e-06 1.45e-06 1.3e-06 1.9e-06 1.4e-06 1.35e-06 1.8e-06 1.1e-06 1.25e-06 1.3e-06 1.5e-06 1.4e-06 1.3e-06 1.25e-06 1.25e-06 1.2e-06 1.35e-06 1.4e-06 1.45e-06 1.5e-06 1.25e-06 1.15e-06 1.2e-06
27 1.2e-06 1.65e-06 9.5e-07 9e-07 4.5e-07 6e-07 1.9e-06 8e-07 6.5e-07 1.15e-06 1e-06 1.25e-06 1.35e-06 1.25e-06 1.65e-06 1e-06 1e-06 7.5e-07 9.5e-07 8.5e-07 1.05e-06 9.5e-07 9.5e-07 1.35e-06 1.8e-06 1.1e-06 1.1e-06 6e-07 5.5e-07 6e-07 9.5e-07 7e-07 2e-06 6.5e-07 5.5e-07 1.3e-06 7.5e-07 1.2e-06 1.2e-06 1.35e-06 8e-07 4.5e-07 5.5e-07
28 1.25e-06 1.75e-06 1.1e-06 9.5e-07 5.5e-07 6e-07 2.05e-06 9e-07 7.5e-07 1.25e-06 1e-06 1.35e-06 1.45e-06 1.35e-06 1.75e-06 1.1e-06 1.15e-06 9e-07 1.05e-06 1e-06 1.2e-06 1.1e-06 1e-06 1.5e-06 1.9e-06 1.25e-06 1.25e-06 5.5e-07 1e-06 7e-07 9.5e-07 6.5e-07 2.1e-06 7.5e-07 5.5e-07 1.45e-06 7e-07 1.3e-06 1.3e-06 1.45e-06 8e-07 5.5e-07 7e-07
29 1.35e-06 1.8e-06 1.1e-06 1.05e-06 6e-07 7e-07 2.05e-06 9.5e-07 7.5e-07 1.3e-06 1.15e-06 1.35e-06 1.5e-06 1.4e-06 1.75e-06 1.15e-06 1.2e-06 9.5e-07 1.1e-06 1.05e-06 1.2e-06 1.15e-06 1.15e-06 1.55e-06 1.9e-06 1.3e-06 1.3e-06 6e-07 7e-07 1.1e-06 1.1e-06 8.5e-07 2.15e-06 8e-07 7e-07 1.5e-06 9e-07 1.3e-06 1.35e-06 1.45e-06 9.5e-07 6e-07 7.5e-07
30 1.3e-06 1.6e-06 1.15e-06 1.05e-06 8e-07 8e-07 1.9e-06 9e-07 9.5e-07 1.5e-06 1e-06 1.05e-06 1.5e-06 1.55e-06 1.75e-06 1.4e-06 1.15e-06 1.15e-06 1.2e-06 9.5e-07 1.1e-06 1.1e-06 1.05e-06 1.75e-06 1.8e-06 1.05e-06 1.5e-06 9.5e-07 9.5e-07 1.1e-06 1.4e-06 8e-07 2e-06 8.5e-07 8.5e-07 1.35e-06 8e-07 1.1e-06 1.35e-06 1.45e-06 8.5e-07 1e-06 9.5e-07
31 1.1e-06 1.75e-06 1.1e-06 6.5e-07 6.5e-07 4.5e-07 2.05e-06 1.15e-06 9e-07 1.35e-06 8.5e-07 1.4e-06 1.5e-06 1.55e-06 1.8e-06 1.15e-06 1.1e-06 1.15e-06 1.05e-06 9e-07 1.2e-06 1.05e-06 9e-07 1.75e-06 1.9e-06 1.2e-06 1.4e-06 7e-07 6.5e-07 8.5e-07 8e-07 4e-07 2.1e-06 8e-07 5.5e-07 1.4e-06 4.5e-07 1.2e-06 1.15e-06 1.4e-06 5e-07 9e-07 9.5e-07
32 1e-06 8.5e-07 1.4e-06 1.7e-06 2.05e-06 1.8e-06 1.85e-06 1.95e-06 1.9e-06 1.35e-06 1.75e-06 1.3e-06 1.95e-06 1.15e-06 1.5e-06 1.35e-06 1.9e-06 1.65e-06 2.05e-06 1.5e-06 1.3e-06 1.85e-06 1.45e-06 2.45e-06 5e-07 1.6e-06 1.3e-06 2e-06 2.1e-06 2.15e-06 2e-06 2.1e-06 2e-07 1.8e-06 2.05e-06 1.3e-06 1.75e-06 1.6e-06 1.65e-06 1.4e-06 1.7e-06 2e-06 1.95e-06
33 1.15e-06 1.5e-06 9e-07 1e-06 5.5e-07 6e-07 1.8e-06 7.5e-07 6e-07 1.25e-06 1e-06 1e-06 1.3e-06 1.25e-06 1.6e-06 1.2e-06 9.5e-07 9e-07 1e-06 8e-07 8.5e-07 9e-07 9.5e-07 1.5e-06 1.6e-06 9e-07 1.25e-06 6.5e-07 7.5e-07 8e-07 8.5e-07 8e-07 1.8e-06 8e-07 7e-07 1.25e-06 7.5e-07 9.5e-07 1.3e-06 1.3e-06 9e-07 5.5e-07 6e-07
34 1.2e-06 1.7e-06 1.05e-06 9e-07 5.5e-07 5.5e-07 2e-06 8.5e-07 7e-07 1.25e-06 9e-07 1.3e-06 1.4e-06 1.3e-06 1.7e-06 1.1e-06 1.1e-06 9e-07 1e-06 9.5e-07 1.15e-06 1.05e-06 9.5e-07 1.5e-06 1.85e-06 1.2e-06 1.25e-06 5.5e-07 5.5e-07 7e-07 8.5e-07 5.5e-07 2.05e-06 7e-07 9e-07 1.4e-06 6e-07 1.25e-06 1.25e-06 1.4e-06 7e-07 5.5e-07 7e-07
35 1.2e-06 9e-07 9.5e-07 1e-06 1.25e-06 1.2e-06 1.6e-06 1.35e-06 1.35e-06 1.1e-06 1e-06 9.5e-07 1.65e-06 1.4e-06 1.3e-06 1.25e-06 1.35e-06 9.5e-07 1.4e-06 8.5e-07 9.5e-07 1.3e-06 1e-06 1.95e-06 1.1e-06 1.15e-06 1.2e-06 1.3e-06 1.45e-06 1.5e-06 1.35e-06 1.4e-06 1.3e-06 1.25e-06 1.4e-06 6e-07 1.35e-06 1.2e-06 1.05e-06 1.1e-06 1e-06 1.4e-06 1.35e-06
36 1e-06 1.6e-06 9.5e-07 8e-07 7.5e-07 5e-07 1.75e-06 1.05e-06 8.5e-07 1.3e-06 9e-07 1.15e-06 1.4e-06 1.35e-06 1.55e-06 1.15e-06 1.05e-06 1.1e-06 1.05e-06 9e-07 1e-06 1e-06 8e-07 1.6e-06 1.55e-06 1.1e-06 1.35e-06 7.5e-07 7e-07 9e-07 8e-07 4.5e-07 1.75e-06 7.5e-07 6e-07 1.35e-06 7e-07 1.1e-06 1.15e-06 1.2e-06 6e-07 8.5e-07 9e-07
37 1.25e-06 1.4e-06 1.05e-06 1.2e-06 1.15e-06 9.5e-07 1.75e-06 1.15e-06 1e-06 1.4e-06 1.25e-06 9.5e-07 1.55e-06 1.5e-06 1.4e-06 1.4e-06 1.1e-06 1.25e-06 1.3e-06 9.5e-07 9e-07 1.05e-06 1.15e-06 1.9e-06 1.4e-06 6.5e-07 1.4e-06 1.2e-06 1.3e-06 1.3e-06 1.1e-06 1.2e-06 1.6e-06 9.5e-07 1.25e-06 1.2e-06 1.1e-06 1.2e-06 1.3e-06 1.2e-06 1.1e-06 1.3e-06 1.1e-06
38 1.25e-06 1.4e-06 1.15e-06 9e-07 1.2e-06 1.1e-06 1.75e-06 1.45e-06 1.4e-06 1.4e-06 1.15e-06 1.25e-06 1.65e-06 1.55e-06 1.5e-06 1.2e-06 9.5e-07 1.2e-06 9e-07 1e-06 1.25e-06 1e-06 1.1e-06 1.9e-06 1.45e-06 1.3e-06 1.45e-06 1.2e-06 1.3e-06 1.35e-06 1.35e-06 1.15e-06 1.65e-06 1.3e-06 1.25e-06 1.05e-06 1.15e-06 1.3e-06 1.1e-06 8.5e-07 8.5e-07 1.35e-06 1.45e-06
39 1.25e-06 1.35e-06 1.05e-06 1.15e-06 1.4e-06 1.15e-06 1.55e-06 1.45e-06 1.35e-06 1.45e-06 1.3e-06 1.05e-06 1.7e-06 1.45e-06 1.35e-06 1.35e-06 1.1e-06 1.25e-06 1.15e-06 1.1e-06 1.05e-06 1e-06 1.1e-06 1.9e-06 1.15e-06 1.25e-06 1.5e-06 1.35e-06 1.45e-06 1.45e-06 1.45e-06 1.4e-06 1.4e-06 1.3e-06 1.4e-06 1.1e-06 1.2e-06 1.2e-06 8.5e-07 1.4e-06 1.1e-06 1.4e-06 1.45e-06
40 1e-06 1.35e-06 9.5e-07 6e-07 7.5e-07 6e-07 1.75e-06 1.15e-06 1e-06 1.2e-06 7.5e-07 1.15e-06 1.4e-06 1.4e-06 1.45e-06 1e-06 1.05e-06 1e-06 1e-06 7.5e-07 1.05e-06 1e-06 8e-07 1.7e-06 1.5e-06 1.1e-06 1.25e-06 8e-07 8e-07 9.5e-07 8.5e-07 5e-07 1.7e-06 9e-07 7e-07 1e-06 6e-07 1.1e-06 8.5e-07 1.1e-06 8e-07 1e-06 1.05e-06
41 1.3e-06 1.65e-06 1e-06 1.1e-06 4e-07 7e-07 1.95e-06 6.5e-07 6e-07 1.2e-06 1.05e-06 1.2e-06 1.3e-06 1.15e-06 1.7e-06 1.1e-06 1.1e-06 7e-07 9.5e-07 1e-06 1.1e-06 1.05e-06 1.05e-06 1.3e-06 1.8e-06 1.2e-06 1.15e-06 4.5e-07 5.5e-07 6e-07 1e-06 9e-07 2e-06 5.5e-07 5.5e-07 1.4e-06 8.5e-07 1.3e-06 1.35e-06 1.4e-06 1e-06 4e-07 5e-07
42 1.3e-06 1.6e-06 1e-06 1.15e-06 5.5e-07 7.5e-07 1.9e-06 7e-07 6e-07 1.25e-06 1.1e-06 1.1e-06 1.4e-06 1.25e-06 1.65e-06 1.2e-06 1.05e-06 8e-07 1.1e-06 9e-07 9.5e-07 1e-06 1.05e-06 1.4e-06 1.75e-06 1e-06 1.2e-06 5.5e-07 7e-07 7.5e-07 9.5e-07 9.5e-07 1.95e-06 6e-07 7e-07 1.35e-06 9e-07 1.1e-06 1.45e-06 1.45e-06 1.05e-06 5e-07 9e-07
