 slim_762009328 slim_762009363 slim_762009369 slim_762009334 slim_762009349 slim_762009356 slim_762009367 slim_762009366 slim_762009333 slim_762009355 slim_762009339 slim_762009376 slim_762009364 slim_762009343 slim_762009362 slim_762009335 slim_762009347 slim_762009368 slim_762009375 slim_762009338 slim_762009377 slim_762009326 slim_762009374 slim_762009358 slim_762009352 slim_762009350 slim_762009354 slim_762009327 slim_762009379 slim_762009357 slim_762009371 slim_762009361 slim_762009332 slim_762009330 slim_762009381 slim_762009365 slim_762009340 slim_762009378 slim_762009329 slim_762009346 slim_762009344 slim_762009372 slim_762009336 slim_762009351 slim_762009331 slim_762009341 slim_762009348 slim_762009370 slim_762009353 slim_762009337 slim_762009360 slim_762009342 slim_762009359 slim_762009380 slim_762009345 slim_762009373
0 2.4e-06 1.25e-06 2e-06 1.3e-06 2.1e-06 2.15e-06 1.95e-06 2.35e-06 1.85e-06 2.15e-06 2.05e-06 2.4e-06 1.95e-06 1.95e-06 1.75e-06 1.5e-06 1.85e-06 2.1e-06 2e-06 1.8e-06 2.4e-06 1.9e-06 2.25e-06 2.1e-06 1.45e-06 1.95e-06 1.8e-06 2.3e-06 2e-06 2.1e-06 1.35e-06 2.3e-06 1.4e-06 1.3e-06 2.35e-06 1.6e-06 1.5e-06 1.9e-06 1.9e-06 1.75e-06 1.8e-06 1.6e-06 2.15e-06 1.8e-06 1.65e-06 1.65e-06 2e-06 2e-06 1.7e-06 2.15e-06 1.95e-06 2.35e-06 1.65e-06 2.1e-06 1.8e-06 1.5e-06
1 1.25e-06 2e-06 1.75e-06 1.05e-06 2.1e-06 1.95e-06 1.7e-06 2.15e-06 1.7e-06 1.9e-06 1.9e-06 2.3e-06 1.75e-06 1.65e-06 1.6e-06 1.55e-06 1.65e-06 1.95e-06 1.9e-06 1.55e-06 2.3e-06 1.65e-06 2.05e-06 2.05e-06 1.15e-06 1.75e-06 1.6e-06 2.2e-06 1.8e-06 2.05e-06 1.05e-06 2.2e-06 1.15e-06 1.3e-06 2.1e-06 1.3e-06 1.25e-06 1.65e-06 2e-06 1.55e-06 1.55e-06 1.4e-06 2e-06 1.85e-06 1.45e-06 1.35e-06 1.75e-06 1.85e-06 1.6e-06 2.15e-06 1.8e-06 2.2e-06 1.65e-06 1.85e-06 1.6e-06 1.45e-06
2 2e-06 1.75e-06 2.7e-06 1.6e-06 2.05e-06 1.65e-06 1.9e-06 1.9e-06 1.85e-06 2.05e-06 2.25e-06 2.15e-06 1.95e-06 1.75e-06 2.05e-06 2.05e-06 2e-06 1.95e-06 1.8e-06 1.9e-06 2.15e-06 1.85e-06 2.25e-06 2e-06 1.65e-06 2.1e-06 1.7e-06 2.05e-06 2.1e-06 1.8e-06 1.7e-06 2.2e-06 1.8e-06 2.1e-06 1.9e-06 1.65e-06 1.9e-06 1.8e-06 2.1e-06 1.9e-06 1.85e-06 2.05e-06 1.7e-06 2.15e-06 1.5e-06 1.45e-06 2.1e-06 2.05e-06 1.9e-06 2.1e-06 2e-06 2.05e-06 1.95e-06 1.65e-06 1.8e-06 2e-06
3 1.3e-06 1.05e-06 1.6e-06 1.1e-06 1.65e-06 1.75e-06 1.2e-06 1.75e-06 1.7e-06 1.5e-06 1.55e-06 1.85e-06 1.3e-06 1.3e-06 1.4e-06 1.25e-06 1.35e-06 1.55e-06 1.55e-06 1.25e-06 1.85e-06 1.2e-06 1.55e-06 1.6e-06 7.5e-07 1.45e-06 1.2e-06 1.75e-06 1.55e-06 1.7e-06 8e-07 1.8e-06 9e-07 1.2e-06 1.7e-06 1.05e-06 1e-06 1.25e-06 1.7e-06 1.15e-06 1.3e-06 1.15e-06 1.8e-06 1.6e-06 1.2e-06 1e-06 1.45e-06 1.4e-06 1.15e-06 1.7e-06 1.35e-06 1.75e-06 1.25e-06 1.45e-06 1.15e-06 1.2e-06
4 2.1e-06 2.1e-06 2.05e-06 1.65e-06 2.3e-06 2e-06 1.3e-06 1.45e-06 1.95e-06 1.65e-06 1.45e-06 1.25e-06 1.4e-06 1.65e-06 1.4e-06 1.8e-06 1.45e-06 1.45e-06 1.4e-06 1.5e-06 1.25e-06 1.4e-06 1.5e-06 1.2e-06 1.8e-06 1.55e-06 1.35e-06 1.15e-06 1.55e-06 1.4e-06 1.55e-06 1.35e-06 1.45e-06 1.65e-06 1.4e-06 1.5e-06 1.55e-06 1.4e-06 1.3e-06 1.4e-06 1.4e-06 1.7e-06 1.95e-06 1.45e-06 2.35e-06 1.35e-06 1.65e-06 1.35e-06 1.35e-06 1.2e-06 1.3e-06 1.25e-06 1.25e-06 1.25e-06 1.25e-06 1.55e-06
5 2.15e-06 1.95e-06 1.65e-06 1.75e-06 2e-06 3.1e-06 1.7e-06 2.05e-06 1.7e-06 2e-06 2e-06 2.05e-06 2.05e-06 2.05e-06 1.9e-06 2.1e-06 2.1e-06 2.05e-06 1.95e-06 1.9e-06 2.05e-06 1.8e-06 1.85e-06 1.8e-06 1.9e-06 2.2e-06 1.95e-06 1.95e-06 2.15e-06 1.95e-06 2e-06 2.1e-06 1.85e-06 2.3e-06 1.65e-06 1.95e-06 1.95e-06 1.75e-06 2.1e-06 2e-06 1.75e-06 2.3e-06 1.75e-06 2e-06 1.6e-06 1.75e-06 2.05e-06 1.9e-06 2.05e-06 2.05e-06 1.85e-06 1.8e-06 2.05e-06 1.6e-06 1.9e-06 2.2e-06
6 1.95e-06 1.7e-06 1.9e-06 1.2e-06 1.3e-06 1.7e-06 1.2e-06 1.15e-06 1.8e-06 1.15e-06 9.5e-07 1e-06 1.1e-06 1.3e-06 1.05e-06 1.6e-06 1.15e-06 1.15e-06 1.45e-06 1.05e-06 1e-06 9e-07 8e-07 1.15e-06 1.4e-06 1.25e-06 1.1e-06 9e-07 1.2e-06 1.45e-06 1.2e-06 1.1e-06 1.05e-06 1.5e-06 7e-07 1.15e-06 1.15e-06 9e-07 1.2e-06 1.1e-06 8.5e-07 1.5e-06 1.85e-06 1.15e-06 2.1e-06 1e-06 1.15e-06 9.5e-07 1.45e-06 1.35e-06 9e-07 8e-07 1.45e-06 7.5e-07 9.5e-07 1.45e-06
7 2.35e-06 2.15e-06 1.9e-06 1.75e-06 1.45e-06 2.05e-06 1.15e-06 1.2e-06 2.45e-06 1.45e-06 1.35e-06 7e-07 1.15e-06 1.3e-06 1.4e-06 1.9e-06 1.2e-06 1.05e-06 1.55e-06 1.35e-06 7e-07 1.25e-06 1.5e-06 1.6e-06 1.8e-06 1.3e-06 1.05e-06 6e-07 1.05e-06 1.45e-06 1.55e-06 8e-07 1.6e-06 1.85e-06 9.5e-07 1.2e-06 1.7e-06 1.2e-06 1.05e-06 1.3e-06 1.2e-06 1.75e-06 1.9e-06 1.45e-06 2.65e-06 1e-06 1.5e-06 1.25e-06 1.95e-06 1.5e-06 1.2e-06 8e-07 1.85e-06 7.5e-07 1e-06 1.7e-06
8 1.85e-06 1.7e-06 1.85e-06 1.7e-06 1.95e-06 1.7e-06 1.8e-06 2.45e-06 2e-06 2e-06 1.9e-06 2.5e-06 2.15e-06 2.1e-06 1.55e-06 2e-06 2.05e-06 2.25e-06 1.85e-06 1.7e-06 2.5e-06 1.8e-06 1.8e-06 1.65e-06 1.8e-06 2.15e-06 2e-06 2.4e-06 2.1e-06 1.95e-06 1.6e-06 2.4e-06 1.3e-06 1.7e-06 1.9e-06 1.85e-06 1.4e-06 1.75e-06 2.2e-06 1.95e-06 1.6e-06 1.85e-06 2e-06 1.8e-06 1.7e-06 1.8e-06 1.9e-06 1.9e-06 1.65e-06 2e-06 1.85e-06 2.15e-06 1.65e-06 1.9e-06 2e-06 1.8e-06
9 2.15e-06 1.9e-06 2.05e-06 1.5e-06 1.65e-06 2e-06 1.15e-06 1.45e-06 2e-06 2.1e-06 1.45e-06 1.45e-06 1.4e-06 1.05e-06 1.4e-06 1.95e-06 1.45e-06 1.45e-06 1.5e-06 1.3e-06 1.45e-06 1.2e-06 1.35e-06 1.5e-06 1.45e-06 1.55e-06 1.3e-06 1.35e-06 1.55e-06 1.6e-06 1.25e-06 1.55e-06 1.25e-06 1.7e-06 1.15e-06 1.25e-06 1.35e-06 1.1e-06 1.55e-06 1.4e-06 1.2e-06 1.35e-06 2.15e-06 1.5e-06 2.4e-06 1.05e-06 1.45e-06 1.3e-06 1.65e-06 1.7e-06 1.25e-06 1.25e-06 1.65e-06 1.05e-06 1.25e-06 1.55e-06
