 slim_762379435 slim_762379436 slim_762379460 slim_762379455 slim_762379427 slim_762379442 slim_762379454 slim_762379438 slim_762379440 slim_762379462 slim_762379430 slim_762379437 slim_762379429 slim_762379469 slim_762379457 slim_762379446 slim_762379448 slim_762379447 slim_762379467 slim_762379468 slim_762379433 slim_762379421 slim_762379445 slim_762379432 slim_762379422 slim_762379459 slim_762379470 slim_762379444 slim_762379425 slim_762379453 slim_762379461 slim_762379443 slim_762379423 slim_762379463 slim_762379450 slim_762379452 slim_762379431 slim_762379458 slim_762379424 slim_762379434 slim_762379451 slim_762379449 slim_762379471 slim_762379439 slim_762379441 slim_762379465 slim_762379428 slim_762379456 slim_762379466 slim_762379464 slim_762379426
10 6e-07 1.7e-06 2.15e-06 8.5e-07 5e-07 1.5e-06 7.5e-07 1.6e-06 9.5e-07 8e-07 1e-07 1.85e-06 7.5e-07 8.5e-07 9.5e-07 1.35e-06 1e-06 5.5e-07 8.5e-07 9.5e-07 7e-07 6e-07 1e-06 7e-07 8e-07 1.4e-06 9.5e-07 1.1e-06 7.5e-07 8.5e-07 1.65e-06 9e-07 8e-07 8e-07 5e-07 8.5e-07 1.45e-06 3e-07 9.5e-07 1.6e-06 6e-07 6e-07 1e-06 1e-06 5.5e-07 9e-07 2.5e-07 9e-07 1.55e-06 1.75e-06 6.5e-07
11 1.9e-06 1.7e-06 1.75e-06 1.95e-06 1.65e-06 1.95e-06 1.85e-06 1.85e-06 2e-06 1.9e-06 1.85e-06 3e-06 1.95e-06 1.7e-06 1.95e-06 2.4e-06 1.75e-06 1.8e-06 2e-06 1.8e-06 1.9e-06 1.85e-06 2.05e-06 1.9e-06 1.85e-06 1.8e-06 2.1e-06 2.15e-06 1.75e-06 1.95e-06 1.95e-06 2.05e-06 1.95e-06 1.95e-06 1.75e-06 1.95e-06 1.7e-06 1.75e-06 2.1e-06 1.75e-06 1.85e-06 1.8e-06 1.95e-06 2.05e-06 1.85e-06 1.8e-06 1.9e-06 2e-06 2.35e-06 1.75e-06 1.9e-06
12 8e-07 1.65e-06 2.25e-06 1.3e-06 8e-07 1.6e-06 6e-07 1.85e-06 1.1e-06 6e-07 7.5e-07 1.95e-06 8e-07 1e-06 8e-07 1.5e-06 1.15e-06 8.5e-07 9.5e-07 1.1e-06 7e-07 9e-07 1.15e-06 7.5e-07 9e-07 1.6e-06 1.05e-06 1.15e-06 7.5e-07 7.5e-07 1.75e-06 8.5e-07 8e-07 7.5e-07 6e-07 7.5e-07 1.8e-06 7.5e-07 1e-06 1.85e-06 7.5e-07 5.5e-07 1.1e-06 1.1e-06 7.5e-07 1e-06 8e-07 9.5e-07 1.55e-06 1.8e-06 9.5e-07
13 9.5e-07 1.85e-06 2.3e-06 1.35e-06 5.5e-07 1.3e-06 8.5e-07 1.95e-06 1.2e-06 9.5e-07 8.5e-07 1.7e-06 1e-06 6e-07 9e-07 1.4e-06 9e-07 1e-06 9.5e-07 8.5e-07 9.5e-07 6e-07 1.1e-06 9e-07 1.05e-06 1.6e-06 1.15e-06 1.15e-06 6.5e-07 9e-07 1.8e-06 1.05e-06 9e-07 9.5e-07 9.5e-07 9e-07 1.9e-06 7e-07 1.1e-06 1.95e-06 9.5e-07 8.5e-07 8e-07 1.25e-06 1e-06 7.5e-07 9e-07 1e-06 1.35e-06 1.9e-06 1.1e-06
14 9e-07 1.9e-06 2.35e-06 1.4e-06 8e-07 1.35e-06 4.5e-07 2.05e-06 1.2e-06 9e-07 9.5e-07 1.95e-06 8e-07 9e-07 6e-07 1.7e-06 1.15e-06 1.05e-06 8e-07 1.1e-06 9.5e-07 1e-06 1e-06 6.5e-07 1e-06 1.45e-06 9e-07 6.5e-07 8e-07 6e-07 1.85e-06 1e-06 6e-07 9e-07 8.5e-07 6e-07 2e-06 6.5e-07 1e-06 2.05e-06 9.5e-07 8e-07 1e-06 1.15e-06 1e-06 9e-07 1e-06 7e-07 1.2e-06 1.9e-06 1.15e-06
15 1.4e-06 2.35e-06 2.75e-06 1.85e-06 1.3e-06 2.1e-06 1.5e-06 2.4e-06 1.6e-06 1.5e-06 1.35e-06 2.4e-06 1.5e-06 1.4e-06 1.7e-06 2e-06 1.6e-06 1.4e-06 1.3e-06 1.55e-06 1.45e-06 1.4e-06 1.75e-06 1.55e-06 1.5e-06 2.2e-06 1.65e-06 1.75e-06 1.4e-06 1.7e-06 2.25e-06 1.65e-06 1.65e-06 1.55e-06 1.3e-06 1.7e-06 2.35e-06 1.35e-06 1.7e-06 2.4e-06 1.3e-06 1.35e-06 1.65e-06 1.65e-06 1.45e-06 1.55e-06 1.4e-06 1.6e-06 1.5e-06 2.4e-06 1.5e-06
16 1e-06 1.8e-06 1.85e-06 1.15e-06 8.5e-07 1.55e-06 1.05e-06 1.8e-06 1.25e-06 1.15e-06 1e-06 1.75e-06 1.15e-06 9e-07 1.15e-06 1.6e-06 1.5e-06 1.1e-06 1.1e-06 1.1e-06 1.1e-06 1.05e-06 1.25e-06 1.1e-06 1.15e-06 1.65e-06 1.2e-06 1.2e-06 9e-07 1.15e-06 1.75e-06 1.25e-06 1.15e-06 1.15e-06 1e-06 1.15e-06 1.8e-06 9e-07 1.25e-06 1.85e-06 9.5e-07 1e-06 1.1e-06 1.3e-06 1.15e-06 1.05e-06 1.05e-06 1.1e-06 1.6e-06 1.8e-06 1.2e-06
17 7.5e-07 1.65e-06 2.05e-06 1.15e-06 7e-07 1.6e-06 8.5e-07 1.75e-06 7e-07 9e-07 5.5e-07 1.8e-06 8.5e-07 1e-06 1.05e-06 1.4e-06 1.1e-06 8e-07 9.5e-07 7.5e-07 9e-07 8e-07 1.15e-06 9.5e-07 5.5e-07 1.45e-06 1e-06 1.15e-06 8.5e-07 1e-06 1.6e-06 1e-06 9.5e-07 9e-07 5.5e-07 1e-06 1.55e-06 5.5e-07 1e-06 1.6e-06 6.5e-07 6.5e-07 1.1e-06 7.5e-07 7e-07 1e-06 6e-07 9.5e-07 1.55e-06 1.65e-06 5e-07
18 8e-07 2e-06 2.3e-06 1.3e-06 8e-07 1.45e-06 7.5e-07 1.95e-06 1.1e-06 1.1e-06 8.5e-07 2e-06 9.5e-07 9.5e-07 8e-07 1.3e-06 1.1e-06 9.5e-07 1.2e-06 1.1e-06 1.05e-06 9.5e-07 1.1e-06 9.5e-07 9.5e-07 1.6e-06 9.5e-07 8.5e-07 8.5e-07 9.5e-07 1.8e-06 1.1e-06 9e-07 1e-06 8e-07 9.5e-07 1.95e-06 7e-07 1e-06 2e-06 8e-07 8.5e-07 1.05e-06 1.1e-06 1.05e-06 9.5e-07 9e-07 8e-07 1.4e-06 1.9e-06 1.05e-06
19 1e-06 1.85e-06 2.25e-06 1.45e-06 8e-07 1.55e-06 1e-06 2.05e-06 9.5e-07 1.1e-06 9.5e-07 1.8e-06 1.1e-06 8.5e-07 1.1e-06 1.55e-06 1.1e-06 7.5e-07 1.1e-06 1.4e-06 1.1e-06 1e-06 1.3e-06 1.1e-06 8e-07 1.65e-06 1.2e-06 1.25e-06 8.5e-07 1.1e-06 1.8e-06 1.2e-06 1.1e-06 1.1e-06 8.5e-07 1.1e-06 1.85e-06 8.5e-07 1.2e-06 1.9e-06 9.5e-07 9e-07 1.05e-06 1e-06 1e-06 1e-06 1e-06 1.1e-06 1.5e-06 1.85e-06 8.5e-07
20 8e-07 1.5e-06 2.2e-06 1.25e-06 8e-07 1.6e-06 7.5e-07 1.75e-06 1.1e-06 4e-07 7e-07 1.9e-06 7e-07 9.5e-07 9.5e-07 1.45e-06 1.1e-06 9e-07 1.05e-06 1.1e-06 7e-07 9e-07 1.25e-06 6e-07 1e-06 1.6e-06 1.05e-06 1.2e-06 8.5e-07 9e-07 1.65e-06 8e-07 9e-07 7e-07 7e-07 9e-07 1.75e-06 8e-07 1.15e-06 1.85e-06 7e-07 6e-07 1.15e-06 1.15e-06 6e-07 1.05e-06 8e-07 1.05e-06 1.65e-06 1.85e-06 1e-06
21 8.5e-07 1.8e-06 2.25e-06 1.2e-06 6e-07 1.5e-06 8.5e-07 1.8e-06 1.1e-06 9e-07 6e-07 1.85e-06 9e-07 6e-07 1e-06 1.4e-06 1.05e-06 8e-07 9.5e-07 1e-06 9e-07 9e-07 1e-06 9e-07 9.5e-07 1.55e-06 1.1e-06 1.2e-06 8e-07 9.5e-07 1.75e-06 1e-06 9e-07 9e-07 8e-07 9.5e-07 1.75e-06 5.5e-07 1.05e-06 1.7e-06 8e-07 7.5e-07 1e-06 1.15e-06 8.5e-07 9e-07 5.5e-07 1e-06 1.55e-06 1.85e-06 8e-07
22 1.1e-06 2.05e-06 2.35e-06 1.45e-06 9.5e-07 1.7e-06 9.5e-07 2.05e-06 1.4e-06 1.25e-06 1e-06 2.05e-06 1.15e-06 1.1e-06 1e-06 1.75e-06 1.25e-06 1.15e-06 1.1e-06 1.3e-06 1.25e-06 1e-06 1.7e-06 1.1e-06 1.2e-06 1.7e-06 1.25e-06 1.2e-06 1.05e-06 1.1e-06 2e-06 1.3e-06 1.05e-06 1.2e-06 1.05e-06 1.1e-06 2e-06 8.5e-07 1.25e-06 1.95e-06 1.1e-06 1.05e-06 1.25e-06 1.4e-06 1.2e-06 1.15e-06 9.5e-07 1.1e-06 1.6e-06 2e-06 1.15e-06
23 8.5e-07 1.7e-06 2.25e-06 1.25e-06 7.5e-07 1.45e-06 6e-07 1.85e-06 1.15e-06 6.5e-07 7e-07 1.9e-06 7.5e-07 9e-07 6.5e-07 1.55e-06 1.1e-06 9.5e-07 9.5e-07 1.1e-06 6e-07 9e-07 1.1e-06 9e-07 1.05e-06 1.5e-06 1e-06 9e-07 8.5e-07 7e-07 1.75e-06 9.5e-07 7e-07 8.5e-07 8e-07 7e-07 1.8e-06 6.5e-07 1.15e-06 1.9e-06 8.5e-07 7e-07 1.1e-06 1.15e-06 7.5e-07 1e-06 8e-07 9e-07 1.45e-06 1.9e-06 1.05e-06
24 6.5e-07 1.75e-06 2.05e-06 1.25e-06 8.5e-07 1.6e-06 8.5e-07 1.9e-06 7e-07 1e-06 8e-07 1.85e-06 9e-07 1.05e-06 1e-06 1.5e-06 1.15e-06 5.5e-07 9.5e-07 8e-07 1e-06 9.5e-07 1.2e-06 1.05e-06 9e-07 1.55e-06 1e-06 1.1e-06 8.5e-07 1e-06 1.6e-06 9.5e-07 9e-07 8.5e-07 5.5e-07 1e-06 1.7e-06 7.5e-07 7.5e-07 1.75e-06 7e-07 7e-07 1e-06 7.5e-07 8.5e-07 9e-07 8.5e-07 8.5e-07 1.45e-06 1.55e-06 6.5e-07
25 1.55e-06 1.7e-06 2e-06 1.8e-06 1.4e-06 1.7e-06 1.4e-06 1.8e-06 1.7e-06 1.55e-06 1.4e-06 1.8e-06 1.6e-06 1.6e-06 1.45e-06 2.2e-06 1.65e-06 1.45e-06 1.6e-06 1.65e-06 1.6e-06 1.55e-06 1.7e-06 1.5e-06 1.55e-06 2.5e-06 1.6e-06 1.6e-06 1.55e-06 1.55e-06 1.55e-06 1.7e-06 1.5e-06 1.6e-06 1.4e-06 1.55e-06 1.7e-06 1.25e-06 1.75e-06 1.75e-06 1.45e-06 1.5e-06 1.75e-06 1.7e-06 1.45e-06 1.65e-06 1.45e-06 1.55e-06 2.05e-06 1.75e-06 1.55e-06
26 8.5e-07 2e-06 2.3e-06 1.35e-06 9.5e-07 1.5e-06 8.5e-07 1.8e-06 1.05e-06 1.05e-06 9.5e-07 2.1e-06 1.05e-06 1.15e-06 9e-07 1.65e-06 1.2e-06 1e-06 9.5e-07 1.2e-06 1.05e-06 1.1e-06 1.25e-06 1e-06 1e-06 1.6e-06 1.2e-06 7e-07 1e-06 1.05e-06 1.7e-06 1.15e-06 1e-06 1.05e-06 8.5e-07 1.05e-06 2e-06 8e-07 1.1e-06 2.05e-06 6e-07 9.5e-07 1.2e-06 1e-06 1.05e-06 1.1e-06 1e-06 8e-07 1.5e-06 1.95e-06 1.1e-06
27 9e-07 2.2e-06 2.35e-06 1.4e-06 1e-06 1.2e-06 7.5e-07 1.95e-06 1.05e-06 1.3e-06 1.1e-06 2.15e-06 1.15e-06 1.15e-06 6.5e-07 1.75e-06 1.2e-06 1.15e-06 8.5e-07 1.25e-06 1.2e-06 1.2e-06 1.2e-06 9e-07 1.1e-06 1.6e-06 7e-07 3e-07 1.05e-06 9.5e-07 1.75e-06 1.3e-06 9e-07 1.2e-06 1e-06 9.5e-07 2.15e-06 8e-07 1.15e-06 2.2e-06 8.5e-07 1.1e-06 1.2e-06 9.5e-07 1.25e-06 1.1e-06 1.15e-06 5.5e-07 1.35e-06 2.05e-06 1.25e-06
28 7.5e-07 1.75e-06 2.2e-06 1.25e-06 6e-07 1.35e-06 7e-07 1.85e-06 1.05e-06 8e-07 7.5e-07 1.75e-06 7.5e-07 6.5e-07 8e-07 1.4e-06 9e-07 8.5e-07 8.5e-07 8.5e-07 8.5e-07 8e-07 1.05e-06 8.5e-07 8.5e-07 1.55e-06 1e-06 1.05e-06 1e-06 7.5e-07 1.7e-06 9e-07 8e-07 8e-07 6.5e-07 7.5e-07 1.8e-06 6.5e-07 9e-07 1.85e-06 7.5e-07 6e-07 8e-07 1.1e-06 8.5e-07 7.5e-07 8e-07 8.5e-07 1.3e-06 1.75e-06 9.5e-07
29 9e-07 1.85e-06 2.35e-06 1.35e-06 7.5e-07 1.45e-06 6e-07 2e-06 1.2e-06 8e-07 8.5e-07 1.95e-06 7.5e-07 9e-07 6e-07 1.7e-06 1.15e-06 1e-06 9.5e-07 1.1e-06 9e-07 9.5e-07 1.1e-06 7e-07 1e-06 1.55e-06 1.05e-06 9.5e-07 7.5e-07 1e-06 1.85e-06 9.5e-07 6.5e-07 8.5e-07 8e-07 5e-07 1.95e-06 6.5e-07 1e-06 2e-06 9.5e-07 7.5e-07 1e-06 1.2e-06 9e-07 9e-07 9e-07 8.5e-07 1.35e-06 1.9e-06 1.1e-06
30 1.55e-06 1.8e-06 2e-06 1.9e-06 1.65e-06 1.8e-06 1.7e-06 1.85e-06 1.55e-06 1.65e-06 1.65e-06 1.95e-06 1.75e-06 1.8e-06 1.85e-06 2.25e-06 1.75e-06 1.6e-06 1.8e-06 1.8e-06 1.65e-06 1.75e-06 2e-06 1.75e-06 1.6e-06 1.55e-06 1.7e-06 1.75e-06 1.7e-06 1.85e-06 2.6e-06 1.8e-06 1.8e-06 1.7e-06 1.45e-06 1.85e-06 1.85e-06 1.6e-06 1.8e-06 1.9e-06 1.45e-06 1.6e-06 1.9e-06 1.7e-06 1.6e-06 1.8e-06 1.7e-06 1.55e-06 2.3e-06 1.8e-06 1.7e-06
31 7.5e-07 1.75e-06 2.35e-06 1.4e-06 9e-07 1.7e-06 8.5e-07 1.95e-06 1.2e-06 7e-07 9e-07 2.05e-06 8.5e-07 1.05e-06 1e-06 1.65e-06 1.25e-06 1e-06 1.1e-06 1.2e-06 8e-07 1e-06 1.3e-06 9.5e-07 9.5e-07 1.7e-06 1.15e-06 1.3e-06 9e-07 9.5e-07 1.8e-06 1.3e-06 9e-07 6.5e-07 8e-07 9.5e-07 1.95e-06 8.5e-07 7.5e-07 2e-06 8.5e-07 7.5e-07 9e-07 1.25e-06 8.5e-07 9e-07 9.5e-07 1.05e-06 1.65e-06 1.75e-06 1.1e-06
32 8e-07 1.85e-06 2.3e-06 1.3e-06 7.5e-07 1.45e-06 6e-07 1.95e-06 1.15e-06 8.5e-07 8e-07 1.95e-06 8e-07 9e-07 6e-07 1.65e-06 1.15e-06 9.5e-07 9e-07 1.1e-06 9e-07 9e-07 1.05e-06 7e-07 9e-07 1.5e-06 1e-06 9e-07 8e-07 6.5e-07 1.8e-06 9e-07 1.1e-06 8e-07 8e-07 6.5e-07 1.9e-06 6e-07 8.5e-07 1.95e-06 9e-07 7.5e-07 9.5e-07 1.15e-06 9e-07 8.5e-07 8.5e-07 8e-07 1.35e-06 1.8e-06 1.05e-06
33 6.5e-07 1.65e-06 2.25e-06 1.3e-06 8e-07 1.6e-06 7.5e-07 1.85e-06 1.1e-06 6e-07 8e-07 1.95e-06 7.5e-07 9.5e-07 9e-07 1.55e-06 1.15e-06 9e-07 1e-06 1.1e-06 7e-07 9e-07 1.2e-06 8.5e-07 8.5e-07 1.6e-06 1.05e-06 1.2e-06 8e-07 8.5e-07 1.7e-06 6.5e-07 8e-07 1.1e-06 7e-07 8.5e-07 1.85e-06 7.5e-07 6.5e-07 1.9e-06 7.5e-07 6.5e-07 9e-07 1.15e-06 7.5e-07 8e-07 8.5e-07 9.5e-07 1.55e-06 1.65e-06 1e-06
34 5e-07 1.55e-06 1.95e-06 1.05e-06 7e-07 1.5e-06 6.5e-07 1.7e-06 7.5e-07 7e-07 5e-07 1.75e-06 6e-07 9.5e-07 8.5e-07 1.3e-06 1e-06 5.5e-07 8e-07 8.5e-07 7e-07 8e-07 1.05e-06 8e-07 5.5e-07 1.4e-06 8.5e-07 1e-06 6.5e-07 8e-07 1.45e-06 8e-07 8e-07 7e-07 5e-07 8e-07 1.5e-06 6e-07 7.5e-07 1.6e-06 5e-07 5e-07 9.5e-07 8e-07 5.5e-07 8.5e-07 6e-07 7.5e-07 1.35e-06 1.5e-06 6.5e-07
35 9e-07 1.85e-06 2.35e-06 1.35e-06 7.5e-07 1.45e-06 6e-07 2e-06 1.2e-06 8e-07 8.5e-07 1.95e-06 7.5e-07 9e-07 6e-07 1.7e-06 1.15e-06 1e-06 9.5e-07 1.1e-06 9e-07 9.5e-07 1.1e-06 7e-07 1e-06 1.55e-06 1.05e-06 9.5e-07 7.5e-07 5e-07 1.85e-06 9.5e-07 6.5e-07 8.5e-07 8e-07 1e-06 1.95e-06 6.5e-07 1e-06 2e-06 9.5e-07 7.5e-07 1e-06 1.2e-06 9e-07 9e-07 9e-07 8.5e-07 1.35e-06 1.9e-06 1.1e-06
36 1.7e-06 1.6e-06 1.65e-06 1.7e-06 1.65e-06 2.05e-06 1.8e-06 1.7e-06 1.85e-06 1.8e-06 1.45e-06 1.7e-06 1.8e-06 1.9e-06 2e-06 2.35e-06 1.8e-06 1.55e-06 1.95e-06 1.85e-06 1.75e-06 1.75e-06 2e-06 1.8e-06 1.7e-06 1.7e-06 2e-06 2.15e-06 1.8e-06 1.95e-06 1.85e-06 1.95e-06 1.9e-06 1.85e-06 1.5e-06 1.95e-06 2.8e-06 1.55e-06 2e-06 1.55e-06 1.65e-06 1.65e-06 2.05e-06 1.9e-06 1.6e-06 1.95e-06 1.55e-06 1.95e-06 2.5e-06 1.65e-06 1.65e-06
37 6.5e-07 1.7e-06 2.1e-06 9.5e-07 4e-07 1.3e-06 6e-07 1.6e-06 9e-07 8e-07 3e-07 1.75e-06 7.5e-07 7e-07 6.5e-07 1.35e-06 9e-07 5.5e-07 7e-07 8.5e-07 8e-07 5.5e-07 8.5e-07 6.5e-07 7.5e-07 1.25e-06 8e-07 8e-07 6.5e-07 6.5e-07 1.6e-06 8.5e-07 6e-07 7.5e-07 6e-07 6.5e-07 1.55e-06 3e-07 8.5e-07 1.6e-06 6e-07 6e-07 8.5e-07 9.5e-07 6.5e-07 7.5e-07 3.5e-07 7e-07 1.3e-06 1.7e-06 6.5e-07
38 4.5e-07 2.05e-06 2.3e-06 1.35e-06 9.5e-07 1.65e-06 9e-07 2.05e-06 1.1e-06 1.15e-06 9.5e-07 2.1e-06 1e-06 1.1e-06 1e-06 1.7e-06 1.25e-06 1e-06 1e-06 1.2e-06 1.15e-06 1.05e-06 1.25e-06 1.15e-06 7.5e-07 1.75e-06 1.1e-06 1.15e-06 9e-07 1e-06 1.8e-06 7.5e-07 8.5e-07 6.5e-07 7.5e-07 1e-06 2e-06 8.5e-07 2e-07 2.05e-06 8.5e-07 8.5e-07 7.5e-07 1.15e-06 1.1e-06 6.5e-07 1e-06 8.5e-07 1.5e-06 1.5e-06 1.1e-06
