 slim_762450957 slim_762450942 slim_762450956 slim_762450962 slim_762450958 slim_762450951 slim_762450967 slim_762450974 slim_762450930 slim_762450946 slim_762450937 slim_762450940 slim_762450938 slim_762450927 slim_762450955 slim_762450924 slim_762450944 slim_762450963 slim_762450964 slim_762450949 slim_762450941 slim_762450966 slim_762450936 slim_762450952 slim_762450928 slim_762450925 slim_762450950 slim_762450932 slim_762450960 slim_762450954 slim_762450935 slim_762450973 slim_762450953 slim_762450970 slim_762450933 slim_762450959 slim_762450931 slim_762450968 slim_762450969 slim_762450965 slim_762450926 slim_762450934 slim_762450929 slim_762450961 slim_762450939 slim_762450972 slim_762450947 slim_762450943 slim_762450945 slim_762450971 slim_762450948
10 1.05e-06 1.65e-06 1.3e-06 9e-07 1.1e-06 1.9e-06 1.15e-06 1.35e-06 1.85e-06 1.2e-06 8e-07 1.2e-06 1.75e-06 1.8e-06 1.85e-06 1.75e-06 8e-07 1.25e-06 1.2e-06 1.3e-06 1.75e-06 1.25e-06 1.2e-06 1.4e-06 1.9e-06 6e-07 1.55e-06 1.05e-06 1.7e-06 1.3e-06 7.5e-07 1.8e-06 1.55e-06 1.5e-06 1.35e-06 7.5e-07 1.2e-06 8e-07 1.4e-06 9.5e-07 8e-07 9e-07 1.95e-06 1.6e-06 1.85e-06 1e-06 1.5e-06 1.15e-06 1.15e-06 1.1e-06 1.1e-06
11 1.6e-06 1.7e-06 1.25e-06 1.3e-06 1.65e-06 1.85e-06 1.45e-06 1.9e-06 1.2e-06 1.5e-06 1.2e-06 2e-06 1.85e-06 2.3e-06 2.35e-06 1.85e-06 1.4e-06 1.25e-06 1.65e-06 1.35e-06 1.45e-06 1.25e-06 1.75e-06 1.65e-06 1.25e-06 1.2e-06 2.05e-06 1.65e-06 1.75e-06 1.85e-06 1.35e-06 1.7e-06 1.25e-06 2.05e-06 1.95e-06 1.3e-06 1.3e-06 1.35e-06 1.35e-06 1.2e-06 1.4e-06 1.25e-06 2.25e-06 1.55e-06 1.65e-06 1.6e-06 1.2e-06 1.75e-06 1.9e-06 1.65e-06 1.75e-06
12 1.85e-06 1.6e-06 1.4e-06 1.55e-06 1.55e-06 1.6e-06 1.3e-06 1.75e-06 1.7e-06 2.05e-06 1.75e-06 1.85e-06 2.3e-06 1.3e-06 1.35e-06 1.5e-06 1.85e-06 1.5e-06 1.35e-06 1.7e-06 1.4e-06 1.5e-06 1.65e-06 1.45e-06 1.75e-06 1.65e-06 1.8e-06 1.8e-06 1.3e-06 1.35e-06 2.1e-06 1.45e-06 1.7e-06 1.6e-06 1.85e-06 1.65e-06 1.65e-06 1.85e-06 1.65e-06 1.55e-06 1.85e-06 1.65e-06 1.45e-06 2e-06 1.45e-06 1.65e-06 1.8e-06 1.8e-06 1.5e-06 1.5e-06 1.55e-06
13 1.9e-06 1.45e-06 1.9e-06 1.65e-06 1.05e-06 1.4e-06 1.65e-06 1.2e-06 2.45e-06 2.2e-06 1.8e-06 2.3e-06 1.3e-06 2e-07 1.5e-07 1.05e-06 1.9e-06 1.85e-06 9e-07 2.2e-06 2.25e-06 1.85e-06 1.15e-06 1.8e-06 2.5e-06 1.7e-06 1.25e-06 1.35e-06 1.25e-06 7.5e-07 2.25e-06 1.25e-06 2.25e-06 1e-06 1.4e-06 1.7e-06 2.3e-06 1.9e-06 2e-06 1.65e-06 1.9e-06 1.9e-06 6.5e-07 2.45e-06 1.5e-06 1.6e-06 2.25e-06 1.75e-06 9e-07 1.25e-06 1.1e-06
14 1.95e-06 1.5e-06 1.95e-06 1.7e-06 1.1e-06 1.45e-06 1.7e-06 1.25e-06 2.5e-06 2.25e-06 1.85e-06 2.35e-06 1.35e-06 1.5e-07 3e-07 1.1e-06 1.95e-06 1.9e-06 9.5e-07 2.25e-06 2.3e-06 1.9e-06 1.2e-06 1.85e-06 2.55e-06 1.75e-06 1.3e-06 1.4e-06 1.3e-06 8e-07 2.3e-06 1.3e-06 2.3e-06 1.05e-06 1.45e-06 1.75e-06 2.35e-06 1.95e-06 2.05e-06 1.7e-06 1.95e-06 1.95e-06 7e-07 2.5e-06 1.55e-06 1.65e-06 2.3e-06 1.8e-06 9e-07 1.3e-06 1.15e-06
15 2e-06 1.65e-06 1.8e-06 1.7e-06 1.35e-06 1.65e-06 1.65e-06 1.65e-06 2e-06 2.15e-06 1.75e-06 1.85e-06 1.5e-06 1.05e-06 1.1e-06 2.1e-06 1.85e-06 1.75e-06 1.3e-06 1.8e-06 1.9e-06 1.75e-06 1.45e-06 1.8e-06 2.05e-06 1.65e-06 1.7e-06 1.55e-06 1.35e-06 1.35e-06 2.05e-06 1.5e-06 2e-06 1.6e-06 1.8e-06 1.75e-06 1.85e-06 1.8e-06 1.9e-06 1.8e-06 1.85e-06 1.65e-06 1.35e-06 2.2e-06 1.6e-06 1.85e-06 2e-06 2e-06 1.5e-06 1.65e-06 1.5e-06
16 1.2e-06 1.8e-06 1.4e-06 1e-06 1.3e-06 2e-06 1.2e-06 1.6e-06 1.95e-06 1.45e-06 8e-07 1.4e-06 1.85e-06 1.9e-06 1.95e-06 1.85e-06 1.4e-06 1.3e-06 1.25e-06 1.45e-06 1.85e-06 1.3e-06 1.4e-06 1.3e-06 2e-06 7.5e-07 1.8e-06 1.3e-06 1.7e-06 1.35e-06 1.1e-06 1.9e-06 1.7e-06 1.5e-06 1.65e-06 9e-07 1.4e-06 9e-07 1.25e-06 1e-06 7.5e-07 1.05e-06 2.05e-06 1.85e-06 1.95e-06 8e-07 1.6e-06 7.5e-07 1.45e-06 1.25e-06 1.4e-06
17 1.3e-06 1.4e-06 9.5e-07 1e-06 1.6e-06 1.5e-06 9e-07 1.7e-06 1e-06 1.4e-06 1.25e-06 1.25e-06 1.5e-06 1.85e-06 1.9e-06 1.75e-06 1.3e-06 1.5e-06 1.3e-06 1.35e-06 1.1e-06 8e-07 1.7e-06 1.15e-06 1.05e-06 1.1e-06 1.8e-06 1.7e-06 1.25e-06 1.3e-06 1.55e-06 1.4e-06 1.1e-06 1.55e-06 1.75e-06 1.1e-06 1.4e-06 1.3e-06 1e-06 8.5e-07 1.3e-06 1.15e-06 1.9e-06 1.35e-06 1.4e-06 1.05e-06 1.05e-06 1.2e-06 1.55e-06 1.35e-06 1.55e-06
18 1.3e-06 1.45e-06 1.4e-06 1.05e-06 1.1e-06 1.5e-06 1.2e-06 1.2e-06 1.9e-06 1.5e-06 1.2e-06 1.65e-06 1.35e-06 9e-07 9.5e-07 1.3e-06 1.25e-06 1.3e-06 1.5e-06 1.6e-06 1.8e-06 1.3e-06 1.2e-06 1.4e-06 1.95e-06 1.05e-06 1.3e-06 1.25e-06 1.35e-06 9e-07 1.5e-06 1.4e-06 1.7e-06 1.1e-06 1.35e-06 1.05e-06 1.65e-06 1.25e-06 1.45e-06 1.05e-06 1.25e-06 1.3e-06 1.2e-06 1.85e-06 1.45e-06 1.05e-06 1.6e-06 1.2e-06 1.1e-06 1.05e-06 1e-06
19 1.6e-06 1.85e-06 1.35e-06 1.3e-06 1.65e-06 1.9e-06 1.35e-06 1.95e-06 1.45e-06 1.65e-06 1.3e-06 1.35e-06 1.7e-06 2.2e-06 2.25e-06 1.8e-06 1.45e-06 1.35e-06 1.6e-06 1.8e-06 1.45e-06 1.3e-06 1.75e-06 1.45e-06 1.5e-06 1.25e-06 2e-06 1.8e-06 1.65e-06 1.8e-06 1.5e-06 1.8e-06 1.4e-06 2e-06 2e-06 1.4e-06 1.3e-06 1.45e-06 1.5e-06 1.4e-06 1.45e-06 1.25e-06 2.2e-06 1.65e-06 1.7e-06 1.6e-06 1.5e-06 1.75e-06 1.9e-06 1.7e-06 1.75e-06
20 1.8e-06 1.5e-06 1e-06 1.45e-06 2.05e-06 1.55e-06 1.05e-06 2.15e-06 7e-07 1.85e-06 1.75e-06 1.45e-06 1.4e-06 2.25e-06 2.3e-06 1.9e-06 1.85e-06 1.1e-06 1.8e-06 1.45e-06 1.3e-06 1.1e-06 2.15e-06 1.2e-06 7.5e-07 1.65e-06 2.2e-06 2.2e-06 1.25e-06 1.85e-06 2.05e-06 1.55e-06 1.1e-06 2.05e-06 2.2e-06 1.65e-06 1.4e-06 1.85e-06 1.25e-06 1.4e-06 1.85e-06 1.45e-06 2.2e-06 1.55e-06 1.45e-06 1.65e-06 1.15e-06 1.8e-06 2e-06 1.9e-06 2e-06
21 1.3e-06 1.4e-06 9.5e-07 1e-06 1.6e-06 1.5e-06 9e-07 1.7e-06 1e-06 1.4e-06 1.25e-06 1.25e-06 1.5e-06 1.85e-06 1.9e-06 1.75e-06 1.3e-06 8e-07 1.3e-06 1.3e-06 1.1e-06 1.5e-06 1.7e-06 1.15e-06 1.05e-06 1.1e-06 1.8e-06 1.7e-06 1.25e-06 1.3e-06 1.55e-06 1.4e-06 1.1e-06 1.55e-06 1.75e-06 1.1e-06 1.4e-06 1.3e-06 1e-06 8.5e-07 1.3e-06 1.15e-06 1.9e-06 1.4e-06 1.4e-06 1.05e-06 1.05e-06 1.2e-06 1.55e-06 1.35e-06 1.55e-06
22 1.65e-06 1.7e-06 1.75e-06 1.4e-06 1.1e-06 1.8e-06 1.6e-06 1.4e-06 2.25e-06 1.8e-06 1.2e-06 1.75e-06 1.65e-06 1.15e-06 1.2e-06 1.45e-06 1.4e-06 1.7e-06 1.2e-06 1.75e-06 2.15e-06 1.7e-06 2.2e-06 1.8e-06 2.3e-06 1.2e-06 1.6e-06 1.25e-06 1.65e-06 1.2e-06 1.35e-06 1.65e-06 2e-06 1.45e-06 1.55e-06 1.35e-06 1.75e-06 1.4e-06 1.85e-06 1.45e-06 1.4e-06 1.35e-06 1.4e-06 2.15e-06 1.75e-06 1.5e-06 1.95e-06 1.65e-06 1.25e-06 1.25e-06 1.3e-06
23 1.4e-06 1.7e-06 1.1e-06 1.15e-06 1.7e-06 1.75e-06 8e-07 1.85e-06 1.55e-06 1.8e-06 1.4e-06 1.65e-06 1.45e-06 1.8e-06 1.85e-06 1.8e-06 1.3e-06 1.15e-06 1.4e-06 1.45e-06 1.2e-06 1.15e-06 1.8e-06 1.4e-06 1.6e-06 1.25e-06 1.9e-06 1.85e-06 1.15e-06 1.35e-06 1.85e-06 1.65e-06 1.55e-06 1.5e-06 1.9e-06 1.25e-06 1.55e-06 1.4e-06 1.15e-06 1.2e-06 1.25e-06 1.25e-06 2.05e-06 1.8e-06 1.8e-06 9.5e-07 1.6e-06 9e-07 1.55e-06 1.55e-06 1.65e-06
24 1.9e-06 1.3e-06 1.1e-06 1.55e-06 2.2e-06 1.4e-06 1.45e-06 2.25e-06 1.5e-07 1.7e-06 1.9e-06 1.25e-06 1.75e-06 2.5e-06 2.55e-06 2.05e-06 2e-06 1.05e-06 1.95e-06 1.5e-06 7.5e-07 1.05e-06 2.3e-06 1.6e-06 2e-07 1.8e-06 2.3e-06 2.35e-06 1.5e-06 2.1e-06 2.05e-06 1.5e-06 7.5e-07 2.3e-06 2.3e-06 1.8e-06 1.6e-06 2e-06 1.2e-06 1.35e-06 2e-06 1.6e-06 2.15e-06 1.3e-06 1.15e-06 1.9e-06 7.5e-07 2.05e-06 2.25e-06 2e-06 2.15e-06
25 1.05e-06 1.6e-06 1.2e-06 8e-07 1.1e-06 1.8e-06 1e-06 1.4e-06 1.75e-06 1.25e-06 6e-07 1.2e-06 1.65e-06 1.7e-06 1.75e-06 1.65e-06 7.5e-07 1.1e-06 1.05e-06 1.25e-06 1.65e-06 1.1e-06 1.2e-06 1.25e-06 1.8e-06 1e-06 1.6e-06 1.1e-06 1.55e-06 1.15e-06 9e-07 1.7e-06 1.5e-06 1.35e-06 1.45e-06 7e-07 1.2e-06 7.5e-07 1.25e-06 7.5e-07 7.5e-07 8.5e-07 1.85e-06 1.65e-06 1.75e-06 8e-07 1.4e-06 9.5e-07 1.25e-06 1e-06 1.2e-06
26 1.4e-06 1.85e-06 1.85e-06 1.5e-06 1.5e-06 1.85e-06 1.75e-06 1.35e-06 2.25e-06 1.5e-06 1.55e-06 2.05e-06 1.8e-06 1.25e-06 1.3e-06 1.7e-06 1.8e-06 1.8e-06 1.3e-06 2e-06 2.2e-06 1.8e-06 1.6e-06 1.9e-06 2.3e-06 1.6e-06 2.4e-06 1.7e-06 1.8e-06 1.4e-06 1.7e-06 1.75e-06 2e-06 1.6e-06 1.3e-06 1.6e-06 2.1e-06 1.8e-06 1.95e-06 1.6e-06 1.8e-06 1.8e-06 1.55e-06 1.8e-06 1.85e-06 1.7e-06 2e-06 1.85e-06 1.4e-06 1.6e-06 1.35e-06
27 1.65e-06 1.65e-06 1.75e-06 1.4e-06 1.15e-06 1.9e-06 1.6e-06 1.45e-06 2.3e-06 1.8e-06 1.05e-06 1.65e-06 1.8e-06 1.35e-06 1.4e-06 1.55e-06 1.3e-06 1.7e-06 1.25e-06 1.8e-06 2.2e-06 1.7e-06 1.25e-06 1.85e-06 2.35e-06 1.1e-06 1.7e-06 1.9e-06 1.75e-06 1.3e-06 1.35e-06 1.8e-06 2.05e-06 1.5e-06 1.5e-06 1.2e-06 1.65e-06 1.25e-06 1.85e-06 1.4e-06 1.3e-06 1.4e-06 1.65e-06 2.2e-06 1.9e-06 1.45e-06 1.95e-06 1.6e-06 1.3e-06 1.25e-06 1.3e-06
28 1.7e-06 1.4e-06 1.35e-06 1.45e-06 1.55e-06 1.45e-06 1.05e-06 1.75e-06 1.45e-06 2.1e-06 1.7e-06 1.75e-06 1.3e-06 1.25e-06 1.3e-06 1.35e-06 1.7e-06 1.25e-06 1.35e-06 1.65e-06 1.25e-06 1.25e-06 1.65e-06 1.15e-06 1.5e-06 1.55e-06 1.8e-06 1.75e-06 1.2e-06 1.2e-06 2.15e-06 1.3e-06 1.65e-06 1.4e-06 1.8e-06 1.55e-06 1.75e-06 1.7e-06 1.35e-06 1.5e-06 1.7e-06 1.35e-06 1.6e-06 1.9e-06 1.5e-06 1.35e-06 1.7e-06 1.45e-06 1.4e-06 1.45e-06 1.6e-06
29 1.4e-06 1.45e-06 1.45e-06 1.15e-06 1.1e-06 1.5e-06 1.1e-06 1.3e-06 2.05e-06 1.75e-06 1.3e-06 1.85e-06 1.35e-06 7.5e-07 8e-07 1.35e-06 1.35e-06 1.3e-06 9e-07 1.8e-06 1.85e-06 1.3e-06 1.2e-06 1.35e-06 2.1e-06 1.15e-06 1.4e-06 1.3e-06 1.2e-06 1.4e-06 1.75e-06 1.35e-06 1.85e-06 1e-06 1.4e-06 1.15e-06 1.85e-06 1.35e-06 1.5e-06 1.1e-06 1.35e-06 1.4e-06 1.1e-06 2.05e-06 1.55e-06 1e-06 1.8e-06 1.15e-06 9.5e-07 1.05e-06 1.15e-06
30 1.25e-06 1.95e-06 1.6e-06 1.15e-06 1.4e-06 2.2e-06 1.6e-06 1.35e-06 2e-06 1.2e-06 7.5e-07 1.35e-06 2.1e-06 2.25e-06 2.3e-06 2.05e-06 1.1e-06 1.55e-06 1.5e-06 1.5e-06 2.05e-06 1.55e-06 1.35e-06 1.85e-06 2.05e-06 9e-07 1.7e-06 1.35e-06 2.15e-06 1.75e-06 9e-07 2.1e-06 1.7e-06 1.95e-06 1.5e-06 1.05e-06 1.4e-06 1.1e-06 1.7e-06 1.25e-06 1.1e-06 1.05e-06 2.25e-06 1.65e-06 2.05e-06 1.45e-06 1.6e-06 1.6e-06 1.65e-06 1.35e-06 1.45e-06
31 1.85e-06 1.45e-06 1.4e-06 1.55e-06 1.55e-06 1.45e-06 1.5e-06 1.7e-06 1.4e-06 1.9e-06 1.8e-06 1.7e-06 1.45e-06 1.25e-06 1.3e-06 1.5e-06 1.9e-06 1.4e-06 1.4e-06 1.8e-06 1.55e-06 1.4e-06 1.65e-06 1.65e-06 1.5e-06 1.7e-06 1.75e-06 1.8e-06 1.3e-06 1.35e-06 2.1e-06 2.4e-06 1.5e-06 1.6e-06 1.8e-06 1.7e-06 1.9e-06 1.9e-06 1.5e-06 1.4e-06 1.9e-06 1.7e-06 1.4e-06 1.85e-06 1.35e-06 1.7e-06 1.5e-06 1.85e-06 1.5e-06 1.55e-06 1.6e-06
32 1.6e-06 1.5e-06 1.1e-06 1.15e-06 1.9e-06 1.55e-06 1.4e-06 1.95e-06 6.5e-07 1.5e-06 1.55e-06 1.25e-06 1.7e-06 2.25e-06 2.3e-06 2e-06 1.7e-06 1.1e-06 1.7e-06 1.4e-06 1.1e-06 1.1e-06 2e-06 1.55e-06 7.5e-07 1.5e-06 2e-06 2.05e-06 1.65e-06 1.85e-06 1.7e-06 1.5e-06 1.3e-06 2.05e-06 2e-06 1.5e-06 1.5e-06 1.7e-06 1.2e-06 1.15e-06 1.7e-06 1.5e-06 2e-06 1.35e-06 1.3e-06 1.65e-06 9.5e-07 1.8e-06 1.95e-06 1.7e-06 1.85e-06
33 1.55e-06 1.65e-06 1.65e-06 1.35e-06 1.35e-06 1.7e-06 1.35e-06 1.5e-06 2.25e-06 1.95e-06 1.5e-06 2.05e-06 1.6e-06 1e-06 1.05e-06 1.6e-06 1.5e-06 1.55e-06 1.1e-06 2e-06 2.05e-06 1.55e-06 1.45e-06 1.5e-06 2.3e-06 1.35e-06 1.6e-06 1.5e-06 1.4e-06 1e-06 1.95e-06 1.6e-06 2.05e-06 1.8e-06 1.6e-06 1.35e-06 2.05e-06 1.5e-06 1.65e-06 1.3e-06 1.5e-06 1.6e-06 1.4e-06 2.25e-06 1.8e-06 1.15e-06 2e-06 1.25e-06 1.2e-06 1.3e-06 1.35e-06
34 1.35e-06 1.75e-06 1.8e-06 1.45e-06 1.45e-06 1.9e-06 1.7e-06 1.35e-06 2.25e-06 1.45e-06 1.35e-06 1.95e-06 1.85e-06 1.4e-06 1.45e-06 1.8e-06 1.65e-06 1.75e-06 1.35e-06 2e-06 2.2e-06 1.75e-06 1.55e-06 1.9e-06 2.3e-06 1.45e-06 1.3e-06 1.5e-06 1.8e-06 1.4e-06 1.5e-06 1.8e-06 2e-06 1.6e-06 2.4e-06 1.45e-06 2e-06 1.65e-06 1.9e-06 1.5e-06 1.65e-06 1.7e-06 1.65e-06 1.8e-06 1.9e-06 1.6e-06 1.95e-06 1.75e-06 1.35e-06 1.45e-06 1.35e-06
35 1.05e-06 1.6e-06 1.2e-06 8e-07 1.25e-06 1.8e-06 1e-06 1.4e-06 1.75e-06 1.25e-06 7.5e-07 1.3e-06 1.65e-06 1.7e-06 1.75e-06 1.75e-06 9e-07 1.1e-06 1.05e-06 1.4e-06 1.65e-06 1.1e-06 1.35e-06 1.25e-06 1.8e-06 7e-07 1.6e-06 1.2e-06 1.55e-06 1.15e-06 1.05e-06 1.7e-06 1.5e-06 1.35e-06 1.45e-06 1e-06 1.25e-06 8e-07 1.25e-06 8e-07 9e-07 1e-06 1.85e-06 1.65e-06 1.75e-06 8e-07 1.4e-06 9.5e-07 1.25e-06 1.05e-06 1.2e-06
36 1.65e-06 1.85e-06 1.35e-06 1.35e-06 1.65e-06 2e-06 1.35e-06 1.95e-06 1.55e-06 1.7e-06 1.2e-06 1.3e-06 1.65e-06 2.3e-06 2.35e-06 1.85e-06 1.4e-06 1.4e-06 1.65e-06 1.3e-06 1.4e-06 1.4e-06 1.75e-06 1.55e-06 1.6e-06 1.2e-06 2.1e-06 1.65e-06 1.75e-06 1.85e-06 1.4e-06 1.9e-06 1.5e-06 2.05e-06 2e-06 1.25e-06 2e-06 1.3e-06 1.55e-06 1.4e-06 1.4e-06 1.25e-06 2.3e-06 1.75e-06 1.8e-06 1.6e-06 1.55e-06 1.75e-06 1.9e-06 1.65e-06 1.75e-06
